,2018-12-10,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-24,2018-12-26,2018-12-27,2018-12-28,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
10:18,1040.38,1050.257,1071.895,1073.75,1056.008,1038.94,1032.88,1056.461,1025.0,1021.5,986.785,987.558,1017.2,1042.065,1033.0,1029.71,1025.18,1038.32,1056.74,1070.06,1074.0,1061.39,1054.12,1044.785,1063.93,1091.27,1081.77,1095.68,1086.682,1074.9180000000001,1072.749,1088.26,1069.35,1065.187,1068.94,1113.71,1121.28,1121.894,1124.1580000000001,1125.546,1096.326,1090.08,1100.134,1115.694,1129.012,1119.38,1115.468
10:19,1042.55,1051.57,1071.56,1074.36,1057.1,1038.0,1034.37,1056.255,1022.85,1022.2,987.3580000000001,986.118,1011.58,1042.01,1032.412,1028.5,1025.509,1037.236,1056.57,1068.93,1074.968,1061.98,1054.17,1046.163,1064.28,1091.91,1080.27,1097.12,1085.37,1074.01,1072.756,1087.767,1069.9,1065.945,1069.65,1114.05,1120.9,1122.15,1123.945,1125.655,1095.329,1089.99,1100.603,1115.92,1129.5330000000001,1119.83,1116.5
10:20,1043.09,1051.65,0.0,1074.31,1057.03,1038.13,1034.393,1056.976,1022.04,1021.63,985.194,987.475,1012.77,1042.04,1031.704,1028.3519999999999,1025.58,1034.82,1056.0,1070.6,1076.13,1062.9,1054.53,1046.92,1063.63,1091.823,1079.9769999999999,1096.816,1086.51,1074.98,1073.775,1087.142,1070.5,1066.0,1070.04,1114.604,1120.76,1122.9,1124.12,1125.59,1095.1689999999999,1090.28,1100.347,1115.62,1129.786,1120.36,1116.4389999999999
10:21,1043.56,1052.44,0.0,1075.27,1056.13,1037.86,1032.93,1056.505,1023.82,1020.077,984.995,988.822,1015.19,1042.35,1031.81,1028.51,1025.66,1036.97,1054.765,1071.92,1076.89,1064.0,1054.49,1046.09,1062.87,1090.77,1080.02,1098.0,1087.1789999999999,1074.934,1074.8310000000001,1086.713,1070.5,1064.42,1070.095,1113.65,1121.47,1122.5739999999998,1124.1,1125.14,1095.567,1090.45,1100.545,1115.62,1131.5,1120.23,1116.88
10:22,1042.67,1051.79,0.0,1074.036,1057.12,1038.737,1033.99,1057.998,1022.0,1020.9,987.556,990.0,1014.2189999999999,1041.143,1034.539,1030.2,1027.754,1042.0,1055.555,1070.345,1076.4,1065.24,1055.03,1046.013,1062.88,1090.18,1079.9,1098.02,1087.83,1074.107,1073.0,1087.83,1071.3,1064.66,1070.46,1113.51,1121.63,1122.21,1123.88,1124.51,1095.632,1090.177,1099.23,1115.96,1131.19,1120.42,1117.43
10:23,1044.02,1050.87,0.0,1074.14,1056.73,1038.3,1033.694,1057.378,1023.935,1018.03,985.91,990.627,1014.32,1041.19,1033.9,1030.01,1030.2,1042.92,1055.985,1069.28,1075.5,1066.01,1054.4,1045.61,1064.44,1090.47,1079.737,1098.512,1087.8,1072.884,1072.92,1088.225,1070.5,1066.0,1070.44,1114.397,1121.46,1121.675,1123.545,1124.99,1097.26,1091.09,1096.6019999999999,1115.7,1131.12,1120.5919999999999,1116.368
10:24,1042.23,1053.973,1074.5,1074.16,1055.91,1038.3,1035.13,1057.68,1022.127,1018.63,986.5310000000001,990.61,1013.666,1038.19,1034.07,1031.7,1031.58,1045.96,1056.91,1070.052,1076.12,1066.06,1054.19,1046.93,1064.171,1090.18,1079.64,1097.78,1087.678,1072.32,1072.85,1088.17,1070.61,1065.51,1070.47,1113.77,1122.33,1121.313,1122.18,1125.019,1097.28,1091.53,1098.249,1116.0,1131.2,1120.95,1117.65
10:25,1041.34,1052.98,1074.598,1073.076,1056.75,1039.422,1035.212,1057.32,1024.4,1017.09,987.84,989.93,1013.58,1039.11,1033.671,1034.63,1030.63,1048.01,1057.134,1072.63,1076.0,1065.71,1052.51,1046.52,1064.78,1090.88,1079.92,1098.51,1087.88,1071.932,1072.2,1089.54,1070.84,1065.95,1070.06,1114.47,1121.52,1120.7069999999999,1122.355,1126.402,1097.11,1092.28,1097.48,1116.2,1131.99,1120.64,1117.99
10:26,1040.412,1052.09,1074.263,1073.65,1054.92,1041.12,1035.44,1056.0,1025.21,1016.3430000000001,988.88,992.11,1014.554,1038.54,1032.478,1031.583,1033.01,1049.14,1056.47,1073.37,1075.22,1064.76,1051.881,1045.0,1064.66,1089.51,1080.26,1098.34,1088.354,1071.57,1071.62,1090.397,1071.2,1066.66,1070.29,1113.95,1122.04,1120.84,1123.45,1127.89,1097.027,1092.63,1097.632,1115.62,1131.49,1120.82,1118.07
10:27,1038.14,1052.798,1074.05,1074.0,1053.85,1044.056,1037.515,1055.17,1024.616,1015.56,988.1460000000001,991.096,1012.77,1036.58,1033.0,1032.07,1030.96,1047.922,1057.54,1073.12,1074.67,1064.264,1052.27,1045.74,1063.897,1089.24,1080.9189999999999,1095.4,1087.553,1073.258,1072.21,1089.607,1072.03,1066.94,1069.279,1113.764,1121.77,1120.736,1125.0,1127.545,1097.45,1093.34,1097.91,1115.921,1131.128,1120.682,1117.7830000000001
10:28,1038.53,1052.595,1074.15,1073.28,1053.59,1042.13,1037.83,1055.01,1024.06,1017.07,988.179,992.51,1013.64,1037.7,1034.165,1033.0,1032.97,1047.8,1057.704,1073.1,1074.6589999999999,1064.71,1050.263,1046.39,1063.932,1088.84,1081.394,1095.64,1086.535,1072.26,1072.99,1089.5810000000001,1073.0,1066.09,1069.42,1112.76,1122.05,1120.99,1124.0,1126.604,1097.344,1094.101,1097.72,1116.254,1131.424,1120.56,1117.0439999999999
10:29,1038.43,1052.41,1072.59,1072.245,1055.64,1041.75,1038.337,1055.46,1023.2489999999999,1018.43,989.33,989.0269999999999,1012.44,1038.84,1033.51,1030.674,1032.44,1049.34,1056.62,1072.04,1075.21,1067.234,1048.988,1046.66,1063.6760000000002,1089.4,1081.55,1095.8519999999999,1086.39,1072.9180000000001,1071.501,1089.87,1072.598,1068.0,1069.5,1112.046,1120.84,1121.3,1124.82,1126.04,1097.0,1092.91,1096.92,1115.78,1132.039,1119.885,1116.737
10:30,1037.93,1051.65,1073.04,1070.52,1053.77,1042.49,1038.4189999999999,1056.76,1025.01,1018.9,989.59,989.2,1012.5,1038.13,1034.9,1030.97,1029.635,1050.51,1060.58,1072.605,1071.85,1066.878,1049.03,1046.58,1062.0,1089.479,1080.138,1096.465,1086.05,1072.53,1071.04,1089.548,1072.5,1067.55,1069.837,1111.735,1119.5,1122.513,1125.193,1126.39,1098.69,1092.9,1097.05,1115.35,1132.56,1119.95,1117.08
10:31,1035.47,1051.742,1072.384,1070.69,1054.18,1039.99,1038.85,1057.06,1025.73,1018.166,991.0210000000001,990.99,1013.569,1040.253,1033.0,1029.6,1028.431,1049.29,1061.45,1070.362,1072.075,1065.57,1049.56,1047.961,1063.22,1088.42,1079.91,1096.82,1087.85,1072.819,1070.11,1090.0,1072.76,1067.799,1069.402,1112.32,1119.0510000000002,1121.788,1124.95,1127.657,1098.53,1094.6,1097.41,1115.4,1132.55,1121.039,1117.335
10:32,1035.1,1052.57,1073.42,1070.51,1053.87,1040.74,1038.61,1056.655,1025.522,1016.69,990.53,989.72,1014.545,1038.0,1031.45,1030.6,1027.151,1049.48,1061.263,1070.28,1071.542,1065.7,1049.22,1048.42,1063.46,1087.68,1079.82,1097.87,1088.037,1073.56,1070.165,1089.0430000000001,1071.9,1067.252,1070.01,1112.23,1120.22,1122.17,1126.73,1129.1480000000001,1097.545,1094.565,1098.0739999999998,1115.28,1132.816,1121.84,1117.928
10:33,1035.115,1052.46,1074.285,1069.63,1053.27,1039.73,1039.76,1058.53,1023.3889999999999,1015.4,990.475,989.56,1015.54,1037.61,1031.13,1028.5,1026.26,1048.84,1060.64,1069.41,1071.5,1064.8,1049.888,1049.86,1063.53,1086.568,1079.93,1097.42,1086.47,1075.058,1070.13,1088.29,1071.13,1066.34,1069.029,1112.078,1120.79,1122.5,1125.506,1129.535,1097.628,1095.6480000000001,1098.55,1115.76,1131.935,1122.498,1117.982
10:34,1035.6,1051.405,1074.05,1069.49,1052.34,1037.813,1038.4360000000001,1056.36,1023.08,1013.78,992.289,988.7760000000001,1016.456,1039.5,1031.6,1027.59,1027.39,1047.33,1062.26,1068.98,1070.219,1064.84,1051.395,1048.8980000000001,1063.7,1086.0,1079.513,1097.55,1087.437,1075.42,1070.031,1088.72,1070.6,1065.37,1068.6,1111.52,1119.549,1123.0,1125.57,1130.5,1097.5,1096.11,1099.08,1115.89,1131.87,1122.58,1117.95
10:35,1037.87,1050.05,1074.77,1069.26,1053.184,1037.843,1038.5910000000001,1058.5,1020.63,1012.73,993.294,987.62,1016.0,1037.91,1031.772,1029.089,1026.724,1047.76,1062.54,1068.96,1071.61,1063.39,1052.603,1049.768,0.0,1086.01,1081.147,1097.111,1086.9180000000001,1075.22,1068.19,1089.22,1070.61,1065.0,1069.21,1111.95,1119.605,1124.45,1124.44,1130.891,1097.0,1096.612,1098.8,1115.96,1134.1,1122.3319999999999,1117.92
10:36,1036.46,1051.063,1074.5,1070.09,1052.0,1036.67,1038.795,1056.8410000000001,1021.27,1013.18,993.75,986.2,1017.64,1034.722,1031.52,1028.8,1026.003,1049.687,1061.99,1068.39,1071.22,1064.0,1052.32,1048.71,0.0,1085.55,1079.96,1097.87,1086.4289999999999,1075.2,1068.32,1089.515,1070.55,1064.974,1069.121,1110.43,1120.24,1124.61,1124.28,1130.205,1096.24,1096.36,1098.58,1115.92,1133.95,1122.0,1118.7069999999999
10:37,1036.96,1052.244,1072.61,1070.08,1053.057,1035.66,1037.35,1056.757,1022.9,1013.98,996.0,989.71,1015.66,1034.1,1031.79,1029.64,1024.19,1049.758,1062.0,1068.51,1072.63,1064.06,1051.83,1050.0,0.0,1084.53,1080.54,1097.71,1087.97,1074.87,1066.77,1089.07,1069.45,1065.14,1067.4,1110.31,1119.49,1124.213,1124.15,1129.49,1096.743,1096.0,1098.288,1115.91,1133.66,1115.0439999999999,1118.489
10:38,1035.329,1051.343,1071.4669999999999,1069.21,1054.84,1036.8,1036.68,1057.0,1023.2660000000001,1011.8510000000001,995.74,987.78,1015.92,1035.258,1030.507,1028.222,1022.576,1049.38,1062.19,1069.143,1072.173,1064.16,1052.665,1049.47,0.0,1084.08,1079.51,1097.588,1088.28,1075.23,1067.28,1089.427,1069.56,1063.76,1068.377,1110.4089999999999,1120.035,1124.3,1124.78,1128.951,1095.9,1097.23,1098.112,1116.02,1133.54,1116.33,1119.67
10:39,1033.743,1051.43,1072.111,1068.888,1055.33,1036.97,1038.48,1057.309,1022.63,1009.7,996.5,987.51,1013.53,1037.48,1030.18,1029.02,1024.56,1049.8,1060.995,1069.1,1072.372,1064.41,1051.174,1049.44,0.0,1082.609,1078.9,1098.34,1087.05,1074.9080000000001,1068.836,1089.75,1069.18,1063.79,1068.3419999999999,1111.71,1121.3,1123.64,1124.726,1129.33,1096.035,1098.08,1097.71,1116.4,1132.74,1117.8319999999999,1119.661
10:40,1032.33,1052.639,1070.41,1067.85,1055.06,1038.96,1037.6889999999999,1056.763,1022.113,1009.4689999999999,998.215,987.64,1015.37,1040.0,1031.16,1029.85,1023.2510000000001,1049.465,1060.92,1068.41,1071.4,1064.35,1050.458,1048.45,0.0,1083.93,1079.55,1098.05,1088.131,1073.853,1069.116,1089.15,1070.8239999999998,1064.74,1068.858,1111.89,1120.76,1123.64,1125.34,1129.82,1095.826,1098.29,1098.19,1116.45,1133.2,1119.02,1120.0
10:41,1034.38,1051.78,1071.92,1067.65,1056.03,1040.098,1036.055,1056.525,1025.307,1009.341,1000.314,986.48,1016.09,1039.993,1031.35,1029.77,1022.61,1048.713,1061.0,1067.819,1071.93,1064.27,1050.35,1048.4,0.0,1081.9289999999999,1080.165,1098.17,1087.06,1073.47,1068.039,1088.572,1070.66,1064.74,1068.57,1113.94,1121.65,1123.228,1125.07,1130.42,1095.951,1098.39,1097.628,1117.107,1134.0,1120.2,1120.472
10:42,1032.376,1053.17,1071.4,1068.99,1055.53,1042.37,1033.75,1056.779,1026.7,1009.471,1001.841,985.62,1016.5,1039.58,1030.996,1029.546,1025.54,1048.27,1061.859,1067.65,1070.09,1064.79,1050.45,1047.89,0.0,1082.8010000000002,1078.598,1098.2830000000001,1087.06,1072.774,1068.402,1089.0,1071.69,1064.0,1068.694,1113.68,1120.744,1123.5,1126.03,1131.378,1094.58,1098.0,1096.63,1117.251,1133.575,1121.11,1120.524
10:43,1032.15,1051.62,1072.11,1069.81,1055.402,1041.183,1032.85,1058.1,1028.48,1008.3910000000001,1001.158,986.21,1020.77,1037.8,1030.97,1031.76,1022.84,1047.6,1061.5,1067.72,1069.22,1064.647,1052.31,1048.02,0.0,1081.28,1078.708,1099.79,1087.81,1071.4,1068.15,1088.47,1072.335,1064.0910000000001,1068.99,1112.771,1120.67,1123.83,1127.028,1131.46,1095.181,1098.1,1097.58,1116.395,1134.0,1121.003,1118.884
10:44,1031.36,1051.99,1072.405,1069.42,1054.59,1041.59,1031.63,1057.02,1026.19,1008.99,1002.76,986.3,1020.04,1037.308,1030.43,1032.53,1022.42,1047.81,1060.4260000000002,1065.195,1067.4289999999999,1063.8,1052.08,1049.3,0.0,1081.09,1078.6,1099.94,1086.64,1070.737,1066.6,1090.3,1071.825,1064.77,1069.79,1113.5,1118.7,1124.67,1126.36,1131.719,1094.65,1097.856,1098.015,1116.47,1133.75,1120.701,1117.49
10:45,1032.402,1051.2,1072.1989999999998,1070.0,1057.513,1041.17,1033.02,1056.93,1024.118,1009.585,1001.36,987.73,1019.77,1040.509,1031.51,1031.025,1021.78,1049.34,1060.63,1064.43,1067.0,1063.68,1051.46,1050.49,0.0,1081.621,1077.48,1100.41,1086.64,1070.88,1067.28,1090.79,1070.88,1064.5,1069.91,1112.625,1118.89,1125.6989999999998,1126.765,1133.48,1094.587,1097.0810000000001,1097.77,1116.4,1133.87,1120.34,1118.34
10:46,1033.61,1049.42,1074.11,1070.107,1056.663,1040.6,1033.21,1057.3,1023.01,1009.0260000000001,998.041,990.54,1018.382,1039.26,1030.19,1031.43,1023.815,1051.35,1060.175,1063.9,1066.71,1063.95,1051.296,1047.7,0.0,1083.575,1077.899,1100.5430000000001,1086.87,1071.76,1067.41,1090.325,1070.72,1063.5,1069.358,1112.221,1117.645,1125.37,1126.01,1132.41,1093.52,1096.807,1099.14,1116.44,1133.99,1121.53,1118.11
10:47,1035.34,1050.03,1074.05,1066.18,1058.75,1041.93,1034.11,1057.195,1022.1619999999999,1009.47,997.05,988.8,1019.75,1039.08,1030.17,1032.43,1025.34,1050.384,1059.63,1065.72,1068.634,1064.315,1051.68,1047.275,0.0,1084.177,1078.295,1100.75,1086.12,1071.128,1066.9180000000001,1090.01,1069.722,1062.0,1069.29,1112.244,1118.42,1125.003,1125.55,1131.8410000000001,1092.744,1097.04,1099.15,1116.35,1133.7,1121.99,1119.316
10:48,1035.86,1050.44,1073.5,1068.858,1057.779,1040.8,1035.09,1056.83,1022.06,1009.5,997.93,988.62,1021.18,1043.0,1030.06,1032.2,1024.34,1050.0,1057.0,1064.02,1068.765,1064.005,1051.0,1046.41,0.0,1085.7,1077.673,1100.81,1085.535,1071.521,1066.4389999999999,1091.79,1068.6,1061.674,1069.4,1112.31,1118.89,1125.184,1126.182,1131.6960000000001,1092.569,1097.27,1099.053,1106.76,1133.99,1120.917,1118.035
10:49,1034.105,1049.945,1073.01,1068.6,1057.69,1039.94,1035.99,1056.121,1019.645,1007.94,998.63,989.76,1021.02,1042.09,1029.27,1030.9189999999999,1022.0,1049.94,1057.43,1065.81,1068.93,1065.5,1050.6,1047.1,0.0,1084.745,1077.78,1100.88,1086.6,1070.77,1064.69,1090.98,1068.06,1061.27,1068.73,1111.68,1119.33,1124.538,1125.86,1132.27,1092.28,1096.84,1098.89,1116.32,1134.43,1121.205,1118.64
10:50,1033.978,1050.0,1074.75,1065.921,1057.96,1039.41,1036.37,1057.763,1019.27,1008.18,998.961,990.405,1019.431,1042.8,1027.6789999999999,1030.83,1021.99,1050.171,1057.54,1064.71,1068.85,1065.04,1050.0430000000001,1047.75,0.0,1084.72,1077.417,1101.37,1087.99,1071.58,1065.14,1091.383,1067.5,1060.71,1068.414,1111.31,1119.28,1125.11,1123.104,1132.51,1091.69,1097.51,1098.535,1116.42,1134.45,1120.94,1117.7
10:51,1035.205,1050.875,1074.56,1065.825,1057.96,1040.81,1038.68,1058.67,1018.68,1007.38,997.0,990.643,1018.98,1043.578,1026.96,1032.67,1025.08,1051.11,1057.61,1063.46,1069.32,1065.632,1049.91,1047.87,0.0,1084.266,1076.95,1101.37,1089.0,1070.3,1064.31,1090.89,1067.02,1060.44,1068.04,1110.973,1117.555,1125.66,1123.08,1133.14,1090.85,1097.453,1098.34,1116.46,1133.59,1121.19,1117.083
10:52,1032.78,1050.22,1074.78,1065.201,1060.24,1040.62,1037.51,1059.1580000000001,1017.43,1005.34,997.2560000000001,987.0,1018.65,1043.205,1027.406,1033.51,1025.573,1050.455,1058.9389999999999,1062.145,1069.503,1065.635,1050.56,1047.5,0.0,1083.16,1078.0,1102.135,1089.24,1070.32,1064.84,1090.866,1067.721,1058.766,1067.59,1110.57,1116.75,1125.046,1124.27,1132.245,1091.129,1096.95,1097.55,1117.2,1133.675,1121.4,1117.07
10:53,1032.37,1050.45,1073.81,1064.87,1059.85,1039.375,1037.57,1058.23,1017.12,1006.64,996.5,986.24,1017.51,1043.27,1027.0439999999999,1032.66,1022.01,1049.1660000000002,1058.77,1060.99,1071.14,1066.66,1050.68,1047.1,0.0,1083.32,1078.57,1103.12,1088.8,1069.71,1065.3239999999998,1090.0,1068.0,1058.41,1067.568,1110.56,1116.8,1125.7060000000001,1123.894,1133.63,1091.12,1096.76,1097.91,1118.563,1132.1889999999999,1121.5,1118.038
10:54,1030.02,1049.86,1074.4,1066.61,1060.41,1039.22,1037.0,1057.85,1018.225,1005.41,991.54,984.87,1016.95,1041.295,1026.17,1034.63,1023.33,1048.165,1058.403,1062.65,1070.806,1067.263,1051.0,1046.34,0.0,1083.67,1078.0330000000001,1104.36,1089.49,1070.96,1065.1,1090.24,1068.1,1058.26,1068.37,1110.7,1115.89,1125.671,1125.14,1133.4489999999998,1091.868,1096.41,1097.585,1119.0,1132.28,1121.1,1117.96
10:55,1032.82,1047.99,1074.535,1065.76,1059.71,1039.34,1037.09,1057.71,1016.7539999999999,1006.72,990.0,984.63,1016.85,1038.8110000000001,1026.75,1033.83,1023.55,1049.6860000000001,1057.58,1063.73,1069.5510000000002,1066.45,1052.315,1046.655,0.0,1083.53,1077.661,1104.51,1089.07,1071.549,1065.638,1090.0,1067.272,1058.41,1068.73,1113.23,1115.682,1126.39,1124.5,1133.743,1091.335,1097.012,1096.529,1120.25,1131.9769999999999,1120.06,1118.046
10:56,1031.361,1047.0,1073.758,1067.08,1060.08,1041.048,1036.7160000000001,1057.23,1018.3539999999999,1006.35,992.738,986.23,1018.75,1039.49,1027.61,1033.21,1027.2,1049.931,1056.74,1062.92,1070.417,1066.7,1052.87,1048.79,0.0,1083.835,1078.16,1105.13,1088.52,1071.2930000000001,1067.24,1089.192,1067.578,1057.637,1067.8,1113.14,1114.76,1126.145,1124.421,1132.287,1092.86,1096.36,1097.588,1120.9569999999999,1131.504,1120.51,1118.51
10:57,1032.81,1043.33,1075.095,1067.6,1059.68,1041.13,1036.69,1057.0,1018.93,1006.828,992.22,986.27,1018.51,1038.9,1028.0,1032.91,1026.6789999999999,1050.155,1057.03,1063.38,1069.8310000000001,1066.0,1053.566,1049.065,0.0,1083.645,1077.96,1105.22,1086.8,1069.5,1067.018,1090.29,1067.38,1056.108,1067.19,1113.35,1114.583,1126.18,1124.51,1132.036,1092.6,1095.8039999999999,1097.4,1121.72,1130.7,1120.506,1119.19
10:58,1031.0,1045.0,1075.323,1067.87,1059.6,1041.438,1036.1,1058.21,1022.01,1004.53,991.26,985.28,1017.4,1038.06,1027.15,1033.47,1025.447,1050.7089999999998,1057.92,1065.5,1069.55,1066.42,1054.6,1048.855,0.0,1082.75,1078.33,1105.0,1086.7,1070.683,1066.78,1090.33,1068.0,1057.713,1067.565,1113.16,1115.96,1125.79,1124.0510000000002,1132.47,1091.81,1094.18,1098.35,1122.16,1130.18,1121.39,1118.79
10:59,1031.74,1045.3519999999999,1075.42,1067.81,1058.84,1041.02,1037.5,1058.65,1019.8530000000001,1004.8530000000001,993.22,984.7180000000001,1017.07,1037.24,1027.49,1032.52,1026.2,1051.5,1057.95,1064.0,1070.03,1065.955,1054.155,1048.87,0.0,1082.93,1078.7089999999998,1105.3,1086.624,1070.5,1066.787,1091.01,1066.4,1058.6,1068.154,1113.2160000000001,1115.127,1126.03,1124.51,1132.04,1090.95,1094.48,1096.79,1121.94,1130.06,1119.91,1117.27
11:00,1028.407,1044.93,1074.03,1066.67,1059.29,1040.73,1038.85,1059.045,1018.98,1003.17,994.7669999999999,983.71,1017.023,1036.5439999999999,1027.47,1031.79,1029.437,1049.35,1057.586,1066.5,1069.818,1066.18,1054.83,1047.37,0.0,1082.348,1077.93,1105.161,1086.93,1070.09,1066.478,1091.15,1066.79,1058.1580000000001,1068.52,1112.2,1115.71,1126.2,1123.67,1132.77,1090.88,1094.36,1097.698,1123.64,1130.94,1120.3010000000002,1117.845
11:01,1028.079,1044.56,1073.414,1066.59,1059.95,1039.63,1039.135,1059.9,1017.0830000000001,1002.3,995.86,984.0,1016.743,1038.73,1027.256,1031.182,1028.29,1051.99,1057.92,1066.5,1071.54,1065.8319999999999,1054.88,1047.755,0.0,1082.05,1079.03,1105.74,1087.04,1069.14,1065.97,1090.32,1065.63,1057.87,1069.458,1113.796,1114.87,1126.29,1124.31,1132.01,1090.88,1093.0,1096.845,1124.14,1131.577,1120.6789999999999,1118.59
11:02,1024.89,1042.5610000000001,1074.011,1065.99,1059.59,1041.26,1039.637,1059.702,1017.16,1002.84,992.25,984.61,1016.75,1038.143,1028.0,1030.24,1030.695,1054.0,1057.336,1067.27,1073.3139999999999,1065.33,1055.72,1048.24,0.0,1081.73,1079.24,1106.08,1086.32,1069.395,1067.413,1089.69,1065.339,1058.087,1070.2910000000002,1113.77,1115.32,1126.391,1123.067,1131.22,1091.89,1092.08,1098.447,1123.42,1130.07,1119.8,1119.29
11:03,1024.6,1043.32,1074.431,1066.41,1059.6,1043.22,1036.69,1059.455,1017.508,1000.93,990.41,985.31,1016.125,1038.454,1029.0,1031.4589999999998,1030.56,1056.08,1056.79,1068.08,1073.7,1065.401,1056.58,1048.883,0.0,1082.03,1079.66,1106.55,1085.56,1069.86,1068.09,1090.52,1064.764,1059.1,1069.16,1113.744,1116.392,1127.3,1124.1960000000001,1129.8,1093.3,1092.12,1098.053,1123.1019999999999,1129.45,1119.71,1118.51
11:04,1025.78,1043.6680000000001,1075.85,1067.11,1060.79,1043.16,1036.5,1059.191,1016.317,1001.23,988.1039999999999,988.22,1016.68,1037.882,1029.76,1032.87,1029.1860000000001,1056.76,1057.29,1067.53,1073.08,1065.822,1055.657,1048.26,0.0,1081.05,1079.03,1107.494,1085.7,1070.98,1068.21,1090.182,1064.61,1058.23,1068.29,1113.5,1116.53,1128.0,1124.0539999999999,1129.601,1094.0,1091.38,1097.49,1122.392,1131.16,1120.001,1119.44
11:05,1028.0,1043.93,1075.58,1065.7269999999999,1061.27,1042.368,1037.417,1059.0,1016.71,1001.196,987.685,987.808,1016.01,1035.44,1029.11,1033.44,1027.96,1055.35,1057.53,1066.66,1073.635,1065.89,1055.383,1047.52,0.0,1080.428,1078.97,1107.885,1085.732,1070.96,1067.68,1090.34,1065.49,1058.235,1068.28,1113.27,1116.8,1128.55,1124.48,1130.08,1093.57,1091.394,1097.99,1121.897,1131.73,1120.24,1119.17
11:06,1026.872,1046.0910000000001,1074.81,1067.42,1062.101,1042.954,1036.66,1056.478,1018.1,999.05,988.867,987.79,1014.64,1037.047,1029.04,1034.65,1026.82,1055.35,1057.17,1066.27,1073.48,1066.864,1054.84,1047.476,0.0,1080.37,1080.39,1108.3519999999999,1085.65,1070.41,1067.489,1090.49,1066.04,1059.81,1068.339,1112.878,1116.87,1128.704,1123.0,1130.79,1092.0,1091.1,1097.59,1120.1,1131.68,1121.0,1117.94
11:07,1026.26,1046.988,1074.88,1067.48,1062.12,1042.92,1037.94,1055.28,1017.435,996.592,991.54,986.97,1013.92,1036.18,1029.1,1034.504,1027.75,1056.0,1056.55,1067.555,1073.115,1065.5,1054.68,1046.95,0.0,1080.94,1080.308,1107.345,1085.57,1070.36,1067.482,1090.49,1065.11,1060.69,1067.91,1112.175,1117.057,1128.425,1122.25,1130.86,1092.889,1092.45,1097.45,1120.63,1131.368,1121.14,1117.6
11:08,1028.99,1046.89,1075.02,1067.07,1061.255,1042.79,1037.36,1055.23,1015.74,997.46,989.81,986.565,1015.46,1037.86,1029.97,1035.04,1026.04,1056.55,1056.961,1068.4180000000001,1072.25,1065.723,1055.755,1048.0,0.0,1082.282,1081.22,1106.98,1084.1,1070.57,1067.736,1091.5,1066.21,1060.35,1067.81,1111.98,1116.77,1128.77,1122.47,1131.187,1093.822,1091.73,1095.51,1120.46,1131.25,1121.88,1117.338
11:09,1026.54,1047.565,1076.144,1066.948,1061.3239999999998,1045.2,1037.2830000000001,1053.54,1013.77,995.4,988.36,988.058,1015.97,1040.434,1028.715,1034.16,1025.255,1056.866,1056.1589999999999,1067.99,1072.56,1066.1,1055.74,1048.28,0.0,1082.62,1081.031,1106.1689999999999,1084.26,1070.59,1066.889,1091.3,1066.96,1060.35,1067.399,1112.0,1117.491,1129.085,1122.48,1130.78,1093.681,1092.45,1095.143,1120.9460000000001,1131.08,1121.437,1117.18
11:10,1026.46,1046.61,1076.136,1066.47,1060.84,1044.83,1038.247,1053.59,1014.02,998.0830000000001,987.26,987.73,1016.34,1041.09,1027.99,1034.88,1026.02,1059.66,1057.4,1067.056,1072.414,1066.23,1054.433,1048.74,0.0,1082.66,1080.9589999999998,1105.34,1083.93,1070.78,1067.28,1091.67,1067.33,1062.0,1068.233,1113.583,1118.864,1128.603,1121.703,1130.232,1093.92,1092.61,1095.75,1121.5,1131.222,1120.84,1116.0
11:11,1027.238,1044.76,1076.66,1065.79,1058.54,1045.35,1038.9569999999999,1054.165,1014.43,997.0,985.7,988.34,1015.888,1040.0,1026.498,1035.3,1030.13,1059.152,1055.97,1067.134,1073.12,1065.3,1054.377,1048.82,0.0,1082.972,1081.27,1104.69,1085.062,1071.45,1066.1889999999999,1091.36,1068.205,1062.06,1068.9,1112.49,1117.68,1128.93,1122.63,1130.54,1093.99,1092.007,1095.91,1121.724,1132.35,1120.88,1115.75
11:12,1027.185,1042.91,1076.11,1065.34,1057.485,1045.53,1039.994,1054.3110000000001,1015.41,995.05,987.5,988.96,1016.95,1038.5,1026.41,1035.5,1030.5,1059.97,1057.0,1066.32,1073.085,1065.714,1052.921,1047.17,0.0,1083.4,1080.9560000000001,1104.305,1085.0,1070.726,1063.518,1091.56,1068.14,1062.7,1069.887,1113.15,1117.68,1129.506,1121.963,1129.49,1094.12,1092.184,1095.735,1122.2,1131.32,1120.73,1115.18
