,2018-12-12,2018-12-13,2018-12-14,2018-12-18,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-15,2019-01-16,2019-01-17,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-05,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
2 day,102.53365,102.77465000000001,102.93205,103.1343,102.955,102.69605,102.5566,103.30855,103.4878,103.70689999999999,104.3194,104.93690000000001,105.12115,105.1759,105.1759,105.15105,105.3751,105.5992,106.30135,106.58019999999999,107.10305,107.3122,107.0184,106.8192,107.2425,108.0293,108.58,108.28,107.94,107.575,107.65,107.85499999999999,108.0
2 hr,104.3554166666667,104.69536666666664,104.64042499999998,103.57469166666665,103.36264166666668,102.9694749999999,102.96306666666665,103.85450833333336,103.81492500000004,104.17366666666668,105.01609166666664,105.45005,105.4286333333334,105.63276666666671,105.45272499999996,105.78374166666664,105.89550833333334,106.19758333333336,106.69989166666667,107.26574166666666,107.76865833333333,107.73805833333333,107.07368333333328,107.25385833333333,107.7328750000001,108.85467499999996,108.98986666666669,108.18787500000002,107.7040833333332,107.43470000000008,107.83399166666663,107.955925,108.20044999999999
2.5 hr,104.3703666666667,104.70511999999998,104.63498000000001,103.57381999999998,103.36830666666671,102.97284666666653,102.92024666666667,103.82703999999991,103.8158533333334,104.14550666666676,105.00736666666667,105.45376666666665,105.40968666666673,105.65346000000002,105.45359999999988,105.80351999999996,105.90032000000004,106.20718000000002,106.6980066666667,107.26029333333335,107.75962666666662,107.73715333333331,107.08156000000004,107.25215333333333,107.63864666666677,108.83509333333329,108.98852666666669,108.19065999999997,107.69569333333322,107.4335000000001,107.8371133333333,107.98491333333331,108.19221333333331
20 day,101.68913999999998,101.73764499999999,101.777345,101.910505,102.095025,102.16367000000001,102.33136500000002,102.66145999999999,102.75832499999999,102.841465,102.9787,103.12310000000002,103.25859500000001,103.40355,103.535605,103.88071500000001,103.99773,104.127205,104.46183999999998,104.67746000000002,104.92146500000001,105.15302000000001,105.33876000000001,105.525495,105.732155,105.97964500000003,106.57715499999999,106.88756500000002,107.01849999999999,107.136435,107.28034500000001,107.40683000000001,107.54283500000001
20 min,104.3223,104.69715000000001,104.62944999999999,103.59699999999998,103.30725,102.93325,103.04150000000001,103.89725000000001,103.87554999999998,104.25065,105.0817,105.5282,105.49060000000001,105.6396,105.4674,105.75155,105.89170000000001,106.19715000000001,106.73675,107.27865,107.77029999999999,107.69000000000001,107.1594,107.27550000000001,107.91310000000001,108.92845000000003,108.95349999999999,108.16090000000001,107.66650000000001,107.44160000000002,107.86885,107.91144999999999,108.17355
200 day,103.88114050000006,103.86371400000006,103.84832850000004,103.81668450000005,103.78301050000003,103.764294,103.72511800000001,103.67714749999999,103.66240549999999,103.65208299999999,103.64678499999997,103.64211599999997,103.63861299999996,103.63818999999995,103.63364399999996,103.61273949999995,103.60588899999995,103.60045049999995,103.59375549999996,103.59240799999993,103.59417349999994,103.59629749999993,103.59579099999993,103.59573249999993,103.59903099999993,103.60707849999993,103.63868849999996,103.66514899999999,103.67693049999998,103.68936499999998,103.70337149999997,103.71699949999997,103.73369299999999
25 min,104.32164,104.70168,104.62935999999998,103.59687999999998,103.31792,102.9188,103.03948000000003,103.89740000000002,103.86504000000001,104.24076,105.06996000000001,105.51335999999998,105.47592,105.63368,105.46276,105.75483999999999,105.89240000000001,106.19752,106.72900000000001,107.2826,107.76912000000002,107.68960000000001,107.13828,107.27448000000003,107.89208,108.91976000000003,108.95971999999996,108.16576,107.66956,107.44068000000001,107.86456,107.91575999999999,108.1788
3 hr,104.38472222222222,104.70650555555552,104.63506111111111,103.58614444444441,103.38509444444448,102.96113888888877,102.88002222222225,103.80873333333325,103.82021111111115,104.12140000000001,105.00673888888886,105.46655555555556,105.37684444444452,105.66648888888885,105.463861111111,105.80543333333333,105.90778333333338,106.21206666666669,106.70911666666665,107.24976666666667,107.75334999999997,107.74181666666658,107.0858166666667,107.24654999999998,107.57186666666672,108.84031111111106,108.99209444444443,108.17353333333334,107.69150555555547,107.4241333333334,107.82952777777777,108.00317777777768,108.19028888888884
3.5 hr,104.39993333333332,104.70647142857143,104.64753809523808,103.61076190476189,103.40712857142861,102.95496666666656,102.87933809523808,103.79563809523806,103.82184285714295,104.10827142857147,105.0027476190476,105.47663333333324,105.3487476190476,105.67305714285713,105.492857142857,105.80126190476189,105.92749523809525,106.21428571428577,106.72066666666662,107.23375238095241,107.75259523809521,107.740938095238,107.08978571428565,107.23946190476191,107.52128095238102,108.84845238095234,108.9902619047619,108.15388095238096,107.69304761904752,107.42082857142867,107.82082857142855,108.0092571428571,108.18379047619047
30 day,101.93988666666664,101.95469,101.98444999999998,102.02800666666667,102.05145,102.04302333333334,102.05166000000001,102.16823666666666,102.22693666666666,102.29518333333333,102.40157333333333,102.55032333333335,102.68107333333334,102.82988333333333,102.96749,103.37811,103.50709,103.62426666666667,103.90298666666665,104.05207666666666,104.21843,104.37916999999999,104.51741333333332,104.64880666666664,104.80477666666665,104.98337666666666,105.53840999999997,105.92329,106.09224666666664,106.23859333333331,106.39594999999998,106.54168999999999,106.69676333333332
30 min,104.32253333333334,104.70953333333334,104.62943333333331,103.59573333333331,103.32353333333332,102.92433333333334,103.0338666666667,103.90050000000001,103.85586666666669,104.23279999999998,105.06143333333334,105.50096666666666,105.4607,105.6288,105.4565,105.7564333333333,105.89483333333334,106.20016666666666,106.72613333333334,107.28133333333335,107.77046666666668,107.68633333333335,107.12086666666664,107.272,107.86796666666667,108.90830000000003,108.96549999999999,108.17203333333333,107.67393333333332,107.43936666666669,107.86213333333332,107.91696666666667,108.18299999999998
4 hr,104.41613333333332,104.71045416666668,104.66267499999998,103.62574166666664,103.4022958333334,102.9507333333332,102.89258749999996,103.78407499999997,103.81807083333342,104.10477500000009,105.0124166666667,105.4784041666666,105.32698333333329,105.67790416666666,105.5129916666666,105.79588333333336,105.94642083333338,106.21167916666671,106.72657083333323,107.21134583333334,107.75974166666668,107.74699166666655,107.09005833333325,107.23307083333334,107.4805208333334,108.86702083333329,108.99022083333332,108.14367500000006,107.69559583333326,107.4198416666668,107.80762499999997,108.01362916666662,108.17200833333331
4.5 hr,104.43035185185187,104.71766296296296,104.68062962962959,103.63134444444442,103.40260740740747,102.95388888888877,102.90463333333332,103.77287777777772,103.81622222222232,104.10214814814827,105.01638518518521,105.4796592592592,105.30102962962962,105.68069259259259,105.52674814814806,105.79364074074077,105.96529259259266,106.20449259259271,106.72930370370365,107.19354814814818,107.76662962962965,107.75267407407397,107.08904444444447,107.22682592592592,107.45070370370378,108.86967407407398,108.99036666666666,108.1357740740741,107.70139999999995,107.42555555555566,107.80001111111109,108.0156777777777,108.15675555555556
40 day,102.16414749999998,102.147705,102.13784749999999,102.1501825,102.16110749999999,102.16561499999999,102.15637749999999,102.22584249999998,102.24954499999998,102.28714,102.338285,102.40381750000002,102.46123750000001,102.532935,102.59867999999999,102.82903000000002,102.9213575,103.018855,103.27843249999998,103.42056500000001,103.58445999999999,103.74219249999999,103.9053525,104.03941499999999,104.1968075,104.368985,104.85012749999996,105.14555749999997,105.27705249999997,105.39762499999998,105.52081999999999,105.64377249999998,105.77028250000001
45 min,104.32713333333335,104.71726666666665,104.64155555555556,103.60473333333331,103.33177777777779,102.93455555555552,103.02155555555558,103.90286666666668,103.8387555555556,104.23546666666665,105.03962222222228,105.46255555555553,105.42337777777782,105.59971111111113,105.44628888888889,105.76062222222222,105.90848888888888,106.20297777777778,106.71919999999994,107.28471111111114,107.77371111111111,107.67375555555559,107.08904444444444,107.26986666666672,107.8124888888889,108.8849777777778,108.9786,108.18033333333332,107.6826222222222,107.43557777777784,107.85988888888885,107.91053333333333,108.18773333333336
5 day,102.41662,102.54646,102.66055999999999,102.95196000000001,103.0241,102.94206,102.71098000000002,102.95797999999999,103.15916,103.41810000000001,103.74874,104.15508,104.47377999999999,104.83032,105.06137999999999,105.14903999999999,105.17891999999999,105.31836000000001,105.82628,106.12904,106.51746,106.81424,106.91183999999998,107.02138,107.17676000000002,107.39187999999999,108.36171999999999,108.46200000000002,108.28399999999999,108.13000000000002,107.91199999999999,107.80799999999999,107.8
5 hr,104.44523000000001,104.7219666666666,104.69807666666667,103.64086999999996,103.42399000000005,102.96249666666654,102.89952666666665,103.76138666666658,103.81480000000006,104.09265666666674,105.0083666666667,105.48098,105.28401333333332,105.68172666666668,105.52776333333321,105.79441000000001,105.98227333333338,106.19814333333343,106.7186066666666,107.18906999999999,107.77058666666673,107.76163666666658,107.08938666666667,107.2158933333333,107.42602666666673,108.86132999999984,108.98390666666667,108.14025000000001,107.70950333333329,107.43297000000008,107.79742999999996,108.02046666666655,108.14075333333334
5 min,104.293,104.62899999999999,104.65700000000001,103.602,103.29199999999999,102.95420000000001,103.04400000000001,103.924,103.93599999999999,104.343,105.146,105.61100000000002,105.4994,105.69300000000001,105.48140000000001,105.726,105.88,106.21199999999999,106.71700000000001,107.25899999999999,107.76700000000001,107.68800000000002,107.19099999999999,107.28299999999999,108.0116,108.92,108.95160000000001,108.1502,107.697,107.45599999999999,107.8614,107.88199999999999,108.151
5.5 hr,104.4628090909091,104.72672424242418,104.7061727272727,103.66515454545458,103.4493242424243,102.98335151515143,102.89365454545454,103.75150909090904,103.8112333333334,104.07766060606073,104.994096969697,105.47862121212118,105.26963939393937,105.68564848484844,105.5193242424241,105.79898484848488,105.99161515151519,106.18938484848496,106.70603030303023,107.18872121212122,107.76841515151519,107.77318484848476,107.09533333333336,107.20681515151512,107.39869090909094,108.86124242424229,108.97662121212122,108.1504454545454,107.72420909090907,107.44391515151517,107.79391818181813,108.02329090909087,108.12383939393945
50 day,102.41532399999998,102.37798799999999,102.35196599999998,102.34310999999998,102.33371399999996,102.32874,102.308868,102.30028199999997,102.31111599999998,102.333054,102.372872,102.42107000000001,102.47566800000003,102.52761600000002,102.57305000000002,102.74295600000004,102.80056000000002,102.86768600000003,103.015606,103.09679800000004,103.195986,103.292204,103.38610400000002,103.484342,103.59380400000002,103.72802000000001,104.16105599999999,104.452956,104.58789399999999,104.731934,104.858904,104.98959799999999,105.12138800000001
50 min,104.3303,104.71279999999997,104.64547999999996,103.60165999999998,103.33229999999999,102.93647999999996,103.01674000000003,103.90188000000006,103.83552000000002,104.23802000000002,105.03994000000006,105.45317999999996,105.41662000000004,105.59662000000002,105.44427999999999,105.76456000000002,105.91114000000002,106.20384,106.71543999999996,107.28370000000001,107.77374,107.67720000000003,107.08293999999997,107.26956000000004,107.80149999999999,108.87704000000004,108.9803,108.18056000000003,107.68425999999995,107.43538000000008,107.85949999999997,107.91046,108.19014000000003
55 min,104.33172727272726,104.70850909090906,104.64514545454543,103.59565454545452,103.33401818181818,102.93816363636358,103.01307272727273,103.90289090909096,103.83305454545454,104.24047272727276,105.04185454545458,105.44589090909089,105.41785454545457,105.59438181818183,105.44465454545453,105.76778181818186,105.91029090909093,106.20292727272728,106.71181818181816,107.2827818181818,107.77405454545452,107.68278181818184,107.07758181818177,107.26821818181823,107.79552727272727,108.87160000000002,108.98172727272728,108.18123636363639,107.68585454545449,107.43445454545461,107.85892727272724,107.91196363636364,108.19449090909093
6 hr,104.47567222222217,104.73118333333326,104.70640833333333,103.67660000000001,103.47699444444449,103.00635277777766,102.89744444444445,103.75027499999996,103.80676388888897,104.06231944444451,104.97537777777785,105.47399722222221,105.26482500000002,105.69476111111102,105.50624444444436,105.79951111111116,106.0069055555556,106.1755055555557,106.71078611111108,107.18908888888889,107.7604916666667,107.78609999999988,107.10134444444452,107.19928611111109,107.37725277777783,108.8633472222221,108.96495555555555,108.15400555555554,107.73678888888881,107.45863333333338,107.79530833333324,108.02244166666658,108.10569722222226
6.5 hr,104.48485384615383,104.73664102564092,104.70459999999993,103.67616666666663,103.49662051282053,103.02671025641013,102.90281025641026,103.74999999999999,103.79325897435905,104.04888974358984,104.95400769230775,105.46520512820517,105.26571538461539,105.70477435897425,105.4966461538461,105.79724615384619,106.01853846153857,106.1573897435899,106.72063333333321,107.18884102564105,107.75198974358985,107.79446410256404,107.11064358974366,107.19474615384615,107.35807179487182,108.852123076923,108.95095128205134,108.153541025641,107.75249999999993,107.47057179487186,107.80457692307684,108.02443589743582,108.08468205128204
60 day,102.70136499999998,102.70083833333332,102.69448999999999,102.66506499999998,102.62820666666666,102.59414666666666,102.518925,102.45164166666662,102.4512433333333,102.46334833333331,102.48905499999998,102.52158166666668,102.55993000000002,102.59883166666667,102.63068,102.71880333333335,102.76003333333337,102.80919000000003,102.92801833333334,103.0028966666667,103.08104500000003,103.15525833333336,103.22865000000003,103.30174833333335,103.39461333333337,103.4929116666667,103.79493000000001,103.98447833333334,104.07195333333334,104.16146333333334,104.25976166666668,104.35496333333334,104.46185000000001
70 day,102.70538428571427,102.71450428571427,102.72293428571426,102.73613714285713,102.75642285714282,102.75719,102.72919571428571,102.73099428571425,102.72502857142855,102.72213285714285,102.73200285714285,102.74716571428574,102.7543942857143,102.75905428571429,102.7647557142857,102.78875142857143,102.81601142857144,102.85285142857144,102.94175000000001,102.99980285714287,103.06302571428573,103.12148285714287,103.17269,103.21960571428572,103.28081714285716,103.35926714285718,103.60852285714287,103.77331571428574,103.8431785714286,103.91573714285717,103.99247857142859,104.07549142857145,104.15549571428575
80 day,102.80883374999999,102.80344749999999,102.79468124999998,102.77700249999998,102.75278624999999,102.73695874999999,102.72079249999999,102.75131999999996,102.75981624999997,102.7771875,102.80682124999998,102.844485,102.87702625,102.89943124999999,102.91801375,102.99104625,103.00997750000002,103.03060000000002,103.08661500000001,103.114975,103.14519625,103.17744874999998,103.2036075,103.22954499999999,103.27176999999999,103.33334375000001,103.53547499999999,103.67101500000004,103.727635,103.78088625000002,103.83426250000002,103.89081000000002,103.95573375000004
90 day,102.8875788888889,102.86936000000001,102.8530788888889,102.82887555555557,102.83603666666667,102.83002555555555,102.82091999999997,102.81194111111107,102.8051644444444,102.80895111111109,102.81847111111108,102.83146777777777,102.84572777777775,102.86552777777777,102.88956444444443,102.98021888888887,103.00923888888887,103.04526333333332,103.1354044444444,103.18391666666665,103.22707111111107,103.26782333333328,103.3067144444444,103.35016111111106,103.39791888888885,103.44827666666664,103.59827444444441,103.67650111111112,103.71003222222224,103.74079111111114,103.77480222222225,103.81499111111111,103.8664166666667
Tomorrow,102.9222,102.9419,103.0796,103.0496,102.5317,102.4819,103.0596,103.4878,103.926,104.7128,105.161,105.0813,105.2705,105.0813,105.0913,105.4199,105.7785,106.2864,106.8441,107.36200000000001,107.2624,106.7744,106.86399999999999,107.62100000000001,108.4376,108.59,108.38,107.7,107.45,107.85,107.86,108.14,108.23
