,2018-12-26
1 hr,13.678700000000003
1 min,13.8
1.5 hr,13.6152
10 day,13.797
10 min,13.7755
100 day,13.694400000000005
125 day,13.451760000000004
15 min,13.756133333333333
150 day,13.102000000000002
175 day,12.775771428571433
2 day,13.135000000000002
2 hr,13.573383333333338
2.5 hr,13.528306666666664
20 day,13.733999999999998
20 min,13.7501
200 day,12.464225000000008
25 min,13.74388
3 hr,13.487200000000005
3.5 hr,13.454557142857146
30 day,13.985333333333331
30 min,13.740233333333334
4 hr,13.4190375
4.5 hr,13.37704814814815
40 day,13.866999999999999
45 min,13.715333333333335
5 day,13.180000000000001
5 hr,13.330743333333338
5 min,13.805000000000001
5.5 hr,13.272451515151522
50 day,13.7502
50 min,13.703000000000005
55 min,13.690672727272732
6 hr,13.21777500000001
6.5 hr,13.171376923076936
60 day,13.770999999999999
70 day,13.855857142857145
80 day,13.881875000000003
90 day,13.796555555555559
Tomorrow,13.95
