,2019-01-03,2019-01-04
1 hr,26.71491666666669,27.28283333333332
1 min,26.7,27.36
1.5 hr,26.751500000000018,27.318255555555545
10 day,25.066,25.424
10 min,26.782,27.348000000000003
100 day,23.110394,23.177245
125 day,23.17553440000001,23.185901600000008
15 min,26.78166666666667,27.31233333333333
150 day,24.107033333333337,24.086604000000005
175 day,25.127706285714297,25.088465142857153
2 day,26.35,27.035
2 hr,26.783858333333338,27.32076666666667
2.5 hr,26.77320666666667,27.363766666666677
20 day,25.200500000000005,25.317000000000004
20 min,26.7777,27.28325
200 day,26.219803500000022,26.19348950000002
25 min,26.76876,27.2726
3 hr,26.761138888888894,27.404433333333348
3.5 hr,26.748642857142872,27.4261523809524
30 day,25.334046666666673,25.374510000000004
30 min,26.763300000000005,27.265833333333337
4 hr,26.73200000000002,27.438483333333355
4.5 hr,26.721496296296305,27.441603703703713
40 day,25.204670000000007,25.284060000000007
45 min,26.733777777777792,27.267999999999997
5 day,26.0,26.320000000000004
5 hr,26.70973000000001,27.453483333333335
5 min,26.776999999999997,27.368000000000002
5.5 hr,26.681003030303035,27.46449090909092
50 day,24.718254000000005,24.825756000000005
50 min,26.724400000000017,27.271299999999997
55 min,26.719272727272745,27.277454545454535
6 hr,26.65735277777778,27.450200000000006
6.5 hr,26.638982051282067,27.437243589743595
60 day,24.297050000000006,24.382836666666666
70 day,23.817851428571437,23.90511142857143
80 day,23.539200000000005,23.61121875
90 day,23.327115555555554,23.387785555555553
Tomorrow,27.36,26.84
