,2018-12-11,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-26,2018-12-31,2019-01-02,2019-01-04,2019-01-07,2019-01-08,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,164.25575000000006,164.87285000000006,161.2827166666667,157.07845000000003,158.11479999999997,154.77695000000003,152.7790333333333,150.51850000000002,153.61171666666667,154.42745000000002,156.1131166666667,158.18314999999998,159.48413333333338,161.06700000000004,160.64526666666669,159.61004999999994,162.1583666666667,162.6638833333333,163.33858333333333,164.9526166666666,161.26095000000004,161.8269166666667,165.14251666666672,162.90961666666666,161.47573333333335,165.72061666666664,167.8924333333333,167.27173333333332,171.03836666666666,170.47821666666667,167.77599999999993,168.06913333333335,168.3671166666667,170.9540166666667,171.38831666666675,171.4039833333333,171.67738333333338
1 min,163.57,165.11,160.93,157.52,158.44,154.79,152.48,152.47,154.25,154.89,156.39,158.01,159.56,161.23,160.76,159.3,162.43,162.38,163.63,165.2,162.07,162.18,165.25,163.09,161.51,165.81,168.16,167.43,171.03,170.5,168.24,168.51,168.4,170.92,170.98,171.18,171.96
1.5 hr,164.1447888888889,164.73395555555555,161.33301111111115,157.38499999999996,158.1770777777778,155.6677777777778,152.77587777777777,150.10715555555552,153.59728888888893,154.71894444444442,156.21058888888888,158.07212222222222,159.47377777777783,160.93863333333337,160.60566666666665,159.6051111111111,161.9836444444445,162.74393333333325,163.34918888888893,164.91718888888886,161.27278888888893,161.6862777777778,165.14434444444447,162.8709444444444,161.48733333333342,165.7350222222221,167.96673333333328,167.26093333333333,170.97461111111113,170.40036666666668,167.79096666666658,168.0999,168.32362222222216,170.96201111111122,171.4541000000001,171.42911111111107,171.67635555555563
10 day,165.79216000000002,165.59373000000002,164.88874,163.69814,162.31109999999998,161.19529000000003,159.73945,155.38348000000002,152.42847999999998,152.21835000000002,151.61754000000002,152.24094,153.478,156.09199999999998,156.856,157.486,158.298,159.045,160.426,161.32799999999997,161.713,161.976,162.60100000000003,162.843,163.073,163.40299999999996,163.984,164.366,165.703,166.54,167.04299999999998,167.38400000000001,167.913,168.845,169.378,169.684,170.13299999999998
10 min,163.786,165.12859999999998,161.1056,157.017,158.8761,155.1709,152.1105,151.91349999999997,153.38600000000002,154.6402,156.24990000000003,158.15030000000002,159.5052,161.26880000000003,160.7715,159.31,162.299,162.472,163.4194,164.8781,161.3752,161.9413,165.1191,162.85750000000002,161.3895,165.6545,168.172,167.3855,170.96000000000004,170.54079999999996,168.03629999999998,168.11020000000002,168.42989999999998,170.91580000000002,170.94549999999998,171.33,171.80200000000002
100 day,175.504092,175.22731900000002,175.038894,174.78899000000004,174.57652900000005,174.34946600000004,174.125051,173.24987999999996,172.44767600000003,172.184722,171.63773800000007,171.42380500000002,171.21292400000002,170.860083,170.676728,170.48076600000005,170.309334,170.13063500000004,169.96732400000005,169.80349100000004,169.58804400000005,169.37201000000005,168.941324,168.71458400000003,168.480407,168.31121900000005,168.183155,168.05495800000006,167.82908699999996,167.71695799999998,167.56251999999992,167.41675699999996,167.29577099999997,167.18475499999997,167.076332,166.94990299999998,166.84072700000002
125 day,175.36949360000008,175.18572480000006,175.06524320000005,174.91962640000003,174.77195360000007,174.60551280000004,174.42430880000006,173.882872,173.45913200000007,173.33811200000005,173.0112088000001,172.86498560000007,172.7291672000001,172.47213760000008,172.32744480000005,172.17481600000008,172.03838720000005,171.9044264000001,171.78787200000008,171.68459600000008,171.5503008000001,171.4117936000001,171.1491032000001,171.0396160000001,170.93779600000008,170.85818560000013,170.7930800000001,170.7031040000001,170.55123280000004,170.46774080000006,170.36417760000003,170.26412960000002,170.17387040000003,170.10512400000002,170.0283392,169.97091200000003,169.91454640000006
15 min,163.89533333333333,165.14906666666667,161.0148666666667,156.84666666666666,158.9134,155.05326666666664,152.205,151.67806666666667,153.44500000000002,154.5368,156.23926666666665,158.20926666666668,159.50253333333333,161.26720000000006,160.77613333333332,159.34233333333336,162.326,162.4843333333333,163.42393333333334,164.90286666666665,161.40380000000005,161.97060000000002,165.13806666666667,162.86433333333332,161.41666666666663,165.65999999999997,168.09233333333336,167.38739999999999,170.96966666666668,170.55126666666666,168.02259999999995,168.07133333333334,168.42393333333334,170.89686666666663,170.97793333333337,171.35566666666668,171.834
150 day,174.46285866666673,174.42281400000005,174.37153266666672,174.2940673333334,174.23563133333343,174.14398666666676,174.0417553333334,173.65829333333338,173.35732000000007,173.2710106666667,173.05836266666677,172.9684900000001,172.8778213333334,172.7029780000001,172.61924800000008,172.52598533333344,172.4503440000001,172.36841066666676,172.2950766666668,172.22075666666677,172.12847533333345,172.03826800000013,171.88319466666678,171.80463000000012,171.7183866666668,171.68575400000012,171.66501000000008,171.6550600000001,171.65046466666672,171.6406100000001,171.62876000000006,171.60504200000005,171.5624073333334,171.52588800000004,171.48930600000006,171.46009666666674,171.41551466666675
175 day,172.52451428571433,172.58730000000006,172.61616285714294,172.61798457142865,172.60569657142867,172.5765217142858,172.52362914285723,172.27423600000006,172.1026417142858,172.06884571428577,172.01790971428582,172.00188857142865,171.9934714285715,171.99673371428577,171.99653485714293,171.98833542857153,171.98048285714293,171.9646834285715,171.95716342857153,171.94862742857154,171.91130171428583,171.8760840000001,171.83616971428583,171.80916228571442,171.77704400000013,171.77334914285726,171.77849028571438,171.780822857143,171.80199600000006,171.81313142857152,171.8154377142858,171.81276228571434,171.80979657142862,171.80590571428576,171.79384685714294,171.77992285714294,171.7643240000001
2 day,162.8745,164.60455000000002,162.6252,158.80110000000002,157.4749,156.02904999999998,152.9728,147.98000000000002,153.615,154.57,153.02499999999998,157.16,158.805,161.05,160.985,159.98000000000002,160.825,162.365,162.99,164.44,163.595,162.04500000000002,164.175,164.13,162.34,163.625,166.92000000000002,167.805,170.28,170.775,169.375,168.39499999999998,168.48000000000002,169.64499999999998,170.95,171.115,171.57999999999998
2 hr,163.79591666666664,164.65560833333336,161.48846666666674,157.57047500000004,158.4095166666666,156.22570000000002,152.38968333333327,149.8067333333333,153.61459166666663,154.8410333333334,156.21737500000003,158.09375,159.45184166666667,160.88656666666662,160.57215833333333,159.60091666666668,162.02151666666668,162.75306666666665,163.18829166666674,165.0064833333333,161.39910833333343,161.6803833333334,165.19330000000005,162.80121666666668,161.56064166666673,165.6098999999999,168.04359166666663,167.26335833333331,170.94037500000005,170.3715333333334,167.73273333333327,168.07520833333325,168.32199999999995,170.93730000000005,171.45582500000012,171.43201666666664,171.6405583333334
2.5 hr,163.6346933333333,164.72126000000006,161.5834600000001,157.7802066666667,158.54503999999997,156.9031866666667,152.33343999999988,149.62858666666668,153.71437333333324,154.97448000000003,156.2837,158.16534,159.3763533333334,160.7131066666666,160.50885333333332,159.64259333333337,162.09548666666672,162.72602000000003,163.09008000000006,165.08656,161.51213333333345,161.64901333333341,165.23506666666674,162.7817666666667,161.62088000000006,165.3225799999999,168.06020666666666,167.3189733333333,170.82775999999998,170.41764,167.74857999999995,167.98475333333332,168.3219266666666,170.92230000000006,171.45368666666673,171.44349999999994,171.5926
20 day,164.52677000000003,164.39464500000003,164.18923,163.65775000000002,163.20504499999998,162.82962,162.4871,160.58782000000002,158.65861,157.958245,156.406415,155.990195,155.92019,155.73773999999997,155.54325999999998,155.275285,155.36323999999996,155.63167499999997,155.91474999999994,156.47276999999994,156.97697,157.72700000000003,159.34650000000005,159.8495,160.27950000000004,160.85050000000004,161.51450000000006,162.39600000000002,163.70800000000003,164.258,164.6285,164.9925,165.37800000000001,165.959,166.3905,166.834,167.2495
20 min,163.97415,165.1336,160.98865000000004,156.7835,158.80035,154.84799999999996,152.37495,151.53005000000002,153.53574999999998,154.43560000000002,156.1749,158.20495,159.50045,161.26540000000006,160.77474999999998,159.3911,162.30915000000002,162.48999999999998,163.43394999999998,164.94665,161.49635000000006,161.97,165.14754999999997,162.87535,161.45655,165.62489999999997,168.02974999999998,167.3938,171.00695000000002,170.54745,168.02394999999999,168.05675000000002,168.39230000000003,170.91615,171.07530000000003,171.38145,171.8191
200 day,171.5540175,171.5366105,171.52420199999997,171.48610850000006,171.44382800000005,171.37863300000004,171.30033600000007,170.9520335,170.70039350000008,170.62685400000007,170.49468150000007,170.45618000000005,170.4452890000001,170.4521665000001,170.46559950000005,170.4810210000001,170.49769000000012,170.53715250000013,170.57432400000016,170.60727950000015,170.61916600000015,170.6520665000001,170.7099095000001,170.7294835000001,170.73177250000003,170.75878300000005,170.79208550000007,170.8044565000001,170.86171950000008,170.90831150000008,170.94549000000006,171.00135250000005,171.0554710000001,171.1054525000001,171.15553750000007,171.2123835000001,171.2636920000001
25 min,164.07492000000002,165.05248,161.01000000000005,156.75639999999999,158.69888,154.78679999999997,152.54676,151.37504,153.55012,154.37248000000002,156.13472,158.21275999999997,159.53596,161.24252,160.7666,159.45056,162.26928000000004,162.50164,163.44976,164.96312,161.44384000000002,161.96872,165.12439999999998,162.89144,161.47344,165.62531999999996,168.00999999999996,167.40103999999997,171.03495999999998,170.53315999999998,167.95208,168.05380000000005,168.36504000000002,170.92772000000002,171.16104000000004,171.40771999999998,171.78707999999997
3 hr,163.64142222222216,164.6874000000001,161.7138333333334,158.05210555555558,158.73609444444443,157.31146111111113,152.34843333333325,149.39968888888882,153.81607222222218,155.02191666666667,156.33903333333333,158.24888333333334,159.28327222222228,160.64193333333327,160.4832166666667,159.65925555555557,162.13242777777785,162.71597777777777,163.02153888888893,165.18421111111113,161.57930555555572,161.58363333333338,165.22447777777782,162.7101666666667,161.6439055555556,165.1486555555555,168.11407222222223,167.37989999999996,170.71506666666667,170.4431555555555,167.75685555555552,167.90708888888886,168.36646111111102,170.88048888888886,171.43600000000004,171.4594444444444,171.55671111111107
3.5 hr,163.66894761904751,164.6887761904762,161.83469523809532,158.3394904761905,158.86986666666667,157.6970571428571,152.38194761904757,149.26101904761902,153.84707619047612,154.9606904761905,156.32216190476188,158.28861428571435,159.19945714285717,160.6550142857143,160.51384285714286,159.66717142857146,162.157480952381,162.699919047619,162.97128095238102,165.27972380952383,161.72220476190486,161.51481428571427,165.2365952380953,162.65674285714294,161.67221904761908,165.01736190476183,168.16062857142856,167.44072857142856,170.6668666666668,170.4478285714286,167.70280476190464,167.8222666666666,168.4221238095237,170.8502047619047,171.41307619047618,171.47427619047616,171.55527619047618
30 day,166.22857000000002,166.26181,165.97130666666666,165.48503000000002,165.1207366666667,164.64110666666667,164.04448000000002,161.47900666666663,160.26898,159.8446166666667,159.09226,159.07171333333332,159.05861666666664,159.0892133333333,159.01307333333335,158.71476666666666,158.53840666666662,158.32049666666663,158.0468666666666,158.04694333333327,157.89779666666664,157.9387933333333,158.02549333333334,157.9765066666667,157.87452333333337,158.04316000000003,158.4157833333334,158.73183333333336,159.8856466666667,160.6646666666667,161.48900000000003,162.02566666666672,162.53733333333335,163.1346666666667,163.693,164.23766666666668,164.975
30 min,164.1901,165.01916666666668,161.06116666666674,156.7258,158.61503333333332,154.77606666666662,152.6282,151.206,153.59109999999998,154.3149666666667,156.1036,158.19686666666664,159.55396666666667,161.21743333333336,160.73583333333335,159.49263333333332,162.24873333333335,162.51603333333335,163.4688,164.9611,161.40920000000003,161.96293333333332,165.0969333333333,162.8963333333333,161.50050000000005,165.62909999999997,167.99649999999994,167.39336666666662,171.06119999999999,170.51339999999996,167.9042333333333,168.05550000000002,168.35606666666666,170.94943333333336,171.22593333333336,171.41396666666665,171.7568666666667
4 hr,163.68107499999994,164.66768750000003,161.9091625,158.6974916666667,158.94170833333337,158.00265416666664,152.3753499999999,149.08659583333332,153.83212499999993,154.82158333333336,156.26200833333326,158.28923333333336,159.14149166666664,160.63116249999993,160.5163458333333,159.6706375,162.18997083333338,162.68589166666663,162.93383333333338,165.34195,161.83313750000005,161.4128541666667,165.24732916666673,162.59182500000009,161.68276666666674,164.90057499999998,168.22038333333333,167.52669166666664,170.66639583333344,170.43674166666676,167.66210833333318,167.7320166666665,168.45532499999987,170.83073749999997,171.4003791666666,171.44744583333332,171.55554166666673
4.5 hr,163.75351111111104,164.73170370370372,162.0118703703704,158.93871851851858,158.91142592592593,158.17817037037025,152.38144814814805,148.78968518518516,153.77418888888883,154.74607037037032,156.17898518518507,158.24825555555555,159.03111851851847,160.6102518518518,160.49598888888895,159.6785407407407,162.1535518518519,162.70395925925922,162.9103666666667,165.3671037037037,161.9585888888889,161.3969407407407,165.24340740740743,162.5539851851852,161.67266666666674,164.75357037037037,168.24491111111112,167.60508888888884,170.67330740740755,170.46098518518525,167.64586666666654,167.64635185185162,168.46028888888884,170.81698518518516,171.37258888888883,171.37557407407408,171.538862962963
40 day,167.6276525,167.1470275,166.7429325,166.35030500000005,165.98634500000003,165.50322500000004,164.98022000000003,163.51729749999998,162.5856,162.16836,161.38521500000002,161.093595,160.704605,160.132255,160.003105,159.834965,159.77623499999996,159.64471249999997,159.55989749999995,159.65119499999994,159.73203499999994,159.7879625,159.96715999999998,159.97055500000002,159.804325,159.754555,159.73637250000004,159.62665,159.84909750000003,160.08909500000004,160.22971250000003,160.36512000000005,160.46063000000004,160.61714250000006,160.87687000000003,161.23283750000002,161.58212500000002
45 min,164.32051111111116,164.97044444444444,161.20862222222226,156.88673333333335,158.3341111111111,154.80293333333333,152.79982222222222,150.79095555555554,153.59357777777777,154.35902222222222,156.09086666666673,158.2399555555555,159.5358222222222,161.1395333333334,160.675,159.57844444444444,162.19768888888893,162.61351111111114,163.39564444444443,164.96131111111106,161.34802222222223,161.93464444444442,165.14079999999998,162.91735555555556,161.50082222222224,165.66868888888888,167.91262222222218,167.3311333333333,171.0677333333333,170.50186666666664,167.83159999999998,168.08324444444446,168.37184444444443,170.97584444444445,171.3340000000001,171.40148888888888,171.68782222222228
5 day,163.66624,163.17564000000002,163.11579999999998,161.991,160.95596,158.85796,156.30326,149.811,151.248,153.52400000000003,153.632,154.656,155.70800000000003,159.18800000000002,160.08,160.31599999999997,160.888,161.19400000000002,161.664,162.576,163.10999999999999,163.06400000000002,163.538,163.10999999999999,163.036,163.74200000000002,164.73399999999998,165.19400000000002,168.36999999999998,169.338,169.352,169.57399999999998,169.348,169.32,169.41799999999998,170.016,170.69199999999998
5 hr,163.82343333333327,164.76016666666666,162.1431566666666,159.15616666666673,158.88421,158.3195866666666,152.50782666666652,148.43555666666663,153.71762,154.69642999999996,156.10265666666658,158.16197333333324,158.94627666666662,160.58477999999997,160.46985666666674,159.66958666666667,162.09483333333333,162.7154266666666,162.88900000000004,165.38179999999994,162.09254000000007,161.44421666666668,165.22503000000006,162.5509566666667,161.6442600000001,164.63169000000002,168.2238066666667,167.64798,170.68340666666674,170.49451666666675,167.70314666666656,167.59301333333312,168.47509666666662,170.80837666666667,171.38808999999995,171.30410333333342,171.5389366666667
5 min,163.62040000000002,165.1854,161.167,157.256,158.6482,155.154,152.257,152.27,153.47200000000004,154.79000000000002,156.3298,158.1136,159.5368,161.2108,160.7618,159.35,162.327,162.44400000000002,163.517,164.989,161.4544,162.0222,165.164,162.99100000000004,161.45700000000002,165.75,168.2662,167.421,170.994,170.4756,168.05659999999997,168.2252,168.39999999999998,170.9424,170.99399999999997,171.26100000000002,171.89000000000001
5.5 hr,163.92818181818177,164.81573636363638,162.24779696969694,159.25947878787883,158.88491818181822,158.48025151515148,152.70066060606047,148.09733030303022,153.69254242424242,154.57483939393938,155.97958787878778,158.08787575757566,158.8461848484848,160.54345757575754,160.45079393939403,159.66494242424244,162.04555454545456,162.71975757575754,162.84826363636373,165.34495757575758,162.21142727272738,161.52343333333334,165.2060303030304,162.5599878787879,161.6720030303031,164.51697575757584,168.201493939394,167.70002424242423,170.70519696969706,170.5110727272728,167.81214545454532,167.5615575757574,168.50650606060606,170.76103030303028,171.4147757575757,171.26236666666665,171.5771484848485
50 day,169.89442200000002,169.061404,168.565422,168.06784400000004,167.63448200000002,167.14548000000002,166.600238,165.17881799999998,163.88004200000003,163.52391400000002,162.72608800000003,162.432364,162.325388,162.032238,161.990742,161.86720000000003,161.72807999999995,161.54368799999997,161.43834199999995,161.37377199999995,161.21747599999998,160.958884,160.626004,160.571084,160.482572,160.501588,160.51257000000004,160.52111800000003,160.926228,161.13837,161.327844,161.45052800000002,161.55904400000003,161.61246000000003,161.679244,161.72589800000003,161.72792
50 min,164.35506000000004,164.92452,161.25126000000003,156.96506000000002,158.25346,154.83004000000003,152.82371999999998,150.69389999999999,153.58671999999999,154.37012,156.09864000000005,158.22981999999996,159.52006,161.10872000000006,160.67158000000003,159.591,162.19546000000003,162.63054000000002,163.37169999999998,164.96357999999998,161.31204000000002,161.89269999999996,165.14102,162.91503999999998,161.49514000000002,165.66753999999997,167.88675999999995,167.30821999999998,171.05442,170.49347999999995,167.80613999999994,168.08612000000002,168.3719,170.96806000000004,171.3550000000001,171.39324,171.67814
55 min,164.3084181818182,164.89274545454546,161.26241818181822,157.02478181818185,158.17496363636363,154.78303636363637,152.8004,150.60503636363637,153.59714545454543,154.38756363636364,156.10921818181822,158.21016363636363,159.4927090909091,161.08629090909096,160.66367272727274,159.6000545454545,162.1814181818182,162.6505818181818,163.36063636363636,164.95852727272722,161.27443636363637,161.8567090909091,165.14047272727277,162.90630909090908,161.4884363636364,165.6837636363636,167.88287272727268,167.28879999999992,171.0467818181818,170.48479999999995,167.78434545454542,168.0763090909091,168.37136363636367,170.96136363636367,171.36816363636373,171.40676363636362,171.67761818181822
6 hr,164.028125,164.9407083333333,162.33823333333325,159.31472777777782,158.86929722222226,158.60985833333328,152.8971694444443,147.84482777777768,153.7196138888889,154.43240555555548,155.78063888888883,157.962386111111,158.84145555555548,160.45016666666663,160.44290277777787,159.62271944444444,162.0191027777778,162.77525,162.81860833333334,165.25553888888888,162.310288888889,161.64355,165.175563888889,162.55565833333335,161.74557222222236,164.4054527777779,168.15384722222225,167.74916666666667,170.69330555555567,170.4886055555556,167.90076388888872,167.50557499999982,168.5380111111111,170.71952777777778,171.42574999999997,171.23177500000003,171.58850000000007
6.5 hr,164.12503846153845,165.02074358974357,162.38223589743583,159.3215307692308,158.86782307692306,158.6500615384615,153.02501538461524,147.7132435897435,153.77533846153852,154.23583589743583,155.54187948717944,157.85243076923066,158.89547948717944,160.35071538461534,160.41627435897448,159.5712948717949,161.94840256410254,162.81074871794877,162.77215128205134,165.18406666666664,162.41990256410273,161.75919230769227,165.1049153846155,162.54267948717947,161.82862564102575,164.34085384615392,168.05989230769234,167.74784102564107,170.67765128205136,170.53316666666674,167.95224615384606,167.4701717948717,168.57237435897432,170.6563205128205,171.4572282051282,171.16498974358973,171.6093333333334
