,2018-12-12
1 hr,7.026666666666666
1 min,7.1
1.5 hr,7.017777777777777
10 day,6.865
10 min,7.1
100 day,7.6617060000000015
125 day,7.454519199999999
15 min,7.099999999999998
150 day,7.091722666666665
175 day,6.8744119999999995
2 day,7.035
2 hr,7.0129166666666665
2.5 hr,7.0101733333333325
20 day,6.441285000000001
20 min,7.079999999999998
200 day,6.773785499999998
25 min,7.063999999999998
3 hr,7.0084777777777765
3.5 hr,7.007266666666666
30 day,6.660943333333334
30 min,7.053333333333332
4 hr,7.006358333333333
4.5 hr,7.005651851851852
40 day,6.987605
45 min,7.035555555555555
5 day,6.936
5 hr,7.0049199999999985
5 min,7.1
5.5 hr,7.004472727272726
50 day,7.296195999999998
50 min,7.031999999999999
55 min,7.029090909090908
6 hr,7.00396111111111
6.5 hr,7.003528205128201
60 day,7.535516666666666
70 day,7.704401428571428
80 day,7.67460125
90 day,7.644645555555556
Tomorrow,7.1
