,2018-12-11,2018-12-12,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-18,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-13,2019-02-14
20 min,21.73225,21.95985,20.7715,20.47379999999999,20.60125,20.33475,20.295800000000003,19.89455,20.18025,20.373849999999997,20.662299999999995,20.3367,21.04855,21.083000000000006,21.517500000000002,21.614249999999995,21.221249999999998,21.955,19.5095,20.554550000000006,20.075,20.208249999999992,20.521699999999992,20.550750000000004,20.863150000000005,21.10825,21.139800000000005,21.048000000000002,21.0407,20.5002,18.6853,18.626400000000004,18.49845
200 day,23.882865999999993,23.847875,23.778664,23.743696999999997,23.708831,23.671999500000005,23.635063,23.5950645,23.510517999999998,23.401994499999997,23.365722,23.329756999999994,23.265275499999998,23.236537999999996,23.213884499999995,23.189767499999995,23.165140499999993,23.145193499999994,23.079741999999992,23.019326,22.955037499999992,22.923201999999996,22.889692499999995,22.857012499999996,22.825481999999997,22.794704999999993,22.763275999999998,22.67905349999999,22.652568499999994,22.623783499999995,22.58638049999999,22.493274499999988,22.462617499999986
25 min,21.740799999999993,21.964080000000003,20.777600000000003,20.474039999999995,20.592200000000002,20.331999999999997,20.314840000000004,19.878439999999998,20.163,20.368319999999997,20.660439999999994,20.343760000000003,21.06384,21.0924,21.516399999999997,21.622,21.2252,21.974399999999996,19.494600000000002,20.565240000000006,20.0682,20.213839999999994,20.526359999999997,20.549200000000006,20.859120000000004,21.099800000000002,21.129839999999998,21.047000000000004,21.041880000000003,20.480279999999997,18.68504,18.62712,18.500559999999997
3 hr,21.738272222222225,22.08056666666665,20.913861111111114,20.6215,20.69409444444446,20.734983333333332,20.279011111111135,20.065961111111108,19.747561111111104,20.269249999999992,20.75315555555556,20.445983333333338,21.1475611111111,21.151444444444444,21.597605555555557,21.64891111111111,21.383194444444445,22.007122222222204,19.49509444444445,20.527916666666655,19.976483333333327,20.19722222222221,20.669566666666647,20.52305555555558,20.880194444444456,20.952144444444436,21.12572222222222,20.965716666666665,21.04120555555557,20.45666111111111,18.695633333333333,18.649027777777796,18.523983333333337
3.5 hr,21.766995238095245,22.09502380952379,20.934766666666675,20.655928571428568,20.71838571428574,20.811828571428563,20.289104761904785,20.084499999999995,19.71828095238095,20.276585714285716,20.750347619047623,20.46125714285715,21.166719047619036,21.154133333333334,21.592057142857144,21.663252380952375,21.403661904761904,21.988395238095222,19.471176190476196,20.52915714285714,19.960261904761904,20.18783333333332,20.701023809523797,20.52474761904764,20.846728571428585,20.938690476190466,21.118595238095246,20.96857619047618,21.03730000000002,20.465709523809533,18.708499999999994,18.652085714285725,18.528866666666673
30 day,22.147063333333325,22.180343333333322,22.168436666666658,22.12675666666666,22.095329999999993,22.054639999999996,21.990133333333333,21.914049999999996,21.763199999999998,21.551153333333335,21.499876666666673,21.43239,21.347699999999996,21.294436666666666,21.261686666666666,21.20412666666667,21.145576666666667,21.097939999999998,20.84321999999999,20.64672,20.51009333333333,20.464113333333334,20.42508,20.38075,20.365203333333334,20.37645,20.40231,20.47447333333333,20.51749,20.56403,20.51780666666667,20.360540000000007,20.29209333333334
30 min,21.752333333333322,21.964733333333342,20.786333333333335,20.475199999999997,20.585166666666662,20.32933333333333,20.31983333333334,19.87986666666666,20.138666666666666,20.36293333333333,20.65273333333333,20.354466666666667,21.063533333333332,21.094166666666673,21.52216666666666,21.625999999999994,21.227666666666668,21.98699999999999,19.4764,20.566866666666677,20.0655,20.2152,20.533700000000003,20.549999999999997,20.855566666666675,21.092666666666663,21.12386666666667,21.044999999999998,21.04233333333333,20.472899999999996,18.68636666666667,18.6306,18.503699999999995
4 hr,21.791629166666674,22.107395833333324,20.949587500000003,20.700895833333337,20.747962500000014,20.861441666666643,20.30726250000002,20.10229166666666,19.693995833333325,20.277775000000013,20.740404166666664,20.468479166666675,21.176920833333316,21.159533333333336,21.58113749999999,21.663824999999992,21.4073125,21.95598333333332,19.449454166666676,20.548991666666648,19.948037500000005,20.185699999999983,20.719229166666647,20.52045000000002,20.82357083333334,20.928075,21.116608333333335,20.977108333333344,21.031829166666675,20.476120833333344,18.700608333333342,18.645354166666685,18.53565833333334
4.5 hr,21.819525925925944,22.11598518518517,20.966851851851846,20.744211111111113,20.76705925925927,20.89467777777775,20.327507407407424,20.130944444444435,19.65883703703702,20.26524074074075,20.749970370370374,20.488077777777782,21.188507407407393,21.140314814814808,21.57508518518518,21.661488888888893,21.40752222222222,21.91933703703703,19.436759259259265,20.567240740740715,19.943174074074072,20.185429629629596,20.71883333333332,20.52217407407409,20.803618518518523,20.907955555555564,21.112796296296306,20.984740740740765,21.030811111111134,20.48724814814816,18.70334814814816,18.64060370370371,18.53960370370371
40 day,21.69225249999999,21.717952499999992,21.702057499999995,21.709289999999996,21.721454999999995,21.732107499999994,21.726737499999995,21.731869999999994,21.705157499999995,21.646009999999997,21.61723,21.586214999999996,21.542547499999994,21.515007499999996,21.50136,21.4897,21.47035,21.4532325,21.292209999999997,21.1966875,21.0855325,21.0274775,20.959745000000005,20.8979675,20.837925000000002,20.789545,20.744682500000003,20.600072499999996,20.5765125,20.5546025,20.483215000000005,20.290087500000006,20.241232500000002
45 min,21.765511111111095,21.97715555555556,20.823266666666665,20.495466666666662,20.57431111111111,20.351333333333336,20.32022222222222,19.903577777777773,20.06437777777778,20.30546666666666,20.640355555555555,20.37224444444444,21.076577777777782,21.094533333333345,21.543044444444444,21.63844444444443,21.237,22.00864444444443,19.454377777777772,20.573133333333352,20.067511111111116,20.216200000000008,20.562888888888892,20.551866666666662,20.854800000000008,21.07477777777778,21.10940000000001,21.03244444444444,21.045444444444424,20.468600000000006,18.686688888888888,18.63062222222222,18.507044444444436
5 day,22.03578,21.81348,21.2994,21.096960000000003,20.878639999999997,20.58686,20.38838,20.20776,19.88024,19.9497,20.22162,20.2375,20.55706,20.68606,20.86072,21.100900000000003,21.11878,21.2875,20.4777,20.09262,20.039,20.172,20.22362,20.217660000000002,20.29706,20.49754,20.72614,21.044,21.054,20.926,20.46,19.008,18.589999999999996
5 hr,21.836196666666684,22.12725666666665,20.978119999999997,20.781963333333334,20.767966666666684,20.922676666666646,20.35335666666668,20.153866666666666,19.611019999999986,20.23906333333334,20.760293333333333,20.49153666666667,21.19480666666665,21.122146666666666,21.557443333333325,21.65875,21.394673333333333,21.899083333333326,19.416419999999995,20.586629999999982,19.958713333333332,20.183686666666635,20.70673666666666,20.529576666666674,20.771666666666675,20.886453333333346,21.11193000000001,20.990483333333362,21.031353333333367,20.498906666666677,18.691313333333344,18.640583333333343,18.54717333333333
5 min,21.715,21.906,20.796,20.547,20.633999999999997,20.437,20.294,19.880999999999997,20.218,20.355,20.642999999999997,20.335,21.009999999999998,21.096999999999998,21.551000000000002,21.538999999999998,21.267000000000003,21.893,19.538999999999998,20.557,20.113000000000003,20.195999999999998,20.54,20.548,20.859,21.128999999999998,21.203000000000003,21.04,20.993000000000002,20.554,18.698199999999996,18.632,18.4758
5.5 hr,21.85252727272729,22.12869999999999,20.98128484848485,20.792669696969696,20.784790909090923,20.946245454545434,20.383345454545463,20.192915151515155,19.56195757575757,20.22467575757577,20.758948484848485,20.48303939393939,21.195772727272708,21.104609090909086,21.536099999999994,21.658172727272724,21.37982424242424,21.879918181818176,19.406300000000005,20.597969696969685,19.97575454545455,20.19656060606059,20.69374545454545,20.53588181818182,20.74523333333334,20.85382424242425,21.10840303030305,20.996318181818214,21.033460606060643,20.527978787878798,18.68201515151516,18.639603030303046,18.55454848484848
50 day,21.728283999999995,21.69840799999999,21.606295999999997,21.556918,21.530399999999997,21.492229999999996,21.470005999999994,21.454607999999997,21.42969,21.377391999999997,21.385161999999994,21.388937999999992,21.421347999999995,21.44907199999999,21.471549999999993,21.49796599999999,21.505627999999998,21.514163999999997,21.427625999999997,21.380782,21.30377,21.266057999999997,21.237080000000006,21.207308,21.174162000000006,21.140816000000004,21.123582000000006,21.053345999999998,21.023580000000006,20.987196000000004,20.899320000000003,20.637836000000004,20.547346000000008
50 min,21.76985999999999,21.98354,20.83334,20.50472,20.575580000000006,20.357300000000002,20.3177,19.915819999999993,20.044140000000002,20.291459999999994,20.63972,20.37571999999999,21.07532,21.09368000000001,21.54864,21.64069999999999,21.247799999999998,22.012039999999985,19.454439999999998,20.575580000000016,20.065620000000003,20.214320000000008,20.56896,20.547479999999997,20.856220000000008,21.0618,21.10938000000001,21.028299999999994,21.045699999999982,20.465940000000007,18.687920000000005,18.631859999999996,18.50981999999999
55 min,21.765145454545447,21.986036363636373,20.837400000000006,20.508763636363632,20.574363636363636,20.35809090909091,20.30918181818182,19.92919999999999,20.026309090909088,20.279872727272725,20.640200000000004,20.37938181818182,21.07547272727273,21.094672727272734,21.553218181818178,21.642727272727264,21.258636363636363,22.014490909090892,19.45458181818182,20.579618181818198,20.06478181818182,20.21338181818183,20.573145454545454,20.542527272727263,20.85903636363637,21.050363636363645,21.114527272727283,21.027363636363635,21.04545454545453,20.46249090909092,18.688836363636373,18.631963636363633,18.513836363636354
6 hr,21.859097222222232,22.123894444444428,20.997022222222228,20.793211111111106,20.80996111111112,20.96138333333331,20.406416666666676,20.230150000000005,19.50954722222222,20.221427777777794,20.748572222222222,20.475494444444443,21.185027777777762,21.100669444444446,21.535758333333323,21.654575,21.374158333333334,21.867219444444437,19.405686111111113,20.601972222222216,19.995363888888885,20.209769444444422,20.68295,20.534644444444442,20.73114444444445,20.815563888888892,21.1056027777778,20.999644444444474,21.035850000000035,20.545658333333332,18.694633333333336,18.641083333333345,18.56222499999999
6.5 hr,21.868866666666666,22.113376923076917,21.01069487179488,20.780679487179484,20.82120512820514,20.956361538461515,20.40733333333334,20.24619487179487,19.48793846153846,20.232094871794892,20.70770769230769,20.47817692307693,21.174405128205123,21.107669230769226,21.538530769230764,21.63283846153847,21.372210256410263,21.838602564102555,19.40624871794872,20.579461538461537,20.0196358974359,20.21221538461537,20.664469230769225,20.531623076923076,20.7109358974359,20.78955384615385,21.0950230769231,21.00492051282054,21.037361538461575,20.56402564102564,18.741882051282055,18.641092307692315,18.561484615384607
60 day,22.026809999999998,21.99534666666666,21.898393333333328,21.834096666666664,21.771609999999995,21.717964999999996,21.669234999999997,21.615031666666663,21.503476666666664,21.351701666666663,21.312206666666665,21.285144999999996,21.258303333333327,21.265153333333327,21.285033333333327,21.30294166666666,21.309819999999995,21.316111666666657,21.265836666666658,21.278070000000003,21.284030000000005,21.280433333333338,21.286071666666675,21.280546666666677,21.271450000000012,21.272443333333346,21.264533333333347,21.23230333333333,21.21577000000001,21.19272666666667,21.14050333333334,20.955846666666663,20.895985000000003
70 day,22.14393,22.134972857142856,22.088035714285713,22.049247142857144,22.007648571428568,21.969267142857138,21.934112857142853,21.89243714285714,21.79147142857143,21.638441428571422,21.58474714285714,21.526932857142853,21.45931428571428,21.42972428571428,21.408347142857135,21.38429428571428,21.35416428571428,21.334227142857134,21.220349999999996,21.17159142857143,21.14996285714286,21.147864285714288,21.14917857142858,21.14486571428572,21.136364285714293,21.13394000000001,21.149155714285726,21.19005285714286,21.21142142857144,21.21552428571429,21.196292857142865,21.09509428571429,21.049314285714296
80 day,22.33791,22.31382,22.231131250000004,22.194606250000007,22.159931250000003,22.12289875,22.07502375,22.021933750000002,21.92336875,21.8368725,21.8041725,21.764051249999998,21.717322499999995,21.695617499999994,21.675312499999997,21.651187499999995,21.619898749999997,21.59481999999999,21.470304999999993,21.380972500000002,21.30836125,21.272910000000003,21.239582500000004,21.204286250000003,21.174683750000007,21.14510375000001,21.12394000000001,21.09668125,21.103188750000008,21.107640000000007,21.087733750000005,20.996072500000004,20.97526125000001
90 day,22.510893333333335,22.482693333333334,22.39999777777778,22.356366666666673,22.312520000000003,22.271941111111115,22.238470000000003,22.19970666666667,22.120302222222225,21.99197555555556,21.960611111111117,21.92648,21.866664444444442,21.832594444444442,21.806445555555555,21.784016666666666,21.77021333333333,21.766527777777775,21.678065555555552,21.613873333333334,21.558195555555557,21.525261111111114,21.492900000000006,21.45714777777778,21.424048888888894,21.391078888888895,21.356834444444452,21.270981111111112,21.249184444444452,21.223261111111114,21.174920000000004,21.021314444444446,20.9721688888889
Tomorrow,21.7242,21.1783,20.4142,20.4539,20.2653,20.1859,19.7195,19.1538,20.0767,20.5134,20.1561,21.0195,20.9004,21.3867,21.357,21.1089,21.6845,18.8561,20.1164,20.3149,20.047,20.3745,20.3943,20.7119,20.96,21.19,21.02,21.01,20.55,18.69,18.65,18.46,18.79
