,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-10,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-12,2019-02-13,2019-02-14
5 day,92.61166,92.03966000000001,91.50738000000001,90.84402000000001,90.3058,88.99498000000001,87.64840000000001,86.88574000000001,84.56598,86.13698000000001,88.01184,88.60768,89.39616,89.72187999999998,91.80131999999999,92.08532,91.92842,92.26606000000001,92.42098000000001,92.28792000000001,93.74374,95.42596,96.60768,98.15286,100.9592,102.60367999999998,103.70994,105.92246,106.28790000000001,106.07142000000002,105.80131999999999,105.60468,105.61659999999999,106.09525999999998
5 hr,94.01868666666661,92.85731666666669,90.58688333333328,89.78617666666662,91.17834333333337,89.70057666666673,86.07858000000002,86.26689333333326,83.32402333333332,88.89717333333341,86.45128333333334,90.22122333333337,92.69489666666674,90.68461333333336,93.22269666666668,91.90585333333325,91.57487000000002,96.15583999999996,93.27608666666673,91.77651666666665,97.8038933333334,101.67694999999999,101.68033666666662,100.94368333333324,104.78679666666673,107.56509,106.74144000000003,106.80563333333332,108.27995,105.34997666666673,104.73283666666667,107.25559666666662,108.07604333333336,107.42687666666664
5 min,93.583,92.696,89.69800000000001,88.87100000000001,90.051,87.19800000000001,85.81800000000001,85.50899999999999,85.70500000000001,89.20599999999999,85.917,91.228,92.532,91.043,93.708,91.068,92.716,95.59799999999998,92.994,91.8908,98.34400000000001,101.27799999999999,101.744,101.24,105.828,106.67,106.814,106.848,107.88,105.569,105.425,107.202,107.91000000000001,107.25
5.5 hr,93.99036969696968,92.9189484848485,90.66266666666662,89.83284545454542,91.31282727272733,89.8383242424243,86.12394848484848,86.3776121212121,83.11465454545453,88.88748787878792,86.44984848484846,90.07760303030304,92.62482121212123,90.63173333333337,93.24586060606062,91.91859393939387,91.53324242424243,96.17361212121209,93.3115030303031,91.8728393939394,97.82296969696976,101.62866363636363,101.75669999999997,100.95280303030295,104.77030303030308,107.47613939393933,106.78264242424237,106.81687272727271,108.30406060606057,105.44698787878797,104.70341818181815,107.23593636363636,108.08282121212125,107.46368484848487
50 day,93.107464,92.95910800000001,92.71154600000001,92.481424,92.312348,92.08446400000001,91.837304,91.68998399999998,91.36868599999998,91.18611000000001,91.10765399999998,91.14247999999998,91.19898599999996,91.31474999999996,91.560664,91.75332599999997,91.76102999999998,91.83990999999997,91.81870199999997,91.74172200000001,91.78200799999999,91.918732,92.12011800000002,92.28553799999997,92.57173399999999,92.812646,93.01244600000001,93.54869200000002,93.80847200000002,94.03031800000001,94.22435999999998,94.57708999999998,94.799334,94.98463799999999
50 min,93.67799999999997,92.60074,89.92487999999999,88.73266,90.03380000000001,86.92334000000001,86.32260000000002,85.18242000000001,84.74470000000001,89.13656,85.93044000000002,90.85191999999998,92.66600000000003,91.19898,93.7473,91.46535999999998,92.57163999999999,95.74770000000001,92.96277999999998,91.81071999999999,98.12106,101.45767999999998,101.86141999999997,101.37060000000001,105.91639999999998,106.69930000000001,106.5413,107.01518000000004,107.90557999999999,105.33481999999997,105.31828,107.21148,108.0214,107.37331999999998
55 min,93.69147272727271,92.58103636363637,89.94070909090908,88.76314545454545,90.02083636363636,86.91594545454545,86.30274545454549,85.23172727272727,84.6631090909091,89.11505454545456,85.93912727272728,90.8393818181818,92.67590909090912,91.18016363636366,93.72845454545455,91.4896,92.49476363636363,95.74463636363635,92.95576363636361,91.80619999999999,98.12696363636363,101.47139999999997,101.84865454545452,101.34216363636365,105.93599999999996,106.72558181818182,106.52527272727274,107.02234545454547,107.90270909090908,105.29519999999995,105.30807272727272,107.21898181818182,108.0439090909091,107.36619999999999
6 hr,93.91127222222221,92.98879722222223,90.73023055555551,89.83413611111108,91.39893611111117,89.9820055555556,86.19173055555557,86.52744166666668,82.96419999999998,88.92285833333337,86.49670277777776,89.89532500000001,92.51448333333333,90.64246111111113,93.26156944444443,91.9482555555555,91.49995000000006,96.0913944444444,93.32812777777787,92.00759722222223,97.81979166666669,101.57176111111116,101.7619972222222,100.98260833333326,104.70235555555558,107.35396388888884,106.82016944444442,106.77914722222216,108.3296444444444,105.47891666666676,104.67525555555552,107.22792222222219,108.04661388888894,107.5200944444445
6.5 hr,93.88566923076922,93.01493589743589,90.76839999999999,89.79455128205126,91.38805897435907,90.00646666666668,86.26854871794873,86.61108461538461,82.87093846153843,88.97472564102566,86.63583333333335,89.71854871794876,92.41877179487182,90.76664871794871,93.21383076923075,91.98335641025633,91.43296923076925,95.96670769230765,93.37214102564108,92.16979743589745,97.77753333333338,101.50872820512824,101.6635358974359,101.01867692307682,104.57897692307692,107.23771538461531,106.82145897435899,106.794682051282,108.30789743589739,105.50845384615394,104.68344615384618,107.20820769230765,108.02072564102569,107.51138205128208
60 day,94.41925833333333,94.25261833333334,94.05222666666668,93.81826833333335,93.592335,93.31772333333335,93.05906,92.82581166666665,92.26814999999998,91.67818166666666,91.30844166666664,91.19069999999998,91.09562333333331,91.06322499999997,91.12500166666665,91.18672499999998,91.23385666666664,91.33619833333331,91.3933833333333,91.50177,91.66700166666664,91.91341833333331,92.19878,92.3665083333333,92.61780999999998,92.82338999999999,93.06218333333331,93.52186166666664,93.72202666666665,93.87459833333332,94.05821499999998,94.53187666666666,94.80181999999998,95.02442833333332
70 day,96.05150857142856,95.70323571428571,95.30098571428572,95.05317142857143,94.86429857142856,94.61048428571428,94.34290142857141,94.11032857142854,93.54776571428569,92.97496,92.54898857142855,92.37545999999999,92.24879714285711,92.12632857142856,91.93078285714284,91.46755999999998,91.3879314285714,91.3498557142857,91.2770157142857,91.25945999999999,91.3625314285714,91.48959999999998,91.65033142857142,91.77496142857139,91.95827999999997,92.1848657142857,92.4244414285714,92.91399428571425,93.23345285714284,93.47707999999997,93.74801999999995,94.28037428571427,94.52272999999997,94.71766857142853
80 day,98.23038875,98.01503625000001,97.7312775,97.43157875,97.14627125000001,96.80414,96.42398125,96.04244499999999,95.24424249999997,94.2022825,93.79237499999996,93.62440874999997,93.47344124999996,93.33771624999997,93.09261749999999,92.59692625,92.46347374999998,92.36662625,92.26336874999998,92.16514624999999,92.14279999999998,92.14908374999999,92.170665,92.18109499999997,92.23081249999998,92.30582874999999,92.41043374999998,92.62209624999998,92.80497124999998,92.98440874999997,93.14785374999997,93.52353749999997,93.70752624999997,93.92217499999995
90 day,99.90098222222221,99.63758555555556,99.34040666666668,99.03683000000001,98.76039333333335,98.47759111111114,98.16243555555556,97.8456188888889,97.22902333333332,96.48461999999999,95.93989777777773,95.68388888888886,95.41989666666662,95.14099888888886,94.65116888888886,93.69311111111108,93.57820777777775,93.47778444444442,93.3503222222222,93.23762222222223,93.18218999999998,93.15756999999998,93.14928333333334,93.12988111111109,93.17801444444443,93.21656888888887,93.25285999999998,93.34940111111108,93.43830222222219,93.49777222222221,93.54981111111107,93.69025888888886,93.75541666666662,93.83666333333329
Tomorrow,92.0357,88.8877,88.3217,89.3942,86.3356,85.3028,85.0744,80.6653,87.6861,90.27799999999999,90.6653,91.9562,90.4965,92.8301,93.3763,92.274,95.0645,92.56200000000001,91.2115,97.6067,100.6851,100.9731,100.2879,105.2432,105.8291,106.2164,106.2859,107.0704,104.7467,104.8659,104.8857,107.13,107.14,108.19
