,2018-12-14,2019-01-04,2019-01-30,2019-02-08,2019-02-11
1 hr,18.26326666666666,18.763266666666667,19.03885,18.96850000000001,18.906749999999995
1 min,18.3,18.85,19.03,19.015,19.02
1.5 hr,18.26768888888888,18.764344444444443,19.0224,18.94931111111113,18.922700000000003
10 day,18.986,17.874,19.153,18.945,18.899
10 min,18.2815,18.812500000000004,19.0105,19.0135,18.951500000000003
100 day,19.59182,19.476712999999997,19.53495099999999,19.527849999999987,19.524267999999985
125 day,19.806536800000007,19.510489599999993,19.383719199999987,19.414277599999984,19.421210399999982
15 min,18.266000000000002,18.796000000000003,19.016333333333332,19.011000000000003,18.935999999999996
150 day,20.08101333333334,19.773331333333335,19.513895999999995,19.460893999999985,19.458607999999984
175 day,20.584987428571434,20.173206285714286,19.79985771428571,19.702785142857138,19.691312571428565
2 day,18.465,18.44,19.0,19.090000000000003,19.015
2 hr,18.28519166666665,18.733133333333342,19.02516666666667,18.922483333333343,18.944441666666684
2.5 hr,18.300786666666657,18.703266666666682,19.028113333333337,18.902220000000014,18.95558666666668
20 day,19.7585,18.197499999999998,19.2035,19.0995,19.065999999999995
20 min,18.259500000000003,18.777,19.01335,19.006750000000004,18.92025
200 day,20.988312500000006,20.613294,20.230554999999995,20.072259999999993,20.051455499999992
25 min,18.254800000000003,18.776400000000002,19.01528,19.004599999999996,18.912999999999997
3 hr,18.31126666666666,18.68777777777779,19.02931666666668,18.887266666666687,18.970905555555564
3.5 hr,18.314347619047627,18.66720476190477,19.03439047619049,18.863071428571434,18.985395238095247
30 day,20.273439999999997,18.828000000000007,18.71366666666667,18.978333333333335,19.01833333333333
30 min,18.252700000000004,18.771500000000003,19.01923333333333,18.996833333333335,18.908499999999997
4 hr,18.31304166666668,18.64507500000001,19.03844583333335,18.835433333333324,19.004683333333343
4.5 hr,18.3235925925926,18.638948148148167,19.037570370370393,18.822996296296278,19.019074074074076
40 day,20.088472499999998,19.460640000000005,18.78175,18.721250000000005,18.733250000000005
45 min,18.263799999999993,18.761777777777784,19.038022222222224,18.9798888888889,18.9051111111111
5 day,18.608,18.113999999999997,19.078,19.044,19.112000000000002
5 hr,18.34191666666667,18.638370000000027,19.05553333333335,18.794936666666644,19.03441666666667
5 min,18.303,18.841,19.017,19.000999999999998,18.989
5.5 hr,18.34728787878788,18.64380000000003,19.073469696969713,18.78099696969695,19.04844848484849
50 day,20.050582,19.540950000000002,19.1316,18.889200000000002,18.8686
50 min,18.26661999999999,18.76442,19.039620000000003,18.97590000000001,18.90559999999999
55 min,18.264018181818173,18.76410909090909,19.038927272727275,18.972545454545465,18.905545454545443
6 hr,18.351252777777784,18.643772222222253,19.07868611111112,18.769888888888865,19.068808333333337
6.5 hr,18.36215897435898,18.624461538461567,19.075846153846165,18.744933333333314,19.093956410256414
60 day,20.00822666666666,19.587516666666662,19.493553333333335,19.217166666666664,19.17866666666667
70 day,19.886929999999992,19.61124857142856,19.499269999999996,19.43947857142857,19.438771428571425
80 day,19.78488,19.582866249999988,19.54923874999999,19.46368624999999,19.454478749999993
90 day,19.670984444444443,19.532357777777772,19.576706666666656,19.49357999999999,19.4881611111111
Tomorrow,17.44,19.33,18.43,19.02,19.26
