,2018-12-17
1 hr,7.082099999999997
1 min,7.0
1.5 hr,7.108888888888881
10 day,8.163999999999998
10 min,7.0040000000000004
100 day,13.203049999999996
125 day,14.580999999999998
15 min,7.004666666666666
150 day,15.336833333333328
175 day,15.709514285714283
2 day,7.154999999999999
2 hr,7.1379249999999965
2.5 hr,7.171879999999992
20 day,8.42475
20 min,7.0085
200 day,16.040425
25 min,7.014799999999999
3 hr,7.205711111111108
3.5 hr,7.235776190476188
30 day,9.208833333333333
30 min,7.024833333333332
4 hr,7.274624999999992
4.5 hr,7.303622222222212
40 day,9.939624999999996
45 min,7.058466666666665
5 day,7.67
5 hr,7.325759999999995
5 min,6.994
5.5 hr,7.338115151515142
50 day,10.5537
50 min,7.068119999999998
55 min,7.07592727272727
6 hr,7.343036111111111
6.5 hr,7.338315384615389
60 day,11.27858333333333
70 day,11.835785714285711
80 day,12.271187499999998
90 day,12.717055555555552
