,2018-12-11
1 hr,102.6428166666667
1 min,102.21
1.5 hr,102.69932222222226
10 day,103.69500000000001
10 min,102.249
100 day,109.33080000000001
125 day,110.67423999999997
15 min,102.402
150 day,110.597
175 day,109.69337142857145
2 day,101.04499999999999
2 hr,102.54281666666662
2.5 hr,102.44632000000006
20 day,104.68050000000001
20 min,102.49099999999999
200 day,109.43010000000004
25 min,102.59256
3 hr,102.43398888888896
3.5 hr,102.41646666666686
30 day,104.573
30 min,102.67346666666668
4 hr,102.38730416666684
4.5 hr,102.39212962962974
40 day,103.47124999999998
45 min,102.73308888888891
5 day,100.434
5 hr,102.35616666666677
5 min,102.274
5.5 hr,102.37204545454559
50 day,103.8442
50 min,102.72738000000003
55 min,102.67289090909094
6 hr,102.42966666666679
6.5 hr,102.46194871794884
60 day,106.06983333333332
70 day,107.902
80 day,109.20900000000002
90 day,109.40544444444444
Tomorrow,105.04
