,2018-12-18,2018-12-19,2018-12-20,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-14,2019-02-07,2019-02-11
1 hr,16.778183333333335,16.351733333333335,15.981100000000007,15.704716666666672,16.543983333333326,16.986299999999996,17.49313333333333,17.83738333333334,15.952866666666674,16.887533333333334
1 min,16.98,16.25,15.96,15.86,16.49,17.03,17.45,17.79,16.15,16.85
1.5 hr,16.75933333333334,16.457911111111102,15.972644444444452,15.676166666666662,16.55396666666666,17.010699999999986,17.491899999999994,17.875244444444455,15.922177777777787,16.900122222222222
10 day,18.795000000000005,18.402000000000005,18.006000000000004,15.986999999999998,15.878,15.957000000000003,16.105,17.202999999999996,17.865000000000002,17.52
10 min,16.9643,16.295,15.962499999999997,15.798999999999998,16.4995,17.0218,17.424500000000002,17.764000000000003,16.1911,16.835
100 day,25.427399999999984,25.304299999999984,25.177799999999984,24.379399999999997,24.1318,24.021299999999997,23.911600000000004,23.359600000000004,21.593100000000003,21.371100000000002
125 day,26.242719999999988,26.13927999999999,26.02903999999999,25.359439999999992,25.13887999999999,25.03007999999999,24.922959999999996,24.429759999999995,22.968799999999998,22.77808
15 min,16.951533333333334,16.287333333333336,15.964999999999998,15.795333333333332,16.512333333333334,17.018533333333334,17.434666666666665,17.76966666666667,16.177066666666665,16.838
150 day,26.403599999999987,26.33033333333332,26.256933333333325,25.83953333333333,25.71253333333333,25.655999999999995,25.5996,25.27933333333333,24.013733333333327,23.825933333333328
175 day,26.818285714285697,26.734285714285697,26.64811428571427,26.11697142857142,25.96914285714285,25.89754285714285,25.82531428571428,25.515942857142857,24.64245714285714,24.534457142857136
2 day,16.9,16.615000000000002,16.105,15.71,16.354999999999997,16.765,17.240000000000002,17.799999999999997,16.97,16.375
2 hr,16.74967500000001,16.52128333333333,15.931108333333329,15.667225000000002,16.585116666666675,17.011724999999988,17.46158333333333,17.88705000000001,15.985849999999997,16.87134166666667
2.5 hr,16.73708666666667,16.55475333333333,15.929446666666644,15.66802,16.59158000000001,17.004466666666648,17.46332,17.90319333333333,16.000386666666667,16.838353333333338
20 day,20.1715,19.857500000000005,19.535,17.770999999999997,17.3365,17.1795,17.055500000000002,16.7245,17.974000000000007,17.825000000000006
20 min,16.903649999999995,16.2832,15.983499999999996,15.801299999999998,16.51325,17.009149999999998,17.445500000000003,17.765600000000003,16.150949999999998,16.843500000000002
200 day,27.600499999999993,27.502549999999992,27.404849999999993,26.817249999999994,26.637499999999992,26.55479999999999,26.476999999999993,26.114699999999992,25.01635,24.886
25 min,16.864319999999996,16.290999999999997,16.007199999999997,15.803239999999999,16.51908,16.99972,17.456400000000002,17.755080000000003,16.10672,16.853800000000003
3 hr,16.730816666666666,16.57753888888888,15.938083333333308,15.66196111111111,16.592027777777787,16.99490555555553,17.46335555555556,17.913016666666657,16.020316666666666,16.79304444444445
3.5 hr,16.73320952380952,16.61025714285714,15.955352380952368,15.63612380952381,16.603238095238098,16.982319047619026,17.446076190476187,17.920014285714267,15.976057142857144,16.728390476190484
30 day,21.27266666666667,20.965666666666667,20.626666666666665,19.158333333333335,18.740333333333332,18.55733333333333,18.39166666666667,17.747,17.499333333333336,17.543333333333337
30 min,16.839733333333328,16.302666666666664,16.013166666666663,15.7906,16.526733333333333,16.995433333333335,17.461666666666666,17.75406666666667,16.063133333333333,16.8565
4 hr,16.749566666666663,16.64805833333333,15.975287499999991,15.6057375,16.609191666666664,16.97444583333331,17.430066666666665,17.931024999999988,15.902429166666666,16.661020833333332
4.5 hr,16.754218518518513,16.69099629629629,16.01176666666666,15.577762962962963,16.625177777777775,16.960566666666644,17.4159,17.936125925925918,15.83634074074074,16.598277777777774
40 day,22.19275,21.9795,21.752000000000002,20.377000000000002,19.924,19.7135,19.496250000000003,18.8315,17.43925000000001,17.310000000000006
