,2018-12-12,2018-12-13,2018-12-18,2018-12-20,2018-12-21,2018-12-31,2019-01-04,2019-01-07,2019-01-08,2019-01-15,2019-01-17,2019-01-22,2019-01-23,2019-01-25,2019-01-28,2019-01-30,2019-02-05,2019-02-07,2019-02-11,2019-02-12,2019-02-14
2 day,77.23509999999999,77.2799,77.47395,77.464,77.46895,77.71825,77.86795000000001,77.7482,77.71324999999999,77.99265,78.0924,78.18225000000001,78.2621,78.3868,78.3868,78.55645,78.725,78.77000000000001,78.83,78.82,78.80000000000001
2 hr,77.61195833333326,77.68051666666673,77.90123333333335,77.81161666666668,77.865225,77.92765000000004,77.97549999999997,77.94350833333334,77.88529166666677,78.18605000000001,78.26626666666672,78.38940000000002,78.45593333333333,78.54303333333333,78.55559999999998,78.7662583333333,78.76495000000003,78.7826583333333,78.81605833333336,78.82503333333328,78.82096666666664
2.5 hr,77.61715333333323,77.68105333333341,77.89850666666663,77.80823333333339,77.86118666666668,77.92583333333336,77.97606,77.94812666666661,77.88726000000011,78.18798000000001,78.2661666666667,78.38827999999997,78.45541333333335,78.5441,78.55612666666669,78.74396000000002,78.76666666666667,78.78033333333327,78.81561333333335,78.82477999999996,78.81996666666663
20 day,77.175875,77.18575000000001,77.22981000000001,77.26498000000001,77.28132500000001,77.38474,77.48803999999998,77.513195,77.537845,77.69559000000001,77.757435,77.82926,77.86942,77.962215,78.004125,78.08794500000002,78.27238500000001,78.371575,78.46479,78.50865499999999,78.58240500000001
20 min,77.59474999999999,77.6861,77.89740000000003,77.81825,77.8759,77.9457,77.98089999999999,77.91100000000002,77.87259999999999,78.18525000000002,78.24035,78.37924999999998,78.45889999999999,78.54845,78.55770000000001,78.80669999999999,78.76365000000001,78.78259999999999,78.81955000000002,78.82559999999998,78.82545000000002
200 day,76.83954199999992,76.84426049999992,76.85914999999991,76.8698604999999,76.87526799999989,76.90510449999991,76.92812649999992,76.93533999999993,76.94230499999992,76.98111499999993,76.99705399999992,77.01330499999992,77.02178499999991,77.03954349999991,77.04856999999991,77.06885599999993,77.11374199999992,77.13809449999991,77.16321799999993,77.17546199999992,77.19955249999992
25 min,77.59487999999999,77.68636000000001,77.89896000000003,77.81788000000002,77.87556000000001,77.94484,77.97792,77.91280000000002,77.87271999999999,78.18480000000001,78.24148000000001,78.3796,78.45819999999999,78.54752,78.55740000000002,78.80528,78.76448,78.78292,78.82064000000001,78.82527999999998,78.82536000000002
3 hr,77.62067222222211,77.67957222222228,77.8944611111111,77.8062277777778,77.85936666666667,77.92440555555558,77.97802777777775,77.95191111111102,77.88755555555566,78.18905000000001,78.26536111111116,78.38778888888886,78.45498888888895,78.54588333333331,78.55498333333338,78.7289666666667,78.76702222222222,78.77694444444437,78.8152222222222,78.82464999999998,78.81915555555554
3.5 hr,77.62409523809512,77.6766714285715,77.89161904761905,77.8045285714286,77.85776190476192,77.92012857142855,77.97932380952378,77.95528095238089,77.88907619047632,78.1896380952381,78.26462380952385,78.38528095238097,78.45314761904771,78.54655238095238,78.55082380952386,78.71829047619052,78.76668095238095,78.77510952380945,78.81493333333331,78.82448095238094,78.81755714285708
30 day,77.16856333333335,77.17251333333334,77.19726333333334,77.21872333333336,77.22995,77.30915000000002,77.37792333333331,77.39994333333333,77.41732333333334,77.54413666666669,77.60621333333332,77.67168,77.70840333333332,77.78252999999998,77.82125333333333,77.90137999999999,78.07154666666666,78.15679333333334,78.24587666666665,78.28476333333332,78.35156
30 min,77.59506666666663,77.68656666666668,77.90030000000002,77.81823333333334,77.87553333333334,77.94466666666669,77.9756,77.91380000000002,77.87319999999998,78.18470000000002,78.24216666666668,78.3803,78.45719999999999,78.5471,78.55680000000001,78.80333333333334,78.76450000000003,78.78343333333332,78.81986666666668,78.8252,78.82523333333333
4 hr,77.62889999999993,77.67279583333347,77.88873750000002,77.80399583333336,77.85844166666666,77.91562916666666,77.9827333333333,77.95675416666661,77.89103750000011,78.18847083333334,78.2635333333334,78.38194166666668,78.451475,78.54895416666659,78.54914583333334,78.70912500000009,78.76654166666661,78.77384999999985,78.81543333333335,78.82455416666674,78.81700416666656
4.5 hr,77.63151851851843,77.67087037037044,77.8866851851852,77.80624444444454,77.85787777777776,77.91136296296297,77.98476296296295,77.95848518518511,77.89318148148159,78.18690740740732,78.26212222222227,78.37790000000004,78.44894444444438,78.5502703703703,78.54641111111111,78.70210000000014,78.76705925925917,78.77266666666648,78.81633333333339,78.82524814814823,78.81749629629624
40 day,77.16089250000003,77.16534250000002,77.19358250000002,77.21365250000002,77.2213375,77.26614750000002,77.3167325,77.33151,77.34479250000001,77.447595,77.49362249999999,77.54712,77.5753725,77.63711249999999,77.66835499999999,77.73634249999998,77.89278999999998,77.96853999999999,78.04828499999996,78.08579249999997,78.15582749999999
45 min,77.59826666666663,77.68351111111112,77.90426666666667,77.82015555555556,77.8768,77.94451111111114,77.96553333333335,77.91813333333334,77.87386666666667,78.18495555555558,78.25088888888891,78.3818,78.45582222222218,78.54286666666667,78.55586666666666,78.79744444444447,78.76464444444444,78.78433333333332,78.8182,78.82553333333333,78.82495555555553
5 day,77.24206,77.26198,77.37742,77.45106000000001,77.47494,77.58156,77.79908,77.81304,77.79707999999998,77.92877999999999,78.02655999999999,78.11638,78.17026000000001,78.28802,78.33792,78.45566,78.72444,78.742,78.792,78.806,78.81800000000001
5 hr,77.63384333333323,77.67377333333334,77.8854566666667,77.80864333333346,77.85673333333328,77.90721666666667,77.98512666666662,77.96231333333328,77.89513000000017,78.18569333333319,78.26117000000005,78.37558666666668,78.44577999999989,78.55023666666659,78.54296333333328,78.69628333333348,78.76785333333326,78.7722166666665,78.81720666666676,78.82537333333347,78.81916666666658
5 min,77.5926,77.69120000000001,77.898,77.821,77.87539999999998,77.94340000000001,77.985,77.90899999999999,77.86540000000001,78.18400000000001,78.2402,78.3852,78.46379999999999,78.5504,78.5476,78.80080000000001,78.75919999999999,78.7846,78.8124,78.82539999999999,78.8266
5.5 hr,77.63486666666655,77.67446969696972,77.8836878787879,77.81132424242435,77.85755757575755,77.90422424242425,77.98438484848477,77.96655151515147,77.89683030303048,78.18473939393921,78.25996666666674,78.37383939393936,78.44215757575745,78.550109090909,78.5395454545454,78.69250909090916,78.76762424242413,78.77244242424234,78.81794545454562,78.8248484848486,78.82115454545449
50 day,77.15292000000002,77.15350800000002,77.17154400000003,77.18760000000002,77.19672,77.24386400000004,77.29168200000001,77.304896,77.31493400000001,77.38550400000001,77.42133199999999,77.46293800000001,77.485738,77.53791,77.563102,77.62066799999998,77.74891999999998,77.81324199999999,77.88055999999997,77.91292799999997,77.97864799999998
50 min,77.59901999999998,77.68268,77.90484000000001,77.82068,77.87804,77.94290000000002,77.96562000000002,77.91936000000001,77.87434000000002,78.18508000000001,78.25412000000001,78.38231999999999,78.45567999999996,78.54206,78.55572,78.7955,78.76440000000001,78.78547999999999,78.81772000000001,78.82539999999999,78.82495999999998
55 min,77.5995818181818,77.68218181818183,77.90478181818183,77.82110909090909,77.87947272727273,77.94121818181821,77.9662363636364,77.92056363636365,77.87527272727274,78.1844181818182,78.25647272727274,78.38336363636364,78.45578181818179,78.5411272727273,78.55543636363636,78.79452727272728,78.76441818181819,78.78583636363634,78.81738181818181,78.82534545454543,78.82509090909087
6 hr,77.63485555555548,77.67403333333334,77.88180833333335,77.8144972222223,77.85836666666665,77.90195000000004,77.98597499999993,77.97080555555551,77.89810277777788,78.18474444444433,78.25842222222232,78.37298611111112,78.43883888888878,78.5504805555555,78.53810555555552,78.68885277777783,78.76614999999991,78.77298888888882,78.81849166666687,78.82346944444456,78.82263333333326
6.5 hr,77.63562307692301,77.67309487179489,77.88012307692311,77.81965641025648,77.85928205128205,77.89838461538463,77.98683846153834,77.97522051282047,77.89868974358986,78.18527948717939,78.25756153846164,78.3712358974359,78.43463846153831,78.5507615384615,78.53811282051277,78.68501794871796,78.76344358974352,78.77456153846146,78.81823589743611,78.82350256410271,78.82586923076916
60 day,77.15674666666665,77.15928499999997,77.17467500000001,77.185875,77.19106666666669,77.21876833333339,77.25663666666671,77.26797833333336,77.27882000000004,77.34704166666668,77.38153333333331,77.41885499999998,77.43736499999997,77.47539666666665,77.49490833333333,77.54007999999999,77.645135,77.70055666666666,77.75748166666666,77.78577833333333,77.84153833333333
70 day,77.16789142857142,77.1689371428571,77.17591714285713,77.18367999999998,77.18742428571426,77.21586714285716,77.24623000000003,77.25501714285717,77.26224571428575,77.31079142857148,77.33894142857145,77.37093142857145,77.38892,77.42519857142857,77.44390428571428,77.48502999999998,77.5813214285714,77.62571714285713,77.67126142857141,77.69438714285714,77.73920714285714
80 day,77.183205,77.18317874999998,77.18818999999999,77.19235749999999,77.19555374999999,77.21526374999999,77.23726,77.24445375,77.25016125,77.29675000000002,77.32036500000001,77.34672125000002,77.36065500000001,77.38965375000001,77.40354500000002,77.43606250000002,77.51908,77.56114625000001,77.60458874999999,77.62556749999999,77.66863124999999
90 day,77.18043555555556,77.18271333333333,77.19516555555558,77.20171777777777,77.20543555555555,77.22226777777779,77.24051666666668,77.24541444444445,77.25041666666668,77.28722666666667,77.30514333333332,77.32714222222222,77.33897888888887,77.36508555555554,77.37824888888888,77.40966222222221,77.4810988888889,77.51605000000002,77.55086000000001,77.56785666666669,77.60426444444445
Tomorrow,77.3297,77.3794,77.4889,77.4988,77.4838,77.82300000000001,77.7332,77.6933,77.8629,78.0924,78.1423,78.30199999999999,78.3918,78.3918,78.4716,78.8109,78.75,78.85,78.83,78.76,78.85
