,2018-12-12,2018-12-13,2018-12-18,2018-12-20,2018-12-21,2018-12-31,2019-01-04,2019-01-07,2019-01-08,2019-01-15,2019-01-17,2019-01-22,2019-01-23,2019-01-25,2019-01-28,2019-01-30,2019-02-05,2019-02-07,2019-02-11,2019-02-12,2019-02-14
1 hr,77.60049999999997,77.68175000000002,77.90445,77.8214,77.88071666666669,77.93963333333336,77.96670000000005,77.92211666666667,77.87685000000002,78.18371666666668,78.25886666666666,78.38436666666668,78.45638333333332,78.54108333333336,78.55535,78.79388333333334,78.76448333333336,78.78591666666665,78.81773333333332,78.82514999999997,78.82516666666665
1 min,77.59,77.71,77.91,77.83,77.87,77.94,77.97,77.93,77.87,78.18,78.27,78.385,78.46,78.545,78.55,78.8,78.735,78.781,78.81,78.82,78.83
1.5 hr,77.6066444444444,77.68021111111115,77.90351111111111,77.81711111111112,77.8723888888889,77.93094444444446,77.9726333333333,77.93508888888888,77.88228888888898,78.18393333333334,78.26413333333336,78.38767777777782,78.45745555555555,78.54227777777778,78.55505555555555,78.78327777777778,78.76522222222225,78.78535555555551,78.81613333333335,78.82517777777774,78.82372222222217
10 day,77.20965999999999,77.22146999999998,77.30377,77.35652,77.38637,77.52824999999999,77.64045999999999,77.66986999999999,77.68931999999998,77.86292999999999,77.90183999999999,77.98864999999999,78.04952,78.15729000000002,78.2002,78.31296,78.55611999999999,78.64074,78.72938,78.76522,78.78000000000002
10 min,77.5918,77.68860000000001,77.8972,77.821,77.8774,77.94420000000001,77.9876,77.90959999999998,77.8707,78.18490000000001,78.2371,78.3856,78.46399999999998,78.5508,78.55530000000002,78.80369999999999,78.7604,78.7841,78.81750000000001,78.82579999999999,78.826
100 day,77.15234500000001,77.15754699999998,77.17515800000001,77.186921,77.19292899999999,77.22040500000001,77.24313900000001,77.24853300000001,77.25382400000002,77.28633400000001,77.302039,77.319738,77.33032699999998,77.35310299999999,77.3639,77.38979999999998,77.45003999999999,77.48070599999998,77.51336199999999,77.52988799999999,77.563228
125 day,77.06749119999998,77.07310399999996,77.09366879999996,77.10767199999995,77.11503039999994,77.14983599999998,77.1759816,77.183608,77.19099360000001,77.23545120000004,77.25526960000003,77.27676160000003,77.288308,77.31283679999999,77.3249448,77.3516768,77.40676719999998,77.43411679999996,77.46155839999996,77.47464799999997,77.50011119999996
15 min,77.59333333333333,77.68673333333332,77.89753333333334,77.819,77.87599999999999,77.9458,77.9842,77.91026666666667,77.87193333333333,78.18566666666668,78.23873333333334,78.38173333333334,78.46039999999999,78.54946666666666,78.55853333333333,78.80479999999999,78.76180000000001,78.78313333333332,78.81813333333335,78.82513333333331,78.82600000000001
150 day,76.97726933333328,76.98308333333327,77.0042806666666,77.02004999999993,77.02731733333326,77.06321333333327,77.08432733333328,77.09175999999995,77.09938533333329,77.14464066666665,77.16540866666664,77.1865233333333,77.19807533333329,77.22198266666662,77.23400266666663,77.2603033333333,77.31446999999997,77.34198799999996,77.36919066666664,77.38285799999998,77.40979199999997
175 day,76.90301942857134,76.90754571428562,76.9218279999999,76.9321359999999,76.9377399999999,76.96957885714278,76.99578685714279,77.00351257142852,77.01106628571422,77.05443142857139,77.07317028571423,77.09315999999994,77.1037548571428,77.12703371428564,77.13920571428565,77.16436742857137,77.21637485714278,77.23927485714277,77.2630285714285,77.27566685714278,77.30110628571421
