,2018-12-13,2018-12-17,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-09,2019-01-17,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
1 hr,33.04089999999999,31.917666666666666,30.868899999999986,30.813049999999993,29.733966666666664,30.09535,31.284200000000006,29.73098333333335,30.993650000000002,31.27146666666665,31.96086666666668,32.13803333333334,31.90105000000001,36.242200000000004,36.78094999999998,36.82096666666665,36.532749999999986,37.04844999999999,36.090933333333346,36.75581666666667,37.438850000000016,38.53751666666667,37.47848333333333,37.637916666666676,37.693450000000006,38.85703333333335,39.27504999999998,39.46853333333334
1 min,33.0,31.8,30.6,30.69,29.54,30.48,31.39,29.6,31.09,31.17,31.89,32.14,31.9,36.03,36.76,36.76,36.35,36.89,36.0,36.76,37.36,38.51,37.64,37.55,37.86,38.9,39.18,39.52
1.5 hr,33.0231,31.969277777777794,31.139033333333334,30.794244444444438,29.79017777777778,30.008322222222226,31.24825555555556,29.771166666666662,31.027211111111107,31.304111111111094,31.99082222222224,32.07361111111111,31.883755555555567,36.2971,36.76162222222222,36.83166666666667,36.54954444444444,37.063155555555554,36.209177777777775,36.781755555555556,37.43482222222223,38.54234444444445,37.47365555555553,37.67883333333333,37.689366666666665,38.86957777777778,39.29193333333334,39.4526
10 day,34.012,33.337,32.548,32.236000000000004,31.931,31.291000000000004,30.753000000000004,30.511000000000003,30.561,30.607,31.025,31.653000000000002,32.013,32.427,32.885000000000005,33.329,33.81400000000001,34.325,34.753,35.218,36.176,36.833,36.992999999999995,37.07199999999999,37.182,37.43899999999999,37.664,38.018
10 min,33.062,31.801800000000004,30.6555,30.699,29.577999999999996,30.326299999999996,31.272999999999996,29.686500000000002,31.058500000000002,31.1952,31.875,32.07,31.920499999999997,36.0415,36.706500000000005,36.797000000000004,36.417500000000004,36.8834,35.999,36.744,37.373,38.491,37.594,37.567,37.7955,38.844500000000004,39.132000000000005,39.557
100 day,37.27785600000001,37.09142100000001,36.838414000000014,36.715118000000004,36.580224,36.30995300000001,35.93356300000001,35.68458100000001,35.580415000000016,35.477645000000024,35.28575900000001,34.82573,34.556686000000006,34.503812,34.462019000000005,34.419729000000004,34.372142000000004,34.333048000000005,34.298021000000006,34.269597000000005,34.234215,34.253415999999994,34.256636,34.25755899999999,34.264973999999995,34.28019499999999,34.301308,34.319835999999995
125 day,37.62377600000001,37.5168312,37.393816,37.33037519999999,37.266892799999994,37.142488,36.98224,36.8596576,36.793764,36.723014400000004,36.5955448,36.21016159999999,36.017063199999996,35.9632968,35.906769600000004,35.84857120000001,35.795134400000016,35.74593920000001,35.6891456,35.636282400000006,35.5319376,35.489490399999994,35.440799999999996,35.401024799999995,35.37185199999999,35.351716,35.3314296,35.326207200000006
15 min,33.093999999999994,31.81886666666667,30.647266666666667,30.739,29.604333333333336,30.28953333333333,31.296999999999993,29.716,31.03846666666667,31.214133333333333,31.89266666666667,32.1,31.90533333333333,36.05733333333333,36.733333333333334,36.8076,36.431666666666665,36.91993333333333,35.99966666666667,36.74133333333334,37.39833333333333,38.498999999999995,37.576333333333324,37.58866666666667,37.76233333333333,38.830000000000005,39.13533333333334,39.57246666666667
150 day,37.712476666666674,37.65813,37.589071333333344,37.54395533333334,37.493490666666666,37.38324133333333,37.240412,37.138194,37.093966,37.04078133333334,36.935884,36.65938999999999,36.52428733333332,36.505826,36.49070466666666,36.47637999999999,36.46117933333333,36.457210666666654,36.44465399999999,36.442339999999994,36.434948666666656,36.43739999999998,36.43736933333332,36.42751466666665,36.417736666666656,36.41051199999999,36.40535199999999,36.410954
175 day,37.85234514285717,37.737044000000026,37.60289028571432,37.530229142857166,37.452472571428586,37.28698457142859,37.10787142857144,36.99336000000002,36.97416914285716,36.958952000000025,36.944024571428585,36.843547428571426,36.773339428571425,36.771368571428575,36.777824,36.774803999999996,36.76841885714286,36.76710628571428,36.75611085714285,36.748721142857136,36.73629828571427,36.73652457142856,36.73285828571428,36.727994857142846,36.72877085714285,36.72752685714285,36.727597714285714,36.72904342857142
2 day,33.18,32.155,31.28,30.645000000000003,30.125,29.715,31.285,30.67,30.35,31.125,31.34,31.91,31.865000000000002,33.985,36.394999999999996,36.760000000000005,36.55500000000001,36.620000000000005,36.445,36.375,37.14,37.925,38.07,37.59,37.705,38.39,39.03,39.34
2 hr,33.02043333333332,31.988000000000007,31.291999999999994,30.635749999999998,29.827833333333334,29.94711666666667,31.22138333333334,29.793675000000004,31.042658333333335,31.333591666666656,31.99240833333335,32.01611666666665,31.906249999999993,36.315533333333335,36.70128333333335,36.80013333333333,36.566091666666686,37.055108333333344,36.29615833333334,36.80851666666668,37.42215833333333,38.575125,37.485616666666644,37.701108333333345,37.717166666666685,38.86500000000001,39.282458333333345,39.46019166666666
2.5 hr,33.050346666666655,31.99547333333334,31.428566666666654,30.575073333333325,29.877353333333335,29.886759999999995,31.220926666666667,29.81324666666666,31.049333333333347,31.37203999999998,32.01089333333335,31.975580000000008,31.908166666666638,36.31213333333333,36.64627333333335,36.802493333333324,36.57834000000001,37.00553333333335,36.370439999999995,36.85814666666667,37.38892666666667,38.615933333333345,37.535799999999966,37.671973333333355,37.72588000000002,38.84369333333334,39.262213333333335,39.47959999999999
20 day,34.93727500000001,34.59205,34.14386,33.918695,33.610594999999996,32.967,32.23950000000001,31.724,31.554500000000008,31.4215,31.281500000000005,31.082000000000004,31.371000000000002,31.726,32.039,32.331500000000005,32.589000000000006,32.865,33.0775,33.4355,34.037,34.422999999999995,34.709999999999994,34.978500000000004,35.2555,35.626499999999986,35.994499999999995,36.38549999999999
20 min,33.09599999999999,31.83665,30.641699999999997,30.771749999999997,29.630000000000003,30.270899999999994,31.318249999999995,29.72405,31.015849999999993,31.21635,31.902449999999998,32.1195,31.897399999999998,36.080999999999996,36.74399999999999,36.808550000000004,36.44825,36.93645,36.00075,36.753,37.41415000000001,38.507749999999994,37.56124999999999,37.60375,37.739699999999985,38.8236,39.15990000000001,39.56685
200 day,38.96771200000002,38.83966400000001,38.68816900000002,38.603687000000015,38.510824000000014,38.31483100000002,38.049965000000014,37.870423500000015,37.782679000000016,37.692652000000024,37.54245200000002,37.14952300000001,36.98158750000002,36.951263500000024,36.91932550000002,36.88867900000002,36.853350500000026,36.82201350000001,36.78205500000001,36.743811500000014,36.694114000000006,36.6835375,36.67089550000001,36.65254,36.66959800000001,36.695083000000004,36.725988500000014,36.7620215
25 min,33.08123999999999,31.844319999999996,30.659119999999998,30.79672,29.637920000000005,30.243319999999994,31.323199999999996,29.73564,31.0038,31.22468,31.90816,32.13620000000001,31.890520000000002,36.094319999999996,36.74888,36.80376,36.448600000000006,36.958239999999996,36.0194,36.76139999999999,37.42232000000001,38.515999999999984,37.53795999999999,37.603,37.71615999999999,38.82428000000001,39.18672,39.55688
3 hr,33.082355555555544,32.03645,31.496116666666644,30.49564444444443,29.896405555555557,29.82991666666667,31.225605555555557,29.822716666666672,31.043011111111127,31.41089444444443,32.03908333333336,31.949072222222224,31.870444444444416,36.30851111111109,36.60785555555556,36.78551111111109,36.588866666666675,36.94202777777778,36.44988333333334,36.891105555555576,37.338766666666686,38.649861111111136,37.57344444444441,37.64650555555557,37.74000000000002,38.81863333333334,39.24017777777778,39.51030555555555
3.5 hr,33.10025714285713,32.07428571428572,31.548457142857114,30.44641428571428,29.91382857142857,29.79596666666667,31.228976190476196,29.839847619047617,31.023366666666675,31.448476190476192,32.06042857142858,31.914780952380944,31.847995238095205,36.3629857142857,36.57191904761905,36.76153809523807,36.58756666666667,36.879376190476194,36.518471428571445,36.902123809523815,37.29737142857146,38.65320000000003,37.58519047619044,37.61621904761907,37.76460952380954,38.80730476190477,39.21575238095239,39.535461904761895
30 day,35.118700000000004,34.91349,34.608050000000006,34.427683333333334,34.19734666666667,33.77294,33.46604333333334,33.08635,32.94957333333334,32.814796666666666,32.521,31.70033333333334,31.55766666666667,31.663333333333338,31.789666666666673,31.90333333333334,32.01466666666667,32.16100000000001,32.30066666666667,32.46066666666667,32.89366666666667,33.19166666666667,33.48166666666666,33.71666666666667,33.94833333333334,34.20566666666666,34.46466666666666,34.72433333333333
30 min,33.07219999999999,31.854433333333326,30.68643333333333,30.799866666666667,29.65966666666667,30.210566666666658,31.322999999999993,29.744033333333338,30.999333333333333,31.232566666666663,31.920466666666666,32.15683333333334,31.88276666666667,36.114166666666655,36.7524,36.793366666666664,36.46716666666667,36.97436666666666,36.049499999999995,36.76789999999999,37.43103333333334,38.520199999999996,37.5253,37.60283333333333,37.699799999999996,38.831066666666665,39.208099999999995,39.54123333333334
4 hr,33.12405416666665,32.13790416666667,31.592433333333304,30.429708333333323,29.913433333333327,29.754995833333343,31.228233333333336,29.85625833333332,31.00967916666667,31.464816666666664,32.095895833333344,31.904549999999997,31.81816249999998,36.42356250000001,36.5247,36.72381249999998,36.57144999999999,36.833033333333326,36.580550000000024,36.91293333333332,37.27527500000001,38.66483750000002,37.59479999999998,37.584737499999996,37.78470000000003,38.800641666666664,39.21661666666669,39.55166249999999
4.5 hr,33.153396296296286,32.20261851851853,31.605277777777747,30.45834444444443,29.923314814814812,29.693077777777788,31.225211111111115,29.877170370370358,30.9712,31.47144444444444,32.10857777777777,31.894025925925927,31.800792592592565,36.50190000000001,36.48535555555556,36.729844444444424,36.55687037037036,36.77864444444444,36.627985185185224,36.91019999999999,37.26237037037039,38.679937037037064,37.61711111111109,37.54946296296298,37.78532962962968,38.784699999999965,39.218548148148166,39.57579999999998
40 day,34.4684975,34.40711,34.3486075,34.31283500000001,34.297942500000005,34.159195,33.9808925,33.711337500000006,33.5962875,33.47251250000001,33.211267500000005,32.7280125,32.4907975,32.4975,32.503,32.5155,32.513999999999996,32.55225,32.559749999999994,32.57975,32.72924999999999,32.87649999999999,32.995749999999994,33.11024999999999,33.223,33.37075,33.53675,33.730000000000004
45 min,33.067866666666646,31.884466666666665,30.78442222222221,30.797511111111103,29.690666666666665,30.14804444444443,31.299777777777777,29.736888888888902,30.99297777777778,31.256733333333322,31.94313333333334,32.16111111111112,31.901622222222223,36.1923111111111,36.77293333333333,36.80431111111109,36.51566666666666,37.01737777777776,36.059355555555555,36.76204444444445,37.43813333333333,38.53635555555554,37.5072,37.63333333333334,37.695911111111116,38.84415555555556,39.253088888888875,39.49308888888891
5 day,32.96,32.726000000000006,31.974,31.512,30.922000000000004,30.056,30.584000000000003,30.965999999999998,31.002,30.994,30.906,31.886000000000003,32.09,32.955999999999996,33.884,34.658,35.566,36.56,36.55,36.55200000000001,36.786,37.106,37.436,37.592,37.78,38.092,38.222,38.6
