,2018-12-13,2018-12-17,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-09,2019-01-17,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
5 hr,33.163373333333325,32.25242333333333,31.626216666666643,30.512943333333315,29.91167333333334,29.630973333333337,31.20684333333334,29.899549999999977,30.94031333333336,31.461919999999992,32.097659999999976,31.884189999999993,31.801746666666652,36.54791666666669,36.45074333333332,36.75627333333331,36.54717666666666,36.750176666666675,36.65168000000002,36.88408,37.26240000000001,38.68590000000002,37.64963333333333,37.54108333333334,37.776040000000044,38.77107333333329,39.21894333333335,39.59931333333333
5 min,33.022,31.776600000000002,30.639,30.676,29.602999999999998,30.382599999999996,31.282,29.659000000000002,31.107999999999997,31.172000000000004,31.869,32.068,31.928000000000004,36.044999999999995,36.69599999999999,36.81600000000001,36.395,36.874,35.994,36.760999999999996,37.363,38.47,37.63399999999999,37.51,37.839999999999996,38.86800000000001,39.159,39.537
5.5 hr,33.163157575757566,32.28428181818182,31.658124242424215,30.55312424242422,29.92635757575758,29.562587878787884,31.20190303030305,29.889136363636332,30.906190909090924,31.456487878787872,32.077024242424216,31.874772727272713,31.797648484848473,36.537645454545455,36.40152424242422,36.794415151515125,36.54268181818181,36.73293030303031,36.66760909090913,36.86513333333333,37.25254848484849,38.68372121212123,37.69651515151515,37.545545454545476,37.7589454545455,38.7507636363636,39.21769696969699,39.6147606060606
50 day,34.401776000000005,34.240742000000004,34.106156000000006,34.041628,33.985424,33.859263999999996,33.694476,33.61329800000001,33.591086000000004,33.57166800000001,33.567966000000006,33.29967,33.066808,33.054414,33.079364,33.135638,33.18371,33.22562599999999,33.21721999999999,33.226009999999995,33.303678,33.35923799999999,33.39659999999999,33.416799999999995,33.4488,33.498999999999995,33.5746,33.651399999999995
50 min,33.05563999999998,31.898099999999996,30.824179999999988,30.802659999999996,29.702899999999996,30.12945999999999,31.293700000000005,29.731900000000014,30.993380000000005,31.262319999999985,31.947520000000008,32.15034000000001,31.90456,36.21714,36.77583999999999,36.810359999999974,36.52469999999998,37.02363999999998,36.06852000000001,36.75998,37.43732000000001,38.53631999999999,37.49518,37.63900000000001,37.69614000000001,38.847240000000006,39.26355999999998,39.48048000000002
55 min,33.04605454545454,31.90945454545454,30.84507272727271,30.80696363636363,29.718381818181808,30.111599999999996,31.28918181818182,29.731436363636377,30.99334545454546,31.26823636363635,31.954036363636376,32.147309090909104,31.904600000000006,36.23703636363636,36.77876363636362,36.81459999999998,36.530454545454525,37.03776363636362,36.07465454545455,36.75707272727273,37.43747272727274,38.537109090909084,37.48352727272727,37.6399090909091,37.695309090909106,38.851672727272735,39.26823636363634,39.47440000000001
6 hr,33.16000833333333,32.29950833333333,31.7004333333333,30.589841666666647,29.958355555555556,29.52350833333334,31.211286111111125,29.89674999999999,30.856383333333355,31.436566666666675,32.06366388888886,31.867997222222215,31.81166944444444,36.50045833333333,36.379508333333305,36.81884722222218,36.537816666666664,36.70893055555554,36.664555555555594,36.849672222222225,37.22999166666667,38.65749722222225,37.72531944444443,37.53569444444445,37.74550555555558,38.72879444444441,39.21989444444446,39.62379444444443
6.5 hr,33.1590641025641,32.294548717948715,31.724202564102548,30.621035897435878,29.987351282051275,29.509730769230764,31.22678717948719,29.93924615384613,30.818676923076936,31.392369230769233,32.02848461538459,31.85638461538461,31.847023076923072,36.39116410256409,36.347699999999975,36.78298205128201,36.53539487179487,36.70756410256409,36.66551025641031,36.81474871794872,37.21828205128207,38.60173333333336,37.74821794871794,37.531256410256425,37.72988461538464,38.70198717948713,39.22294871794873,39.608964102564094
60 day,34.886491666666664,34.713060000000006,34.48120000000001,34.369735,34.246584999999996,34.00478833333333,33.726980000000005,33.57088333333334,33.51529666666667,33.469190000000005,33.431525,33.28658166666666,33.322295000000004,33.377805,33.452463333333334,33.526125,33.56668333333333,33.60892833333333,33.60707833333333,33.619391666666665,33.660675,33.69450666666666,33.71084499999999,33.74480333333333,33.81003166666666,33.89292499999999,33.965354999999995,34.01734999999999
70 day,35.38248857142858,35.15403000000002,34.91981000000002,34.808735714285724,34.708451428571436,34.48937,34.231297142857144,34.02482142857143,33.92117142857143,33.83220142857144,33.67052,33.296899999999994,33.23844571428571,33.288021428571426,33.33918857142857,33.39064142857143,33.41685571428571,33.45748285714286,33.504348571428565,33.56249857142857,33.70462,33.82382428571429,33.89426142857143,33.96954,34.04839285714286,34.11987142857142,34.18822428571429,34.23721
80 day,36.05232625000001,35.863202500000014,35.63739875000002,35.502440000000014,35.35310750000001,35.06777375000001,34.700060000000015,34.478121250000015,34.37495875000001,34.28351875000002,34.14329500000001,33.72834374999999,33.527688749999996,33.51508,33.513341249999996,33.51285,33.506609999999995,33.51148499999999,33.51321374999999,33.53703749999999,33.611142499999985,33.68776499999999,33.75114375,33.805789999999995,33.864561249999994,33.91962374999999,33.983297500000006,34.068554999999996
90 day,36.63469111111112,36.37666666666668,36.1381277777778,36.018827777777794,35.88409666666667,35.653137777777786,35.383677777777784,35.178255555555566,35.073354444444455,34.95850222222224,34.734568888888894,34.1642188888889,33.96679555555556,33.952595555555554,33.94484333333333,33.94086,33.92921666666666,33.92767555555555,33.90892888888888,33.8938611111111,33.87771222222221,33.894945555555545,33.90151555555555,33.90874777777777,33.920533333333324,33.94354222222221,33.972875555555554,34.01374555555555
Tomorrow,32.51,31.96,30.69,29.56,28.94,30.92,31.74,31.1,31.15,30.78,32.17,32.9,36.04,36.75,36.77,36.34,36.9,35.99,36.76,36.93,38.5,37.64,37.54,37.87,38.91,39.15,39.53,39.77
