,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
2 day,80.99000000000001,81.62610000000001,81.87955,80.0408,77.00935000000001,75.38925,73.93315000000001,71.01595,68.01925,66.08605,67.77575,67.77080000000001,67.27385000000001,68.0342,69.34615,70.24065,71.3638,71.91544999999999,71.65705,70.7476,70.78735,71.45824999999999,71.55765,71.77135,71.57255,71.21475000000001,71.08055,71.17,71.29925,71.1054,71.1203,71.49799999999999,71.63215,70.95134999999999,70.9563,70.90164999999999,70.23075,69.86795000000001,70.58359999999999,71.55765,72.05,72.77000000000001
2 hr,81.69379999999998,82.61463333333329,82.21959166666664,78.81067499999999,76.66004999999998,75.81686666666668,73.71611666666666,69.57809999999998,67.36391666666664,66.75810000000003,68.17263333333337,67.88946666666668,67.6521166666667,69.65191666666672,70.04757500000004,71.28869166666668,72.34600833333336,72.38117500000004,71.55874999999997,70.64285833333334,71.68474999999998,72.14645833333333,71.9238833333333,72.51479166666664,71.38815000000002,71.77508333333337,71.16881666666664,71.9795,71.48299999999998,71.48377500000001,71.83140000000002,71.89805000000001,71.88626666666667,71.25080833333331,71.49686666666662,70.94902499999999,70.028775,70.40084166666666,71.66323333333327,72.57330000000003,72.2834916666667,73.41883333333331
2.5 hr,81.5787933333333,82.69613333333328,82.2781133333333,78.83492666666669,76.8069733333333,75.84226666666666,73.97541999999996,69.44425999999997,67.3480133333333,66.71775333333332,68.22932666666668,67.96653333333333,67.65884666666672,69.72044000000002,70.09751333333335,71.22823333333332,72.32960666666669,72.31938666666672,71.51827333333333,70.66477999999996,71.72277333333331,72.13999333333335,71.89132,72.54206666666664,71.39126666666665,71.7413466666667,71.16954666666666,71.95488666666665,71.45036000000002,71.49530000000004,71.76611999999997,71.96340000000001,71.91671333333335,71.20775333333333,71.50215333333333,70.96086666666666,70.00489999999999,70.37539333333334,71.68745999999993,72.54615333333332,72.27310666666669,73.37130666666664
20 day,81.86612500000001,81.897435,81.917315,81.77916,81.47750500000001,81.127645,80.69877,80.19286000000001,79.571655,78.10412,75.705285,74.87884,73.96642,73.30794499999999,72.663385,72.175365,71.731575,71.26791,70.73467000000002,70.15471500000002,69.80932500000003,69.59960500000003,69.42616500000001,69.38342500000002,69.48182500000001,69.70297500000001,70.00413500000002,70.21137000000002,70.37139500000002,70.54284500000001,70.70585000000001,70.915565,71.14168,71.30220000000001,71.30717000000001,71.25598500000001,71.1387,71.07707500000001,71.1223,71.15410499999999,71.181475,71.27534
20 min,81.8552,82.62225,82.3126,78.60990000000002,76.03779999999999,75.67965,73.32500000000002,69.51960000000001,67.199,67.35255,68.15005,67.78450000000001,67.50359999999999,69.4081,70.04225,71.49459999999999,72.16560000000001,72.49440000000001,71.65920000000003,70.57609999999998,71.7431,72.08405,71.96695,72.34645,71.46849999999999,71.80325,71.27250000000001,71.90965000000003,71.5067,71.51075,71.7069,72.08974999999998,71.83544999999998,71.30224999999997,71.54445000000001,71.13674999999999,70.01150000000001,70.47555,71.56424999999999,72.47130000000001,72.2302,73.47674999999998
200 day,68.44102500000001,68.5131935,68.58598549999999,68.6345915,68.66881900000001,68.69951550000002,68.7230385,68.72968900000001,68.72724800000002,68.700995,68.71385,68.72212,68.73149950000001,68.7547935,68.77900100000001,68.812314,68.8518535,68.882677,68.9170455,68.93818850000001,68.97534650000001,69.025118,69.074498,69.114641,69.15480800000002,69.20133200000001,69.24894450000002,69.29494750000002,69.33770100000002,69.38039850000003,69.42471700000004,69.46054900000004,69.49571300000004,69.56307450000003,69.60620900000004,69.64468200000005,69.67583500000002,69.70408950000002,69.73390450000002,69.76623700000003,69.80239150000003,69.85017400000004
25 min,81.88496,82.64828,82.31603999999999,78.61352000000002,76.03735999999999,75.69012,73.2668,69.60468000000002,67.18795999999999,67.30036,68.17288,67.75812,67.52708,69.40908000000002,70.04659999999998,71.51567999999999,72.18708000000001,72.49312000000002,71.66256000000003,70.58103999999999,71.73128000000001,72.0896,71.97995999999999,72.36655999999999,71.46452000000001,71.79932,71.2766,71.90572000000003,71.53063999999999,71.52188,71.72244,72.05856,71.84115999999999,71.30819999999997,71.55876,71.10752000000001,70.01508000000001,70.47203999999999,71.57759999999999,72.51412000000002,72.24791999999998,73.469
3 hr,81.55453333333328,82.7771166666666,82.28268888888887,78.87878888888889,76.91463888888887,75.88710555555555,74.15913888888885,69.36439444444444,67.32419999999996,66.63514444444444,68.23732777777778,68.02219444444442,67.65583333333339,69.76800555555559,70.1406777777778,71.17595555555552,72.2895777777778,72.31303888888893,71.48131111111111,70.69014999999996,71.75108333333333,72.13357222222228,71.85159444444443,72.56927777777777,71.35896666666665,71.68401666666668,71.17096666666669,71.91945555555554,71.39633333333333,71.48813333333337,71.74733888888888,72.00269444444442,71.95500000000003,71.16815555555554,71.4891222222222,70.95756666666668,69.99114999999999,70.37197222222224,71.68598888888883,72.51739444444445,72.26497777777777,73.31923333333333
3.5 hr,81.54159523809518,82.81754285714277,82.27265714285713,78.90065714285713,76.99396666666667,75.94788095238093,74.31990952380949,69.3788095238095,67.34583809523805,66.58458095238096,68.2237952380952,68.05569047619046,67.67541428571431,69.77697619047623,70.15408571428574,71.11041428571426,72.2434238095238,72.31859523809527,71.46917142857144,70.71497142857139,71.76035714285713,72.13007619047626,71.82498571428569,72.5959,71.36510476190473,71.63129523809525,71.19035238095238,71.90571904761903,71.33766666666666,71.49217619047624,71.74443333333332,72.03009047619045,71.97793333333335,71.1656,71.47767619047617,70.92427142857146,69.96718095238096,70.34503809523814,71.67871428571425,72.47777619047618,72.25362857142858,73.28401904761904
30 day,81.03164333333334,81.23151333333334,81.36215999999999,81.34223333333333,81.23453333333333,81.12209,80.91500999999998,80.56524666666665,80.09446000000001,79.03924000000002,77.69711000000002,77.22499666666667,76.72174000000001,76.31257666666667,75.98723000000001,75.70926,75.42499666666666,75.11953,74.72825666666667,74.26475666666668,73.83207000000002,73.41230333333333,72.95841333333334,72.61418333333334,72.23815000000003,71.92407000000001,71.59806000000002,71.26940333333336,70.90960333333335,70.55112666666669,70.31490333333335,70.18370333333334,70.06443,70.06012333333335,70.19960333333337,70.39640333333335,70.47591666666669,70.54582333333335,70.66211333333335,70.79794999999999,70.94739333333334,71.16435999999999
