,2018-12-11,2018-12-12,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
30 min,163.2901,166.0177666666667,161.61479999999997,154.3055666666666,156.1010333333333,155.40266666666665,152.8699,144.68806666666666,153.0166,159.2796333333333,158.69099999999997,154.2936333333333,163.29156666666665,163.5683333333334,166.51543333333333,166.22123333333332,167.61763333333332,167.47113333333334,163.95799999999997,165.03296666666668,166.6489666666667,171.5009,170.21626666666666,171.05926666666664,175.39096666666663,172.4786,166.98359999999997,172.11990000000006,181.14176666666668,185.89166666666674,186.7385666666667,189.2162,188.15173333333328,186.8944666666667,189.0110333333333,190.48576666666665,189.4927666666667,187.72689999999997,188.68903333333338,190.09046666666666
4 hr,163.27121250000002,168.11646666666658,161.62081666666666,156.1037083333333,155.64262500000012,158.00101666666666,150.49575833333327,144.90806249999994,151.5204750000001,160.0661874999998,158.6273333333333,154.27035416666675,163.84814166666658,164.31617916666664,165.23799166666672,167.319975,166.85456666666673,167.35335416666663,164.44009583333326,163.86699166666662,165.93597916666678,171.51663333333315,170.74769583333335,171.25037500000002,175.15541666666675,172.81588333333332,167.14621666666665,170.74443750000012,181.79213749999994,185.70860416666696,187.4208166666666,189.1005416666667,187.39643749999996,185.96802083333338,188.52910416666674,190.74228750000015,189.91972916666663,187.60827083333328,189.11447083333323,189.70997083333324
4.5 hr,163.31013333333334,168.30163333333329,161.71263703703704,156.3774444444444,155.57497407407422,158.19541111111107,150.12252962962955,145.17002222222214,151.11814444444445,159.98120740740723,158.5765185185185,154.44426666666675,163.63091851851843,164.3830481481481,164.95806296296297,167.35671851851845,166.89411111111113,167.28124814814814,164.5923111111111,163.8402111111111,165.9339000000001,171.49513703703684,170.80320740740743,171.25012222222227,175.06935555555563,172.78434074074073,167.3656814814815,170.53344444444448,181.92822592592591,185.74152592592617,187.4811074074073,189.1173740740741,187.38494074074072,185.76748148148152,188.3268407407408,190.7556666666668,189.93884444444444,187.5093814814814,189.06964814814813,189.7396222222222
40 day,138.54899999999998,139.51199999999997,140.893,141.47625,142.17649999999998,142.82574999999997,143.40775000000002,143.97825,145.22150000000005,147.57,148.11625,148.64575000000002,149.47150000000005,150.18450000000004,150.75225000000003,151.25700000000006,151.95775000000003,152.81675000000004,153.52350000000004,155.05450000000002,155.86325000000005,157.06350000000003,158.16250000000005,160.025,160.90875,161.7525,162.274,162.95700000000002,163.39525,163.85175,164.39575,164.92475000000002,165.626,166.29925,166.961,167.5805,168.20225000000002,168.84525000000002,169.71475000000004,170.59175000000005
45 min,163.41873333333336,165.94317777777775,161.5964222222222,154.37273333333331,155.50155555555554,155.35108888888888,152.92817777777776,144.76817777777777,152.8662666666667,159.27504444444443,158.61037777777776,154.03973333333332,163.37886666666665,163.62160000000006,166.4994,166.60177777777776,167.39828888888889,167.44984444444447,164.08255555555553,165.08664444444446,166.60011111111115,171.44564444444447,170.0673333333333,171.019,175.40766666666664,172.7055777777778,166.87544444444444,172.09744444444448,181.13073333333335,185.79508888888893,186.9968666666667,189.18335555555555,188.05819999999997,186.73564444444446,189.0254666666667,190.52117777777772,189.30477777777782,187.77295555555554,188.81866666666667,189.96553333333335
5 day,163.24,163.34,162.96400000000003,161.77999999999997,160.334,158.368,155.85,152.43,149.78000000000003,154.79,158.256,158.298,159.26999999999998,160.058,161.512,162.8,165.588,166.41,166.37600000000003,165.71200000000002,165.436,166.36,167.848,170.45800000000003,172.25799999999998,172.34199999999998,171.526,171.718,173.784,175.88000000000002,178.73600000000002,183.256,186.42799999999997,187.44400000000002,188.11399999999998,188.818,188.864,188.718,189.10399999999998,189.37999999999997
5 hr,163.27127333333326,168.41750666666664,161.84801666666672,156.70993999999993,155.55290000000008,158.31956,150.1005833333333,145.40633666666665,150.6713566666667,159.90287666666651,158.6274033333333,154.4568033333333,163.44555666666656,164.39947333333333,164.68325000000002,167.36503999999985,166.8746733333334,167.2673566666667,164.73611999999997,163.74467666666663,165.91671000000014,171.49802333333318,170.85614666666666,171.22308333333334,174.96340333333345,172.79302333333334,167.56474333333335,170.39511333333334,182.10995333333332,185.72097333333355,187.54864333333327,189.15392666666665,187.51231999999996,185.66466666666673,188.2683633333334,190.77533333333344,190.00964666666664,187.5088166666666,188.9904766666667,189.80016666666668
5 min,162.886,165.768,162.108,154.036,156.07,156.12079999999997,152.262,145.378,153.64960000000002,159.328,159.73880000000003,154.172,163.243,164.024,166.82199999999997,165.7732,167.95600000000002,167.454,163.47200000000004,165.36700000000002,166.566,171.936,170.28400000000002,171.26,175.42700000000002,172.20799999999997,166.709,172.56400000000002,181.4208,186.0,186.688,189.22599999999997,188.4726,186.57780000000002,189.14419999999998,190.296,189.518,187.851,188.503,190.7046
5.5 hr,163.27151515151505,168.4340212121212,161.9689393939394,157.0210909090908,155.56754242424245,158.47820909090905,150.3049454545454,145.7099242424242,150.2686939393939,159.8554393939393,158.56265151515143,154.34795757575753,163.26391818181804,164.39907272727268,164.45025454545453,167.36763030303018,166.8336757575758,167.3288666666666,164.87161818181812,163.66205151515155,165.89928181818198,171.38979393939385,170.94479393939395,171.2875242424242,174.83487575757587,172.79217272727274,167.77812424242427,170.27366666666666,182.18102424242426,185.7588090909093,187.6536515151514,189.2102212121212,187.5358515151515,185.67143030303038,188.20819090909103,190.76456969696974,190.05773333333335,187.5343999999999,188.93891212121213,189.91842727272726
50 day,137.9514,138.34439999999998,139.10680000000002,139.3868,139.70159999999998,140.167,140.5748,140.9874,141.85060000000001,143.43640000000002,144.0226,144.54900000000004,145.22160000000002,145.91600000000005,146.81280000000004,147.61960000000005,148.56580000000002,149.46000000000006,150.16620000000003,151.34420000000003,152.01900000000003,152.85420000000005,153.57000000000005,154.62260000000003,155.33560000000003,156.1236,156.7562,157.56080000000003,158.4678,159.50440000000003,160.75860000000003,162.00820000000004,163.1158,164.14280000000002,165.12640000000002,166.15740000000005,167.0312,167.88020000000003,168.371,168.83080000000007
50 min,163.46124,166.01386,161.57944,154.42173999999997,155.3572,155.32165999999998,152.90887999999998,144.84094000000002,152.82736,159.24383999999998,158.58354,153.98275999999996,163.39396,163.65902000000006,166.49926000000002,166.68869999999998,167.31605999999996,167.44086,164.1171,165.07716,166.56930000000003,171.48098000000002,170.01862,171.02239999999998,175.40066,172.75281999999999,166.78349999999998,172.08250000000004,181.12926,185.77066,187.07852000000003,189.17802,188.03197999999998,186.69108000000008,189.04102000000003,190.52285999999995,189.2845,187.77933999999993,188.84219999999996,189.93251999999995
55 min,163.4255818181818,166.06296363636363,161.52034545454543,154.46303636363635,155.23249090909093,155.17932727272725,152.87761818181815,144.93599999999998,152.78005454545456,159.2763272727272,158.55976363636364,153.95787272727267,163.40545454545457,163.66567272727275,166.47901818181825,166.76769090909093,167.25352727272727,167.41387272727272,164.16958181818183,165.06749090909088,166.53900000000002,171.49134545454547,169.97927272727276,171.03154545454547,175.39312727272727,172.77347272727275,166.667,172.08154545454548,181.18183636363636,185.74660000000003,187.14105454545458,189.19674545454546,187.9959818181818,186.64507272727278,189.04080000000002,190.53978181818178,189.29434545454546,187.77894545454544,188.87879999999998,189.9185818181818
6 hr,163.32549444444436,168.40961944444447,162.0519972222222,157.2526249999999,155.51118333333335,158.5878861111111,150.60084999999998,145.93116388888888,149.9405805555555,159.86956111111095,158.5527027777777,154.38943611111105,162.8945833333332,164.35905277777778,164.35697499999998,167.43857777777762,166.7416083333334,167.44343333333333,164.94798611111102,163.70335833333343,165.9536166666668,171.12271666666658,170.9755611111111,171.33065555555552,174.67532222222232,172.76648055555563,168.04918055555552,170.1118194444444,182.251175,185.7070805555557,187.6184194444443,189.23009444444446,187.4202083333334,185.7157444444445,188.06354444444455,190.69298333333333,190.1229444444445,187.50077777777764,188.90163888888895,189.9282972222221
6.5 hr,163.3418589743589,168.29076666666666,161.98707179487178,157.29145384615373,155.47783846153843,158.6143076923076,150.9675282051282,146.1663846153846,149.67915384615378,159.91633333333314,158.45421794871785,154.58571538461536,162.48357948717938,164.36108461538458,164.3122076923076,167.47055128205116,166.59616666666676,167.43815384615385,165.01746410256405,163.77169487179495,166.00516410256418,170.93845641025635,170.892258974359,171.43969230769227,174.49843589743597,172.75576923076923,168.3064666666666,169.98191794871792,182.2918615384616,185.44949230769257,187.51313846153838,189.20657692307688,187.50122820512829,185.7496307692309,187.91747692307706,190.68387435897438,190.17708717948722,187.5512564102564,188.81872820512837,189.87801538461517
60 day,138.81133333333335,139.15783333333331,139.8635,140.06516666666664,140.34983333333332,140.58633333333333,140.7241666666667,140.73116666666664,140.8023333333334,141.524,141.857,142.09116666666668,142.60666666666668,143.1371666666667,143.848,144.53850000000003,145.19933333333336,145.87366666666674,146.35933333333338,147.3948333333334,148.0428333333334,148.7488333333334,149.44866666666672,151.03050000000002,151.94600000000003,152.77516666666668,153.41966666666667,154.07966666666667,154.807,155.694,156.63500000000002,157.54016666666666,158.2775,158.9545,159.77916666666667,160.73250000000002,161.64016666666666,162.56283333333334,163.4355,164.3781666666667
70 day,140.16,140.31685714285712,140.71371428571427,140.84571428571425,140.99971428571425,141.1715714285714,141.256,141.20914285714284,141.1321428571429,141.82728571428572,142.08557142857143,142.3054285714286,142.61757142857144,142.89914285714286,143.21971428571428,143.50842857142857,143.82242857142856,144.13085714285717,144.4227142857143,145.05685714285718,145.43700000000004,146.0035714285715,146.5621428571429,147.90228571428577,148.57757142857147,149.22757142857145,149.69185714285717,150.1971428571429,150.92714285714288,151.76085714285713,152.57600000000002,153.44042857142858,154.38857142857142,155.25671428571428,156.239,157.204,158.0825714285714,158.86442857142856,159.58799999999997,160.41585714285713
80 day,141.20625,141.49212500000002,141.971875,142.06712499999998,142.1925,142.251125,142.255875,142.16424999999998,142.02212500000002,142.32575,142.516,142.62962499999998,142.87574999999998,143.092625,143.326875,143.52237499999998,143.7335,144.017625,144.26325000000003,144.85687500000003,145.20625000000004,145.58850000000004,145.92575000000005,146.58050000000003,146.95050000000003,147.283375,147.58075000000002,147.91775,148.439875,149.01600000000002,149.6955,150.41575,151.21800000000002,151.99125,152.75500000000002,153.54625000000004,154.237875,154.869125,155.5955,156.38412499999998
90 day,140.58233333333334,140.98633333333333,141.67944444444447,141.88777777777779,142.10088888888887,142.30666666666667,142.473,142.55666666666667,142.74522222222225,143.26500000000001,143.41611111111112,143.5087777777778,143.64600000000002,143.77733333333333,143.94055555555556,144.07833333333332,144.23555555555555,144.37911111111111,144.45288888888888,144.93155555555558,145.17211111111112,145.4878888888889,145.76144444444446,146.25155555555557,146.5238888888889,146.83244444444443,147.08811111111112,147.44322222222223,147.88622222222222,148.41322222222223,148.91633333333334,149.42188888888887,149.91044444444444,150.362,150.84455555555556,151.3382222222222,151.85622222222221,152.3238888888889,152.86588888888886,153.43055555555554
Tomorrow,165.52,164.65,153.76,155.71,155.69,152.06,144.93,142.41,158.49,159.74,154.02,163.35,163.5,166.95,166.18,167.96,167.46,163.33,164.47,166.58,172.08,170.77,171.66,175.58,172.5,166.69,172.62,181.53,186.06,186.78,189.29,188.48,186.61,189.41,190.3,189.52,187.75,188.54,190.79,NULL
