,2018-12-12,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
2 day,104.805,102.82499999999999,102.81,103.24000000000001,102.57499999999999,101.735,101.695,103.475,101.58000000000001,100.42500000000001,103.055,106.16499999999999,107.69,108.72999999999999,109.515,107.005,106.21000000000001,106.815,107.795,103.57,100.65,102.595,103.045,101.6,101.705,104.07499999999999,105.25,105.625,106.795,94.46000000000001,96.765,95.28999999999999,91.345,90.695,92.71000000000001,93.28999999999999
2 hr,104.77508333333334,102.55307500000002,103.25836666666672,104.0508916666667,102.17919166666667,100.80514166666663,103.09185000000002,103.84368333333332,99.93818333333334,102.27676666666665,104.64227500000003,108.17934166666669,108.21763333333327,109.83560833333333,108.90325833333333,104.9921499999999,106.55413333333331,107.83306666666662,107.28725833333331,100.44155833333333,101.25021666666663,104.04182500000005,102.3595833333333,100.80054999999997,102.63185000000006,105.53409999999995,104.23587500000005,106.57455000000003,107.817675,95.71237500000004,96.70563333333331,93.55960833333332,89.87258333333334,91.94454166666667,93.43071666666671,93.28400000000002
2.5 hr,104.9832866666667,102.67137333333335,103.30002666666671,104.4851066666667,102.14359333333336,100.97368666666664,102.98281333333333,103.92241333333331,100.00082666666664,102.4437133333333,104.62620000000003,108.24038000000003,108.35778666666661,109.63694666666665,108.87197999999995,104.92266666666661,106.43275333333332,107.90937999999996,107.37803999999996,100.62599333333333,101.17305999999995,104.05868666666672,102.39314,100.74184666666666,102.50794000000005,105.56811333333327,104.27213333333339,106.57812666666668,107.74439333333333,95.69276000000005,96.64410666666664,93.51822666666666,89.87102,91.82135333333333,93.46766000000004,93.21660000000003
20 day,107.23499999999999,106.481,105.95600000000002,105.80850000000001,105.67750000000001,105.40400000000002,104.77650000000001,103.57150000000001,103.35600000000002,103.35650000000001,103.26700000000001,103.52949999999998,103.6405,103.86950000000002,104.11150000000002,104.0655,104.40400000000002,104.7615,105.02300000000002,104.94500000000002,105.08150000000003,105.03500000000001,104.84700000000002,104.65900000000002,104.64200000000002,104.71900000000001,105.00900000000001,105.239,105.383,104.05999999999999,103.417,102.6375,101.851,101.1335,100.501,99.89749999999998
20 min,104.69144999999999,101.83590000000001,103.65285000000002,103.10464999999999,102.06000000000002,100.82929999999999,103.99440000000001,103.5495,99.48025,101.6875,104.6454,108.00475000000002,107.42260000000002,110.0924,108.97774999999999,105.03164999999998,106.14930000000001,108.0622,107.17660000000001,99.86570000000002,101.39984999999999,103.77640000000001,102.23949999999999,100.98150000000003,102.52874999999999,105.48825,104.70405000000001,106.5794,107.59725,96.55105,96.73875000000001,93.50935000000001,89.65475,92.1158,93.31159999999997,93.2837
200 day,116.903125,116.809975,116.76747499999999,116.729175,116.68497500000001,116.623925,116.47914999999999,116.37294999999996,116.34619999999997,116.32849999999995,116.32689999999995,116.35454999999996,116.39334999999996,116.42784999999996,116.48279999999997,116.52039999999997,116.61399999999998,116.71804999999999,116.76154999999997,116.78744999999998,116.81234999999998,116.84264999999999,116.87150000000001,116.88635000000002,116.91340000000002,116.9488,116.96250000000002,116.98150000000001,117.01410000000001,116.9762,116.98000000000002,116.96610000000003,116.91640000000002,116.88395000000003,116.85180000000003,116.79680000000002
25 min,104.71964,101.85292000000001,103.60360000000003,103.08408,102.20936,100.66919999999999,103.87548000000001,103.50359999999999,99.54560000000001,101.71800000000002,104.64795999999998,108.01956000000001,107.46220000000001,110.0852,108.9826,105.07451999999999,106.18740000000001,108.00095999999999,107.1534,99.89372000000002,101.37415999999999,103.79028000000002,102.245,101.01520000000001,102.5292,105.48419999999999,104.66012,106.53872000000001,107.57552000000001,96.44748,96.69508000000002,93.50476,89.72000000000001,92.14064,93.27659999999997,93.27704
3 hr,105.14289444444445,102.8983444444444,103.40993888888892,104.73248888888892,102.11982222222221,101.02216666666669,102.88401666666671,103.93958333333336,100.13360555555553,102.58301111111105,104.64336666666665,108.33859444444448,108.48068333333336,109.47805,108.84479444444437,104.87359999999998,106.33041666666668,107.98657777777771,107.36364444444443,100.74429444444438,101.06082222222216,104.02770555555564,102.34399999999995,100.66942222222224,102.42597222222226,105.57684444444439,104.3536444444445,106.5659,107.66358333333334,95.75236111111114,96.61847777777777,93.50828333333332,89.83325555555555,91.69894999999998,93.46860555555557,93.11295555555554
3.5 hr,105.10841904761901,103.11191428571422,103.49298571428574,104.95193333333333,102.08559523809527,101.0931142857143,102.87093809523815,103.89603809523814,100.35986190476189,102.58406666666662,104.61062380952382,108.3866285714286,108.53534285714291,109.38908571428567,108.86693333333328,104.86329523809519,106.27796666666667,108.01787142857134,107.36285238095239,100.86165238095234,100.9798666666666,104.03983809523814,102.29762380952377,100.62491428571427,102.3688095238096,105.59659047619044,104.38660952380958,106.51535714285711,107.60298095238092,95.81900000000005,96.67916190476186,93.56914285714281,89.81027142857141,91.53473809523807,93.51608095238096,93.08206666666666
30 day,112.40899999999998,110.06766666666665,109.23633333333333,108.44800000000001,107.72866666666667,106.91400000000002,105.95400000000001,105.35433333333334,104.86166666666668,104.71833333333333,104.70800000000001,104.74399999999999,104.80933333333333,104.79466666666667,104.77700000000002,104.58866666666667,104.28333333333335,104.566,104.60366666666668,104.50833333333335,104.38333333333337,104.32600000000002,104.26600000000003,104.09633333333336,104.06766666666671,104.17966666666669,104.23033333333338,104.3386666666667,104.51166666666668,104.138,103.88833333333335,103.46466666666669,102.95400000000001,102.59400000000001,102.23633333333332,102.04133333333331
30 min,104.70873333333334,101.87046666666667,103.5641666666667,103.09253333333332,102.27130000000002,100.5924333333333,103.78156666666668,103.46059999999999,99.60143333333332,101.74296666666667,104.64309999999998,108.02206666666667,107.5035,110.10966666666667,108.98033333333333,105.09326666666666,106.24170000000001,107.93363333333332,107.1496,99.9095,101.35996666666666,103.78623333333334,102.23616666666666,101.02986666666666,102.539,105.51349999999998,104.62843333333333,106.50746666666667,107.57110000000002,96.36259999999999,96.6655666666667,93.50413333333333,89.77836666666667,92.16920000000002,93.26049999999996,93.26643333333331
4 hr,104.99157499999998,103.38483333333326,103.56786666666669,105.09746666666663,102.04615000000008,101.19506250000002,102.81815416666667,103.78667500000006,100.55172083333332,102.56908749999995,104.5210875,108.45859166666668,108.56729166666669,109.2350041666666,108.9357916666666,104.8926416666666,106.23747083333339,108.04814166666658,107.38649166666667,100.9646208333333,100.9694791666666,104.04204166666669,102.1825083333333,100.59930833333334,102.31529166666675,105.64157499999996,104.50549583333337,106.46184583333333,107.57286249999997,95.87650416666673,96.69325833333326,93.66190833333329,89.78041249999998,91.38982499999997,93.59232916666662,93.07913333333332
4.5 hr,105.05927777777777,103.56168518518514,103.5819555555556,105.17379629629626,102.06511851851855,101.40511481481485,102.67541851851855,103.72973703703708,100.67661111111106,102.48078518518514,104.43529259259259,108.44783703703703,108.58457407407413,109.0102703703703,109.08770370370364,104.94631851851845,106.18020370370375,108.07482592592585,107.4256185185185,101.11610370370369,100.95230740740736,104.03141851851855,102.08267777777779,100.55359999999999,102.22786666666676,105.69454074074069,104.59334444444451,106.38029259259257,107.56121851851853,95.95439629629632,96.62171481481477,93.70951111111111,89.71742222222224,91.26974444444444,93.60427037037032,93.04046666666663
40 day,114.71025,112.72524999999999,112.24974999999999,111.81325,111.39625000000001,111.15625,110.22200000000001,108.326,107.59550000000002,106.97050000000002,106.48875000000002,106.0415,105.74949999999998,105.67324999999998,105.67325000000001,105.62275,105.44250000000002,105.28500000000001,105.35025,105.17450000000001,105.07425,104.90575000000001,104.72650000000002,104.48100000000002,104.24825000000003,104.14525,104.18250000000003,104.29775000000002,104.325,103.85025,103.64325000000001,103.37450000000001,102.95825000000002,102.67525,102.45250000000001,102.19925
45 min,104.68486666666668,102.03708888888889,103.36600000000003,103.16048888888888,102.43620000000004,100.54697777777776,103.56257777777779,103.46675555555554,99.61864444444443,101.84666666666669,104.70877777777781,107.889,107.67733333333331,110.16560000000001,108.9423111111111,105.11386666666667,106.38837777777779,107.82042222222223,107.10908888888888,99.9479111111111,101.34504444444444,103.86575555555557,102.27882222222222,100.99735555555552,102.62348888888893,105.46993333333329,104.50555555555556,106.49135555555556,107.57248888888886,96.09126666666667,96.61695555555555,93.50826666666666,89.87880000000001,92.19471111111112,93.29435555555554,93.24493333333334
5 day,104.744,104.232,103.83400000000002,103.606,102.846,102.428,101.982,104.46,103.364,102.474,102.44200000000001,103.43799999999999,104.128,106.298,107.76400000000001,107.878,107.28600000000002,106.20599999999999,106.676,105.34,104.452,104.11800000000001,102.944,101.64,102.19800000000001,103.00999999999999,103.26000000000002,104.042,105.33800000000001,101.492,99.93,97.358,93.75,93.672,93.05,92.282
5 hr,105.17732666666667,103.73574999999997,103.63817000000004,105.22544333333329,102.16437666666668,101.61057333333336,102.4942966666667,103.68729333333334,100.72021666666664,102.39115999999997,104.24091999999997,108.38556666666666,108.59053000000004,108.82010333333325,109.24371666666659,105.04806999999997,106.0907433333334,108.06501333333324,107.46385666666669,101.35600666666664,100.89392999999997,103.98361333333335,102.05032000000004,100.46548666666666,102.15502000000005,105.72207999999992,104.60551000000005,106.32551666666663,107.57828666666666,96.03925333333332,96.55751999999997,93.77291999999998,89.63765666666664,91.169,93.60585333333322,93.00329999999998
5 min,104.316,102.03080000000001,103.60999999999999,103.242,101.946,101.441,104.546,103.84700000000001,99.354,101.572,104.492,107.898,107.398,109.97439999999999,108.9798,104.95599999999999,105.95599999999999,108.11500000000001,107.016,99.8076,101.5266,103.703,102.27000000000001,100.834,102.566,105.57600000000002,104.827,106.38500000000002,107.449,96.40599999999999,96.994,93.394,89.356,92.2066,93.28299999999999,93.356
5.5 hr,105.28645757575754,103.78733939393935,103.6703575757576,105.2527484848484,102.34160909090912,101.84076969696967,102.282296969697,103.56953939393937,100.70511212121211,102.27716060606058,103.98343333333334,108.20359696969703,108.55485454545459,108.62548181818173,109.38177272727269,105.20683030303024,105.99797878787881,108.02223939393933,107.48921212121213,101.59879696969698,100.93362424242419,103.90681515151519,102.05529393939399,100.36931212121212,102.10301212121223,105.72550909090901,104.61854242424245,106.28581212121203,107.61564848484849,96.16262727272725,96.46536666666665,93.85657878787877,89.55404242424243,91.06818181818181,93.62193636363628,92.99467878787878
50 day,117.54979999999999,115.7334,115.19,114.7146,114.19760000000002,113.78000000000002,112.82160000000002,110.80040000000001,110.33440000000002,109.95820000000002,109.67080000000004,109.6098,109.34500000000001,109.14380000000001,109.09000000000002,108.7094,107.80220000000003,106.97340000000004,106.64640000000003,106.12640000000003,105.77340000000002,105.58640000000001,105.45360000000002,105.32980000000003,105.25040000000004,105.10020000000003,104.92060000000004,104.92660000000002,104.978,104.50959999999999,104.2436,103.92119999999998,103.49359999999999,103.09819999999998,102.77039999999997,102.56719999999997
50 min,104.71038,102.09454,103.31100000000002,103.19304000000002,102.44716000000003,100.57489999999999,103.52126000000003,103.46711999999998,99.62277999999998,101.8769,104.71552000000001,107.8526,107.72049999999997,110.15614000000001,108.94488,105.12008,106.41894000000002,107.80280000000002,107.07657999999999,99.96251999999998,101.36644,103.88326,102.29413999999998,100.98077999999998,102.62064000000004,105.43533999999998,104.47359999999999,106.50222,107.59223999999999,95.9736,96.61362000000001,93.48512,89.89902000000002,92.17528,93.29235999999997,93.25432
55 min,104.70470909090909,102.1415090909091,103.2569090909091,103.16985454545457,102.42485454545455,100.60810909090907,103.48385454545456,103.47665454545452,99.64516363636362,101.90483636363638,104.72816363636365,107.83045454545454,107.77063636363633,110.14887272727273,108.95421818181816,105.12145454545455,106.44085454545457,107.78500000000004,107.05696363636362,99.97719999999998,101.3799818181818,103.9033272727273,102.29839999999999,100.9627818181818,102.63785454545459,105.42430909090906,104.44778181818181,106.5063818181818,107.6198,95.8995090909091,96.60727272727271,93.45959999999997,89.91278181818184,92.14798181818183,93.30178181818178,93.268
6 hr,105.40501388888885,103.67776388888879,103.66977777777781,105.25753888888877,102.48044444444446,101.99014166666667,102.11237777777777,103.44294444444442,100.70012777777778,102.1171,103.68824722222222,108.11404166666671,108.52010833333335,108.45189166666658,109.50100555555552,105.33612499999997,105.99609444444442,107.96628055555554,107.52846111111107,101.94639166666667,100.96499722222215,103.77339999999998,102.10054444444445,100.35264444444445,102.05997222222233,105.70497777777771,104.622425,106.2527527777777,107.68006388888884,96.22763611111111,96.34930555555556,93.92552499999994,89.53197499999997,91.00679444444442,93.61256388888881,92.98704722222222
6.5 hr,105.55919487179483,103.49886153846145,103.65902307692313,105.20720769230756,102.5093461538462,102.0800538461538,102.00281794871792,103.18878974358972,100.77761025641021,101.98124871794869,103.42560512820518,108.07080769230772,108.50042051282055,108.31706666666658,109.51347435897435,105.48222051282048,106.05954615384613,107.90442051282054,107.5494564102564,102.33325641025647,100.95708717948706,103.65439230769229,102.0735717948718,100.38614102564101,102.05379487179498,105.60535897435891,104.63622307692307,106.27783589743588,107.68492564102564,96.1438487179487,96.27866153846153,93.99442820512813,89.43377948717948,90.9674102564102,93.48635384615379,93.04081282051283
60 day,120.35383333333331,118.97566666666665,118.49833333333332,117.96783333333333,117.41033333333333,116.85766666666667,115.66316666666668,113.62800000000001,113.10383333333336,112.68516666666669,112.29283333333338,112.05400000000003,111.80733333333336,111.48983333333335,111.17733333333337,110.72666666666669,109.95150000000004,109.4626666666667,109.27183333333338,109.08583333333337,108.7656666666667,108.49300000000002,108.33750000000003,107.95083333333336,107.51300000000005,107.1236666666667,106.73333333333338,106.39333333333337,106.12016666666668,105.18633333333334,104.92116666666668,104.66133333333333,104.36550000000001,104.125,103.79533333333332,103.45149999999998
70 day,122.05657142857139,120.88185714285711,120.49457142857139,120.1215714285714,119.66699999999999,119.20828571428571,118.25142857142858,116.70785714285715,116.23757142857144,115.76357142857144,115.31871428571431,114.93857142857144,114.51557142857145,114.1157142857143,113.71028571428575,113.29028571428573,112.49642857142861,111.87085714285718,111.57628571428576,111.25571428571433,110.95900000000005,110.59685714285717,110.2341428571429,109.78828571428576,109.36742857142862,109.06285714285718,108.81285714285718,108.60985714285718,108.4457142857143,107.83500000000002,107.50757142857145,107.24642857142858,106.74985714285715,106.22514285714286,105.71614285714286,105.21514285714287
80 day,123.25624999999995,122.39399999999998,122.05337499999999,121.66637499999999,121.2755,120.871875,120.03012500000003,118.65925,118.266875,117.92362499999999,117.55474999999998,117.23525,116.87524999999998,116.573875,116.29325000000001,115.94650000000001,115.33275,114.66625000000002,114.31350000000002,113.87950000000001,113.43475000000004,113.00612500000003,112.56837500000003,112.14875000000004,111.72987500000004,111.40075000000004,111.08012500000004,110.82362500000004,110.56537500000002,109.87050000000002,109.47162500000005,109.04237500000004,108.50775000000003,108.00875000000003,107.58887500000003,107.2245
90 day,123.51511111111108,122.88255555555554,122.64066666666665,122.35455555555555,122.06566666666666,121.75766666666667,121.21877777777779,120.25033333333334,119.90000000000002,119.54100000000001,119.21922222222221,118.93322222222221,118.61511111111109,118.34133333333335,118.0687777777778,117.74044444444446,117.22011111111112,116.70822222222222,116.41277777777778,116.03866666666666,115.65233333333335,115.31444444444443,114.99122222222223,114.63666666666668,114.32588888888891,114.04366666666667,113.74233333333335,113.42477777777779,113.11077777777778,112.19211111111112,111.73822222222225,111.2496666666667,110.74822222222227,110.25966666666669,109.83077777777783,109.41633333333337
Tomorrow,105.9,103.43,103.05,102.1,101.37,98.76,106.15,99.15,101.7,104.41,107.92,107.46,110.0,109.03,104.98,106.49,105.37,107.33,99.81,101.49,103.7,102.39,100.81,102.6,105.55,104.95,106.3,107.29,92.53,97.14,93.44,89.25,92.14,93.28,93.3,NULL
