,2018-12-13,2018-12-17,2018-12-18,2019-01-04,2019-01-16,2019-01-18,2019-01-24,2019-01-25
1 hr,2.608283333333333,2.530183333333335,2.754583333333334,2.736949999999998,3.0732666666666657,3.0304333333333315,2.5745666666666653,2.583983333333335
1 min,2.61,2.52,2.73,2.74,3.07,3.03,2.57,2.59
1.5 hr,2.6094999999999997,2.5348000000000015,2.751277777777779,2.754066666666665,3.079911111111111,3.0321555555555513,2.574477777777778,2.582144444444448
10 day,2.9265,2.8279999999999994,2.795,2.607,3.057,3.1189999999999998,2.9789999999999996,2.929
10 min,2.605,2.5155000000000003,2.7245,2.740800000000001,3.066,3.0255,2.5680000000000005,2.5875
100 day,4.013350000000001,3.9910500000000013,3.9820500000000014,3.838350000000002,3.711950000000002,3.6754500000000014,3.621650000000002,3.6025500000000017
125 day,3.9787199999999996,3.9548799999999997,3.9433599999999998,3.81284,3.790280000000002,3.780440000000002,3.7587600000000023,3.7504400000000024
15 min,2.605666666666666,2.515,2.736,2.7390000000000003,3.0690000000000004,3.0253333333333337,2.5673333333333335,2.586666666666667
150 day,3.9005333333333345,3.899933333333334,3.8991333333333342,3.8570000000000007,3.807733333333334,3.7928000000000006,3.7673333333333336,3.7567999999999997
175 day,3.659371428571428,3.662914285714286,3.6656,3.6897142857142855,3.733942857142858,3.743428571428572,3.7470285714285723,3.7455428571428575
2 day,2.795,2.49,2.62,2.745,3.09,3.0549999999999997,2.61,2.58
2 hr,2.6200083333333315,2.5310583333333323,2.751008333333334,2.756891666666665,3.081799999999996,3.0321583333333275,2.5783999999999967,2.585808333333337
2.5 hr,2.6347799999999975,2.5333799999999997,2.746573333333337,2.759459999999995,3.085073333333334,3.039526666666661,2.5766866666666615,2.5902600000000064
20 day,3.1637500000000003,3.01575,2.9702500000000005,2.6844999999999994,2.8249999999999993,2.8629999999999995,2.8899999999999997,2.8884999999999996
20 min,2.6077500000000002,2.513,2.742000000000001,2.7345,3.07025,3.0250000000000004,2.5672500000000005,2.5870000000000006
200 day,3.465524999999998,3.466924999999998,3.4684749999999984,3.4976999999999987,3.54245,3.5509999999999997,3.55875,3.5603999999999996
25 min,2.6090000000000004,2.5136000000000003,2.745400000000001,2.7304000000000004,3.070599999999999,3.0235999999999996,2.5676000000000005,2.587600000000001
3 hr,2.639705555555553,2.5344944444444457,2.744922222222226,2.7641777777777756,3.082700000000001,3.0487499999999956,2.567583333333326,2.591111111111118
3.5 hr,2.6398857142857097,2.53577619047619,2.7480904761904767,2.764823809523805,3.079957142857144,3.055795238095236,2.5631285714285634,2.5930476190476277
30 day,3.4844999999999997,3.3991666666666673,3.3601666666666667,2.824833333333333,2.826,2.8293333333333335,2.807666666666667,2.796666666666667
30 min,2.610133333333333,2.515833333333334,2.748333333333334,2.725833333333333,3.0699999999999985,3.0243333333333324,2.5676666666666663,2.5874666666666672
4 hr,2.6419166666666594,2.540445833333332,2.7483500000000007,2.7685208333333264,3.0763999999999956,3.0561208333333294,2.5629499999999936,2.5916250000000107
4.5 hr,2.6483814814814792,2.54947037037037,2.741918518518519,2.7736370370370307,3.0735999999999937,3.0563111111111056,2.557744444444437,2.5892185185185332
40 day,3.574125,3.4943750000000002,3.471875,3.1368749999999994,2.9203749999999995,2.898375,2.8626250000000004,2.8463750000000005
45 min,2.6089333333333338,2.523666666666668,2.757777777777779,2.7301555555555543,3.0729999999999986,3.0277777777777772,2.5674888888888883,2.5854222222222223
5 day,2.85,2.698,2.6600000000000006,2.664,3.11,3.062,2.848,2.75
5 hr,2.653903333333334,2.555543333333334,2.7348533333333336,2.778506666666661,3.07473333333333,3.053629999999992,2.5529099999999927,2.5886966666666833
5 min,2.605,2.518,2.725,2.7426000000000004,3.068,3.027,2.567,2.5869999999999997
5.5 hr,2.6640757575757568,2.5529121212121217,2.731712121212123,2.778957575757569,3.0755212121212105,3.0491575757575684,2.550881818181809,2.589115151515169
50 day,3.7319000000000004,3.6667000000000005,3.6349000000000005,3.2759000000000005,3.1694999999999998,3.1332999999999993,3.0349,3.0011
50 min,2.6086400000000003,2.526100000000001,2.7579000000000007,2.7330399999999986,3.0728199999999983,3.028719999999999,2.570079999999999,2.58488
55 min,2.6084909090909094,2.5285454545454558,2.756727272727274,2.734945454545453,3.072927272727271,3.0295636363636347,2.572618181818181,2.5843454545454554
6 hr,2.6785583333333336,2.5441444444444463,2.727569444444445,2.7799277777777682,3.081894444444446,3.0458527777777724,2.5510472222222127,2.5891472222222403
6.5 hr,2.6949333333333336,2.5297615384615404,2.719464102564101,2.7812974358974247,3.0870692307692353,3.046374358974353,2.5533641025640925,2.587969230769248
60 day,3.8249166666666667,3.7727500000000003,3.747916666666667,3.437250000000001,3.2712500000000007,3.24975,3.1990833333333337,3.180916666666667
70 day,3.895642857142857,3.8389285714285717,3.813785714285715,3.565071428571429,3.4262142857142868,3.391785714285715,3.3196428571428584,3.29207142857143
80 day,3.992937500000001,3.9336875000000004,3.9064375000000005,3.640187500000001,3.5358125000000014,3.509312500000001,3.436812500000001,3.412062500000001
90 day,4.0453888888888905,4.009500000000002,3.9936111111111123,3.737277777777779,3.6136111111111133,3.5822777777777794,3.5269444444444464,3.510055555555557
Tomorrow,2.47,2.73,2.62,3.11,3.08,2.91,2.59,2.6
