,2018-12-12,2018-12-18,2018-12-20,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-16,2019-01-23,2019-01-24,2019-01-28,2019-01-30,2019-01-31
2.5 hr,83.19834000000004,83.31430666666655,83.33068666666668,83.4218400000001,83.64553999999993,83.61726666666667,83.78952666666667,83.64479999999985,83.58552666666668,83.51761333333349,83.61583333333328,83.58808666666665,83.65535333333328,83.62447999999986,83.70476,83.82916000000004
20 day,82.792245,82.88203,82.923495,82.99990499999998,83.09329999999997,83.12526999999997,83.16909999999999,83.20095499999996,83.22583499999998,83.24372999999997,83.37880999999999,83.42721999999999,83.43720499999999,83.45517500000003,83.46516000000003,83.47514500000003
20 min,83.20080000000002,83.31874999999998,83.32064999999999,83.40205,83.63650000000004,83.62590000000002,83.81054999999998,83.63250000000002,83.57135,83.51145,83.61314999999999,83.5873,83.65475,83.61805,83.75065000000002,83.83205000000001
200 day,82.29128450000002,82.31264650000003,82.32447350000004,82.34323750000003,82.3638045,82.37119000000003,82.379424,82.38690700000001,82.39379600000001,82.4002385,82.44018999999997,82.46643799999994,82.47316499999994,82.48646399999996,82.50135149999997,82.50951749999994
25 min,83.19956000000002,83.31971999999998,83.31983999999999,83.40236,83.63820000000004,83.62616000000001,83.80863999999998,83.63208000000004,83.57143999999998,83.51192,83.61371999999997,83.58652000000001,83.65488,83.61827999999997,83.75008000000001,83.83284000000002
3 hr,83.1970111111112,83.31102222222214,83.33146111111107,83.42482222222233,83.64269444444436,83.61583333333337,83.78358888888889,83.64378888888872,83.58684444444442,83.51865555555572,83.61587222222224,83.58863888888885,83.65738888888887,83.62597222222207,83.69332777777772,83.82696111111112
3.5 hr,83.19669523809533,83.30860952380944,83.3309285714286,83.42981428571439,83.63802857142848,83.61557619047626,83.77850000000002,83.64292380952365,83.58839047619048,83.52082857142872,83.6153095238096,83.58961904761905,83.65764285714282,83.62530952380935,83.68554285714276,83.82524285714284
30 day,82.69557666666665,82.76840666666666,82.81462333333334,82.89475333333333,82.97890666666667,83.00652333333333,83.03780666666667,83.06077666666665,83.08241666666665,83.10238999999997,83.23557,83.30988999999998,83.32681333333332,83.36264666666669,83.39865333333336,83.41724666666668
30 min,83.19806666666668,83.32079999999996,83.32036666666666,83.40270000000001,83.63900000000004,83.62600000000002,83.8077,83.63303333333339,83.57176666666666,83.51193333333337,83.61439999999996,83.58633333333334,83.65460000000002,83.61806666666664,83.74933333333334,83.83320000000002
4 hr,83.19639166666668,83.30647916666662,83.33111250000003,83.43470833333345,83.63342083333315,83.61548333333343,83.77451249999999,83.64495416666658,83.58902083333338,83.52229583333339,83.61511250000014,83.59200833333335,83.65645416666668,83.62517083333317,83.6793333333332,83.8238708333333
4.5 hr,83.19654444444443,83.30496666666669,83.33103333333338,83.44039259259277,83.62988888888873,83.61518888888904,83.77276666666668,83.64703333333324,83.5892407407408,83.52450370370377,83.61429629629643,83.59288518518524,83.65572592592592,83.62451481481472,83.67455185185166,83.82264444444439
40 day,82.6388175,82.70601,82.74517,82.79822250000001,82.86151000000001,82.88421250000002,82.913645,82.9378375,82.9610325,82.98372499999999,83.118935,83.18734499999998,83.20656749999998,83.2415225,83.27923000000001,83.30020750000001
45 min,83.19702222222223,83.3198,83.32188888888888,83.4034,83.64715555555559,83.6254,83.80871111111111,83.63640000000002,83.57231111111113,83.51182222222226,83.61286666666663,83.58635555555557,83.6541777777778,83.61835555555551,83.74524444444442,83.83557777777779
5 day,82.94858,83.04504,83.13828000000001,83.2286,83.35234,83.38628000000001,83.47012,83.50005999999999,83.49408,83.47211999999999,83.45618,83.44219999999999,83.4502,83.46218000000002,83.50410000000001,83.53804
5 hr,83.19712666666669,83.3034766666667,83.32972333333335,83.44575000000015,83.6261066666665,83.6146666666668,83.77002333333337,83.6473566666666,83.59078666666676,83.52642333333345,83.61432000000013,83.59216000000008,83.65517999999999,83.62275333333326,83.67076999999976,83.82032666666656
5 min,83.20299999999999,83.3164,83.321,83.404,83.622,83.6246,83.815,83.62899999999999,83.568,83.51259999999999,83.61500000000001,83.58800000000001,83.654,83.617,83.744,83.83
5.5 hr,83.19749090909093,83.30110000000003,83.32911212121218,83.44986666666682,83.62170303030297,83.61496969696987,83.76760000000003,83.64676363636356,83.59326060606068,83.52842727272738,83.61385454545467,83.59083333333349,83.6541696969697,83.62196666666671,83.66843030303014,83.81808484848473
50 day,82.584994,82.642224,82.67633200000002,82.72871,82.78897600000002,82.80963400000002,82.83468,82.856528,82.876188,82.892264,82.99860400000001,83.075422,83.096772,83.13448600000004,83.17340800000002,83.19397200000002
50 min,83.19658000000001,83.31966,83.32227999999999,83.40370000000001,83.64834,83.62522000000001,83.80998,83.63726000000003,83.57250000000002,83.51112000000005,83.61283999999998,83.58616000000002,83.65430000000002,83.61833999999995,83.74329999999996,83.83592
55 min,83.19661818181818,83.31925454545456,83.32294545454545,83.40456363636363,83.64921818181817,83.62547272727274,83.80974545454544,83.63816363636366,83.57327272727274,83.51114545454551,83.61234545454542,83.58616363636366,83.65452727272728,83.61849090909085,83.74176363636361,83.83587272727274
6 hr,83.19768055555558,83.29881111111115,83.3292361111112,83.45277500000017,83.61775277777777,83.61535555555571,83.76102222222224,83.64759722222213,83.5966444444445,83.52935555555567,83.61211388888897,83.5894111111113,83.65330833333334,83.62148888888895,83.66720277777759,83.81613888888874
6.5 hr,83.19715897435901,83.29646153846156,83.33073333333337,83.45403589743609,83.61403076923077,83.61654358974376,83.7518717948718,83.64827692307682,83.6015948717949,83.5289487179488,83.61043076923085,83.58803076923095,83.65327948717949,83.62061282051287,83.66577435897422,83.81492820512807
60 day,82.54676833333335,82.59574000000002,82.62372833333337,82.66804833333335,82.719345,82.73821500000001,82.76007999999999,82.77927999999997,82.79698666666664,82.81352999999996,82.91739,82.98392166666666,83.00031166666666,83.0291116666667,83.06272666666669,83.08119000000002
70 day,82.53084428571431,82.56446000000005,82.58618285714292,82.6231785714286,82.66871571428574,82.6847042857143,82.7034,82.71952857142855,82.73466142857141,82.74893857142855,82.84077999999998,82.9033414285714,82.91923571428568,82.94903,82.98217142857143,82.99978
80 day,82.52545000000006,82.55442750000007,82.57172875000008,82.60166250000006,82.63557125000003,82.64745375000004,82.66257250000002,82.67532125000002,82.6879425,82.69993875,82.7811375,82.83559749999998,82.84996249999998,82.87661375,82.90579875,82.92244749999999
90 day,82.50959444444453,82.54360222222233,82.56063111111122,82.58833888888898,82.61916666666673,82.62996222222229,82.64275333333337,82.65343777777782,82.6637877777778,82.67391222222224,82.73731111111113,82.78241333333334,82.79463111111112,82.8187277777778,82.84570333333335,82.86035777777778
Tomorrow,82.9905,83.1887,83.2386,83.3184,83.4781,83.6478,83.4681,83.4083,83.3583,83.3983,83.4582,83.5081,83.4482,83.4981,83.6778,83.58
