,2018-12-12,2018-12-18,2018-12-20,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-16,2019-01-23,2019-01-24,2019-01-28,2019-01-30,2019-01-31
1 hr,83.19663333333332,83.31949999999999,83.32403333333333,83.40536666666667,83.64878333333334,83.62486666666668,83.80883333333333,83.63918333333332,83.57426666666669,83.51145000000007,83.61234999999995,83.58610000000003,83.65456666666665,83.61869999999996,83.7406333333333,83.83581666666669
1 min,83.19,83.32,83.32,83.41,83.62,83.62,83.81,83.62,83.56,83.515,83.61,83.58,83.66,83.61,83.75,83.83
1.5 hr,83.19964444444443,83.31981111111108,83.32598888888887,83.41218888888893,83.64967777777777,83.6213555555555,83.8025111111111,83.64403333333325,83.58150000000005,83.51322222222232,83.61288888888879,83.58795555555562,83.65473333333325,83.62142222222221,83.7316888888889,83.8324111111111
10 day,82.87815,82.98884000000001,83.05141,83.13682,83.26564000000002,83.30145000000002,83.34936000000002,83.3773,83.40026,83.41223,83.45617,83.44221,83.45318999999999,83.45718000000002,83.47315,83.49412000000001
10 min,83.20450000000001,83.31599999999999,83.32149999999999,83.4022,83.627,83.6258,83.814,83.6295,83.5701,83.5114,83.61410000000001,83.5873,83.65439999999998,83.6179,83.7471,83.831
100 day,82.48318200000008,82.5169810000001,82.53603100000011,82.56619600000009,82.59938600000008,82.61118100000009,82.62417800000007,82.63458600000007,82.64459400000005,82.65410200000005,82.71258300000004,82.750742,82.76145100000002,82.78038500000002,82.80148900000003,82.81299200000004
125 day,82.43766000000002,82.46666720000002,82.4821416,82.50592559999998,82.53290879999999,82.5423304,82.55318879999999,82.56245119999998,82.57163119999997,82.58049039999996,82.63696959999996,82.67432879999994,82.68462319999996,82.70425439999998,82.72540319999997,82.73691199999996
15 min,83.20273333333334,83.31733333333332,83.32166666666666,83.4022,83.63000000000002,83.6252,83.81146666666665,83.63266666666668,83.57146666666668,83.51093333333333,83.61353333333334,83.58733333333333,83.65466666666666,83.6186,83.7484,83.83106666666666
150 day,82.37859733333336,82.40904400000004,82.42603000000004,82.45202066666667,82.47850799999999,82.48581,82.49490066666665,82.50305599999997,82.5112313333333,82.51953399999996,82.57083799999992,82.60565266666657,82.61436133333324,82.63124466666659,82.64880066666659,82.65831199999991
175 day,82.32627885714288,82.34772114285717,82.36012114285717,82.38087542857144,82.40560171428571,82.414412,82.42407942857142,82.43277599999998,82.44104685714284,82.4488914285714,82.4996828571428,82.53346342857137,82.54237142857137,82.56012342857139,82.57856571428567,82.58838742857137
2 day,82.9157,83.14435,83.1837,83.2685,83.45315,83.4731,83.56295,83.55795,83.4382,83.38329999999999,83.47810000000001,83.4482,83.47315,83.45320000000001,83.553,83.64285000000001
2 hr,83.19904166666667,83.31699999999995,83.32995833333334,83.4166583333334,83.64867499999994,83.61874999999995,83.79532500000002,83.64461666666654,83.58486666666673,83.51599166666682,83.61453333333324,83.58841666666672,83.65366666666661,83.62264166666661,83.72169166666669,83.83035833333335
