,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,7.183183333333333,7.489366666666669,7.416383333333331,7.39393333333333,7.140249999999998,6.994533333333336,6.602650000000001,6.4177333333333335,6.029233333333336,6.590633333333335,6.722133333333332,6.915750000000001,6.775750000000002,7.008750000000002,7.196616666666669,7.497533333333334,7.8118166666666635,7.999533333333341,8.706383333333333,8.685950000000004,8.757049999999998,8.709983333333328,8.795266666666665,8.947666666666663,8.702000000000004,8.631900000000002,8.649249999999995,8.89661666666666,8.777699999999994,8.61021666666667,9.028900000000004,9.108350000000003,9.174449999999998,9.208833333333333,9.25316666666667,9.25811666666666,9.224366666666668,9.29035,9.403783333333328,9.405999999999995,9.424716666666665,9.337549999999995,9.223566666666663
1 min,7.18,7.48,7.43,7.44,7.14,7.0,6.55,6.37,6.03,6.6,6.8,6.92,6.705,7.04,7.16,7.49,7.78,7.99,8.7,8.755,8.75,8.73,8.82,8.96,8.65,8.66,8.64,8.87,8.75,8.62,8.95,9.15,9.28,9.22,9.29,9.25,9.28,9.32,9.42,9.42,9.41,9.41,9.15
1.5 hr,7.185855555555558,7.469399999999996,7.406533333333329,7.388111111111111,7.141755555555548,6.999999999999999,6.668144444444446,6.391922222222221,6.030477777777777,6.556088888888894,6.691777777777779,6.932466666666674,6.780377777777777,7.001155555555559,7.185888888888883,7.490344444444448,7.798866666666662,7.987455555555569,8.685699999999995,8.688800000000004,8.753311111111111,8.703411111111112,8.792566666666666,8.9348111111111,8.685277777777772,8.623466666666673,8.659466666666658,8.887255555555553,8.776644444444434,8.621344444444441,9.044755555555566,9.099100000000014,9.177777777777772,9.213355555555562,9.24712222222223,9.260766666666656,9.21714444444446,9.280833333333332,9.389100000000001,9.4031111111111,9.41888888888888,9.32457777777776,9.256544444444438
10 day,8.07,7.9590000000000005,7.8340000000000005,7.712999999999999,7.573,7.436,7.295,7.138000000000001,6.983000000000001,6.793000000000001,6.571,6.550999999999999,6.525,6.574000000000001,6.651999999999999,6.798,6.986,7.125,7.325000000000001,7.537000000000002,7.733000000000001,7.914,8.121,8.312,8.462,8.579,8.666,8.754000000000001,8.758,8.744,8.765,8.806000000000001,8.850999999999999,8.877999999999998,8.942,9.001000000000001,9.061,9.106000000000002,9.171,9.251000000000001,9.295,9.321000000000002,9.309999999999999
10 min,7.1623,7.5005,7.423,7.420999999999999,7.1465000000000005,7.0162,6.553,6.376,6.0649999999999995,6.6324999999999985,6.7583,6.9275,6.7416,7.026499999999999,7.1855,7.4985,7.7741,8.001,8.702900000000001,8.7125,8.7375,8.725100000000001,8.8055,8.944500000000001,8.6935,8.650500000000001,8.647000000000002,8.908199999999999,8.7567,8.6115,8.976,9.125,9.208000000000002,9.207,9.278500000000001,9.25,9.2495,9.323,9.403500000000001,9.404000000000002,9.3819,9.3835,9.133000000000001
100 day,9.595249999999998,9.553049999999999,9.51175,9.469249999999999,9.424449999999997,9.379949999999997,9.332949999999997,9.286749999999998,9.234049999999998,9.165799999999997,9.0781,9.049299999999999,9.0177,8.9901,8.9642,8.9431,8.9279,8.9118,8.8989,8.8859,8.8719,8.855699999999999,8.8408,8.8268,8.809650000000001,8.792250000000003,8.772750000000002,8.758450000000003,8.743950000000002,8.731050000000002,8.720150000000002,8.715550000000002,8.711150000000002,8.704850000000002,8.697350000000002,8.686350000000003,8.674350000000002,8.661050000000003,8.649050000000003,8.635150000000003,8.619650000000002,8.60415,8.587650000000002
125 day,9.915399999999998,9.882439999999999,9.851,9.816600000000001,9.782359999999999,9.74756,9.70916,9.6698,9.63164,9.559239999999997,9.46628,9.43724,9.40476,9.37088,9.337359999999999,9.30608,9.279119999999997,9.25104,9.22872,9.205519999999996,9.183719999999997,9.161559999999998,9.139639999999998,9.117639999999998,9.09452,9.070199999999998,9.0466,9.025960000000001,9.00596,8.986839999999999,8.968119999999999,8.96424,8.960719999999998,8.95968,8.955680000000001,8.95168,8.947280000000001,8.942639999999999,8.93944,8.93672,8.93512,8.93592,8.932319999999999
15 min,7.1618666666666675,7.504,7.426000000000001,7.411,7.139666666666669,7.010466666666668,6.542666666666668,6.375333333333334,6.064333333333335,6.642333333333332,6.754533333333332,6.927333333333335,6.755733333333333,7.028666666666665,7.195333333333333,7.493799999999999,7.775999999999999,8.004666666666667,8.705066666666669,8.703000000000001,8.740000000000002,8.720733333333335,8.811666666666667,8.949333333333334,8.701666666666666,8.651000000000002,8.649000000000001,8.913133333333333,8.760466666666668,8.609666666666666,8.985000000000001,9.124666666666666,9.193,9.205666666666666,9.273333333333335,9.251666666666669,9.248866666666666,9.328666666666667,9.406,9.401666666666669,9.377933333333335,9.371333333333332,9.15
150 day,10.311666666666666,10.281866666666666,10.250666666666666,10.220999999999998,10.1848,10.146799999999999,10.102466666666665,10.05733333333333,10.011866666666664,9.924866666666663,9.809066666666665,9.7732,9.7358,9.701733333333332,9.669466666666665,9.639399999999998,9.613266666666664,9.58553333333333,9.563599999999997,9.543599999999996,9.522266666666663,9.500966666666663,9.482366666666664,9.464699999999999,9.446766666666665,9.426166666666667,9.407833333333333,9.391300000000001,9.373966666666666,9.356033333333333,9.343766666666667,9.332033333333333,9.322766666666666,9.313566666666667,9.304233333333332,9.296233333333333,9.287566666666667,9.2777,9.265199999999998,9.252266666666666,9.238933333333332,9.227266666666665,9.211599999999997
175 day,10.468857142857141,10.448457142857142,10.425142857142855,10.404857142857143,10.3844,10.361542857142856,10.336685714285712,10.308571428571428,10.280171428571427,10.220742857142856,10.136342857142855,10.109599999999999,10.0824,10.056914285714285,10.032685714285712,10.011485714285714,9.991085714285711,9.969885714285713,9.953942857142856,9.937085714285711,9.919942857142855,9.900971428571426,9.883885714285713,9.866742857142855,9.847085714285713,9.828571428571427,9.806285714285714,9.7844,9.758971428571426,9.73302857142857,9.710799999999997,9.689599999999999,9.669942857142855,9.651485714285712,9.632914285714284,9.614342857142855,9.596914285714284,9.5796,9.563885714285712,9.549085714285713,9.534228571428569,9.521085714285713,9.503942857142853
