,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
2 day,7.2,7.325,7.45,7.4350000000000005,7.285,7.0600000000000005,6.775,6.465,6.205,6.25,6.71,6.855,6.83,6.890000000000001,7.1,7.325,7.635,7.885,8.350000000000001,8.73,8.75,8.74,8.77,8.879999999999999,8.805,8.66,8.655000000000001,8.76,8.809999999999999,8.68,8.785,9.05,9.2,9.24,9.260000000000002,9.275,9.25,9.285,9.36,9.405000000000001,9.405000000000001,9.4,9.275
2 hr,7.170200000000004,7.451616666666658,7.404624999999993,7.40265000000001,7.145574999999991,7.008558333333325,6.708366666666671,6.357158333333332,6.0313999999999925,6.532250000000011,6.676991666666665,6.92126666666667,6.785574999999996,6.99889166666667,7.179291666666658,7.463250000000001,7.7885249999999955,7.976508333333347,8.666766666666666,8.687475000000001,8.74994166666667,8.701808333333343,8.782583333333331,8.930266666666654,8.688600000000001,8.61682500000001,8.675058333333332,8.88560833333333,8.769058333333327,8.629891666666659,9.039191666666671,9.093841666666686,9.17765833333332,9.214350000000012,9.243825000000008,9.26339166666666,9.209941666666678,9.279333333333335,9.379241666666669,9.398799999999992,9.413266666666665,9.319558333333312,9.266924999999992
2.5 hr,7.156140000000007,7.44836666666666,7.406999999999994,7.414566666666677,7.155886666666659,7.012213333333324,6.747586666666668,6.350040000000003,6.03718666666666,6.5052333333333445,6.668926666666663,6.918806666666665,6.793226666666664,6.998626666666672,7.180346666666657,7.441760000000004,7.780979999999998,7.9623733333333515,8.655206666666663,8.690346666666658,8.745879999999994,8.703233333333337,8.778573333333338,8.918886666666651,8.687113333333336,8.60919333333334,8.691613333333338,8.88798666666667,8.764919999999986,8.636193333333335,9.028606666666668,9.087426666666685,9.176559999999988,9.21084666666668,9.240993333333332,9.263640000000006,9.212846666666673,9.272000000000002,9.37224666666666,9.394586666666664,9.409006666666677,9.318319999999979,9.276166666666656
20 day,8.1625,8.127500000000001,8.0915,8.056000000000001,7.987,7.911500000000001,7.8265,7.7535,7.6455,7.4315,7.142,7.062,6.980500000000001,6.934500000000002,6.8950000000000005,6.8905,6.917999999999999,6.958999999999999,7.0205,7.086999999999999,7.152000000000001,7.2325,7.323,7.443,7.557,7.6885,7.825999999999999,7.9395,8.041499999999997,8.1405,8.248999999999999,8.360000000000001,8.486,8.595,8.702000000000002,8.790000000000003,8.8635,8.930000000000001,8.9645,8.9975,9.029999999999998,9.063500000000001,9.080499999999999
20 min,7.1649,7.506749999999999,7.424250000000001,7.411499999999999,7.138250000000001,7.005600000000001,6.5405000000000015,6.386250000000001,6.049750000000001,6.642999999999999,6.7586499999999985,6.921750000000001,6.7620499999999995,7.028249999999998,7.1995000000000005,7.4926,7.77915,8.011750000000001,8.70405,8.699250000000001,8.741500000000002,8.719050000000003,8.8125,8.951250000000002,8.710250000000002,8.651450000000002,8.650000000000002,8.909100000000002,8.7676,8.60735,8.992,9.123250000000002,9.185999999999996,9.204499999999998,9.27,9.25375,9.248650000000001,9.3355,9.408749999999998,9.40575,9.37745,9.356399999999999,9.1553
200 day,10.664375,10.637775,10.611375,10.586875,10.561225,10.534975,10.505975,10.475375,10.442524999999998,10.378524999999998,10.291675,10.262525,10.234725,10.209174999999998,10.183974999999998,10.162424999999999,10.145074999999999,10.12915,10.1177,10.106949999999998,10.094449999999998,10.0841,10.074899999999998,10.0644,10.050199999999998,10.038499999999999,10.02825,10.0176,10.006849999999998,9.993399999999998,9.983199999999998,9.97215,9.9607,9.94805,9.9363,9.925049999999999,9.9133,9.902399999999998,9.891899999999998,9.881949999999998,9.872949999999998,9.863199999999999,9.850449999999997
25 min,7.16952,7.506399999999998,7.4206,7.410999999999998,7.1416,7.001480000000002,6.554000000000002,6.4030000000000005,6.0396,6.638999999999999,6.758119999999999,6.912200000000001,6.761239999999999,7.0257999999999985,7.206000000000001,7.49216,7.785719999999999,8.0168,8.70428,8.697000000000001,8.742200000000002,8.716040000000003,8.81524,8.951,8.708400000000003,8.651960000000003,8.650600000000003,8.905080000000003,8.771279999999999,8.60428,8.995800000000001,9.123600000000001,9.180599999999997,9.2044,9.2668,9.254999999999997,9.246120000000001,9.334600000000002,9.410799999999997,9.406399999999998,9.38436,9.349599999999999,9.160039999999999
3 hr,7.148566666666667,7.448649999999994,7.408377777777779,7.419838888888899,7.177638888888884,7.014716666666668,6.78563888888889,6.345394444444446,6.032711111111107,6.475572222222232,6.661316666666661,6.914950000000006,6.79799999999999,7.000594444444448,7.182199999999993,7.423777777777774,7.777655555555555,7.954305555555576,8.643899999999991,8.697522222222208,8.733988888888886,8.704938888888892,8.775083333333335,8.916861111111105,8.684844444444451,8.603550000000007,8.70340000000001,8.88887222222223,8.764394444444434,8.639455555555562,9.025238888888897,9.08455000000002,9.17519999999999,9.21223333333334,9.235099999999996,9.263533333333347,9.209161111111122,9.26533333333333,9.372299999999992,9.388222222222211,9.408772222222241,9.319233333333313,9.278216666666657
3.5 hr,7.143152380952379,7.443228571428569,7.409295238095242,7.420990476190488,7.208052380952381,7.0192380952381015,6.818261904761906,6.343642857142856,6.029685714285713,6.449166666666679,6.6560428571428485,6.908185714285716,6.806819047619035,6.999104761904765,7.182995238095234,7.416276190476187,7.77452857142857,7.950761904761926,8.637161904761895,8.703676190476173,8.72221428571429,8.705219047619048,8.767971428571428,8.912742857142856,8.693471428571435,8.607185714285722,8.712923809523822,8.883719047619051,8.766599999999993,8.638071428571436,9.021657142857146,9.08044285714288,9.172428571428563,9.21477142857143,9.232585714285706,9.263666666666685,9.203190476190493,9.258709523809518,9.375090476190476,9.384542857142847,9.407761904761932,9.31862857142855,9.288928571428565
30 day,8.417,8.392666666666667,8.368999999999998,8.331,8.273333333333333,8.189,8.090666666666666,7.989666666666666,7.873333333333333,7.706,7.560999999999999,7.508333333333334,7.449333333333334,7.409000000000002,7.386333333333334,7.363,7.348333333333333,7.329333333333333,7.333333333333332,7.3359999999999985,7.3389999999999995,7.345999999999999,7.360666666666665,7.393666666666665,7.417333333333333,7.453333333333332,7.500666666666665,7.557333333333332,7.599666666666665,7.639333333333332,7.689666666666667,7.757000000000001,7.832333333333334,7.921333333333333,8.018666666666666,8.126000000000001,8.237666666666666,8.328333333333335,8.418,8.510666666666667,8.597666666666667,8.680333333333333,8.760666666666667
30 min,7.174766666666668,7.502833333333332,7.4191666666666665,7.408499999999998,7.142500000000001,6.997400000000001,6.564766666666669,6.416500000000001,6.030066666666667,6.632833333333334,6.754599999999999,6.907833333333334,6.763366666666665,7.021833333333332,7.205800000000002,7.495733333333333,7.794066666666665,8.014199999999999,8.705099999999998,8.694400000000002,8.745166666666668,8.714700000000004,8.815366666666666,8.9495,8.70916666666667,8.650800000000002,8.649833333333333,8.899900000000002,8.773566666666664,8.6045,9.003500000000003,9.124,9.177833333333332,9.203166666666666,9.2665,9.25663333333333,9.243266666666669,9.32816666666667,9.413166666666664,9.406333333333333,9.395466666666666,9.344999999999999,9.166033333333331
4 hr,7.147545833333335,7.4430541666666645,7.417195833333338,7.419162500000012,7.238549999999998,7.023541666666672,6.836245833333337,6.340783333333328,6.024933333333332,6.425525000000011,6.652120833333323,6.896979166666666,6.809208333333316,6.998237500000001,7.184816666666663,7.412699999999999,7.770799999999999,7.948883333333356,8.629341666666654,8.703937499999984,8.715404166666675,8.703908333333336,8.768629166666669,8.912300000000005,8.692383333333337,8.607545833333337,8.723225000000015,8.875987500000003,8.765187499999994,8.637050000000006,9.01883333333333,9.079920833333354,9.168749999999994,9.21526666666667,9.23214999999999,9.264020833333351,9.197279166666684,9.253229166666666,9.3737125,9.383879166666661,9.4079166666667,9.317924999999983,9.289724999999997
4.5 hr,7.1562,7.444585185185182,7.427455555555564,7.422559259259271,7.260759259259257,7.024796296296302,6.858355555555559,6.339096296296286,6.026996296296294,6.396370370370385,6.646348148148138,6.894759259259258,6.812637037037018,6.99305925925926,7.186433333333327,7.408440740740737,7.773455555555554,7.946244444444463,8.614570370370357,8.700451851851838,8.706551851851863,8.70566666666666,8.774829629629627,8.91047777777778,8.693907407407405,8.610503703703712,8.732459259259274,8.865600000000004,8.76475925925926,8.637770370370381,9.020433333333331,9.080470370370383,9.166537037037036,9.21477407407407,9.23452222222222,9.264407407407429,9.19186666666668,9.247992592592592,9.369733333333336,9.380155555555543,9.40697407407411,9.316818518518508,9.292896296296297
40 day,8.648125,8.614,8.57225,8.503499999999999,8.42525,8.34525,8.271749999999999,8.205499999999999,8.144499999999999,8.011,7.891,7.84275,7.773000000000001,7.711500000000001,7.65525,7.6045,7.5737499999999995,7.560749999999999,7.574,7.589249999999998,7.603999999999999,7.609749999999998,7.6172499999999985,7.634749999999999,7.6552500000000006,7.667,7.677749999999999,7.685499999999999,7.689499999999998,7.687999999999998,7.695499999999998,7.711,7.733250000000001,7.764750000000001,7.7985000000000015,7.840250000000003,7.8907500000000015,7.944500000000001,7.9925,8.04225,8.091,8.148,8.20175
45 min,7.180911111111111,7.495800000000001,7.422666666666669,7.398022222222219,7.144888888888887,6.996377777777777,6.5910222222222234,6.428244444444445,6.024688888888889,6.607888888888892,6.732177777777777,6.906666666666665,6.768333333333334,7.014222222222222,7.202266666666668,7.497155555555556,7.807377777777773,8.005933333333337,8.717066666666664,8.69057777777778,8.752777777777776,8.712755555555553,8.804688888888887,8.951666666666664,8.715888888888895,8.643311111111112,8.645999999999995,8.898599999999995,8.776488888888888,8.60433333333334,9.017200000000003,9.118022222222226,9.174666666666665,9.203777777777772,9.26211111111111,9.258822222222216,9.232555555555555,9.306688888888889,9.411333333333326,9.405888888888887,9.418,9.341799999999997,9.1958
5 day,7.578,7.482000000000001,7.376,7.35,7.328,7.294,7.108,6.9,6.616,6.292,6.525999999999999,6.7299999999999995,6.758,6.824000000000001,6.93,7.07,7.242,7.492,7.826000000000002,8.144000000000002,8.396,8.586,8.75,8.797999999999998,8.780000000000001,8.762,8.746,8.758000000000001,8.717999999999998,8.707999999999998,8.767999999999999,8.866,8.943999999999999,9.038,9.176,9.234,9.256,9.268,9.303999999999998,9.326,9.356,9.386,9.352
5 hr,7.165849999999999,7.449280000000001,7.435703333333345,7.428420000000012,7.270869999999997,7.033440000000002,6.877720000000005,6.346683333333327,6.0289733333333295,6.3712433333333465,6.638069999999989,6.895950000000005,6.806116666666648,6.9919166666666674,7.184706666666663,7.40453333333333,7.770939999999998,7.939903333333349,8.591096666666653,8.696706666666659,8.695146666666673,8.707963333333325,8.779526666666667,8.90628,8.693899999999996,8.615403333333344,8.735663333333349,8.854020000000004,8.770013333333338,8.637286666666677,9.021073333333334,9.081870000000007,9.165433333333333,9.211319999999999,9.236249999999995,9.263893333333357,9.189616666666682,9.244766666666665,9.369646666666668,9.377556666666655,9.406176666666703,9.31878666666666,9.298390000000001
5 min,7.1666,7.491,7.425,7.439,7.138,7.023000000000001,6.553,6.375,6.0489999999999995,6.600999999999999,6.7745999999999995,6.923,6.732000000000001,7.031999999999999,7.175999999999999,7.502,7.784000000000001,7.9990000000000006,8.699000000000002,8.734,8.735,8.732,8.815999999999999,8.953,8.664000000000001,8.65,8.647,8.8854,8.756400000000001,8.617,8.972,9.126,9.253,9.206999999999999,9.297,9.254000000000001,9.254999999999999,9.325,9.405,9.407,9.393,9.391,9.124
5.5 hr,7.1811484848484834,7.451254545454548,7.44101818181819,7.426166666666676,7.272457575757572,7.045045454545461,6.896533333333341,6.360675757575751,6.0440484848484815,6.342757575757587,6.628893939393935,6.8901969696969765,6.786399999999984,6.99065151515151,7.180375757575756,7.39309090909091,7.764896969696963,7.934424242424255,8.572290909090894,8.69643636363635,8.6874393939394,8.707639393939381,8.781015151515156,8.905054545454544,8.697260606060599,8.62271515151516,8.745784848484867,8.843230303030305,8.775545454545457,8.640851515151521,9.019557575757572,9.081984848484858,9.169799999999999,9.209448484848487,9.239415151515152,9.265024242424266,9.191339393939407,9.243842424242422,9.367387878787879,9.376572727272713,9.404342424242463,9.31544545454545,9.307884848484854
50 day,8.857499999999998,8.8041,8.745899999999999,8.6885,8.6275,8.5735,8.513499999999999,8.446899999999998,8.385499999999999,8.277099999999999,8.116999999999999,8.0504,7.9812,7.9322,7.8948,7.8751999999999995,7.849999999999999,7.833799999999997,7.843799999999999,7.856199999999998,7.859399999999999,7.856999999999998,7.842599999999999,7.831599999999998,7.816599999999999,7.7993999999999994,7.792199999999999,7.7993999999999994,7.810799999999998,7.820199999999999,7.836199999999999,7.849,7.864000000000001,7.8834,7.912600000000001,7.933800000000002,7.954400000000001,7.969600000000001,7.9858,8.0006,8.0154,8.033000000000001,8.0486
50 min,7.184219999999998,7.493680000000003,7.420660000000002,7.397619999999996,7.143799999999998,6.99634,6.597920000000001,6.42714,6.0255800000000015,6.602120000000003,6.728159999999999,6.907,6.769800000000001,7.013499999999999,7.1995400000000025,7.4974,7.810379999999997,8.003240000000005,8.714859999999998,8.687920000000004,8.756099999999998,8.711679999999996,8.800579999999997,8.951399999999996,8.711700000000004,8.63868,8.646799999999995,8.898039999999995,8.776039999999997,8.605560000000004,9.021480000000002,9.114120000000003,9.17384,9.205399999999996,9.258700000000001,9.259039999999993,9.2289,9.301219999999999,9.409099999999993,9.405999999999999,9.421699999999998,9.34262,9.205820000000001
55 min,7.183654545454544,7.491254545454548,7.4186,7.395109090909088,7.14181818181818,6.9953090909090925,6.599109090909091,6.422163636363636,6.026727272727276,6.596836363636367,6.725054545454544,6.9096363636363645,6.773272727272729,7.011454545454545,7.199127272727274,7.497272727272728,7.81123636363636,8.00103636363637,8.7106,8.68565454545455,8.75741818181818,8.711072727272724,8.798472727272726,8.950727272727269,8.707000000000006,8.635072727272728,8.647090909090904,8.89776363636363,8.77603636363636,8.608236363636367,9.024400000000004,9.111109090909093,9.174036363636365,9.207272727272725,9.255727272727276,9.258490909090902,9.225672727272725,9.294927272727273,9.406490909090902,9.406363636363633,9.422909090909089,9.340836363636361,9.216436363636364
6 hr,7.198552777777776,7.45665833333334,7.445927777777787,7.41713611111112,7.269966666666661,7.0579472222222295,6.918766666666674,6.378216666666665,6.060777777777773,6.315350000000012,6.631677777777776,6.883069444444447,6.770424999999983,6.9838249999999915,7.176644444444444,7.385600000000002,7.754886111111103,7.921411111111127,8.56433333333332,8.694961111111098,8.687894444444447,8.71070277777776,8.779761111111116,8.897677777777778,8.697386111111104,8.629572222222228,8.75374722222224,8.834280555555557,8.776486111111117,8.64746388888889,9.011858333333334,9.081236111111119,9.170905555555555,9.208230555555556,9.239755555555552,9.26275000000002,9.190319444444453,9.243552777777776,9.36454722222222,9.378816666666655,9.40233055555559,9.310102777777775,9.316461111111117
6.5 hr,7.215561538461536,7.448074358974363,7.451458974358983,7.408112820512828,7.272558974358969,7.073133333333339,6.931053846153854,6.392071794871794,6.072520512820508,6.291643589743605,6.6331358974358965,6.8645256410256446,6.771153846153831,6.976864102564093,7.168628205128205,7.378928205128208,7.742817948717942,7.907420512820527,8.553956410256397,8.687148717948707,8.689915384615382,8.711582051282031,8.77955897435898,8.894674358974362,8.696717948717943,8.637215384615388,8.756661538461552,8.8295358974359,8.77293846153846,8.652330769230769,9.006169230769231,9.078710256410265,9.169987179487178,9.2089641025641,9.239223076923071,9.260769230769244,9.192292307692313,9.246097435897436,9.360771794871793,9.382728205128194,9.40301025641029,9.304310256410254,9.326835897435902
60 day,9.138749999999998,9.086749999999999,9.030416666666666,8.972083333333332,8.908249999999997,8.844916666666665,8.78075,8.714583333333332,8.645083333333332,8.513416666666664,8.335583333333332,8.281416666666665,8.232083333333332,8.190249999999999,8.147749999999998,8.120916666666666,8.102416666666665,8.085083333333332,8.082833333333332,8.077166666666665,8.052999999999999,8.027666666666665,8.004499999999998,7.995499999999998,7.989333333333334,7.992499999999999,7.985999999999999,7.987166666666665,7.996166666666665,8.004166666666665,8.010333333333332,8.015166666666666,8.010666666666667,8.006,8.004166666666666,7.999666666666668,8.003666666666668,8.017166666666666,8.0375,8.058666666666667,8.079333333333333,8.094333333333333,8.105
70 day,9.273214285714285,9.234357142857142,9.19892857142857,9.161785714285715,9.126357142857142,9.087785714285712,9.040642857142856,8.988214285714285,8.9265,8.803642857142856,8.629071428571429,8.5715,8.5135,8.4655,8.41992857142857,8.381214285714284,8.347357142857142,8.315071428571429,8.2945,8.271928571428571,8.2495,8.22892857142857,8.216214285714283,8.207642857142856,8.192642857142857,8.186357142857144,8.182928571428572,8.180642857142859,8.179285714285713,8.17242857142857,8.154714285714284,8.138857142857141,8.125428571428571,8.121571428571428,8.125428571428571,8.136571428571429,8.13957142857143,8.147,8.164,8.182285714285713,8.193857142857143,8.201714285714283,8.196285714285713
80 day,9.399999999999999,9.3685,9.335624999999999,9.301874999999999,9.261499999999998,9.220249999999998,9.172749999999999,9.122812499999998,9.0681875,8.9631875,8.8379375,8.804437500000002,8.767437500000002,8.7323125,8.6961875,8.6604375,8.6270625,8.5938125,8.5701875,8.544562500000001,8.5170625,8.489312499999999,8.464437499999999,8.446312500000001,8.425187500000002,8.405937500000002,8.387187500000001,8.369937500000002,8.3524375,8.330937500000001,8.3139375,8.3010625,8.2955625,8.291437500000002,8.286312500000001,8.288187500000003,8.292687500000003,8.296312500000003,8.303250000000002,8.30725,8.29725,8.286624999999999,8.273499999999999
90 day,9.429444444444442,9.408666666666663,9.38222222222222,9.356666666666664,9.326888888888886,9.294666666666664,9.258555555555555,9.22111111111111,9.181444444444443,9.110333333333331,8.998444444444445,8.960333333333335,8.92077777777778,8.884,8.848277777777778,8.815944444444446,8.784611111111111,8.758944444444445,8.74238888888889,8.729611111111112,8.715166666666669,8.7055,8.695611111111111,8.685611111111111,8.670166666666669,8.651388888888892,8.63138888888889,8.611611111111113,8.591055555555556,8.566722222222223,8.544611111111113,8.5245,8.50738888888889,8.49427777777778,8.482611111111114,8.472055555555558,8.462055555555558,8.451722222222225,8.443388888888892,8.433166666666668,8.422944444444445,8.41438888888889,8.408277777777778
Tomorrow,7.48,7.42,7.45,7.12,7.0,6.55,6.38,6.03,5.9,6.71,6.92,6.74,7.04,7.16,7.49,7.78,7.99,8.71,8.75,8.75,8.73,8.81,8.95,8.66,8.66,8.65,8.87,8.75,8.61,8.96,9.14,9.26,9.22,9.3,9.25,9.25,9.32,9.4,9.41,9.4,9.4,9.15,NULL
