,2018-12-11,2018-12-12,2018-12-13,2018-12-19,2019-01-02,2019-01-03,2019-01-04,2019-01-09,2019-01-11,2019-01-16,2019-01-17,2019-01-28,2019-01-29,2019-01-30,2019-02-12,2019-02-13
1 hr,109.47248333333332,108.84318333333336,108.62783333333336,104.29910000000002,103.22526666666663,102.96325,105.28843333333334,107.64221666666668,105.33348333333332,104.50913333333331,105.88238333333335,109.53388333333332,109.88208333333331,110.96168333333331,119.05511666666672,118.02111666666673
1 min,108.85,108.73,108.39,104.28,103.49,102.34,105.35,107.47,105.38,104.44,105.96,109.64,110.76,110.87,119.1,118.04
1.5 hr,109.4777777777778,108.73543333333336,108.62425555555555,104.61886666666669,103.32454444444443,103.14236666666665,105.27620000000002,107.76138888888893,105.35774444444442,104.63589999999999,105.92659999999998,109.44241111111108,109.66025555555557,110.7077888888889,119.02142222222223,118.06513333333338
10 day,109.81099999999999,109.9,109.62899999999999,107.18900000000001,102.71900000000001,102.499,102.598,104.31499999999998,104.99100000000001,105.54799999999997,105.90799999999999,106.646,107.292,107.795,114.87600000000002,115.58699999999999
10 min,109.01700000000001,108.80250000000001,108.54549999999999,104.6125,103.40149999999998,102.57249999999999,105.38500000000002,107.32600000000002,105.3115,104.34289999999999,105.85999999999999,109.612,110.5135,111.001,119.0954,118.00610000000002
100 day,113.4403,113.4121,113.3973,113.02120000000001,112.15329999999999,112.03869999999999,111.95539999999997,111.74099999999997,111.58059999999998,111.28249999999997,111.18779999999998,110.67319999999998,110.6147,110.5683,110.31250000000004,110.31170000000002
125 day,111.22439999999995,111.29479999999994,111.36255999999996,111.54319999999997,111.82151999999999,111.84056,111.86088,111.90231999999999,111.85440000000001,111.73343999999999,111.69112000000001,111.42168000000001,111.39944000000001,111.38552000000001,111.53104000000002,111.56136000000002
15 min,109.12333333333332,108.86080000000001,108.57653333333333,104.62126666666664,103.33866666666667,102.64966666666665,105.40200000000003,107.31366666666669,105.28466666666667,104.34026666666665,105.90273333333333,109.68066666666667,110.41799999999999,111.08079999999998,119.07126666666666,117.99540000000002
150 day,109.0241333333333,109.0837333333333,109.13859999999997,109.32553333333333,109.63719999999999,109.67319999999997,109.72646666666662,109.88566666666664,109.9947333333333,110.09686666666661,110.13606666666664,110.45659999999998,110.54513333333331,110.64099999999999,111.5982666666667,111.68926666666671
175 day,107.78639999999989,107.8331999999999,107.87942857142849,107.97931428571422,107.94057142857142,107.93737142857141,107.98891428571424,108.16159999999999,108.26325714285716,108.3712,108.40560000000002,108.71097142857145,108.79554285714289,108.88268571428574,109.82320000000004,109.93400000000004
2 day,108.985,108.78999999999999,108.59,104.455,103.075,102.925,103.85,107.535,106.60499999999999,105.165,105.19,108.815,110.2,110.845,117.87,118.565
2 hr,109.31710833333337,108.75940833333334,108.61266666666664,104.83948333333338,103.33684166666667,103.19393333333329,105.25485833333339,108.04665833333334,105.37096666666665,104.71583333333332,105.88714166666666,109.39434166666663,109.4815833333333,110.43003333333331,118.97907500000001,118.13092500000008
2.5 hr,109.28542666666668,108.80600666666669,108.62149999999998,105.15010666666666,103.3672866666667,103.22239999999994,105.23677333333339,108.27212666666671,105.35302666666666,104.74753333333327,105.83109333333336,109.38090666666666,109.40327999999997,110.15465333333333,118.88736666666664,118.18692000000003
20 day,110.24300000000001,110.141,110.01650000000002,108.51050000000001,105.6425,105.1365,104.89349999999999,104.62049999999999,104.402,104.13349999999998,104.2035,105.8185,106.21099999999998,106.625,111.08400000000002,111.69099999999999
20 min,109.20135,108.92325000000001,108.58515000000003,104.52849999999998,103.26699999999998,102.68824999999997,105.39915000000003,107.36175000000003,105.28874999999998,104.32669999999999,105.9354,109.643,110.34675000000001,111.07834999999997,119.0631,118.00905000000003
200 day,107.15974999999989,107.1849999999999,107.20774999999992,107.23704999999991,107.12369999999991,107.11859999999992,107.12919999999991,107.21094999999993,107.27724999999995,107.36519999999993,107.39989999999996,107.60985,107.65024999999997,107.69214999999998,108.29855000000005,108.41010000000006
25 min,109.28556,108.93664000000003,108.56292000000002,104.49767999999999,103.24799999999998,102.74819999999998,105.39672000000002,107.40888000000002,105.29019999999998,104.34555999999999,105.96576,109.6208,110.28504000000001,111.09027999999996,119.05936000000001,118.02392000000005
3 hr,109.36855000000001,108.8810722222222,108.55791666666673,105.34348333333332,103.3694666666667,103.27959444444437,105.24342777777784,108.42476111111108,105.37242222222227,104.77984999999998,105.77217222222227,109.34691111111111,109.39224444444449,110.06461111111106,118.78891666666671,118.20618333333336
