,2018-12-11,2018-12-12,2018-12-13,2018-12-19,2019-01-02,2019-01-03,2019-01-04,2019-01-09,2019-01-11,2019-01-16,2019-01-17,2019-01-28,2019-01-29,2019-01-30,2019-02-12,2019-02-13
3.5 hr,109.46091904761906,108.95067142857147,108.50968095238096,105.54038571428569,103.32065714285714,103.34400476190469,105.18862857142867,108.56485238095236,105.42069047619049,104.80510952380952,105.6991571428572,109.3088047619048,109.37655238095236,110.23081428571425,118.74442857142863,118.22620952380954
30 day,110.43066666666668,110.49400000000001,110.53333333333335,109.715,107.14166666666665,106.74199999999998,106.53966666666663,106.39599999999999,106.23466666666667,105.61099999999998,105.39366666666668,105.15,105.22733333333332,105.34433333333332,109.09933333333335,109.61233333333332
30 min,109.36053333333334,108.92153333333337,108.56943333333334,104.47853333333333,103.22166666666665,102.79516666666665,105.39026666666669,107.45096666666669,105.28966666666666,104.36613333333334,105.98083333333334,109.61033333333333,110.23830000000001,111.09539999999997,119.05980000000002,118.02943333333339
4 hr,109.53683333333335,109.07365000000004,108.47750416666668,105.6735875,103.27331249999999,103.37269583333327,105.13252916666674,108.6693083333333,105.43812916666668,104.84085833333332,105.66053750000007,109.26527500000002,109.33825416666669,110.35684166666665,118.71836250000004,118.25508333333333
4.5 hr,109.62785555555556,109.19169259259266,108.4888666666667,105.74239999999999,103.26665185185185,103.42121851851847,105.10603333333337,108.7167962962963,105.46154074074074,104.89654074074072,105.65050000000008,109.27523333333339,109.34359629629631,110.44221851851847,118.69965555555558,118.29244444444446
40 day,110.54975000000002,110.49050000000003,110.369,109.74125,108.30924999999999,108.093,107.93574999999998,107.52674999999999,107.27149999999999,106.74324999999996,106.5335,106.33749999999998,106.32775,106.34150000000002,107.63950000000003,107.905
45 min,109.45455555555557,108.87368888888892,108.62566666666666,104.38824444444445,103.21888888888887,102.86522222222222,105.30766666666668,107.55260000000003,105.30266666666667,104.45155555555557,105.92322222222225,109.58011111111114,110.05446666666667,111.07637777777774,119.06700000000005,118.02426666666672
5 day,108.89000000000001,108.596,108.28599999999999,105.78200000000001,103.102,102.976,103.352,105.52799999999999,106.63,105.56799999999998,105.194,107.80799999999999,108.628,109.33399999999999,116.73800000000001,117.16599999999998
5 hr,109.70824666666662,109.29115666666672,108.46198666666668,105.75733,103.26818999999999,103.41237999999997,105.09836000000003,108.78880999999996,105.47465666666668,104.92678333333335,105.64436333333343,109.29682333333338,109.32807000000001,110.46101333333326,118.69275333333331,118.3335733333333
5 min,108.878,108.752,108.473,104.51000000000002,103.51199999999999,102.446,105.351,107.40800000000002,105.34200000000001,104.36979999999998,105.86399999999999,109.56999999999998,110.74000000000001,110.98600000000002,119.14000000000001,118.0462
5.5 hr,109.78223636363636,109.38434545454555,108.44435757575758,105.73786969696971,103.24123333333333,103.33442727272724,105.07358181818186,108.84664848484844,105.52220909090916,104.96816363636361,105.6331333333334,109.36395757575762,109.3535757575758,110.56216060606053,118.68346969696974,118.36029999999997
50 day,111.2606,111.0808,110.93639999999999,110.10379999999999,108.613,108.45459999999999,108.31259999999999,108.09720000000002,108.05720000000001,107.75699999999999,107.65600000000002,107.1464,107.14299999999999,107.13580000000002,108.03740000000002,108.19059999999999
50 min,109.4867,108.87152000000002,108.6285,104.37192000000003,103.22203999999998,102.8933,105.30084,107.58430000000004,105.31348,104.473,105.90554000000002,109.56546000000002,109.99099999999999,111.03393999999997,119.06254000000007,118.02404000000006
55 min,109.48619999999998,108.86056363636365,108.62927272727273,104.32247272727274,103.2207636363636,102.92990909090908,105.29439999999998,107.61887272727276,105.32652727272728,104.49087272727272,105.89587272727276,109.54885454545455,109.9375636363636,110.99856363636363,119.05930909090914,118.02158181818187
6 hr,109.85393333333337,109.42909722222232,108.46378888888891,105.67404444444448,103.21464444444447,103.23997777777778,105.03399722222227,108.86866388888885,105.5451055555556,105.0309583333333,105.62839722222228,109.38198333333341,109.38085277777785,110.65046388888881,118.6683777777778,118.4196638888889
6.5 hr,109.88762307692312,109.45330769230783,108.52548717948717,105.59963846153848,103.1241461538462,103.20272564102561,105.0086307692308,108.82613333333326,105.55324102564103,105.09103076923076,105.58736153846162,109.3487538461539,109.42955128205139,110.70783589743583,118.5824564102565,118.49292307692305
60 day,112.46349999999998,112.28149999999998,112.09449999999997,111.21799999999998,109.22183333333332,109.00266666666667,108.85283333333332,108.61816666666665,108.461,108.10216666666665,108.03016666666667,107.82200000000002,107.88033333333334,107.87916666666669,108.43183333333334,108.54433333333333
70 day,113.14671428571425,113.04028571428569,112.92357142857139,112.3025714285714,110.39414285714282,110.17414285714283,109.9865714285714,109.48957142857141,109.17257142857142,108.69699999999999,108.56057142857144,108.20171428571429,108.16542857142856,108.14900000000002,108.87971428571431,108.98028571428573
80 day,113.45274999999995,113.37524999999994,113.29562499999994,112.79162499999998,111.40362499999996,111.24024999999997,111.08949999999996,110.64849999999997,110.31162499999998,109.78837499999995,109.64087499999998,108.85674999999999,108.79550000000002,108.72350000000002,109.00425000000004,109.07875000000004
90 day,113.47977777777776,113.43111111111108,113.3672222222222,112.99511111111109,111.91966666666666,111.77444444444443,111.65899999999998,111.33811111111109,111.12066666666665,110.75299999999994,110.64777777777775,109.90433333333331,109.80544444444445,109.72555555555554,109.47111111111117,109.48611111111116
Tomorrow,108.74,108.44,107.42,103.13,102.35,105.35,104.87,107.82,104.3,105.95,106.84,110.76,110.93,111.92,118.04,119.32
