,2018-12-11,2018-12-12,2018-12-13,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,191.23284999999996,189.50904999999995,187.8645500000001,185.67583333333334,182.61546666666663,185.73743333333334,185.55490000000003,183.06834999999998,180.12286666666662,187.57909999999998,185.30276666666666,182.37156666666667,184.5608166666667,182.31170000000003,178.19208333333341,179.62215,180.26496666666665,178.48651666666672,182.70253333333338,181.26238333333333,182.92056666666667,187.58509999999998,186.18873333333335,185.98758333333328,184.90361666666666,180.78526666666664,180.69934999999995,182.15471666666662,182.75886666666656,178.2996333333334,177.47735,176.62005,177.66333333333338,177.4139166666667,179.12463333333335,180.55848333333333,178.29593333333332,174.40209999999996
1 min,189.11,188.55,187.91,185.58,182.79,185.43,184.9,182.62,182.34,188.12,185.58,181.46,184.67,182.65,178.62,179.85,180.55,178.7,182.34,181.23,183.53,187.88,186.3,186.02,184.96,181.2,180.37,182.2,183.49,178.82,177.73,177.24,178.21,177.32,178.89,180.4,177.38,175.47
1.5 hr,191.3363666666667,189.50206666666668,187.9521333333334,185.8634111111111,182.85226666666668,186.28362222222225,185.7140111111111,183.41691111111115,179.5206444444444,187.49048888888885,185.66647777777774,182.7826,184.63951111111106,182.28156666666663,178.2694777777778,179.54826666666668,180.21077777777776,178.38542222222227,182.73540000000006,181.3899444444444,182.82986666666667,187.51455555555557,186.12485555555557,186.11587777777774,184.89471111111118,180.7453999999999,181.05284444444445,182.12571111111106,182.73453333333333,178.26093333333338,177.41297777777774,176.6179333333333,177.65418888888897,177.4196111111111,179.22804444444455,180.51374444444443,178.63295555555558,174.38605555555554
10 day,188.76413999999997,188.27803,188.43031999999997,187.99465999999998,187.53231999999997,187.33500999999995,186.993,186.54699999999997,184.45499999999998,183.89499999999998,183.89400000000003,183.76500000000004,183.68,183.56599999999997,183.76,183.51299999999998,183.13600000000002,182.392,181.44700000000003,181.423,181.298,182.07199999999997,182.848,183.457,183.898,184.14999999999998,183.99099999999999,183.98999999999998,184.208,183.26399999999998,182.258,181.34900000000002,180.575,179.811,179.58499999999998,179.58800000000002,179.1,178.296
10 min,189.72949999999997,188.871,187.89000000000001,185.5845,183.5025,186.041,184.58200000000002,182.7625,181.775,187.364,185.35189999999997,181.90000000000003,184.55,182.59799999999998,178.249,179.99399999999997,180.5263,178.47879999999998,182.43669999999997,181.01749999999998,183.15099999999998,187.68700000000004,186.2105,185.8066,184.8024,180.94599999999997,180.1216,182.3506,183.02249999999998,178.65590000000003,177.9012,177.037,177.8481,177.442,178.93699999999998,180.3025,177.675,174.8828
100 day,176.00989799999996,176.21864999999997,176.41812499999997,176.796727,176.972883,177.18606400000002,177.43541399999998,177.68300299999996,178.07260699999995,178.82651199999992,179.05755799999994,179.25544399999995,179.47570399999998,179.86271,179.98455899999996,180.11127099999993,180.23605199999997,180.33905599999994,180.66486999999998,180.81371899999994,180.96789599999997,181.333868,181.48866500000003,181.62835000000004,181.74414500000003,181.79921900000005,181.90324800000002,182.004447,182.107482,182.252236,182.31969200000003,182.37527300000002,182.43218500000003,182.49334800000005,182.56503200000003,182.63936100000004,182.676018,182.68530299999998
125 day,173.76262639999996,173.93073919999998,174.08611199999996,174.40344079999997,174.538412,174.68728559999997,174.82953119999996,174.96909759999994,175.23100879999996,175.79563279999996,176.00126719999997,176.18077119999995,176.38468319999998,176.7146104,176.82987119999999,176.94537039999997,177.0648032,177.15879679999998,177.3734864,177.48319840000002,177.60908,177.92106800000002,178.06594160000003,178.23206640000004,178.39805120000005,178.56785120000006,178.74768240000003,178.924456,179.1136056,179.4281528,179.5529696,179.67100640000004,179.80291520000003,179.92024320000002,180.05021280000003,180.17320800000005,180.26140720000004,180.3271768
15 min,190.0794666666666,188.99986666666666,187.895,185.46966666666665,183.44500000000002,186.03313333333335,184.7386666666667,182.773,181.55586666666665,187.42866666666666,185.25233333333333,182.05766666666665,184.48506666666668,182.60333333333332,178.16733333333335,179.97773333333328,180.53553333333335,178.45033333333333,182.51059999999998,181.04406666666668,183.10533333333333,187.68866666666665,186.19326666666666,185.79413333333332,184.787,180.9534,180.1314,182.33173333333332,182.9683333333333,178.5522,177.8732,176.95933333333335,177.77706666666666,177.46306666666666,178.91933333333333,180.358,177.77933333333334,174.80606666666665
150 day,171.89215933333332,172.08544866666668,172.28448666666668,172.66226000000003,172.82373600000003,173.00202933333335,173.17592533333334,173.34088266666666,173.61073933333333,174.173774,174.36551200000002,174.485182,174.64311666666669,174.86005866666667,174.927384,174.98301666666666,175.0505926666667,175.11072866666666,175.284278,175.364922,175.47074933333334,175.722338,175.86000066666668,175.99347666666668,176.113738,176.2075426666667,176.308648,176.4287053333333,176.57210733333332,176.80591733333335,176.9061606666667,177.02185600000004,177.1494426666667,177.27030266666668,177.38138933333335,177.49804200000003,177.58635933333338,177.65294200000002
175 day,170.06666742857144,170.23787828571432,170.39137085714287,170.73144057142864,170.85211600000005,171.00160685714292,171.1308382857143,171.25167371428574,171.4460468571429,171.84376914285718,171.9769428571429,172.1014851428572,172.24713542857148,172.55179200000006,172.68167142857146,172.8255862857143,172.9741788571429,173.1084142857143,173.39186171428574,173.5327651428572,173.66907028571433,174.00417600000006,174.15948000000003,174.31588800000006,174.46545371428576,174.59330742857148,174.7216708571429,174.85191257142858,174.99171942857146,175.24288342857147,175.3573491428572,175.4739817142858,175.5576988571429,175.65101428571433,175.72738228571433,175.7965074285715,175.84758628571433,175.86984285714288
