,2019-01-17
1 hr,56.873833333333344
1 min,56.75
1.5 hr,56.95947777777778
10 day,54.60799999999999
10 min,56.71400000000001
100 day,57.38459999999999
125 day,55.71544
15 min,56.637333333333345
150 day,54.266200000000005
175 day,52.66205714285712
2 day,56.175
2 hr,56.965316666666666
2.5 hr,56.89922
20 day,52.6885
20 min,56.67900000000001
200 day,50.763149999999975
25 min,56.73640000000001
3 hr,56.84872777777774
3.5 hr,56.815242857142806
30 day,54.955666666666666
30 min,56.77916666666668
4 hr,56.800929166666634
4.5 hr,56.78339259259258
40 day,57.196749999999994
45 min,56.84277777777778
5 day,55.36
5 hr,56.77181666666665
5 min,56.760000000000005
5.5 hr,56.738681818181796
50 day,59.032599999999995
50 min,56.8529
55 min,56.86372727272728
6 hr,56.71438055555554
6.5 hr,56.658102564102585
60 day,58.631999999999984
70 day,58.09928571428572
80 day,57.68474999999999
90 day,57.64322222222221
Tomorrow,58.33
