,2019-01-31,2019-02-01
1 hr,0.701503333333333,0.5994916666666668
1 min,0.6998,0.6001
1.5 hr,0.7050022222222219,0.5966533333333335
10 day,1.69894,1.56295
10 min,0.6959699999999999,0.59041
100 day,2.2471940000000004,2.2245950000000003
125 day,2.2905151999999998,2.278596
15 min,0.6953333333333332,0.5904333333333333
150 day,2.3048293333333323,2.2944966666666655
175 day,2.2980251428571417,2.288082857142856
2 day,1.2347000000000001,0.64975
2 hr,0.7089366666666667,0.5956608333333333
2.5 hr,0.7137186666666666,0.5947466666666666
20 day,1.84297,1.7824749999999998
20 min,0.6946349999999997,0.593525
200 day,2.311221999999999,2.300372499999999
25 min,0.6958999999999997,0.5967439999999999
3 hr,0.7184188888888888,0.5937588888888888
3.5 hr,0.722589047619048,0.5942504761904764
30 day,1.7806466666666667,1.74265
30 min,0.6968799999999996,0.59895
4 hr,0.7282937500000005,0.5942108333333336
4.5 hr,0.730548518518519,0.5984611111111114
40 day,1.839235,1.8014875
45 min,0.6998422222222218,0.6001044444444446
5 day,1.5538800000000001,1.3119
5 hr,0.7326580000000004,0.6040253333333335
5 min,0.69392,0.5950599999999999
5.5 hr,0.732327575757576,0.6112569696969704
50 day,1.8801879999999997,1.8543899999999995
50 min,0.7008959999999996,0.599572
55 min,0.7008636363636361,0.5994781818181818
6 hr,0.7358702777777779,0.6173158333333338
6.5 hr,0.7477830769230769,0.6250420512820518
60 day,1.9109899999999997,1.8744916666666664
70 day,1.9741342857142858,1.9471357142857142
80 day,2.0686174999999998,2.03886875
90 day,2.1807711111111114,2.1556611111111112
Tomorrow,0.6001,0.6312
