,2018-12-21
1 hr,41.11621666666666
1 min,41.06
1.5 hr,41.1536222222222
10 day,42.27546000000001
10 min,41.08570000000001
100 day,45.21918199999999
125 day,45.64127279999998
15 min,41.08973333333334
150 day,46.06843733333332
175 day,46.49100457142855
2 day,41.370000000000005
2 hr,41.17934166666667
2.5 hr,41.20856666666667
20 day,43.06066499999999
20 min,41.07855000000001
200 day,46.76708049999996
25 min,41.06664000000001
3 hr,41.2165888888889
3.5 hr,41.22829523809525
30 day,43.32368999999999
30 min,41.0692
4 hr,41.24520000000002
4.5 hr,41.279314814814825
40 day,43.448755
45 min,41.08393333333332
5 day,41.772040000000004
5 hr,41.30025666666668
5 min,41.084
5.5 hr,41.32665454545454
50 day,43.59141600000001
50 min,41.09313999999999
55 min,41.10514545454545
6 hr,41.35086388888888
6.5 hr,41.3655564102564
60 day,44.072728333333345
70 day,44.511708571428585
80 day,44.74898
90 day,44.978033333333336
Tomorrow,40.69
