,2019-01-08
1 hr,8.592716666666664
1 min,8.88
1.5 hr,8.676444444444444
10 day,3.4909999999999997
10 min,8.867499999999998
100 day,3.2872500000000007
125 day,3.1884000000000006
15 min,8.870733333333332
150 day,3.2073333333333336
175 day,3.230857142857144
2 day,7.875
2 hr,8.727991666666666
2.5 hr,8.758546666666668
20 day,3.17
20 min,8.837299999999997
200 day,3.142500000000001
25 min,8.78056
3 hr,8.788850000000002
3.5 hr,8.764004761904765
30 day,3.1696666666666666
30 min,8.730066666666666
4 hr,8.723950000000004
4.5 hr,8.673388888888896
40 day,3.17725
45 min,8.62691111111111
5 day,4.741999999999999
5 hr,8.632056666666667
5 min,8.86
5.5 hr,8.597790909090905
50 day,3.3244000000000007
50 min,8.611899999999999
55 min,8.596236363636361
6 hr,8.599980555555552
6.5 hr,8.566920512820511
60 day,3.390166666666667
70 day,3.3975000000000004
80 day,3.3784375000000013
90 day,3.3763888888888896
Tomorrow,7.55
