,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-08,2019-01-10,2019-01-11,2019-01-15,2019-01-16,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-12,2019-02-15
4.5 hr,49.34909259259254,49.32592592592583,49.222255555555556,49.111351851851836,49.06931851851853,48.8628888888889,48.74372592592594,48.07763333333334,47.41400740740738,47.23507037037038,47.95808888888888,47.798625925925904,47.39372962962964,48.589096296296375,48.85808148148149,48.720974074074036,48.60374444444449,48.55282962962964,48.560018518518525,48.65304814814817,48.70197777777774,48.82095925925925,49.05257037037044,49.097540740740726,49.03920370370378,49.16072962962955,49.24487777777776,49.256277777777825,49.31978148148151,49.399551851851875,49.37940370370366,49.56305185185185,49.54965185185202,50.3142444444445
40 day,47.517250000000004,47.6075,47.68724999999999,47.76800000000001,47.846500000000006,47.92000000000001,47.99000000000001,48.049250000000015,48.104,48.19925,48.38649999999999,48.41775,48.44124999999999,48.52299999999999,48.56374999999999,48.580749999999995,48.621249999999996,48.6235,48.62499999999999,48.62474999999999,48.6195,48.6185,48.62775,48.6305,48.60874999999999,48.604749999999996,48.595499999999994,48.59974999999999,48.594249999999995,48.598499999999994,48.60225,48.613249999999994,48.63374999999999,48.71524999999999
45 min,49.333688888888894,49.1866888888889,49.18515555555554,49.06617777777777,48.887888888888874,48.786599999999986,48.434111111111086,48.10671111111113,47.049222222222205,47.558400000000006,48.054155555555546,47.679777777777794,47.571133333333336,48.61571111111114,48.921444444444425,48.74184444444443,48.57104444444444,48.4559111111111,48.61642222222221,48.60757777777776,48.66280000000002,48.8821777777778,49.16515555555557,49.1416222222222,49.05244444444445,49.22733333333334,49.269444444444446,49.27146666666666,49.29833333333334,49.41042222222223,49.44417777777778,49.599577777777796,49.542888888888875,50.38755555555556
5 day,49.294,49.296,49.224000000000004,49.184000000000005,49.104,49.012,48.89,48.662,48.230000000000004,47.526,47.66199999999999,47.95,47.873999999999995,48.023999999999994,48.496,48.634,48.730000000000004,48.646,48.552,48.53,48.540000000000006,48.648,48.818,48.912,49.098,49.18,49.19,49.205999999999996,49.242,49.32,49.358,49.436,49.540000000000006,49.827999999999996
5 hr,49.35050333333329,49.332166666666595,49.22534999999999,49.12683333333333,49.08590666666666,48.86044666666668,48.75626666666667,48.11085333333334,47.44869333333331,47.17851000000001,47.94498000000001,47.81542999999998,47.38810666666667,48.58071333333341,48.85746333333336,48.72134999999994,48.6185933333334,48.559020000000025,48.553996666666656,48.65655666666672,48.711273333333295,48.82448,49.043943333333395,49.09849333333334,49.03381666666673,49.15622333333328,49.24645666666665,49.25059000000003,49.319773333333366,49.398596666666656,49.37527999999995,49.55764666666669,49.5523866666668,50.30635333333338
5 min,49.218999999999994,49.175000000000004,49.15,49.089999999999996,48.9458,48.833,48.561,47.9844,46.911,47.799,47.984,47.80499999999999,47.489999999999995,48.6,48.868,48.756,48.589999999999996,48.382,48.67100000000001,48.583999999999996,48.652,48.9,49.186,49.2,49.033,49.253,49.29599999999999,49.27499999999999,49.282999999999994,49.397,49.464,49.634,49.54600000000001,50.38700000000001
5.5 hr,49.35748787878783,49.34193939393931,49.22300606060606,49.13520909090909,49.0868393939394,48.870921212121225,48.7703303030303,48.14212727272726,47.50126060606059,47.13417272727274,47.93945151515152,47.820451515151476,47.376990909090914,48.56953333333339,48.85407575757578,48.72421818181812,48.62836969696976,48.559954545454545,48.54544848484847,48.660266666666715,48.72061212121209,48.82715454545456,49.04121818181824,49.098872727272735,49.01847878787884,49.151999999999965,49.249169696969695,49.24816969696971,49.32199090909094,49.39716060606058,49.37423333333329,49.55081212121214,49.55326969696979,50.305724242424276
50 day,47.186400000000006,47.244800000000005,47.2966,47.341000000000015,47.3878,47.4412,47.4972,47.54720000000001,47.592800000000004,47.66759999999999,47.803599999999996,47.843199999999996,47.87599999999998,48.051799999999986,48.19639999999998,48.26319999999999,48.3846,48.42100000000001,48.4954,48.523399999999995,48.545399999999994,48.56659999999999,48.588199999999986,48.61099999999998,48.66079999999999,48.68159999999999,48.7042,48.711800000000004,48.72599999999999,48.73739999999999,48.74859999999999,48.76479999999999,48.77499999999999,48.80279999999999
50 min,49.34402000000001,49.19142000000001,49.19319999999999,49.06736,48.898099999999985,48.772739999999985,48.43969999999999,48.10362000000003,47.06909999999999,47.53766000000002,48.05425999999999,47.67692000000002,47.581320000000005,48.61474000000002,48.920399999999994,48.74165999999998,48.57454,48.45881999999999,48.61294,48.60292,48.660980000000016,48.88316000000002,49.159680000000016,49.13525999999998,49.053200000000004,49.22259999999999,49.2697,49.27206000000001,49.29920000000001,49.40848000000001,49.443859999999994,49.598520000000015,49.54385999999999,50.38710000000001
55 min,49.345200000000006,49.195018181818185,49.200363636363626,49.064218181818184,48.90399999999998,48.75839999999998,48.441181818181796,48.08892727272729,47.09390909090908,47.519145454545466,48.05587272727273,47.67720000000002,47.597109090909086,48.6082181818182,48.920090909090895,48.74459999999999,48.576490909090914,48.46265454545453,48.61130909090909,48.59783636363636,48.66050909090911,48.88163636363638,49.15370909090911,49.13032727272725,49.0559090909091,49.2190909090909,49.267545454545456,49.2712181818182,49.3009090909091,49.40912727272728,49.441872727272724,49.59610909090911,49.54641818181816,50.3868181818182
6 hr,49.365516666666586,49.35377777777772,49.22496111111109,49.13688055555554,49.08788333333336,48.88565833333334,48.77458888888889,48.17514166666667,47.55396111111113,47.09998611111112,47.95315000000001,47.824955555555526,47.37984444444447,48.56170555555562,48.84223333333336,48.728736111111054,48.63295000000007,48.56368888888892,48.53267499999999,48.66747777777783,48.73108611111109,48.82625277777776,49.04086111111113,49.09911666666668,49.01384166666672,49.14497222222219,49.25128611111112,49.244266666666704,49.32249722222227,49.393894444444385,49.37571944444444,49.540469444444454,49.55292777777789,50.29655555555558
6.5 hr,49.37308717948711,49.36223076923071,49.22462564102562,49.134664102564095,49.086861538461584,48.900658974358976,48.777389743589765,48.19046410256409,47.59674615384619,47.07478461538463,47.96750512820514,47.8139179487179,47.39392051282057,48.55742051282055,48.82680256410258,48.733161538461495,48.64190256410262,48.56531282051285,48.5264051282051,48.669692307692365,48.73791282051279,48.81908717948714,49.037756410256435,49.100005128205126,49.01323846153852,49.141782051282036,49.249443589743606,49.24517435897441,49.3202538461539,49.38967179487173,49.37143846153846,49.52779230769232,49.55600769230784,50.28310512820517
60 day,46.83583333333334,46.90950000000001,46.986166666666676,47.06016666666669,47.133166666666675,47.20733333333335,47.26583333333335,47.31233333333335,47.33283333333335,47.36683333333334,47.44183333333333,47.461499999999994,47.48433333333332,47.63449999999999,47.75383333333332,47.807666666666655,47.899166666666666,47.94166666666667,48.034499999999994,48.08333333333332,48.14899999999999,48.20966666666665,48.277999999999984,48.34133333333332,48.45699999999999,48.50316666666665,48.54899999999999,48.58933333333333,48.62466666666666,48.655999999999985,48.68366666666665,48.70899999999998,48.76399999999999,48.85883333333332
70 day,46.56375285714285,46.61963714285714,46.676944285714285,46.734104285714295,46.788270000000004,46.84185714285715,46.8957142857143,46.942428571428586,46.9747142857143,47.04057142857144,47.186714285714295,47.232714285714295,47.27771428571429,47.40571428571428,47.48371428571428,47.519999999999996,47.57542857142857,47.600428571428566,47.67614285714285,47.71985714285713,47.77742857142856,47.831571428571415,47.88699999999998,47.93971428571427,48.03057142857141,48.08057142857141,48.129857142857134,48.180857142857135,48.23299999999998,48.300428571428554,48.36099999999998,48.425857142857126,48.54014285714285,48.70371428571427
80 day,46.38595999999999,46.435107499999994,46.48425499999999,46.5326525,46.57992374999999,46.626066249999994,46.67020375,46.70784125,46.731106249999996,46.77690875,46.88559125,46.91848625,46.949124999999995,47.08325,47.183625,47.234125,47.33550000000001,47.382875000000006,47.48025,47.522124999999996,47.559374999999996,47.597624999999994,47.63399999999999,47.671499999999995,47.73087499999998,47.76462499999998,47.804374999999986,47.84899999999999,47.89624999999999,47.95637499999999,48.01124999999998,48.06524999999998,48.160499999999985,48.31762499999998
90 day,46.26682333333331,46.31006777777776,46.350434444444424,46.392015555555545,46.43281666666665,46.47017999999999,46.505982222222215,46.537777777777784,46.55558,46.59518666666665,46.68969111111111,46.71882111111109,46.7453922222222,46.854649999999985,46.933363333333325,46.97260666666666,47.051303333333344,47.08687666666667,47.16855555555556,47.21111111111111,47.25566666666667,47.30133333333334,47.350555555555545,47.40055555555555,47.50033333333332,47.553,47.608111111111114,47.65566666666666,47.700888888888876,47.74266666666666,47.783333333333324,47.820555555555536,47.890888888888874,48.007444444444424
Tomorrow,49.13,49.14,49.06,48.95,48.78,48.52,48.0,46.9,46.35,48.01,47.79,47.48,48.06,48.78,48.75,48.67,48.36,48.39,48.56,48.65,48.9,49.24,49.21,49.1,49.31,49.29,49.29,49.28,49.43,49.5,49.68,49.55,49.65,NULL
