,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-08,2019-01-10,2019-01-11,2019-01-15,2019-01-16,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-12,2019-02-15
1 hr,49.34568333333334,49.196566666666655,49.207566666666665,49.06370000000001,48.90733333333331,48.74819999999998,48.44141666666665,48.08001666666669,47.114416666666656,47.50146666666668,48.05905,47.681183333333344,47.57118333333332,48.60478333333336,48.91999999999999,48.745883333333346,48.57511666666667,48.46651666666664,48.60969999999999,48.59893333333333,48.66121666666668,48.87841666666668,49.14731666666669,49.12821666666664,49.0615,49.21733333333332,49.265499999999996,49.26968333333335,49.30418333333334,49.409283333333335,49.44055,49.59260000000002,49.547466666666644,50.38683333333336
1 min,49.255,49.14,49.135,49.05,49.0,48.79,48.51,48.01,46.95,47.84,48.12,47.79,47.48,48.58,48.83,48.75,48.625,48.36,48.74,48.71,48.64,48.89,49.23,49.23,49.04,49.23,49.29,49.3,49.26,49.43,49.5,49.68,49.53,50.4
1.5 hr,49.36031111111111,49.199099999999966,49.217044444444454,49.05165555555558,48.93219999999998,48.743355555555546,48.52999999999999,48.090122222222234,47.18694444444444,47.415111111111095,48.04748888888889,47.718977777777795,47.47655555555555,48.60702222222224,48.910977777777774,48.74632222222222,48.55140000000002,48.48117777777778,48.60039999999999,48.60009999999998,48.653200000000005,48.876211111111125,49.123211111111154,49.11343333333331,49.0583888888889,49.211122222222215,49.263044444444446,49.26720000000002,49.32695555555558,49.40293333333332,49.43800000000001,49.58989999999999,49.548033333333336,50.378088888888904
10 day,49.371,49.374,49.339999999999996,49.293000000000006,49.241,49.153000000000006,49.093,48.943,48.70700000000001,48.269,47.946,47.83,47.699999999999996,47.842999999999996,48.185,48.259,48.377,48.434000000000005,48.593,48.63100000000001,48.63500000000001,48.647000000000006,48.68600000000001,48.732000000000006,48.819,48.914,49.004,49.05899999999999,49.13099999999999,49.208999999999996,49.269000000000005,49.313,49.391000000000005,49.632
10 min,49.2311,49.2211,49.14699999999999,49.07299999999999,48.9234,48.8515,48.541,47.9552,46.982000000000006,47.691500000000005,47.9935,47.7495,47.511,48.5865,48.8965,48.7675,48.58749999999999,48.4055,48.6217,48.5832,48.651999999999994,48.87800000000001,49.167500000000004,49.173199999999994,49.02550000000001,49.235500000000016,49.27799999999999,49.270999999999994,49.2935,49.403999999999996,49.4675,49.58650000000001,49.538,50.3895
100 day,46.152589999999975,46.18573299999997,46.21977299999997,46.259884999999976,46.29929499999997,46.335112999999986,46.37062199999998,46.400831,46.421634,46.46704099999999,46.547413999999996,46.57253499999999,46.593161999999985,46.68432199999998,46.75416799999998,46.78968599999998,46.858422,46.890339,46.960862999999996,46.996573,47.032685,47.06751200000001,47.108627,47.148545999999996,47.228072999999995,47.269588999999996,47.312200000000004,47.35759999999999,47.403099999999995,47.45099999999999,47.498099999999994,47.54679999999998,47.64519999999999,47.81049999999998
125 day,46.41740079999998,46.45522959999998,46.49250079999998,46.52992879999998,46.56528159999998,46.57242239999999,46.575331999999996,46.57200960000001,46.563632000000005,46.548564,46.5166896,46.51176719999999,46.50324959999998,46.48072079999998,46.50345039999998,46.51449439999998,46.55020079999999,46.56513679999998,46.603946399999984,46.62653839999998,46.65534799999999,46.68647599999999,46.71881039999999,46.75273759999999,46.819467199999984,46.85538959999999,46.890912799999995,46.923328799999986,46.95351279999999,46.98641119999999,47.020188,47.05428959999999,47.12351999999999,47.23637439999998
15 min,49.2444,49.236733333333326,49.14966666666666,49.05833333333332,48.895600000000016,48.858,48.50133333333333,47.97546666666666,47.011,47.66400000000001,48.02366666666667,47.712999999999994,47.532466666666664,48.58566666666668,48.90166666666666,48.76999999999999,48.589333333333336,48.41800000000001,48.61613333333334,48.5978,48.65766666666666,48.868000000000016,49.166333333333334,49.16879999999999,49.037000000000006,49.231000000000016,49.27466666666666,49.26633333333333,49.30033333333334,49.41033333333332,49.46000000000001,49.585666666666675,49.53599999999999,50.39933333333332
150 day,45.12870066666667,45.20590733333333,45.281719999999986,45.35686666666666,45.43247533333333,45.50621999999999,45.576305999999995,45.64551466666668,45.70812066666667,45.83095266666667,46.016603333333336,46.078568666666655,46.13840133333332,46.33535999999999,46.46578666666665,46.52751199999998,46.643985333333326,46.697201333333325,46.75882466666666,46.78601733333333,46.81447399999999,46.84360133333333,46.85261866666666,46.85964333333333,46.871493333333326,46.883633333333336,46.88820333333334,46.886199999999995,46.88479399999999,46.88764133333333,46.894939333333326,46.90250799999998,46.909137999999984,46.94707533333331
175 day,43.904052571428565,43.979108571428554,44.052969714285695,44.13018685714285,44.206718285714274,44.279034285714275,44.35037657142856,44.416983428571434,44.47559714285715,44.589476,44.78007828571428,44.845485142857136,44.91179542857142,45.11772457142857,45.259398857142855,45.32892514285714,45.46051714285715,45.520359428571425,45.64460628571429,45.70627428571429,45.768342857142855,45.83286457142858,45.89870285714285,45.96271942857143,46.09421771428571,46.16011428571428,46.224588,46.285589714285706,46.345623999999994,46.40600285714285,46.46888742857142,46.53274399999999,46.66010914285713,46.85141714285712
2 day,49.295,49.185,49.135000000000005,49.1,49.005,48.865,48.650000000000006,48.260000000000005,47.45,47.105000000000004,48.045,47.955,47.635,48.394999999999996,48.815,48.8,48.635000000000005,48.480000000000004,48.565,48.650000000000006,48.605000000000004,48.775,49.07,49.225,49.07,49.175,49.3,49.29,49.285,49.355000000000004,49.465,49.59,49.545,50.2
2 hr,49.345891666666674,49.22912499999997,49.20688333333332,49.06756666666668,48.96344166666666,48.7647,48.59079166666666,48.03392500000003,47.236475000000006,47.37237499999997,48.02408333333333,47.7427916666667,47.42790833333333,48.609891666666684,48.898941666666666,48.741691666666654,48.54867500000003,48.495516666666695,48.59332500000001,48.62029999999998,48.671066666666675,48.873208333333345,49.10274166666672,49.10494999999999,49.059416666666706,49.20185,49.25773333333333,49.26522500000004,49.336766666666705,49.40732499999998,49.42641666666666,49.57590833333331,49.549483333333406,50.36119166666666
2.5 hr,49.337480000000006,49.26543999999997,49.22176,49.074960000000026,48.98848666666666,48.78938000000001,48.65476666666667,48.01514000000001,47.28159999999998,47.34441333333333,48.00843333333332,47.76356666666667,47.39963999999999,48.614146666666684,48.864019999999975,48.732246666666654,48.55318000000005,48.51518666666671,48.57998666666666,48.63123999999998,48.68261999999998,48.856253333333356,49.08246000000005,49.104459999999996,49.04740000000005,49.189479999999996,49.2490333333333,49.26412000000005,49.3342266666667,49.41208666666665,49.41811333333333,49.56913333333331,49.55159333333342,50.33875333333333
20 day,48.9005,48.953500000000005,49.024499999999996,49.081,49.114999999999995,49.14600000000001,49.1265,49.098000000000006,49.0,48.82,48.6195,48.5355,48.4265,48.27499999999999,48.227,48.208,48.161500000000004,48.132,48.1235,48.1515,48.239000000000004,48.36650000000001,48.4355,48.4955,48.59799999999999,48.674,48.7645,48.82599999999999,48.88099999999999,48.922,48.958,48.9995,49.08300000000001,49.318000000000005
20 min,49.25329999999999,49.226549999999996,49.153499999999994,49.05574999999999,48.87225000000001,48.8475,48.467749999999995,48.0151,47.00475,47.647000000000006,48.05175,47.7035,47.545100000000005,48.58750000000002,48.907499999999985,48.76649999999999,48.585750000000004,48.42650000000002,48.618100000000005,48.61534999999999,48.67,48.86550000000001,49.17175,49.168599999999984,49.03975,49.22700000000002,49.268499999999996,49.26824999999999,49.298500000000004,49.41124999999998,49.45465000000001,49.584350000000015,49.536999999999985,50.40199999999998
200 day,42.9977315,43.056873499999995,43.12007999999999,43.18734700000001,43.25183399999999,43.31408299999999,43.370621,43.42713600000001,43.477358,43.573161,43.7346595,43.78865349999999,43.84288999999999,44.01784949999999,44.14171449999999,44.20379499999999,44.3287485,44.39062199999999,44.516320000000015,44.578048500000016,44.6435635,44.7102785,44.77585499999999,44.8417295,44.96749750000001,45.0295895,45.089091500000016,45.149739,45.21088400000001,45.275368500000006,45.3411495,45.41017099999999,45.5429295,45.74762399999998
25 min,49.279839999999986,49.205079999999995,49.148399999999995,49.05471999999999,48.863200000000006,48.833999999999996,48.44619999999998,48.05728,46.9996,47.6354,48.057799999999986,47.6936,47.55508,48.59848000000002,48.91559999999998,48.76299999999999,48.57968000000001,48.43332000000001,48.62120000000001,48.61695999999999,48.67200000000002,48.87220000000002,49.1686,49.165079999999996,49.0404,49.22880000000002,49.2662,49.27051999999999,49.295840000000005,49.40999999999999,49.45172,49.586040000000004,49.53739999999999,50.39739999999999
3 hr,49.351399999999984,49.289694444444415,49.21970555555556,49.0865611111111,49.0042111111111,48.82237222222224,48.68534444444444,48.02914444444446,47.31055555555557,47.31228888888889,47.99933333333334,47.77961111111112,47.38796111111112,48.606394444444476,48.8495611111111,48.723372222222196,48.56428888888894,48.52936666666671,48.580888888888886,48.63850555555555,48.68576666666664,48.83736666666667,49.06901666666672,49.10230555555556,49.03953333333338,49.17666666666667,49.23960555555549,49.26220555555561,49.32873333333339,49.408544444444416,49.40781111111111,49.574661111111084,49.549766666666784,50.332333333333345
3.5 hr,49.35827142857141,49.30330952380944,49.22389047619049,49.09748571428571,49.0257,48.845128571428575,48.710657142857194,48.04284761904766,47.34099523809524,47.308223809523824,47.98532857142856,47.79028095238092,47.3812047619048,48.6030285714286,48.85752857142859,48.71845714285711,48.57270000000007,48.538961904761955,48.58369523809526,48.643742857142854,48.695523809523806,48.82280952380952,49.06294761904772,49.101857142857135,49.035614285714324,49.16696190476188,49.2341952380952,49.259119047619095,49.32193809523817,49.40972380952378,49.39510476190473,49.57349523809519,49.548385714285864,50.32828571428573
30 day,48.176,48.3,48.41533333333332,48.53333333333333,48.61366666666666,48.68833333333334,48.74333333333334,48.771333333333345,48.74966666666667,48.690000000000005,48.70266666666666,48.68666666666666,48.66399999999999,48.61433333333332,48.60833333333333,48.596666666666664,48.53866666666667,48.50166666666667,48.44666666666667,48.415333333333336,48.395,48.38000000000001,48.38,48.382666666666665,48.380666666666656,48.392666666666656,48.40966666666666,48.435333333333325,48.47799999999999,48.56233333333332,48.667333333333325,48.72799999999999,48.83166666666666,49.053666666666665
30 min,49.30136666666667,49.19290000000001,49.15556666666666,49.053433333333324,48.86183333333334,48.8246,48.426833333333306,48.07773333333334,47.01399999999999,47.61783333333334,48.06223333333332,47.68416666666668,47.57020000000001,48.60406666666669,48.920166666666645,48.75866666666665,48.57540000000001,48.4376,48.62183333333334,48.61199999999999,48.666000000000025,48.87573333333335,49.168000000000006,49.16036666666666,49.040166666666664,49.22966666666669,49.26649999999999,49.27003333333332,49.29566666666667,49.408666666666676,49.44826666666667,49.592700000000015,49.5365,50.394
4 hr,49.35295416666664,49.31447916666655,49.21909166666667,49.09948749999999,49.05331250000002,48.86282083333335,48.73342083333337,48.05653333333337,47.36967499999999,47.29560000000001,47.968720833333336,47.7852958333333,47.38081250000002,48.59783750000004,48.85778333333334,48.71944583333332,48.59010833333338,48.54552083333336,48.57421666666668,48.64909583333336,48.69747916666664,48.819058333333324,49.060391666666746,49.10036666666666,49.04062083333338,49.162658333333276,49.23935833333332,49.258316666666715,49.3211458333334,49.40482083333333,49.387637499999975,49.56916249999996,49.54746250000018,50.32337500000004
