,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
30 min,142.64553333333333,145.27726666666666,144.68899999999996,144.6307,139.3852333333333,144.28440000000003,134.21366666666668,133.55193333333335,133.38179999999997,130.26036666666664,135.32513333333335,131.615,137.5413333333333,138.0679,142.38560000000004,143.98096666666666,144.32786666666664,143.73103333333333,145.97603333333336,147.71650000000002,147.984,147.20336666666665,144.1926,145.56640000000002,149.00236666666666,147.28463333333335,143.93359999999998,167.25246666666672,166.26203333333333,168.86303333333333,171.13043333333334,170.55166666666673,165.87823333333333,166.75266666666664,165.89309999999998,165.16120000000004,164.45456666666666,164.01110000000003,162.05333333333334
4 hr,142.4535000000001,145.92208333333335,143.96140416666657,145.09615416666654,142.0560416666666,144.7291541666667,136.2613166666667,133.07509166666668,132.04084583333335,130.57982500000003,136.22455416666668,132.31369999999995,137.271775,138.18122499999998,142.23255000000003,144.00296250000002,143.7986416666666,144.15512916666677,145.2011166666667,147.74307083333326,147.844675,147.71484166666656,144.08166249999994,145.04369999999997,149.33477916666664,147.16853333333336,144.11340416666664,168.1919208333333,166.64602916666675,168.58083749999994,170.61026666666666,170.10631666666677,165.94929166666668,166.30102916666658,165.84715000000023,166.2384416666667,165.10061666666675,164.21032083333327,161.67797916666663
4.5 hr,142.49242222222225,145.99987407407406,143.97831851851848,145.04198888888877,142.26777037037036,144.64571851851858,136.71979629629632,133.02090740740738,131.73707777777787,130.64605185185192,136.19601111111106,132.44780370370358,137.28668148148148,138.13307037037038,142.21798518518526,143.92162592592595,143.7031074074073,144.1043888888889,145.06093703703715,147.689974074074,147.9392777777778,147.9054888888888,144.18738148148137,144.96829259259255,149.30223703703706,147.14396296296295,144.13611111111112,168.32258148148148,166.65388518518523,168.4826037037036,170.64724074074078,170.11943703703713,165.99152222222224,166.15087777777777,165.88589629629647,166.31022962962962,165.1442814814816,164.10956296296297,161.6462555555555
40 day,144.66675000000004,144.44125000000003,144.09700000000004,143.71300000000002,143.34475000000003,143.08500000000004,142.54650000000004,142.02175,140.54250000000002,139.51025,139.10850000000002,138.64325000000002,138.37500000000003,138.07775000000004,137.85275000000001,137.76175,137.74275000000003,137.799,137.87975,138.09025,138.3095,139.15024999999997,139.38725000000002,139.73975000000002,140.0555,140.36725000000004,140.55300000000003,141.4985,142.11399999999998,142.897,143.68524999999997,144.512,145.12525000000002,145.75650000000002,146.28875000000002,146.78950000000003,147.28975,147.88375000000002,148.35475
45 min,142.82175555555554,145.29391111111113,144.57175555555554,144.78015555555552,139.41982222222222,144.08253333333337,134.60331111111117,133.60802222222222,133.1058888888889,130.24800000000002,135.46160000000003,131.53993333333332,137.4655111111111,138.22333333333333,142.2762444444445,144.01086666666666,144.30266666666665,143.6744,146.0713777777778,147.80380000000002,147.89762222222225,147.0933777777778,144.18535555555553,145.60368888888888,148.9983333333333,147.2993777777778,143.8962666666667,167.2361777777778,166.33331111111107,168.81779999999998,171.20044444444446,170.52753333333334,165.83026666666666,166.73624444444442,165.88204444444446,165.3170888888889,164.53337777777776,163.96617777777777,161.93724444444445
5 day,139.782,141.096,142.172,143.5,143.168,143.484,141.232,138.91,129.966,131.41,133.734,133.246,133.93200000000002,134.90200000000002,137.19,138.9,141.392,142.56199999999998,144.03,145.97600000000003,146.796,148.48000000000002,147.55,147.208,147.35,146.836,146.16,151.55599999999998,154.89600000000002,159.252,164.646,168.66,168.598,168.922,168.23,167.006,165.722,165.236,164.26999999999998
5 hr,142.46909333333335,145.99111000000002,143.99833333333333,144.95634999999984,142.4432899999999,144.54271999999997,137.17827000000003,133.02245333333323,131.39312666666675,130.64939666666672,136.10676000000004,132.5392099999999,137.24735000000004,137.94917000000004,142.0748066666667,143.82071333333334,143.62724999999986,144.01782666666665,144.94584666666674,147.66050999999993,148.02008333333336,148.08456999999999,144.27082333333323,144.84918333333331,149.2107900000001,147.14719000000005,144.1058033333334,168.46991000000006,166.6255433333334,168.4464799999999,170.6801133333334,170.1391533333334,166.15543333333338,166.03646,165.93294000000012,166.38062333333332,165.1967066666668,164.03001,161.68609999999995
5 min,142.022,144.784,145.00560000000002,144.456,140.092,144.03,133.176,133.1788,134.09120000000001,130.534,135.589,131.79,137.92600000000002,138.1852,142.5498,144.16000000000003,144.18,143.7956,145.528,147.4876,148.08360000000002,147.246,144.105,145.704,149.13479999999998,147.377,144.1078,166.91799999999998,165.855,169.118,171.01799999999997,170.509,166.057,167.11399999999998,165.67800000000003,164.9576,164.0732,163.981,162.371
5.5 hr,142.4287303030304,145.91332727272732,144.0349,144.79209999999983,142.5552515151514,144.4533181818182,137.6449181818182,133.13427272727264,131.02613939393947,130.66913636363645,135.88190000000003,132.5889363636363,137.12750000000003,137.84172424242425,141.91182727272732,143.69539696969696,143.5516212121211,143.94888787878793,144.80817575757584,147.65876969696964,148.03520303030302,148.2754696969696,144.374212121212,144.7918121212121,149.1013272727273,147.1861696969698,144.15551818181825,168.60339393939398,166.716590909091,168.40119696969688,170.7317363636365,170.1509636363637,166.360196969697,165.95574848484853,166.01248181818187,166.42105454545452,165.2179757575759,163.95442727272723,161.7563363636363
50 day,147.2134,146.85460000000003,146.56820000000005,146.20080000000002,145.82760000000002,145.55420000000004,145.07400000000004,144.584,143.07840000000002,141.6202,141.23540000000003,140.78920000000005,140.45260000000005,140.12580000000003,140.05560000000003,139.9212,139.89780000000002,139.93200000000002,139.9154,139.7744,139.7334,139.7132,139.56860000000003,139.5278,139.6088,139.72720000000004,139.76780000000002,140.3486,140.8722,141.62619999999998,142.40079999999998,143.1142,143.80720000000005,144.42620000000002,145.04200000000003,145.60760000000005,146.11540000000002,146.58220000000003,147.0104
50 min,142.87378,145.31430000000003,144.52358,144.76605999999998,139.48914000000002,143.99794000000003,134.65544000000006,133.60354,133.03938000000002,130.245,135.49460000000002,131.52513999999996,137.46204,138.24116,142.22282000000004,144.03776,144.2792,143.67428,146.10252000000003,147.82856,147.85406000000003,147.04698000000002,144.14562,145.635,149.00197999999997,147.31364000000002,143.88684,167.22548000000003,166.32735999999997,168.79114,171.19112,170.5248,165.81696,166.74819999999997,165.8633,165.33328,164.55174,163.95453999999998,161.90789999999998
55 min,142.86309090909094,145.31365454545454,144.4803272727273,144.72385454545451,139.60438181818185,143.91478181818186,134.63869090909094,133.56205454545454,132.97798181818183,130.2529818181818,135.53909090909093,131.5490727272727,137.46063636363638,138.25390909090908,142.1811272727273,144.04910909090907,144.26087272727275,143.6778909090909,146.10840000000005,147.85069090909093,147.82407272727275,147.00270909090912,144.11378181818182,145.65916363636362,149.01521818181817,147.32536363636365,143.89260000000002,167.22350909090915,166.3151818181818,168.76485454545457,171.19376363636366,170.5164909090909,165.79889090909091,166.7456545454545,165.85700000000006,165.35038181818183,164.56252727272724,163.96743636363635,161.87609090909092
6 hr,142.3981611111112,145.79095,144.1287972222223,144.66324444444427,142.5973944444443,144.27481666666674,138.12437222222226,133.26182222222212,130.7171777777779,130.7363750000001,135.61454444444442,132.69936388888883,136.94850555555553,137.7421138888889,141.80650833333337,143.66354722222223,143.40677499999987,143.89631111111115,144.62239166666677,147.7104777777777,148.0463166666667,148.48011388888878,144.48450555555542,144.8937,149.0005888888889,147.17449166666682,144.25887500000002,168.67781944444454,166.86299166666672,168.30601666666664,170.72813333333346,170.1786583333334,166.5497416666667,165.8858777777778,166.0778055555556,166.52221388888887,165.22120277777793,163.89077499999993,161.8101444444444
6.5 hr,142.36374358974368,145.61073333333334,144.17300512820518,144.53151025641014,142.59379999999982,144.05345641025647,138.54376666666673,133.26841538461528,130.5298205128206,130.91820256410264,135.2729846153846,132.92553846153845,136.76292564102565,137.69814871794873,141.80999487179494,143.55825384615386,143.29805384615375,143.83454615384616,144.4334435897437,147.79998205128197,148.01304871794878,148.61882051282043,144.64354358974344,144.9286025641026,148.86126410256412,147.1943974358976,144.4036794871795,168.53794615384618,166.95068205128214,168.1452384615384,170.69311282051297,170.28830512820522,166.6564743589744,165.8243487179487,166.14958461538467,166.6073769230769,165.21593846153854,163.81886153846148,161.9403923076923
60 day,150.06883333333332,149.80083333333334,149.54600000000002,149.22933333333336,148.79883333333336,148.4776666666667,147.94150000000002,147.41633333333337,145.46533333333338,144.0421666666667,143.65600000000003,143.22950000000003,142.90783333333334,142.57700000000006,142.42950000000002,142.27750000000003,142.11850000000004,141.95650000000003,141.73333333333332,141.43583333333333,141.34000000000003,141.14733333333336,141.11833333333337,141.03300000000002,141.09366666666668,141.18333333333337,141.14950000000002,141.3756666666667,141.6316666666667,141.9745,142.32816666666668,142.64416666666665,142.9526666666667,143.3255,143.72950000000003,144.11083333333335,144.4416666666667,144.7766666666667,145.1595
70 day,152.27957142857144,151.8334285714286,151.4598571428572,151.12957142857147,150.81042857142862,150.53357142857146,150.09157142857146,149.62671428571429,148.16257142857145,146.9464285714286,146.51300000000006,146.06742857142862,145.67514285714287,145.2914285714286,144.94257142857143,144.591,144.30157142857146,144.03528571428572,143.83614285714287,143.482,143.353,143.1024285714286,143.00128571428576,142.8938571428572,142.82628571428577,142.7398571428572,142.53142857142862,142.57100000000005,142.7375714285715,142.94428571428577,143.1838571428572,143.5331428571429,143.75357142857152,144.06728571428576,144.4058571428572,144.67471428571434,144.85014285714288,145.02442857142861,145.198
80 day,155.08668749999998,154.72043750000003,154.37681250000003,154.0198125,153.60168750000003,153.23618750000003,152.71862500000003,152.16787500000004,150.33525000000003,148.89450000000005,148.55887500000006,148.16762500000004,147.83975000000004,147.49112500000004,147.24775,147.033625,146.807125,146.597375,146.411,146.003625,145.82075000000003,145.41187500000004,145.12875000000003,144.84112500000003,144.64800000000005,144.46087500000004,144.27162500000003,144.21950000000004,144.32425000000006,144.47425000000004,144.64000000000004,144.87887500000005,145.0417500000001,145.21162500000008,145.36500000000007,145.44325000000006,145.50137500000005,145.61425000000006,145.71987500000006
90 day,157.9792777777778,157.60950000000003,157.15750000000003,156.71583333333336,156.2159444444445,155.77783333333338,155.25538888888892,154.7370555555556,153.0465,151.71194444444447,151.2901666666667,150.83283333333338,150.42511111111114,149.98722222222227,149.61244444444446,149.26055555555558,148.88900000000004,148.53422222222227,148.24788888888892,147.8787777777778,147.71500000000003,147.3537777777778,147.15711111111113,146.98455555555557,146.8366666666667,146.69100000000006,146.51200000000003,146.37900000000005,146.40988888888893,146.45255555555562,146.52200000000005,146.56133333333338,146.53400000000008,146.56588888888896,146.6031111111112,146.66655555555562,146.68477777777784,146.7414444444445,146.79888888888894
