,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2019-02-06
1 hr,61.445650000000015,58.481283333333344,59.30553333333334,58.07480000000001,57.72566666666664,64.35455
1 min,61.5,58.24,59.27,57.75,57.54,64.48
1.5 hr,61.41682222222222,58.494911111111115,59.26082222222223,58.24271111111111,57.747388888888885,64.32324444444447
10 day,63.589,63.047000000000004,62.568000000000005,62.024,61.19500000000001,64.011
10 min,61.469500000000004,58.205999999999996,59.422000000000004,57.92900000000001,57.499,64.44049999999999
100 day,63.46061899999999,63.425582999999996,63.400159,63.369657,63.328798,62.29753499999998
125 day,62.86046079999999,62.862070399999986,62.863979199999996,62.844136799999994,62.81160719999998,62.69518159999998
15 min,61.443999999999996,58.13466666666667,59.43,58.01146666666667,57.556000000000004,64.409
150 day,61.91105333333332,61.92494066666665,61.95057533333331,61.96679733333333,61.98168333333332,62.43203066666663
175 day,61.13880971428569,61.145818857142835,61.15648914285712,61.1590857142857,61.164206857142844,61.948466857142826
2 day,61.9,59.870000000000005,58.755,58.510000000000005,57.64,64.63
2 hr,61.44194999999999,58.42855833333331,59.256475,58.36524999999999,57.657791666666654,64.32622500000004
2.5 hr,61.47224666666668,58.46443999999997,59.23728000000001,58.45623333333333,57.6587133333333,64.33588000000003
20 day,63.29599999999999,63.08149999999999,62.86900000000001,62.5785,62.277499999999996,62.30099999999999
20 min,61.42900000000001,58.13600000000001,59.39525,58.0191,57.61149999999999,64.38899999999998
200 day,60.58298399999998,60.58741399999998,60.59801599999998,60.59989849999999,60.60116749999998,61.23102449999997
25 min,61.42320000000002,58.17720000000001,59.381,58.04128000000001,57.656799999999976,64.37491999999999
3 hr,61.50625555555555,58.54192222222218,59.22165000000003,58.50031111111106,57.68134999999995,64.34103888888889
3.5 hr,61.54171904761905,58.66137619047619,59.22716666666671,58.529709523809494,57.727614285714274,64.3449619047619
30 day,63.43039666666666,63.25462333333333,63.154493333333335,62.98783333333333,62.80788999999999,60.75633333333333
30 min,61.41583333333336,58.221333333333355,59.38316666666667,58.054366666666674,57.69019999999997,64.36926666666665
4 hr,61.56385416666668,58.83545416666665,59.24097916666672,58.53729999999999,57.771787499999995,64.3476
4.5 hr,61.59529629629631,58.99022222222222,59.25085555555558,58.526737037037,57.793492592592564,64.33653703703703
40 day,63.33337249999998,63.2293025,63.138340000000014,63.03243,62.915319999999994,60.67599999999999
45 min,61.43826666666668,58.35793333333334,59.354488888888895,58.077133333333336,57.727266666666644,64.3614
5 day,62.82000000000001,61.636,60.70399999999999,59.812,58.858000000000004,64.71000000000001
5 hr,61.639633333333364,59.144133333333336,59.25129999999997,58.50465333333332,57.80040333333332,64.32613999999997
5 min,61.501999999999995,58.226,59.324,57.79600000000001,57.474000000000004,64.49799999999999
5.5 hr,61.685833333333356,59.29431818181817,59.23527272727272,58.504593939393914,57.783909090909084,64.32683939393937
50 day,63.139523999999994,63.05428400000001,62.98786000000002,62.86863,62.749164,61.250199999999985
50 min,61.44694000000002,58.40834000000001,59.34504000000001,58.07546,57.73673999999997,64.35866
55 min,61.446763636363656,58.446854545454556,59.325945454545455,58.07314545454547,57.73250909090907,64.35669090909091
6 hr,61.715588888888924,59.45532499999998,59.21305555555555,58.522449999999985,57.77188611111112,64.33225555555553
6.5 hr,61.72841794871801,59.6207974358974,59.18067179487179,58.55481025641028,57.75615128205129,64.33053076923073
60 day,63.230565,63.12185666666668,63.029488333333354,62.93525166666667,62.8314,61.680563333333325
70 day,63.459465714285706,63.35141571428572,63.275501428571445,63.17022428571429,63.06166285714286,61.92197857142855
80 day,63.64514875,63.570310000000006,63.50611500000001,63.416971249999996,63.33053124999999,61.93684499999997
90 day,63.59952999999999,63.556670000000004,63.523834444444454,63.474874444444445,63.427837777777775,62.07994333333332
Tomorrow,58.24,59.27,57.75,57.53,57.46,65.73
