,2019-01-22
1 hr,72.92036666666668
1 min,73.05
1.5 hr,72.95136666666667
10 day,74.04700000000003
10 min,72.912
100 day,89.17269999999996
125 day,87.18159999999996
15 min,72.93133333333334
150 day,84.11826666666664
175 day,80.41062857142856
2 day,74.935
2 hr,73.02666666666666
2.5 hr,73.0842333333333
20 day,70.727
20 min,73.00949999999999
200 day,77.25409999999997
25 min,72.9884
3 hr,73.09053333333328
3.5 hr,73.1885428571428
30 day,71.03766666666668
30 min,72.97613333333332
4 hr,73.2945458333333
4.5 hr,73.45067407407402
40 day,74.1455
45 min,72.93431111111114
5 day,74.35000000000001
5 hr,73.63333999999995
5 min,72.952
5.5 hr,73.83159999999994
50 day,78.8988
50 min,72.92508000000002
55 min,72.9174181818182
6 hr,73.98997499999993
6.5 hr,74.12468205128201
60 day,80.99100000000001
70 day,82.82085714285715
80 day,85.79237499999999
90 day,88.69055555555555
Tomorrow,73.6
