,2018-12-11,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-08,2019-01-22,2019-01-24,2019-02-14
5.5 hr,17.52169090909091,17.26561515151516,17.199269696969697,16.869075757575743,16.537339393939376,15.948169696969687,15.82060909090908,15.515960606060576,15.888569696969686,16.22624242424242,16.50351818181819,16.779603030303022,17.426830303030304,18.33876060606059,17.720984848484825,17.7253545454545
50 day,19.176603999999998,18.976072,18.890805999999998,18.809093999999995,18.712181999999995,18.616061999999996,18.519547999999997,18.359281999999997,18.154286,18.089491999999996,18.029842000000002,17.993806000000003,17.957374,17.775056000000003,17.701096000000003,17.289559999999998
50 min,17.440460000000012,17.151519999999994,16.994739999999993,16.774559999999994,16.12948,15.943060000000001,15.660300000000001,15.959059999999992,15.945499999999996,16.26140000000001,16.40685999999999,16.826620000000002,17.500919999999997,18.302499999999995,17.408699999999993,17.762819999999987
55 min,17.437745454545464,17.15501818181818,16.999945454545447,16.77487272727272,16.132800000000003,15.937054545454545,15.671272727272726,15.948418181818178,15.942818181818174,16.25900000000001,16.405599999999993,16.824854545454542,17.491690909090906,18.301636363636355,17.407818181818172,17.763472727272713
6 hr,17.54215277777778,17.282022222222224,17.200788888888887,16.892799999999987,16.54915833333331,15.95624444444444,15.841880555555546,15.487072222222194,15.881594444444438,16.209538888888883,16.488933333333346,16.775613888888884,17.412591666666668,18.331041666666657,17.765641666666646,17.719552777777725
6.5 hr,17.56222051282052,17.29081794871795,17.19552564102564,16.907446153846145,16.561197435897412,15.961584615384618,15.852797435897422,15.468010256410224,15.888723076923071,16.184041025641022,16.47145897435899,16.771399999999993,17.404641025641034,18.33379999999999,17.7885205128205,17.713112820512762
60 day,19.481164999999994,19.279879999999995,19.198326666666663,19.11657833333333,19.030659999999997,18.943899999999996,18.860181666666662,18.692086666666665,18.460564999999995,18.382884999999998,18.312288333333335,18.246895000000002,18.147620000000003,17.959995,17.94277166666667,17.57745333333333
70 day,19.71615714285714,19.54809428571428,19.48642571428571,19.42012428571428,19.345362857142852,19.266391428571424,19.18807285714285,19.02235571428571,18.794615714285708,18.719034285714283,18.64681857142857,18.586345714285716,18.492724285714285,18.155677142857147,18.092417142857148,17.830745714285715
80 day,19.883363749999994,19.737529999999992,19.67905249999999,19.61786374999999,19.553058749999995,19.48713374999999,19.42043624999999,19.285324999999993,19.089961249999995,19.031032499999995,18.971141249999995,18.91725,18.82556125,18.459103750000004,18.392525000000006,17.9479325
90 day,19.99202555555555,19.86901777777777,19.821271111111106,19.772852222222216,19.718612222222216,19.663703333333327,19.60224666666666,19.481823333333327,19.309252222222213,19.25285555555555,19.196796666666664,19.149436666666663,19.072385555555552,18.763796666666668,18.692774444444446,18.15925666666667
Tomorrow,17.507,16.7175,16.5202,15.927999999999999,15.7603,15.4445,15.0399,15.78,16.32,16.37,16.85,17.26,17.84,18.18,17.56,17.95
