,2018-12-11,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-08,2019-01-22,2019-01-24,2019-02-14
1 hr,17.43426666666668,17.159483333333334,17.00344999999999,16.770983333333326,16.140100000000004,15.9313,15.680816666666665,15.934883333333326,15.942749999999995,16.26063333333334,16.404949999999992,16.822699999999994,17.485049999999998,18.301083333333327,17.402083333333326,17.762766666666653
1 min,17.4,17.15,16.95,16.74,16.13,15.97,15.65,15.99,15.9,16.33,16.37,16.84,17.62,18.33,17.34,17.73
1.5 hr,17.441944444444466,17.16245555555557,17.03593333333333,16.755655555555553,16.242355555555555,15.920077777777788,15.71668888888888,15.854955555555557,15.934233333333346,16.269511111111118,16.425088888888887,16.817988888888877,17.482366666666667,18.29313333333333,17.3682111111111,17.75566666666666
10 day,18.2373,17.695500000000003,17.468520000000005,17.22181,17.0343,16.84976,16.634629999999998,16.2695,15.88303,15.843280000000002,15.82826,15.92046,16.287979999999997,17.939,17.946,17.743000000000002
10 min,17.396800000000002,17.147499999999997,16.9495,16.7836,16.1464,15.936100000000001,15.643,16.0303,15.940999999999997,16.315,16.3799,16.8401,17.6033,18.317499999999995,17.405,17.7303
100 day,20.136892999999993,19.992088999999996,19.944035999999993,19.894498999999993,19.840895999999997,19.788448999999996,19.73479799999999,19.619772999999995,19.470418999999993,19.423471999999993,19.378392999999996,19.338796999999996,19.270819999999997,18.99065,18.929074,18.416924
125 day,20.621456799999997,20.480242399999998,20.428816799999996,20.374960799999993,20.316831999999994,20.260615199999993,20.203267199999996,20.091892799999997,19.9419272,19.896006399999997,19.8489224,19.8043496,19.718626399999998,19.410548800000004,19.3458912,18.9575104
15 min,17.39746666666667,17.136666666666663,16.9402,16.78173333333333,16.1266,15.9364,15.638333333333332,16.00953333333333,15.94293333333333,16.311933333333336,16.394066666666667,16.837733333333333,17.596533333333333,18.31586666666666,17.413666666666668,17.737199999999998
150 day,21.059527999999997,20.93933133333334,20.897768000000003,20.854049999999997,20.80548,20.756502,20.706774666666668,20.602729333333336,20.457607333333332,20.415976666666666,20.371451333333333,20.331804666666667,20.25489,19.92040466666667,19.849566000000003,19.36954866666667
175 day,21.208078285714283,21.143070857142863,21.120560571428577,21.094543428571427,21.06541885714286,21.033233142857146,21.001345714285712,20.936070285714287,20.829665142857145,20.79016342857143,20.74912114285715,20.71109828571429,20.64616685714286,20.39460571428572,20.33427428571429,19.875000571428576
2 day,17.24055,16.993850000000002,16.821150000000003,16.618850000000002,16.2241,15.844149999999999,15.6024,15.4149,15.925,16.11,16.345,16.61,17.44,18.384999999999998,17.765,17.77
2 hr,17.428066666666673,17.179241666666687,17.060650000000013,16.762058333333332,16.314308333333333,15.897383333333334,15.738008333333317,15.788516666666661,15.926500000000024,16.271850000000008,16.444525000000006,16.80713333333332,17.480966666666664,18.307374999999993,17.345241666666663,17.75079999999999
2.5 hr,17.415746666666667,17.212873333333352,17.079520000000013,16.77225333333334,16.38322666666667,15.902253333333334,15.755246666666647,15.723239999999997,15.927226666666684,16.261579999999995,16.46730000000001,16.80732666666667,17.494246666666662,18.328266666666664,17.349893333333327,17.74410666666665
20 day,18.676944999999996,18.372000000000003,18.24272,18.106535,17.945675,17.80209,17.621494999999996,17.253399999999996,16.789265,16.655900000000003,16.525035000000003,16.477380000000004,16.461305000000003,17.004714999999997,17.256994999999996,17.820500000000003
20 min,17.400850000000005,17.137749999999997,16.943649999999998,16.770550000000004,16.1113,15.94935,15.632,15.99715,15.946699999999996,16.304800000000004,16.400300000000005,16.837799999999994,17.584650000000003,18.319149999999997,17.41075,17.747549999999997
200 day,21.198568,21.1481795,21.126812,21.103498499999997,21.0751615,21.0446425,21.013792,20.947429500000002,20.862895,20.836997500000003,20.811302000000005,20.787431,20.748562500000002,20.628766000000006,20.5996545,20.267614000000002
25 min,17.407880000000006,17.139599999999994,16.95072,16.76488,16.10268,15.955080000000002,15.623599999999996,15.99972,15.948639999999996,16.298640000000006,16.403440000000003,16.839560000000002,17.577040000000004,18.304359999999996,17.409000000000002,17.753559999999997
3 hr,17.423133333333325,17.231544444444463,17.092961111111116,16.79757222222222,16.42635000000001,15.90658888888888,15.75971666666666,15.67768888888888,15.932472222222229,16.25123888888887,16.48258333333335,16.80710555555556,17.501977777777782,18.32755000000001,17.42553888888888,17.740366666666645
3.5 hr,17.431185714285707,17.243076190476206,17.106023809523812,16.815333333333335,16.45931904761906,15.918390476190462,15.765409523809524,15.64871428571427,15.937223809523806,16.239571428571406,16.504990476190493,16.80378095238096,17.50211428571429,18.337566666666675,17.49743809523808,17.738971428571407
30 day,18.86955333333333,18.69652333333333,18.61198,18.52645333333333,18.41263333333333,18.288616666666663,18.150456666666663,17.87446333333333,17.54234333333333,17.442906666666666,17.34711,17.270603333333334,17.17699,16.953063333333333,16.97355333333333,17.711999999999996
30 min,17.41856666666667,17.139999999999993,16.958800000000004,16.763733333333334,16.101566666666667,15.952733333333335,15.625966666666665,15.998099999999999,15.951699999999994,16.28596666666667,16.40436666666667,16.836966666666665,17.566200000000002,18.301633333333328,17.404999999999998,17.75513333333333
4 hr,17.44585,17.241895833333345,17.132333333333335,16.827245833333325,16.479825,15.925487499999985,15.774991666666672,15.623929166666644,15.932262499999991,16.22698749999998,16.514116666666684,16.79823333333334,17.493724999999998,18.34209999999999,17.55858749999999,17.739087499999965
4.5 hr,17.46875555555555,17.247077777777786,17.16441851851852,16.83716296296296,16.49570740740741,15.92932222222221,15.790188888888888,15.592140740740723,15.913996296296292,16.23259629629628,16.519959259259284,16.79067777777778,17.471255555555558,18.347296296296282,17.612151851851845,17.736225925925883
40 day,18.881727499999997,18.722099999999998,18.651044999999996,18.580237499999996,18.512142499999996,18.437634999999997,18.374722499999997,18.21954,17.993149999999996,17.919805,17.851905000000002,17.789590000000004,17.684837500000004,17.403402500000002,17.341299999999997,17.244819999999997
45 min,17.433844444444457,17.145022222222217,16.986755555555547,16.771155555555552,16.122533333333333,15.945733333333333,15.650111111111114,15.969955555555545,15.948888888888888,16.26611111111112,16.406822222222218,16.82653333333333,17.514799999999997,18.305577777777774,17.410111111111103,17.762577777777764
5 day,17.497139999999998,17.195160000000005,17.074760000000005,16.94648,16.63068,16.370160000000002,16.074099999999998,15.592519999999999,15.69196,15.947980000000001,16.064,16.278,16.884000000000004,18.136,18.090000000000003,17.722
5 hr,17.49407666666666,17.25734000000001,17.18980333333333,16.85066333333333,16.51801666666665,15.93771999999999,15.801669999999994,15.553836666666642,15.896409999999987,16.23481666666666,16.51654666666668,16.784619999999993,17.44924000000001,18.348033333333323,17.67006666666665,17.731513333333282
5 min,17.394,17.151999999999997,16.954,16.762999999999998,16.162,15.953,15.648,16.042,15.937999999999999,16.314,16.369999999999997,16.855,17.616999999999997,18.317,17.405,17.724
