,2018-12-14,2018-12-18,2019-01-23,2019-01-25
1 hr,65.19226666666665,63.89958333333334,66.09863333333334,67.80660000000002
1 min,65.1,63.86,66.15,67.86
1.5 hr,65.18046666666666,63.91661111111111,66.06914444444446,67.80120000000002
10 day,64.93809999999999,64.36566,65.797,66.162
10 min,65.195,63.96389999999999,66.09100000000001,67.8231
100 day,66.857085,66.686397,65.31230099999999,65.24050700000001
125 day,67.629924,67.48864320000001,66.33992799999999,66.26159759999999
15 min,65.17293333333333,63.98993333333332,66.09933333333335,67.82606666666668
150 day,68.89894266666666,68.74217266666665,67.0701533333333,67.00093599999998
175 day,69.76981485714285,69.63471257142857,68.2378508571428,68.14506228571425
2 day,64.57735,63.69625,65.93,67.335
2 hr,65.20514166666666,63.96897500000001,66.06894166666669,67.80476666666668
2.5 hr,65.21779999999998,63.9938733333334,66.06624666666667,67.81551333333334
20 day,64.835595,64.682925,64.53150000000001,64.98499999999999
20 min,65.1582,63.989850000000004,66.10350000000001,67.8253
200 day,70.57520000000001,70.459387,69.08250049999997,69.00067349999998
25 min,65.1534,63.98084000000001,66.1066,67.81684
3 hr,65.23490555555556,64.02350555555562,66.05507222222224,67.82403888888892
3.5 hr,65.25245238095239,64.04143333333339,66.03849047619046,67.84489523809528
30 day,64.59214333333334,64.53866,64.27204333333333,64.51534999999998
30 min,65.15950000000001,63.96903333333335,66.10733333333333,67.80953333333333
4 hr,65.2593125,64.05294583333338,66.00786666666666,67.86320000000002
4.5 hr,65.27495185185182,64.04553333333335,65.99454074074073,67.87227037037039
40 day,63.936467500000006,63.98653749999998,64.54204750000001,64.6989025
45 min,65.18124444444445,63.934000000000005,66.11262222222223,67.8108
5 day,64.27575999999999,64.28009999999999,66.28200000000001,66.68599999999999
5 hr,65.28964666666667,64.03698333333337,65.99655333333331,67.87509333333337
5 min,65.19800000000001,63.907,66.11000000000001,67.846
5.5 hr,65.29455757575757,64.03824848484851,65.99771515151511,67.88040303030304
50 day,63.99920000000001,63.91625199999999,64.409152,64.55454600000002
50 min,65.19072000000001,63.92490000000001,66.10816,67.80992
55 min,65.19101818181818,63.91154545454546,66.1025090909091,67.80883636363637
6 hr,65.29403333333335,64.03706111111113,66.00553611111107,67.8761888888889
6.5 hr,65.27933846153847,64.03553589743595,66.01499487179483,67.86138974358975
60 day,64.89817833333333,64.68515666666667,64.18799166666666,64.38011666666667
70 day,65.34614,65.22479714285714,64.03128571428572,64.14950000000002
80 day,65.96744500000003,65.81174375000002,64.39596875,64.33456250000002
90 day,66.35858333333333,66.19050333333334,64.92524777777777,64.8966188888889
Tomorrow,63.5425,62.86,66.82,67.18
