,2018-12-13,2018-12-14,2018-12-20,2018-12-31,2019-01-02,2019-01-07,2019-01-11,2019-01-15
1 hr,17.895783333333334,17.233716666666677,15.560949999999998,15.417633333333336,16.07779999999999,17.97520000000001,18.493099999999995,18.467150000000018
1 min,17.9,17.27,15.78,15.57,16.275,17.93,18.48,18.48
1.5 hr,17.901733333333347,17.241600000000005,15.465577777777773,15.42986666666668,16.077222222222204,17.93617777777778,18.492377777777772,18.44974444444448
10 day,18.49873,18.25136,16.931739999999998,15.40009,15.445699999999997,15.960909999999998,17.172,17.731
10 min,17.9125,17.2805,15.733499999999998,15.492999999999999,16.195,17.9695,18.4575,18.472
100 day,18.50374699999999,18.50979099999999,18.49435399999999,18.402378999999996,18.397242999999992,18.390718999999994,18.377371999999994,18.36040299999999
125 day,18.676762399999987,18.643738399999986,18.48128879999999,18.307635199999993,18.28611599999999,18.221044799999987,18.15611919999999,18.12640399999999
15 min,17.913400000000003,17.272066666666667,15.718666666666667,15.489333333333331,16.164666666666665,17.98033333333333,18.46966666666667,18.474666666666668
150 day,18.767944666666658,18.756077333333323,18.685974666666656,18.565077333333328,18.55177066666666,18.516406666666658,18.463541999999986,18.437425999999988
175 day,18.336262285714277,18.347122285714278,18.36727599999999,18.375594857142847,18.383045714285704,18.416554857142845,18.455783999999987,18.473442285714274
2 day,17.26285,16.9308,15.36665,15.629999999999999,15.925,17.625,18.325000000000003,18.424999999999997
2 hr,17.918850000000013,17.277683333333332,15.3629,15.450525000000006,16.081308333333315,17.910008333333323,18.492183333333326,18.451208333333355
2.5 hr,17.937366666666684,17.315366666666655,15.340753333333335,15.472140000000005,16.08224666666666,17.893826666666666,18.495826666666666,18.456533333333347
20 day,18.425095,18.330769999999994,17.814375000000002,16.825725000000002,16.68057,16.446325,16.416125,16.565544999999997
20 min,17.913800000000005,17.26705,15.710000000000003,15.491799999999998,16.14275,17.979150000000004,18.476750000000003,18.475550000000005
200 day,17.840792499999996,17.857083499999998,17.900683999999995,17.918066499999995,17.923602999999993,17.961886999999994,18.03787299999999,18.075126499999993
25 min,17.91404000000001,17.26484,15.695360000000003,15.483479999999997,16.1246,17.980920000000005,18.48116,18.474240000000005
3 hr,17.948661111111143,17.342849999999984,15.354183333333324,15.490850000000007,16.04696111111111,17.88593888888889,18.501022222222222,18.46184444444444
3.5 hr,17.960038095238126,17.363904761904745,15.371157142857138,15.497195238095241,16.002266666666664,17.87337142857144,18.501561904761914,18.464723809523793
30 day,18.64375333333333,18.583756666666662,18.10185,17.353876666666668,17.296249999999997,17.196553333333334,17.162623333333336,17.12748333333333
30 min,17.914033333333343,17.260499999999997,15.686800000000003,15.477199999999998,16.10976666666667,17.97493333333334,18.4822,18.474200000000007
4 hr,17.96550833333337,17.380541666666655,15.393616666666668,15.490499999999994,15.969895833333336,17.86489166666668,18.497500000000013,18.469512499999983
4.5 hr,17.969551851851886,17.405944444444433,15.40327777777778,15.482522222222212,15.94691481481482,17.85987037037039,18.488866666666677,18.471399999999985
40 day,18.663804999999996,18.594744999999996,18.26026749999999,17.787839999999996,17.718872499999993,17.566614999999995,17.462719999999997,17.448157499999994
45 min,17.905511111111114,17.240000000000006,15.634888888888893,15.434644444444446,16.08977777777777,17.98166666666667,18.485244444444447,18.469866666666682
5 day,18.06656,17.66424,15.79692,15.30164,15.691239999999999,16.708,18.084000000000003,18.306
5 hr,17.973253333333375,17.44091333333332,15.417850000000001,15.476773333333329,15.91689,17.855146666666684,18.475066666666674,18.484246666666646
5 min,17.910999999999998,17.302,15.75,15.51,16.249000000000002,17.942,18.459,18.476000000000003
5.5 hr,17.976266666666707,17.479675757575755,15.435236363636363,15.488745454545446,15.86801212121212,17.850157575757606,18.459057575757594,18.503081818181794
50 day,18.643111999999995,18.590751999999995,18.361285999999993,17.955813999999997,17.893323999999993,17.800395999999992,17.773877999999993,17.77647199999999
50 min,17.901360000000004,17.237860000000005,15.610520000000001,15.424780000000005,16.08609999999999,17.981500000000004,18.49012,18.469080000000016
55 min,17.898218181818187,17.2335090909091,15.583745454545456,15.418781818181825,16.080618181818174,17.98063636363637,18.493109090909087,18.468345454545474
6 hr,17.97544166666671,17.501797222222226,15.466344444444449,15.505772222222213,15.823680555555557,17.835911111111145,18.43911944444446,18.52019166666664
6.5 hr,17.97296153846158,17.50018717948718,15.501133333333337,15.514792307692305,15.775074358974365,17.809092307692335,18.41705384615386,18.521717948717928
60 day,18.744514999999993,18.697613333333326,18.453011666666658,18.058974999999997,18.022139999999993,17.96122333333333,17.95019166666666,17.91834499999999
70 day,18.766171428571425,18.736109999999993,18.574755714285708,18.22653857142857,18.18157285714285,18.096997142857138,18.03460571428571,18.012121428571422
80 day,18.843709999999994,18.809117499999992,18.620997499999994,18.319107499999998,18.292722499999996,18.248024999999995,18.191061249999994,18.164596249999995
90 day,18.73869555555555,18.73596666666666,18.66069777777777,18.430336666666662,18.394741111111106,18.32543222222222,18.25995666666666,18.253762222222214
Tomorrow,16.6228,15.8239,15.1309,16.28,16.44,17.81,18.38,18.95
