,2019-01-02,2019-01-03,2019-01-07,2019-01-08,2019-01-22,2019-01-25,2019-01-28,2019-02-12,2019-02-13,2019-02-15
1 hr,54.35291666666667,54.39138333333332,54.17258333333332,54.09398333333334,54.45776666666664,54.65236666666668,54.61081666666665,54.83121666666667,54.811916666666676,54.91426666666666
1 min,54.35,54.31,54.15,54.09,54.47,54.63,54.59,54.82,54.84,54.92
1.5 hr,54.35496666666663,54.38991111111115,54.184799999999996,54.10079999999997,54.456755555555524,54.65656666666667,54.613477777777724,54.83385555555557,54.811899999999966,54.91421111111109
10 day,54.1563,54.178920000000005,54.18058,54.19100000000001,54.269999999999996,54.411,54.448,54.791999999999994,54.803999999999995,54.835
10 min,54.34680000000001,54.372,54.17170000000001,54.0861,54.4636,54.64790000000001,54.59670000000001,54.826499999999996,54.845100000000016,54.91199999999999
100 day,53.488089,53.497378,53.51267999999999,53.51918299999999,53.592951,53.629068,53.640566,53.78931500000001,53.804385,53.835533
125 day,53.47685840000001,53.48374240000001,53.495358400000015,53.50040480000001,53.553917600000005,53.5830048,53.5926712,53.71966400000001,53.7308664,53.7543888
15 min,54.34966666666667,54.379866666666665,54.172,54.08673333333334,54.46280000000001,54.65006666666667,54.600133333333346,54.82533333333335,54.83946666666668,54.912333333333315
150 day,53.413887333333356,53.42258333333336,53.43865533333335,53.445903333333355,53.53169666666669,53.55856600000001,53.56680466666668,53.67073200000002,53.67993733333335,53.69843333333334
175 day,53.36176057142858,53.369228000000014,53.38279314285716,53.38833657142859,53.4467668571429,53.473537142857175,53.482921714285744,53.59707600000002,53.607574285714314,53.63098457142859
2 day,54.285,54.32,54.205,54.120000000000005,54.42,54.64,54.605000000000004,54.84,54.84,54.915
2 hr,54.35618333333327,54.385816666666706,54.19360000000003,54.106066666666635,54.45683333333332,54.657133333333306,54.61561666666661,54.83576666666671,54.81328333333329,54.91372499999997
2.5 hr,54.35449333333327,54.38182666666668,54.195506666666674,54.10979999999999,54.45573999999998,54.65632666666662,54.61565333333326,54.83826000000005,54.8152666666666,54.91364666666664
20 day,54.02362000000001,54.05306,54.08868,54.09928,54.225289999999994,54.3035,54.32650000000001,54.644499999999994,54.672000000000004,54.7255
20 min,54.3507,54.38365,54.172399999999996,54.08655000000001,54.46170000000001,54.65139999999999,54.60385,54.82490000000003,54.83475000000002,54.912549999999975
200 day,53.33158050000003,53.338610000000024,53.35147000000002,53.35667050000002,53.40785000000003,53.42882900000002,53.43583600000002,53.52839400000003,53.53699450000003,53.55473550000002
25 min,54.35092,54.38592,54.17283999999999,54.086560000000006,54.46116,54.652399999999986,54.60632,54.82640000000002,54.827280000000016,54.91227999999999
3 hr,54.35239444444434,54.37792222222226,54.19590555555558,54.11243333333329,54.455872222222155,54.65385555555548,54.616183333333275,54.84071111111115,54.81763333333325,54.913372222222215
3.5 hr,54.351209523809395,54.37417619047621,54.197942857142834,54.11423809523805,54.45440476190471,54.65327619047616,54.61735238095235,54.84276666666672,54.818347619047536,54.91359047619055
30 day,53.8524,53.88318666666667,53.93513666666666,53.95663333333333,54.149119999999996,54.21574,54.239133333333335,54.49966666666667,54.51966666666667,54.55933333333334
30 min,54.35143333333334,54.38743333333333,54.17166666666666,54.08643333333334,54.46046666666667,54.65306666666666,54.608433333333316,54.82733333333335,54.82230000000001,54.91266666666666
4 hr,54.349670833333185,54.3726416666667,54.19868333333329,54.11577916666658,54.453162499999976,54.65340833333337,54.62004166666661,54.84407916666671,54.81884166666658,54.913695833333435
4.5 hr,54.34942962962949,54.370085185185204,54.201948148148105,54.1170185185184,54.45129629629628,54.65354814814819,54.6225777777777,54.845251851851884,54.81934074074069,54.91324074074083
40 day,53.72933499999999,53.753895,53.79653,53.815589999999986,54.018852499999994,54.101039999999976,54.12597999999999,54.39814,54.42072,54.46423
45 min,54.35262222222222,54.390177777777765,54.17100000000001,54.08882222222223,54.45913333333333,54.65391111111112,54.6098222222222,54.83011111111111,54.81326666666669,54.913911111111105
5 day,54.188,54.233999999999995,54.25999999999999,54.230000000000004,54.38000000000001,54.525999999999996,54.568000000000005,54.83599999999999,54.85,54.872
5 hr,54.34991999999988,54.36751000000001,54.20506999999996,54.11793333333321,54.45082,54.65246666666668,54.62420666666658,54.8456766666667,54.81991999999996,54.91259333333344
5 min,54.348800000000004,54.364999999999995,54.16760000000001,54.0856,54.462,54.64200000000001,54.588,54.827,54.848400000000005,54.912
5.5 hr,54.35083030303021,54.367248484848496,54.20762727272726,54.11788484848476,54.450299999999984,54.650984848484796,54.6253303030302,54.84584242424241,54.82024545454546,54.91173030303041
50 day,53.655142,53.677220000000005,53.71579800000001,53.73112799999999,53.89122399999999,53.96735399999998,53.99141799999998,54.282123999999996,54.30728,54.356823999999996
50 min,54.35265999999999,54.39065999999999,54.171260000000004,54.09086000000001,54.458219999999976,54.653200000000005,54.60993999999999,54.83086,54.81192000000003,54.914019999999994
55 min,54.352872727272725,54.391145454545445,54.17183636363636,54.09232727272729,54.45783636363633,54.65254545454546,54.61016363636363,54.83105454545455,54.812018181818196,54.914199999999994
6 hr,54.35236111111108,54.36516388888891,54.20961111111111,54.11723611111103,54.44955277777779,54.65058055555552,54.626877777777715,54.845725000000016,54.8205555555556,54.91069166666679
6.5 hr,54.35347435897432,54.361217948717965,54.211848717948754,54.1161666666666,54.448830769230774,54.65010512820509,54.62699230769225,54.84582307692308,54.82087435897445,54.90957948717962
60 day,53.55588499999999,53.578685,53.61931166666667,53.63828166666666,53.80816499999999,53.86757333333331,53.88557666666665,54.14690166666665,54.170964999999995,54.221259999999994
70 day,53.51165428571428,53.52533285714286,53.552754285714286,53.56384857142856,53.71226714285713,53.77995714285713,53.80139714285713,54.03318999999998,54.05471428571427,54.09908285714285
80 day,53.49875374999999,53.5095,53.52836375,53.53648249999999,53.642409999999984,53.69027874999998,53.70744999999998,53.94462749999999,53.96541749999998,54.008012499999985
90 day,53.49159444444444,53.50039666666666,53.51772333333333,53.525491111111116,53.610767777777774,53.65027666666666,53.66336999999999,53.843791111111116,53.86292333333333,53.90556777777777
Tomorrow,54.32,54.27,54.1,54.13,54.51,54.58,54.7,54.85,54.93,NULL
