,2019-02-04,2019-02-05,2019-02-06,2019-02-08
1 hr,69.92308333333332,69.76200000000004,69.86641666666668,69.86983333333329
1 min,69.99,69.76,69.845,69.86
1.5 hr,69.89861111111122,69.76372222222236,69.86072222222235,69.86949999999993
10 day,69.786,69.784,69.79100000000001,69.807
10 min,69.9835,69.7555,69.8665,69.867
100 day,69.40780599999998,69.41080599999997,69.41640399999999,69.42140599999998
125 day,68.7279768,68.81396799999997,68.90802399999998,69.08998719999997
15 min,69.97433333333335,69.757,69.86999999999999,69.86866666666668
150 day,67.02699466666675,67.11295866666674,67.1959960000001,67.3612713333334
175 day,65.9114222857144,65.97123828571438,66.0325360000001,66.15216857142867
2 day,69.91499999999999,69.88499999999999,69.81,69.805
2 hr,69.8832500000001,69.78062500000013,69.85795833333351,69.86895833333327
2.5 hr,69.87116666666672,69.79893333333344,69.85456666666683,69.86916666666677
20 day,69.73849999999999,69.74949999999998,69.7615,69.77200000000002
20 min,69.96625000000003,69.75775,69.87250000000002,69.87
200 day,64.85924250000011,64.9198055000001,64.9806685000001,65.10204400000009
25 min,69.96020000000003,69.758,69.87400000000004,69.86959999999998
3 hr,69.86074999999995,69.8154166666667,69.85047222222235,69.87008333333344
3.5 hr,69.85211904761903,69.8306190476191,69.84683333333342,69.87145238095236
30 day,69.65633333333332,69.66833333333332,69.68766666666667,69.71666666666667
30 min,69.95850000000003,69.75833333333334,69.87566666666672,69.86966666666665
4 hr,69.84674999999994,69.84002083333336,69.8434791666667,69.87245833333326
4.5 hr,69.8399629629628,69.84509259259264,69.84053703703708,69.87418518518507
40 day,69.60899999999998,69.61724999999998,69.6235,69.64099999999999
45 min,69.94277777777776,69.76044444444447,69.87188888888892,69.86999999999998
5 day,69.836,69.844,69.85000000000001,69.84400000000001
5 hr,69.83389999999976,69.84946666666666,69.8373166666668,69.87533333333324
5 min,70.00899999999999,69.75399999999999,69.85499999999999,69.86600000000001
5.5 hr,69.82671212121183,69.85289393939391,69.83477272727292,69.87569696969693
50 day,69.55941599999997,69.57081199999998,69.58200799999999,69.60160199999999
50 min,69.93789999999998,69.76080000000005,69.86970000000001,69.86999999999996
55 min,69.92990909090906,69.7616363636364,69.8679090909091,69.86999999999996
6 hr,69.81955555555531,69.85636111111113,69.8333333333335,69.87579166666661
6.5 hr,69.8136615384613,69.85900000000004,69.83210256410275,69.87578205128203
60 day,69.52602833333331,69.52952999999998,69.53086833333333,69.54536666666667
70 day,69.47477999999997,69.48320428571425,69.49419857142856,69.51219142857141
80 day,69.428975,69.43672124999998,69.44809,69.46895249999997
90 day,69.3925722222222,69.39979111111109,69.40712111111111,69.42377888888888
Tomorrow,69.78,69.84,69.79,69.81
