,2018-12-12,2018-12-13
1 hr,15.64608333333333,15.600083333333329
1 min,15.55,15.56
1.5 hr,15.65916666666668,15.606311111111111
10 day,15.88719,15.82534
10 min,15.611999999999998,15.516500000000002
100 day,16.531333000000007,16.49217900000001
125 day,17.04473920000001,17.014209600000008
15 min,15.617999999999997,15.540333333333336
150 day,17.509900666666677,17.482738666666677
175 day,17.67323771428573,17.6560822857143
2 day,15.5111,15.491150000000001
2 hr,15.667625000000022,15.620733333333346
2.5 hr,15.67236666666667,15.630986666666686
20 day,15.702650000000002,15.665740000000003
20 min,15.622999999999996,15.56175
200 day,17.81301250000001,17.79596650000001
25 min,15.618799999999998,15.5766
3 hr,15.676972222222194,15.63954444444447
3.5 hr,15.689404761904733,15.645657142857171
30 day,15.497833333333336,15.523766666666669
30 min,15.627333333333334,15.583166666666665
4 hr,15.701979166666636,15.652991666666678
4.5 hr,15.708944444444414,15.655755555555563
40 day,15.33051,15.339015
45 min,15.636999999999993,15.596111111111107
5 day,15.640800000000002,15.612860000000001
5 hr,15.713049999999972,15.651280000000012
5 min,15.613999999999999,15.518
5.5 hr,15.71334848484846,15.646648484848507
50 day,15.536916000000003,15.517856000000002
50 min,15.637899999999991,15.597299999999997
55 min,15.6420909090909,15.598818181818178
6 hr,15.718708333333312,15.645872222222248
6.5 hr,15.722730769230747,15.648651282051308
60 day,15.763886666666671,15.74651166666667
70 day,15.939934285714292,15.912534285714294
80 day,16.137377500000007,16.10917500000001
90 day,16.321341111111117,16.29428222222223
Tomorrow,15.4712,15.3017
