,2018-12-17,2018-12-18,2018-12-20,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-11,2019-01-16,2019-01-23,2019-01-24,2019-01-25,2019-01-31,2019-02-01,2019-02-13
2.5 hr,38.255173333333346,39.46239333333333,36.969579999999986,39.77637333333336,39.51996,41.877046666666644,43.1494266666667,44.16215333333333,44.79060666666669,45.57986000000001,44.190593333333325,44.85496666666666,44.99014,46.06622,48.262260000000005,48.194013333333324,49.25675333333332
20 day,37.861000000000004,37.9585,38.51899999999999,39.4335,39.44350000000001,39.6715,39.700500000000005,39.88000000000001,40.09400000000001,40.575500000000005,41.1695,42.605,43.080499999999994,43.4185,44.7015,45.15150000000001,46.861000000000004
20 min,38.09285,39.657,37.332049999999995,39.5045,39.53145,41.7608,43.2151,43.856300000000005,44.8624,45.29525,44.3565,45.023499999999984,44.891749999999995,45.9095,48.310750000000006,48.2787,49.01650000000001
200 day,36.32872499999999,36.285124999999994,36.189024999999994,35.88547500000001,35.94257500000001,35.999525000000006,36.06192500000001,36.132675000000006,36.209925000000005,36.38507500000001,36.64417500000002,36.985725000000016,37.078325000000014,37.16742500000001,37.529975000000015,37.62782500000002,38.45757500000003
25 min,38.09808,39.63016,37.40244,39.48176,39.56796,41.74224,43.170480000000005,43.89284,44.87952,45.353320000000004,44.4156,45.01279999999999,44.9016,45.94879999999999,48.286280000000005,48.27,49.05840000000001
3 hr,38.35525555555556,39.513400000000004,36.930594444444445,39.77766666666668,39.480050000000006,41.89057777777776,43.19715555555558,44.20666111111111,44.793322222222244,45.57782222222223,44.12755000000001,44.848944444444435,45.00066666666665,46.05811666666667,48.31251666666666,48.162922222222214,49.27454444444442
3.5 hr,38.43363333333333,39.55566190476191,36.931576190476186,39.71606190476192,39.48329523809524,41.90428095238093,43.27800476190478,44.20621428571426,44.78147619047621,45.59262857142857,44.086542857142845,44.8092380952381,45.023480952380936,46.05124285714286,48.338561904761896,48.138376190476194,49.30817619047617
30 day,38.719000000000015,38.725,38.58566666666666,38.067,38.12266666666667,38.41166666666667,38.78866666666667,39.13866666666667,39.506333333333345,40.217,40.909,41.58,41.72866666666666,41.93299999999999,42.62733333333334,42.91800000000001,45.71600000000001
30 min,38.09373333333334,39.59513333333334,37.42803333333334,39.458099999999995,39.58096666666667,41.73503333333334,43.12140000000001,43.90913333333333,44.8806,45.38326666666667,44.453333333333326,44.99666666666666,44.90163333333334,45.974366666666654,48.258500000000005,48.26066666666667,49.088666666666676
4 hr,38.545266666666635,39.56539583333333,36.88762499999998,39.69078750000002,39.47484166666667,41.916212499999986,43.30720000000001,44.19139999999998,44.71326666666668,45.58327499999997,44.07835416666664,44.76394583333333,45.05028749999998,46.044791666666654,48.381049999999995,48.136129166666684,49.31732916666665
4.5 hr,38.64757777777774,39.52158148148146,36.858059259259235,39.73070000000002,39.47537407407408,41.889385185185176,43.24928518518519,44.151948148148136,44.6545888888889,45.55298148148144,44.0924333333333,44.76519259259261,45.05739999999998,46.080770370370345,48.3729,48.116333333333344,49.32600740740739
40 day,37.93775000000001,38.03575,38.154,38.659,38.6565,38.7065,38.771249999999995,38.845749999999995,38.92425,39.18825,39.515249999999995,40.599,40.87925,41.159499999999994,42.0675,42.29750000000001,43.86825
45 min,38.09068888888889,39.47628888888889,37.5256,39.505199999999995,39.546377777777785,41.720088888888895,43.07171111111112,43.87053333333333,44.89953333333335,45.45582222222222,44.53833333333333,44.989200000000004,44.891533333333335,46.070222222222206,48.14477777777778,48.254133333333336,49.143911111111116
5 day,40.715999999999994,40.684,39.38,39.624,39.662,39.982000000000006,40.734,41.688,42.702000000000005,44.606,45.018,44.79600000000001,44.977999999999994,45.188,46.108000000000004,46.594,48.836
5 hr,38.748296666666626,39.47132666666667,36.92534333333331,39.82019666666669,39.450753333333324,41.88269666666667,43.17796000000002,44.09651333333331,44.619403333333366,45.52438333333329,44.14113333333331,44.812370000000016,45.03533999999999,46.091129999999964,48.35424666666667,48.054780000000015,49.37245333333331
5 min,38.26,39.625,37.196,39.717,39.3694,41.786,43.53099999999999,43.921,44.869,45.17999999999999,44.11899999999999,45.0368,44.983999999999995,45.824,48.378,48.325,48.992000000000004
5.5 hr,38.8562848484848,39.43740909090911,37.07195151515151,39.862160606060634,39.386372727272715,41.87270000000001,43.12256969696972,43.98947878787878,44.61704242424245,45.50327272727269,44.17361212121208,44.83439393939396,45.023863636363615,46.05008787878785,48.35800303030303,48.037324242424255,49.4357636363636
50 day,37.6306,37.681799999999996,37.7714,38.046,38.1188,38.2282,38.3888,38.588,38.7706,39.224399999999996,39.6992,40.072599999999994,40.13899999999999,40.24259999999999,40.7208,40.934200000000004,43.19200000000001
50 min,38.09522,39.44186,37.52123999999999,39.523979999999995,39.553340000000006,41.72848000000001,43.068340000000006,43.87487999999999,44.900480000000016,45.47213999999999,44.55269999999999,44.96970000000001,44.90556000000001,46.08289999999998,48.11376,48.247,49.15532000000001
55 min,38.09803636363637,39.40696363636364,37.50592727272726,39.54952727272727,39.559163636363635,41.74334545454546,43.08043636363637,43.88225454545454,44.90152727272728,45.49149090909089,44.5809818181818,44.951727272727275,44.92614545454545,46.09450909090907,48.0966909090909,48.24076363636363,49.16856363636366
6 hr,38.93939166666663,39.399025,37.23932222222223,39.869466666666675,39.33137777777776,41.822333333333326,43.07459722222226,43.930011111111085,44.628188888888914,45.48980277777774,44.219277777777755,44.896766666666686,45.000933333333315,46.00729166666664,48.317558333333324,48.027597222222234,49.49228333333334
6.5 hr,39.03009487179484,39.40786410256411,37.384248717948715,39.81419487179488,39.303582051282035,41.72614102564102,43.015264102564124,43.95933333333333,44.5924384615385,45.44834358974355,44.286738461538455,44.928923076923105,44.938469230769215,45.964928205128146,48.17755384615383,48.00146923076925,49.55294615384618
60 day,38.05116666666667,38.042333333333325,37.91716666666666,37.772000000000006,37.81000000000001,37.90033333333334,38.03083333333334,38.20483333333334,38.377,38.667833333333334,39.015,39.65333333333332,39.80849999999999,40.01083333333331,40.67316666666667,40.8215,41.91116666666667
70 day,38.603571428571435,38.51142857142857,38.33785714285714,38.11228571428572,38.10071428571429,38.10557142857143,38.11871428571429,38.14742857142858,38.194142857142865,38.33557142857144,38.64171428571429,39.172714285714285,39.32285714285714,39.45985714285713,39.94757142857143,40.12814285714286,41.671285714285716
80 day,39.34425000000001,39.307375,39.11825,38.58800000000001,38.50387500000001,38.454,38.461625000000005,38.477875000000004,38.50837500000001,38.60475000000001,38.83075000000001,39.00150000000001,39.044625,39.10849999999999,39.504375,39.64537500000001,40.884375000000006
90 day,39.29233333333334,39.306888888888885,39.31033333333333,39.24811111111112,39.21222222222223,39.18266666666668,39.14155555555556,39.10800000000001,39.082666666666675,39.12622222222223,39.17377777777779,39.20033333333333,39.22944444444445,39.26555555555555,39.57655555555556,39.66755555555556,40.39777777777778
Tomorrow,39.6,39.33,34.96,39.32,41.77,43.56,43.98,44.88,45.41,45.01,44.84,45.06,45.89,45.59,48.32,49.07,50.08
