,2018-12-12,2018-12-13
1 hr,0.6725433333333334,0.6822783333333331
1 min,0.6502,0.6834
1.5 hr,0.6739133333333334,0.67818
10 day,0.74638,0.7274100000000001
10 min,0.6633799999999999,0.6844699999999999
100 day,2.0938010000000005,2.0483350000000002
125 day,2.824080799999999,2.7768279999999996
15 min,0.6658466666666666,0.6845466666666665
150 day,3.2767339999999985,3.249756666666665
175 day,3.4240291428571417,3.4030771428571414
2 day,0.6541999999999999,0.6672
2 hr,0.6775558333333342,0.6747458333333334
2.5 hr,0.6800100000000009,0.6720506666666666
20 day,0.833255,0.8169250000000001
20 min,0.66774,0.684605
200 day,3.5170755,3.5003925
25 min,0.668664,0.684392
3 hr,0.6821427777777784,0.6694983333333329
3.5 hr,0.6830871428571437,0.6669823809523805
30 day,0.9711700000000001,0.9532833333333336
30 min,0.6691533333333335,0.6842666666666666
4 hr,0.6839995833333338,0.6650175000000002
4.5 hr,0.6848844444444447,0.6634062962962969
40 day,1.0942525,1.0673375000000003
45 min,0.672177777777778,0.6834377777777777
5 day,0.6685199999999999,0.6711600000000001
5 hr,0.6853013333333335,0.6620940000000012
5 min,0.65818,0.68434
5.5 hr,0.6842596969696972,0.6613412121212131
50 day,1.207802,1.18707
50 min,0.6726560000000003,0.6830659999999998
55 min,0.6726963636363638,0.6827436363636361
6 hr,0.6828283333333333,0.6610927777777789
6.5 hr,0.6817248717948715,0.6610725641025649
60 day,1.3103349999999998,1.2930583333333334
70 day,1.4202871428571429,1.3973357142857143
80 day,1.5465012500000004,1.5232937500000003
90 day,1.761001111111112,1.714372222222223
Tomorrow,0.6834,0.7001
