,2019-01-29,2019-01-30
1 hr,13.289400000000006,13.24158333333333
1 min,13.2,13.24
1.5 hr,13.303266666666667,13.246277777777772
10 day,13.191999999999998,13.2
10 min,13.225,13.206999999999999
100 day,13.120391999999988,13.116812999999988
125 day,13.245012799999994,13.236899199999995
15 min,13.239333333333333,13.210666666666667
150 day,13.309413333333332,13.304969333333332
175 day,13.433576571428576,13.428001714285719
2 day,13.205,13.225000000000001
2 hr,13.313199999999984,13.24758333333333
2.5 hr,13.320273333333303,13.240000000000004
20 day,13.139500000000002,13.160499999999999
20 min,13.248500000000002,13.214249999999998
200 day,13.465204000000004,13.465898500000003
25 min,13.25456,13.2202
3 hr,13.323338888888877,13.232888888888874
3.5 hr,13.32811904761903,13.226523809523785
30 day,12.893666666666668,12.918666666666667
30 min,13.261466666666669,13.223166666666668
4 hr,13.33306249999999,13.222291666666646
4.5 hr,13.337129629629622,13.22001851851849
40 day,12.858750000000004,12.858
45 min,13.280533333333342,13.235666666666665
5 day,13.174000000000001,13.193999999999999
5 hr,13.336799999999993,13.219569999999976
5 min,13.218,13.222000000000003
5.5 hr,13.334424242424245,13.220669696969672
50 day,12.888444,12.896825999999997
50 min,13.284480000000013,13.237099999999998
55 min,13.287345454545465,13.239181818181816
6 hr,13.326902777777784,13.219183333333303
6.5 hr,13.321025641025642,13.220348717948678
60 day,12.906404999999994,12.912228333333328
70 day,12.928057142857133,12.92763999999999
80 day,12.998586249999988,12.991622499999988
90 day,13.080893333333321,13.076363333333322
Tomorrow,13.24,12.84
