,2018-12-12,2018-12-13,2018-12-14,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-11,2019-01-18,2019-01-22,2019-01-23,2019-01-25,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-06,2019-02-11,2019-02-12
2 day,31.43205,31.98855,32.08795,31.43705,31.22835,30.33895,29.916600000000003,30.205,30.75,31.705,32.4,33.015,33.445,33.959999999999994,34.605,34.864999999999995,35.075,35.72,36.375,36.725,36.870000000000005,37.33,36.905,35.980000000000004,36.6
2 hr,32.17011666666669,32.46370000000001,32.22778333333334,31.97463333333335,31.17330833333333,30.082616666666677,30.19428333333335,30.038116666666674,31.495591666666687,32.019049999999986,33.24994166666666,32.96000833333333,33.33639166666667,34.38759166666666,35.08979999999999,34.83919999999999,35.35274166666666,36.03610833333336,36.922141666666676,36.34684166666669,36.98521666666668,37.474558333333334,36.986008333333324,36.18053333333334,37.13774999999998
2.5 hr,32.227153333333355,32.487346666666674,32.25538000000002,31.992686666666685,31.37290000000001,30.08247333333334,30.22550000000001,30.06607333333332,31.460446666666684,32.08931333333333,33.21850000000001,32.976519999999994,33.33838666666668,34.39566666666666,35.0003,34.84168,35.37533999999999,36.090586666666695,36.82034666666667,36.356613333333335,36.980380000000025,37.45907999999999,37.002,36.17467999999999,37.15674666666666
20 day,35.758805,35.36628,35.016484999999996,34.200624999999995,33.764374999999994,33.37334,32.957955,31.028484999999996,30.88035,30.82722,30.868330000000004,30.942785000000004,31.14408000000001,31.605770000000007,31.856185000000004,32.10061,32.668125,33.257999999999996,33.599000000000004,33.906,34.265499999999996,34.564,35.0145,35.413,35.611999999999995
20 min,32.11235,32.379000000000005,32.101000000000006,31.979249999999997,30.866000000000003,30.0982,30.061199999999996,29.987949999999994,31.532500000000006,31.984399999999994,33.169450000000005,32.95524999999999,33.423500000000004,34.29099999999999,34.94715000000001,34.853249999999996,35.383500000000005,35.861,36.92974999999999,36.46125,37.05075,37.43384999999999,36.998749999999994,36.20825000000001,37.07350000000001
200 day,44.22445650000002,44.158417000000014,44.08240600000002,43.927517500000015,43.85093950000001,43.7682225,43.692180500000006,43.1336835,43.06848050000001,43.000168,42.9542305,42.912037500000004,42.8217305,42.58144850000002,42.53157800000002,42.49140900000001,42.404406000000016,42.32276850000001,42.287379000000016,42.24856950000002,42.20595650000004,42.16041300000003,42.06707000000002,41.92769500000003,41.880636000000024
25 min,32.11228,32.39000000000001,32.10092,31.96399999999999,30.83640000000001,30.120279999999998,30.051359999999995,29.995759999999997,31.533,31.99055999999999,33.20516000000001,32.94279999999999,33.427,34.294279999999986,34.947320000000005,34.8528,35.37104000000001,35.87467999999999,36.93059999999999,36.44876,37.03280000000001,37.44104,36.99436,36.20920000000002,37.07680000000002
3 hr,32.27695555555558,32.48760555555557,32.28607777777779,32.02163333333335,31.484738888888906,30.076477777777797,30.22075000000001,30.098344444444436,31.44731111111112,32.14355555555554,33.18548888888891,33.00944444444444,33.3523111111111,34.38240555555557,34.85454444444445,34.81828333333333,35.38313333333332,36.11746111111113,36.75208333333333,36.39536666666667,36.97625,37.44572777777777,37.031261111111114,36.171616666666665,37.15785555555554
3.5 hr,32.29915714285717,32.48449047619049,32.34280000000001,32.04069047619048,31.5959523809524,30.096833333333336,30.22788095238096,30.138476190476187,31.432695238095242,32.1713476190476,33.16770000000001,33.02105714285713,33.373076190476176,34.36517142857144,34.758538095238094,34.78219047619047,35.37175714285712,36.12223809523811,36.69085238095238,36.439504761904765,36.96100476190475,37.428228571428555,37.064509523809534,36.14797142857144,37.15367142857142
30 day,37.253060000000005,37.03377666666667,36.78865333333333,36.190423333333335,35.863483333333335,35.49447333333333,35.11122,32.783803333333324,32.518429999999995,32.32334999999999,32.14637666666666,32.00952,31.897596666666672,31.648566666666675,31.714480000000005,31.804886666666672,32.05404333333334,32.30280666666667,32.46485666666667,32.644736666666674,32.82705333333334,33.05151333333334,33.517406666666666,34.163666666666664,34.40133333333333
