,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-04
1 hr,90.90901666666667,90.05365000000003,89.21543333333331,88.38153333333334,87.38461666666669,88.93858333333333,90.22359999999999
1 min,91.01,90.07,89.2,88.12,88.21,89.33,90.38
1.5 hr,90.96153333333332,90.36406666666667,89.22257777777774,88.54652222222221,87.12481111111113,88.88785555555553,90.1912333333333
10 day,94.12305,93.52430000000001,92.89508000000002,92.24418000000001,90.69506,89.02600000000001,88.50800000000001
10 min,91.1782,90.1703,88.95880000000001,88.211,88.06500000000001,89.0112,90.3205
100 day,97.52585199999997,97.45273399999996,97.36953599999997,97.26777099999998,97.04980199999999,96.76457199999997,96.49008199999997
125 day,97.38193440000005,97.33556480000003,97.27973360000001,97.21643680000003,97.06668960000003,96.89397840000002,96.70601760000001
15 min,91.15893333333334,90.13686666666666,88.98653333333331,88.23466666666666,87.98066666666665,89.03946666666666,90.32099999999998
150 day,97.09577400000002,97.063506,97.02471933333334,96.98023200000002,96.86522866666668,96.73644800000002,96.61363866666667
175 day,96.64860171428576,96.63097771428573,96.60927142857143,96.5801142857143,96.48995714285716,96.4009245714286,96.3230857142857
2 day,91.31,90.56,89.64500000000001,88.67,86.7,89.005,89.25999999999999
2 hr,91.06300000000002,90.61137500000001,89.04316666666664,88.66840000000002,86.97148333333338,88.88299999999997,90.13631666666664
2.5 hr,91.14107333333332,90.86363999999998,89.07890666666667,88.78842000000003,86.83543333333337,88.91843999999995,90.11854666666663
20 day,94.98968000000002,94.67244500000001,94.39553000000004,94.07305500000002,93.28361000000001,92.198095,91.01614999999998
20 min,91.0952,90.07865,89.07039999999998,88.214,87.929,89.0767,90.2966
200 day,96.19472599999999,96.17552849999998,96.15381649999998,96.12656249999998,96.047591,95.97284399999998,95.90503549999995
25 min,91.04856,90.07412000000001,89.15335999999998,88.17040000000001,87.86128000000001,89.06711999999999,90.29208
3 hr,91.22627777777774,91.02281666666664,89.14489444444442,88.84622777777783,86.70730555555556,88.94691111111109,90.14720555555553
3.5 hr,91.2901761904762,91.16139047619048,89.21773809523805,88.91754285714292,86.64904285714286,88.94419047619047,90.15222380952379
30 day,95.64858000000001,95.43312333333333,95.1632,94.82256000000001,94.08463,93.33879999999998,92.61762999999998
30 min,91.02013333333333,90.07076666666669,89.19989999999999,88.18753333333333,87.77173333333333,89.0551,90.28106666666667
4 hr,91.34633750000002,91.24950416666664,89.26619583333328,88.99806250000009,86.58710833333339,88.9214166666667,90.12288333333339
4.5 hr,91.37215185185185,91.28196666666669,89.31391851851848,89.10304444444452,86.46433703703707,88.87861481481482,90.08422592592595
40 day,95.47408000000001,95.32687250000001,95.1688225,95.01378500000001,94.643615,94.20502249999998,93.70184249999997
45 min,90.95342222222222,90.07104444444448,89.25973333333332,88.24546666666666,87.54926666666668,88.97004444444444,90.23766666666667
5 day,93.22412,92.2647,91.15704000000002,90.01000000000002,88.16600000000001,88.042,89.10799999999999
5 hr,91.39417666666667,91.30551000000003,89.38719999999998,89.18189333333343,86.3239766666667,88.85093666666667,90.0706966666667
5 min,91.122,90.1866,89.0308,88.19800000000001,88.176,89.02839999999999,90.378
5.5 hr,91.44738787878786,91.32770909090915,89.44840909090905,89.28697878787888,86.20044242424245,88.84831818181817,90.05303333333336
50 day,95.77512000000003,95.579976,95.37595999999999,95.18586199999999,94.83714799999998,94.39222799999997,93.96309799999997
50 min,90.94224,90.07088000000002,89.25775999999998,88.2844,87.48708,88.94994000000001,90.23292
55 min,90.92549090909091,90.05316363636366,89.23216363636361,88.33343636363637,87.43552727272728,88.94069090909092,90.22992727272727
6 hr,91.51219444444445,91.34038055555564,89.4796305555555,89.3779083333334,86.10148055555557,88.85655555555553,90.01769722222221
6.5 hr,91.56628205128204,91.33833846153858,89.48400512820506,89.41043589743592,86.07018717948718,88.86147692307695,89.95357948717947
60 day,96.33749499999999,96.17661833333332,96.01320166666665,95.8407333333333,95.43919833333331,94.9191333333333,94.40131333333329
70 day,96.90333,96.76178285714283,96.60850428571426,96.43544571428568,96.04242571428567,95.55345857142852,95.08110142857137
80 day,97.25627499999997,97.13549374999997,97.00174374999997,96.85671124999996,96.53150624999996,96.13181499999996,95.73005999999995
90 day,97.46619999999999,97.37697999999996,97.28016666666663,97.16130333333331,96.89572888888885,96.52536666666661,96.17688333333328
Tomorrow,90.09,89.2,88.14,85.2,88.8,89.01,90.85
