,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,35.918,35.429350000000014,33.94393333333333,33.419316666666674,32.16369999999999,31.309816666666666,30.53579999999999,29.7017,27.47269999999999,30.02666666666666,30.470749999999995,32.27796666666667,30.021666666666682,33.70161666666667,41.91461666666668,40.70874999999999,42.69258333333333,40.49466666666667,39.603500000000004,39.50536666666667,39.91196666666667,41.57986666666667,40.99303333333332,39.72836666666668,40.3102,43.31011666666668,43.635533333333335,43.68178333333334,42.75483333333332,44.06854999999997,44.911966666666665,44.85116666666666,48.86519999999999,47.912616666666686,48.066116666666645,46.81691666666665,47.95796666666665,46.893433333333334,49.001783333333314,50.05536666666665,51.38001666666667,51.822716666666665
1 min,35.81,35.17,33.74,33.42,32.13,31.34,30.63,29.68,27.27,30.35,30.64,32.49,30.08,33.725,42.137,40.88,42.095,40.14,39.56,39.47,39.87,41.63,40.98,39.91,40.44,43.3,43.67,43.86,42.83,44.13,44.91,45.21,47.394,48.16,48.375,46.85,48.279,46.98,49.2,50.19,50.97,52.08
1.5 hr,35.86013333333333,35.44097777777777,33.92301111111111,33.410155555555555,32.285055555555545,31.31722222222223,30.78823333333334,29.636255555555554,27.59568888888887,29.968822222222208,30.45216666666665,32.32422222222222,30.069622222222222,33.75586666666668,41.79815555555557,40.76804444444443,42.83964444444443,40.56959999999999,39.66677777777777,39.645944444444424,39.96490000000001,41.633933333333324,40.955966666666676,39.727488888888885,40.262611111111106,43.14448888888891,43.60240000000001,43.63123333333335,42.84745555555554,44.08481111111109,45.031933333333335,44.847588888888886,48.9196,47.91947777777781,47.99989999999999,46.74944444444442,47.935355555555546,46.85977777777778,48.960966666666685,50.0576,51.410899999999984,51.78067777777776
10 day,39.343999999999994,38.93900000000001,38.42,37.678000000000004,36.815000000000005,35.732000000000006,34.815,33.699,32.635000000000005,31.086000000000002,29.978999999999996,30.019,29.895,30.207,31.459000000000003,32.819,34.312,35.29299999999999,36.20399999999999,37.134,38.85600000000001,40.009,40.734,40.507000000000005,40.463,40.581999999999994,40.934999999999995,41.364,41.702999999999996,42.06699999999999,42.573,42.931000000000004,43.576,44.401,45.19500000000001,45.55200000000001,46.010000000000005,46.321999999999996,46.958,47.56499999999999,48.166999999999994,48.854
10 min,35.7985,35.2879,33.775,33.382200000000005,31.969,31.373299999999993,30.549699999999994,29.5954,27.157399999999996,30.227700000000006,30.541200000000003,32.539199999999994,30.1025,33.85680000000001,42.038900000000005,40.8649,42.1724,40.2334,39.6541,39.4653,39.944,41.6391,40.904,39.8586,40.48100000000001,43.3403,43.6518,43.7765,42.790800000000004,44.0558,44.9405,45.1156,47.399499999999996,48.00789999999999,48.287699999999994,46.93039999999999,48.095400000000005,47.0262,49.08149999999999,50.0693,51.13370000000001,51.90070000000001
100 day,55.60050000000001,55.45450000000001,55.294500000000006,55.15960000000001,54.99370000000001,54.82070000000001,54.65140000000001,54.504900000000006,54.3235,53.97760000000001,53.47280000000001,53.32550000000001,53.05330000000001,52.810100000000006,52.6781,52.529,52.4049,52.236,52.071,51.8953,51.514700000000005,51.3301,51.107299999999995,50.865399999999994,50.63989999999999,50.47359999999999,50.30369999999998,50.14739999999999,49.943899999999985,49.771699999999974,49.585199999999965,49.38499999999997,49.17219999999997,48.94399999999998,48.71839999999998,48.480899999999984,48.25239999999998,48.02469999999998,47.79609999999999,47.59199999999999,47.37309999999999,47.16939999999999
125 day,53.61792000000002,53.53912000000002,53.462640000000015,53.37056000000001,53.26536000000001,53.14208000000001,53.024000000000015,52.90360000000001,52.78576000000001,52.562640000000016,52.272480000000016,52.16832000000002,52.04584000000002,51.94208000000002,51.90888000000002,51.86800000000002,51.83752000000002,51.772320000000015,51.69880000000001,51.628400000000006,51.46432000000001,51.39904000000001,51.328720000000004,51.250080000000004,51.19832,51.15496,51.115359999999995,51.08592,51.07423999999999,51.06391999999998,51.05831999999999,51.04831999999998,51.055999999999976,51.05847999999998,51.06615999999998,51.06303999999998,50.99063999999998,50.90207999999998,50.85271999999998,50.80799999999998,50.77967999999997,50.73991999999997
15 min,35.8354,35.31893333333334,33.8258,33.34813333333334,31.930933333333332,31.39493333333333,30.501799999999996,29.653933333333335,27.18693333333333,30.166933333333336,30.547666666666665,32.47846666666666,30.100333333333328,33.842800000000004,41.99433333333333,40.842400000000005,42.21686666666666,40.300799999999995,39.66746666666667,39.4888,39.94533333333333,41.630599999999994,40.925333333333334,39.84966666666667,40.46266666666667,43.38120000000001,43.65493333333334,43.77253333333333,42.78286666666667,44.06333333333334,44.91046666666666,45.06733333333333,47.88,47.96426666666666,48.294200000000004,46.96226666666666,48.041666666666664,47.04913333333334,49.04546666666666,50.044799999999995,51.20580000000002,51.89013333333334
150 day,50.89826666666668,50.89220000000001,50.880733333333346,50.869266666666675,50.848066666666675,50.829800000000006,50.80426666666668,50.77360000000001,50.719466666666676,50.64440000000002,50.52560000000002,50.48506666666669,50.429400000000015,50.40453333333335,50.438600000000015,50.45760000000002,50.46986666666668,50.47460000000002,50.47460000000002,50.47606666666668,50.45913333333335,50.44713333333335,50.42020000000001,50.39760000000001,50.36766666666667,50.35446666666667,50.334066666666665,50.324000000000005,50.3116,50.325733333333325,50.332133333333324,50.35739999999999,50.396133333333324,50.43306666666666,50.46699999999999,50.47579999999999,50.49486666666666,50.49673333333333,50.51593333333333,50.544,50.57773333333333,50.60286666666666
175 day,48.281600000000026,48.298171428571465,48.30948571428574,48.32125714285716,48.31845714285716,48.31314285714287,48.305142857142876,48.2821142857143,48.251200000000004,48.18560000000001,48.152857142857165,48.154285714285734,48.141142857142874,48.151714285714306,48.20468571428573,48.25142857142859,48.30605714285715,48.34714285714287,48.38262857142857,48.43085714285714,48.520342857142865,48.56897142857143,48.59697142857142,48.6224,48.652685714285724,48.69834285714286,48.75325714285715,48.807085714285726,48.856171428571436,48.90605714285715,48.96440000000001,49.028228571428585,49.10182857142858,49.17137142857144,49.2276,49.27479999999999,49.33091428571427,49.38531428571428,49.4546857142857,49.52422857142856,49.58542857142856,49.65759999999998
