,2019-02-01
1 hr,6.8857666666666635
1 min,7.0
1.5 hr,6.872566666666668
10 day,6.839999999999999
10 min,6.965999999999999
100 day,5.218399999999999
125 day,5.189239999999999
15 min,6.956333333333333
150 day,5.4323999999999995
175 day,5.498228571428571
2 day,7.115
2 hr,6.853474999999999
2.5 hr,6.840259999999995
20 day,6.325
20 min,6.95625
200 day,5.410350000000001
25 min,6.94848
3 hr,6.846449999999995
3.5 hr,6.8250333333333275
30 day,5.84
30 min,6.936599999999999
4 hr,6.808079166666663
4.5 hr,6.806685185185179
40 day,5.79525
45 min,6.905711111111109
5 day,7.078
5 hr,6.813713333333327
5 min,6.986
5.5 hr,6.819230303030298
50 day,5.702000000000001
50 min,6.897699999999998
55 min,6.891199999999997
6 hr,6.8474305555555475
6.5 hr,6.881379487179484
60 day,5.665166666666666
70 day,5.49942857142857
80 day,5.398999999999999
90 day,5.323444444444444
Tomorrow,7.0
