,2018-12-18,2018-12-20,2018-12-21,2019-01-14,2019-01-16
1 hr,10.711833333333335,6.462849999999999,7.219883333333327,10.59125,10.609116666666662
1 min,10.6,6.39,7.24,10.39,10.47
1.5 hr,10.794788888888887,6.542422222222223,7.2426111111111,10.612833333333331,10.615966666666662
10 day,12.126,11.224,10.712,9.989,10.276
10 min,10.7,6.4169,7.2325,10.4667,10.543999999999999
100 day,16.8966,16.6424,16.501899999999996,14.806699999999994,14.550299999999998
125 day,17.921920000000004,17.744719999999997,17.650799999999997,16.272799999999997,16.05776
15 min,10.719133333333334,6.436666666666667,7.229733333333332,10.525533333333334,10.542666666666666
150 day,18.197733333333332,18.057666666666663,17.97159999999999,17.06433333333332,16.937666666666654
175 day,18.127142857142854,17.988399999999995,17.919942857142853,17.290399999999988,17.22457142857142
2 day,10.85,8.415,6.8149999999999995,10.73,10.425
2 hr,10.861316666666655,6.575450000000001,7.25298333333332,10.644866666666667,10.60326666666666
2.5 hr,10.908579999999986,6.59856666666667,7.26635333333332,10.684573333333322,10.597106666666651
20 day,12.791500000000001,12.343000000000002,12.053999999999998,9.636,9.544500000000001
20 min,10.726249999999999,6.436000000000002,7.225049999999998,10.551,10.5535
200 day,18.042800000000003,17.9314,17.879849999999998,17.29314999999999,17.241249999999994
25 min,10.729399999999998,6.4277999999999995,7.205799999999999,10.56564,10.5612
3 hr,10.973977777777758,6.5952555555555525,7.29406666666666,10.686366666666665,10.587905555555535
3.5 hr,11.025095238095227,6.582814285714284,7.334928571428557,10.693814285714282,10.570428571428552
30 day,12.847000000000001,12.544666666666668,12.344666666666665,10.785666666666664,10.531333333333333
30 min,10.727999999999998,6.4184,7.194966666666665,10.576866666666666,10.569399999999998
4 hr,11.058870833333328,6.562524999999997,7.382154166666652,10.693191666666651,10.557479166666646
4.5 hr,11.088185185185187,6.553611111111106,7.409092592592584,10.693777777777761,10.5490259259259
40 day,12.717000000000002,12.494500000000002,12.38075,11.343749999999998,11.2335
45 min,10.717222222222222,6.422622222222221,7.198866666666665,10.593444444444442,10.594333333333331
5 day,11.506,10.022,9.154,10.58,10.636
5 hr,11.114000000000004,6.5878599999999965,7.421633333333328,10.70842666666665,10.543246666666638
5 min,10.66,6.406999999999999,7.236,10.426400000000001,10.52
5.5 hr,11.14249393939394,6.668918181818177,7.414396969696964,10.731827272727253,10.525212121212096
50 day,13.0436,12.765999999999998,12.616599999999996,11.650199999999998,11.5746
50 min,10.708900000000002,6.433559999999999,7.206679999999997,10.5953,10.602439999999996
55 min,10.702545454545454,6.446599999999997,7.213709090909086,10.593545454545454,10.60685454545454
6 hr,11.190475000000003,6.735611111111107,7.3835666666666615,10.757147222222205,10.523824999999977
6.5 hr,11.226241025641022,6.78816666666666,7.330435897435892,10.78066153846152,10.52150769230767
60 day,13.629499999999998,13.349166666666665,13.19333333333333,11.816333333333327,11.702499999999997
70 day,14.608571428571425,14.253714285714285,14.071571428571426,12.285142857142851,12.118142857142853
80 day,15.638249999999996,15.231749999999996,15.016374999999993,13.009249999999994,12.742749999999997
90 day,16.450333333333333,16.13633333333333,15.96155555555555,13.852333333333327,13.602888888888886
Tomorrow,10.44,7.24,8.21,10.38,10.53
