,2019-01-22,2019-02-11
1 hr,62.445383333333304,66.49943333333331
1 min,62.74,66.54
1.5 hr,62.453133333333334,66.43068888888885
10 day,61.24499999999999,66.75999999999999
10 min,62.599000000000004,66.588
100 day,61.489100000000015,60.98650000000002
125 day,62.35048,62.34120000000002
15 min,62.58733333333334,66.614
150 day,63.41673333333335,63.15200000000002
175 day,64.25434285714287,64.02628571428572
2 day,62.635000000000005,67.45
2 hr,62.46199999999998,66.4279833333333
2.5 hr,62.42639999999998,66.41855333333328
20 day,59.214,64.35849999999999
20 min,62.59400000000001,66.62050000000002
200 day,64.82955000000001,64.58875
25 min,62.562400000000004,66.60404
3 hr,62.38044444444444,66.41451111111104
3.5 hr,62.360166666666686,66.41389999999993
30 day,58.524,62.536333333333324
30 min,62.544166666666676,66.5798
4 hr,62.343650000000004,66.40777083333325
4.5 hr,62.35855185185184,66.3923888888888
40 day,58.35275,61.12724999999999
45 min,62.50099999999998,66.53324444444442
5 day,61.986000000000004,67.742
5 hr,62.38856333333331,66.35959999999996
5 min,62.628,66.606
5.5 hr,62.419133333333306,66.29173939393934
50 day,58.322400000000016,60.427599999999984
50 min,62.473899999999965,66.52271999999998
55 min,62.45172727272725,66.50756363636363
6 hr,62.421355555555564,66.22158055555552
6.5 hr,62.38698717948718,66.15791025641022
60 day,58.27683333333334,59.91983333333333
70 day,58.57814285714286,59.75142857142856
80 day,59.59887500000001,59.72475000000001
90 day,60.66011111111113,60.08411111111113
Tomorrow,62.79,67.67
