,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-11,2019-01-15,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-06,2019-02-07,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,27.940233333333346,28.480149999999995,27.924083333333353,27.962666666666667,27.556616666666685,26.854533333333332,26.80686666666666,25.912083333333342,25.171466666666667,25.190800000000007,24.528000000000013,25.644983333333343,25.764483333333324,26.111066666666694,26.510499999999993,27.201250000000016,27.46591666666666,27.05544999999999,27.104249999999997,27.26416666666666,27.605033333333324,26.58154999999999,26.526583333333328,27.389250000000022,27.676316666666676,27.75306666666667,27.40303333333333,26.667750000000012,28.2282,28.527399999999997,28.43888333333334,29.022949999999998,28.45930000000001,28.63466666666668,28.226516666666665,28.349649999999997,28.81984999999998,29.275683333333337
1 min,27.94,28.37,27.97,27.96,27.53,26.89,26.88,25.87,25.06,25.55,24.73,25.83,25.67,26.15,26.53,27.21,27.27,27.12,27.09,27.29,27.71,26.62,26.57,27.32,27.67,27.785,27.39,26.75,28.39,28.56,28.3,29.12,28.65,28.64,28.13,28.33,28.76,29.305
1.5 hr,27.966188888888897,28.48698888888888,27.90233333333336,27.977788888888913,27.615933333333352,26.87034444444443,26.93885555555556,25.918822222222232,25.230877777777767,25.095488888888905,24.47991111111112,25.67973333333334,25.776633333333333,26.141122222222236,26.483333333333327,27.203833333333346,27.47816666666666,27.075733333333325,27.107222222222212,27.29635555555555,27.63113333333332,26.593011111111082,26.49527777777778,27.400188888888902,27.65865555555557,27.74165555555554,27.405522222222206,26.645733333333332,28.23475555555555,28.563866666666662,28.464044444444465,29.050655555555537,28.446755555555566,28.64532222222223,28.22629999999999,28.35711111111111,28.838244444444435,29.281111111111134
10 day,29.435999999999996,29.261000000000003,28.927,28.561,28.241000000000003,28.111,28.000999999999998,27.671999999999997,27.284,26.655,25.639,25.470000000000002,25.348000000000003,25.274,25.341,25.560000000000002,25.840999999999998,26.201,26.673000000000002,26.963,27.120000000000005,27.127,27.059000000000005,27.063,27.15,27.216999999999995,27.257000000000005,27.221000000000004,27.348000000000003,27.473999999999997,27.532,28.032,28.163999999999998,28.399999999999995,28.473000000000003,28.631,28.669999999999998,28.744000000000007
10 min,27.9415,28.392000000000003,27.961499999999994,27.9255,27.483999999999998,26.933999999999997,26.858999999999998,25.847999999999995,25.1025,25.498900000000003,24.647,25.767000000000003,25.732000000000006,26.128500000000003,26.547000000000004,27.212,27.338,27.1305,27.1,27.2685,27.654499999999995,26.569499999999998,26.544999999999998,27.349,27.679499999999997,27.7649,27.389499999999998,26.678500000000003,28.356,28.563499999999998,28.3089,29.0693,28.5901,28.642500000000002,28.141000000000002,28.313,28.8085,29.318
100 day,29.95389999999999,29.97189999999999,29.984599999999997,30.003599999999995,30.0201,30.026599999999995,30.035099999999993,30.032199999999992,30.016899999999993,29.9893,29.935599999999994,29.937399999999997,29.933199999999996,29.934700000000003,29.941100000000002,29.949299999999997,29.9615,29.96740000000001,29.93370000000001,29.899200000000004,29.890900000000006,29.86920000000001,29.85190000000001,29.84170000000001,29.836700000000015,29.836300000000016,29.83560000000002,29.82840000000002,29.836000000000023,29.842100000000023,29.84200000000002,29.831500000000023,29.799500000000027,29.735800000000026,29.701300000000032,29.66400000000003,29.629100000000026,29.604100000000027
125 day,29.471679999999996,29.494719999999997,29.50112,29.5072,29.50696,29.496479999999995,29.487999999999996,29.46992,29.44552,29.396639999999998,29.322719999999997,29.31048,29.2948,29.280960000000004,29.2668,29.257519999999996,29.254399999999997,29.24584,29.248800000000003,29.257920000000002,29.266960000000005,29.266160000000006,29.270080000000004,29.28168000000001,29.29312000000001,29.30720000000001,29.31720000000001,29.31848000000001,29.335760000000015,29.351760000000013,29.361600000000013,29.407120000000013,29.431040000000017,29.476960000000016,29.494880000000023,29.51008000000002,29.53176000000002,29.555040000000023
15 min,27.927933333333332,28.410600000000002,27.942999999999994,27.90666666666667,27.477666666666664,26.93133333333333,26.829666666666665,25.837999999999997,25.108333333333338,25.46026666666667,24.6544,25.732000000000006,25.73866666666667,26.125666666666667,26.550666666666668,27.21066666666667,27.3598,27.108600000000003,27.09966666666667,27.270999999999997,27.652599999999993,26.586333333333332,26.552,27.358,27.68799999999999,27.7626,27.398666666666664,26.674,28.334,28.560066666666668,28.32193333333333,29.04886666666666,28.57506666666667,28.63853333333333,28.15333333333334,28.316666666666666,28.813999999999997,29.329333333333338
150 day,28.346533333333323,28.387199999999993,28.414866666666665,28.441133333333333,28.465733333333333,28.49199999999999,28.51326666666666,28.53219999999999,28.548733333333324,28.576933333333326,28.62206666666666,28.64826666666667,28.67680000000001,28.710466666666676,28.747666666666678,28.788666666666675,28.82560000000001,28.884266666666676,28.932200000000005,28.97206666666667,28.986799999999995,28.983,28.978666666666662,28.97713333333333,28.9736,28.972600000000003,28.967800000000008,28.958733333333335,28.961666666666673,28.96413333333334,28.962866666666674,28.98446666666668,28.993000000000016,29.00846666666668,29.00733333333335,29.006800000000016,29.014133333333344,29.025733333333342
175 day,27.624571428571425,27.657942857142853,27.68845714285714,27.71902857142857,27.747542857142854,27.772114285714274,27.79685714285713,27.812171428571414,27.82485714285713,27.841142857142845,27.864628571428558,27.87639999999999,27.88634285714285,27.897999999999993,27.911599999999993,27.93039999999999,27.95114285714285,27.98737142857142,28.033485714285714,28.079028571428566,28.110057142857134,28.125942857142853,28.140399999999993,28.160342857142854,28.187314285714283,28.210742857142858,28.23577142857143,28.259600000000002,28.292457142857145,28.323314285714286,28.356,28.432228571428578,28.470742857142866,28.558400000000013,28.599428571428586,28.640742857142868,28.680914285714294,28.72057142857144
