,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-08,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,48.62790000000002,48.4722,48.34804999999997,47.53345,46.75403333333333,46.038316666666674,45.148366666666675,44.93156666666664,44.243950000000005,42.69260000000001,42.81276666666666,43.28864999999998,43.38108333333334,44.33083333333333,45.44058333333333,45.35260000000001,45.178916666666666,45.493433333333314,45.518683333333314,46.3028,46.81251666666669,46.88978333333335,46.877100000000006,47.53195,47.00673333333332,47.01698333333332,46.57333333333335,46.764283333333346,46.94194999999999,46.83444999999999,46.74248333333335,47.76389999999999,47.67361666666666,48.002749999999985,47.6386666666667,47.27091666666665,48.21886666666666,47.70841666666666,47.47226666666666,47.55475000000003
1 min,48.38,48.25,48.46,47.46,46.83,46.14,45.08,44.86,44.045,43.28,43.04,43.35,43.31,44.49,45.33,45.35,45.13,45.61,45.61,46.26,46.91,46.84,47.09,47.52,47.29,47.07,46.53,46.74,46.89,46.88,46.72,48.06,47.75,48.14,47.69,47.47,48.1,47.65,47.345,47.61
1.5 hr,48.600800000000035,48.479477777777774,48.319255555555536,47.564511111111116,46.8677,46.094477777777776,45.37922222222223,44.946833333333316,44.35613333333333,42.59895555555557,42.79217777777779,43.375,43.410788888888895,44.2935111111111,45.40357777777778,45.32187777777778,45.148644444444436,45.463999999999984,45.49923333333331,46.29085555555555,46.75503333333335,46.907266666666665,46.86124444444443,47.554066666666664,46.95156666666665,47.01033333333333,46.559544444444455,46.77044444444444,46.93564444444444,46.823844444444454,46.778000000000006,47.78024444444444,47.67255555555553,47.95087777777778,47.599255555555594,47.24996666666665,48.24638888888891,47.71533333333331,47.50267777777779,47.5734777777778
10 day,50.157000000000004,49.803000000000004,49.532000000000004,49.159000000000006,48.729,48.202,47.712999999999994,47.245999999999995,46.779999999999994,45.69799999999999,44.316,43.967999999999996,43.684000000000005,43.62400000000001,43.672000000000004,43.804,44.063,44.294000000000004,44.479000000000006,44.74700000000001,45.13399999999999,45.484,45.861000000000004,46.165,46.36,46.529,46.67,46.785000000000004,46.914,46.97699999999999,46.96099999999999,47.083,47.150999999999996,47.257,47.32,47.459999999999994,47.626,47.714999999999996,47.643,47.629000000000005
10 min,48.388400000000004,48.341499999999996,48.43169999999999,47.475500000000004,46.6717,46.235699999999994,45.11000000000001,44.7589,44.10000000000001,43.11619999999999,42.871900000000004,43.3339,43.3088,44.4157,45.3815,45.409299999999995,44.994600000000005,45.522499999999994,45.60610000000001,46.235800000000005,46.86550000000001,46.859,47.017700000000005,47.469,47.1,46.968500000000006,46.5685,46.7215,46.887800000000006,46.854600000000005,46.7252,47.947,47.742999999999995,48.059000000000005,47.7322,47.3531,48.123,47.6741,47.3889,47.604200000000006
100 day,55.50565500000002,55.394904000000004,55.290066,55.18128699999999,55.06444599999999,54.934647999999996,54.796400999999996,54.655558,54.507008000000006,54.205003,53.669695000000004,53.513752000000004,53.36024700000001,53.221964000000014,53.09569800000001,52.967485,52.841075999999994,52.703903,52.557047999999995,52.420348,52.29815299999999,52.178123,52.06790399999999,51.959913,51.84408599999999,51.733765999999996,51.613206999999996,51.50541899999999,51.39863699999999,51.30756399999999,51.211832,51.131176,51.04959500000001,50.871949,50.764668,50.541033,50.354639999999996,50.26889499999999,50.173429999999996,50.08521200000001
125 day,56.68201840000002,56.59357360000001,56.49945680000001,56.40304800000001,56.291585600000005,56.16772400000001,56.03905840000001,55.903467200000016,55.76061600000001,55.46254080000001,55.03851760000002,54.89530480000002,54.74160560000002,54.593592800000025,54.45589760000003,54.318288000000024,54.18079200000002,54.04783760000002,53.913320800000015,53.793388000000014,53.675528800000016,53.56852880000002,53.46540400000001,53.37096320000001,53.2775728,53.187349600000005,53.0916368,52.992598400000006,52.8964808,52.8000464,52.70280640000001,52.623633600000005,52.541122400000006,52.316484800000005,52.218396,52.0351576,51.868478399999994,51.784067999999984,51.70062079999998,51.60704239999999
15 min,48.4216,48.37820000000001,48.42246666666666,47.45833333333333,46.60286666666666,46.2026,45.09066666666667,44.767533333333326,44.1144,43.06493333333333,42.88006666666667,43.31746666666666,43.328199999999995,44.404466666666664,45.39853333333335,45.4162,45.00166666666667,45.52033333333332,45.598466666666674,46.242133333333335,46.86866666666667,46.860533333333336,47.0118,47.495999999999995,47.07299999999999,46.976333333333336,46.568200000000004,46.73433333333333,46.8882,46.84373333333335,46.73733333333334,47.90980000000001,47.730000000000004,48.0588,47.73093333333334,47.334333333333326,48.127666666666656,47.686733333333336,47.40426666666666,47.61046666666667
150 day,56.70018466666667,56.644772666666675,56.58714933333335,56.52150266666666,56.45133133333333,56.37824133333334,56.29647200000001,56.21704666666668,56.14056533333335,55.97605400000002,55.72535733333336,55.64016666666669,55.54539066666669,55.46734533333336,55.39379200000003,55.31548666666669,55.23884000000003,55.165326666666694,55.09350933333335,55.02074466666669,54.94319000000002,54.86360400000002,54.785748666666684,54.70717800000002,54.62081400000002,54.53780666666668,54.443054666666676,54.343836666666675,54.24868200000001,54.149222666666674,54.048180000000016,53.95658733333335,53.866384000000025,53.687724000000024,53.600964666666684,53.40713800000001,53.20651466666668,53.106973333333336,53.00712666666667,52.90979800000001
175 day,56.742814857142854,56.67928799999999,56.61734857142857,56.5538937142857,56.4861737142857,56.41130857142857,56.32878342857143,56.24820342857144,56.1631622857143,55.97435942857144,55.731286857142884,55.66009885714288,55.5950965714286,55.53506800000002,55.4771862857143,55.41770914285715,55.36393600000001,55.316607428571444,55.27762800000001,55.23815942857144,55.18554742857145,55.12800228571429,55.07221542857143,55.02054800000001,54.96435657142858,54.90580228571429,54.84405542857142,54.78483542857143,54.72509028571428,54.668611428571424,54.618484571428574,54.577742857142866,54.53456057142858,54.445279428571425,54.39504914285714,54.28673485714284,54.18890742857142,54.13475999999999,54.08169142857141,54.03022285714284
