,2018-12-20,2018-12-31,2019-01-03,2019-01-17,2019-01-18,2019-01-25,2019-01-28,2019-02-04,2019-02-05
1 hr,54.75873333333334,59.39914999999999,55.51768333333334,68.51406666666666,68.11361666666666,69.91463333333331,69.88403333333335,76.19048333333335,75.10574999999999
1 min,54.88,59.68,55.35,68.16,68.37,69.98,69.9,76.52,74.46
1.5 hr,54.731722222222224,59.35182222222221,55.66963333333333,68.63333333333334,68.15428888888886,69.93086666666663,69.89452222222224,76.22000000000001,75.16674444444445
10 day,62.840999999999994,57.012,56.649,65.17699999999999,66.24000000000001,67.78300000000002,68.093,70.126,70.851
10 min,54.8011,59.3874,55.424,68.122,68.067,69.95550000000001,69.8038,76.31219999999999,74.4703
100 day,59.74389999999996,59.81359999999996,59.810499999999955,60.68469999999999,60.777699999999996,61.13759999999999,61.2179,61.76980000000001,61.90000000000002
125 day,57.47711999999997,58.01247999999996,58.17959999999996,59.474959999999975,59.61895999999998,60.19247999999997,60.329119999999975,61.056639999999994,61.1952
15 min,54.81106666666666,59.4476,55.476000000000006,68.15433333333334,68.045,69.95973333333335,69.8162,76.23006666666667,74.60419999999999
150 day,55.1719333333333,55.76606666666663,55.96933333333331,57.39946666666663,57.55646666666664,58.148399999999974,58.30526666666666,59.1932,59.38966666666667
175 day,52.71594285714282,53.46748571428568,53.7405714285714,55.236971428571394,55.389257142857105,56.017485714285684,56.183371428571405,57.05817142857141,57.24114285714284
2 day,56.965,58.575,57.345,68.82499999999999,68.255,68.935,69.91499999999999,74.42,75.485
2 hr,54.55325000000001,59.30377500000001,55.77281666666667,68.63966666666666,68.23204999999997,69.92697499999994,69.87945833333333,76.25499166666667,75.25457499999999
2.5 hr,54.60387333333334,59.273566666666675,55.79856666666669,68.65089333333331,68.25801333333331,69.9317733333333,69.88632666666668,76.28486000000002,75.22177333333332
20 day,64.9605,62.3155,60.822,60.913,61.37800000000001,64.0955,64.71900000000001,68.18299999999999,68.888
20 min,54.85074999999999,59.510250000000006,55.456500000000005,68.24225,68.0418,69.94130000000003,69.83064999999999,76.18974999999999,74.70715
200 day,50.192699999999974,50.85329999999996,51.09799999999996,52.771349999999956,52.95409999999996,53.684549999999966,53.869949999999974,54.806399999999975,55.00924999999998
25 min,54.88979999999999,59.51480000000001,55.478,68.31876,68.01044,69.92304000000001,69.83456,76.16979999999998,74.81572
3 hr,54.65336111111112,59.23033888888889,55.76571111111115,68.66504999999997,68.32475,69.92924999999994,69.8824388888889,76.35191111111111,75.21528888888885
3.5 hr,54.681847619047645,59.13991904761903,55.828738095238144,68.61844761904761,68.40251904761904,69.91678571428568,69.88258571428572,76.47869047619047,75.28704285714281
30 day,64.42733333333334,62.782,62.407666666666664,62.27366666666668,62.27866666666668,62.54100000000001,62.60333333333334,64.294,64.94699999999999
30 min,54.874833333333314,59.51556666666667,55.491666666666674,68.3883,68.01436666666667,69.91326666666667,69.85333333333332,76.16173333333333,74.88543333333334
4 hr,54.65544166666668,59.097054166666666,55.89012916666672,68.63020416666664,68.47311250000001,69.89573333333331,69.88335833333335,76.53704583333332,75.43567916666665
4.5 hr,54.628533333333344,59.05632962962963,55.98898518518523,68.64844814814813,68.50473703703703,69.90564444444442,69.87995925925927,76.50314814814814,75.58655185185184
40 day,62.45450000000001,63.170249999999996,62.88924999999998,63.10000000000001,63.29525000000001,63.95625,64.08874999999999,64.24049999999998,64.4205
45 min,54.86388888888889,59.43182222222223,55.4768888888889,68.47597777777777,68.06737777777776,69.92733333333331,69.88808888888889,76.16153333333332,74.99135555555556
5 day,59.358000000000004,56.878,57.839999999999996,67.378,67.702,68.18800000000002,68.484,71.768,73.0
5 hr,54.76930666666669,59.05214333333333,56.00208666666671,68.67541666666666,68.46264666666669,69.92330666666663,69.88418666666668,76.39734999999997,75.75119333333333
5 min,54.874,59.486000000000004,55.366,68.122,68.152,69.99300000000001,69.8108,76.4658,74.45
5.5 hr,55.02190000000001,59.066193939393976,55.976445454545484,68.73003333333334,68.38991212121213,69.88371515151513,69.85428787878789,76.2787363636363,75.8946515151515
50 day,60.76519999999999,61.06079999999999,61.180799999999984,63.3468,63.4184,63.4546,63.6176,64.66139999999999,64.9524
50 min,54.84228,59.403240000000004,55.47870000000002,68.48638,68.09243999999998,69.91617999999998,69.88508,76.16966,75.02994
55 min,54.795345454545455,59.39343636363637,55.491836363636374,68.49752727272727,68.11112727272726,69.91063636363636,69.88098181818182,76.17443636363636,75.07376363636364
6 hr,55.282147222222214,59.082655555555576,56.00078333333335,68.8051,68.28791111111113,69.80651666666665,69.7383,76.16888888888886,76.05120277777775
6.5 hr,55.521346153846125,59.05343076923079,56.16472307692309,68.8734846153846,68.263158974359,69.73456153846153,69.62432051282052,76.0109769230769,76.27038717948713
60 day,60.56316666666666,59.94699999999998,59.97316666666664,61.84683333333333,62.08266666666667,63.217166666666664,63.55183333333333,64.53633333333332,64.68716666666666
70 day,60.59414285714285,60.2372857142857,60.13142857142856,60.71657142857144,60.92200000000001,61.800571428571416,62.04485714285715,63.231714285714304,63.5227142857143
80 day,60.56674999999998,60.282624999999975,60.21187499999998,60.76212500000001,60.84962500000002,61.12387500000001,61.19837500000002,62.072500000000026,62.333375000000025
90 day,60.181555555555526,60.22288888888886,60.185555555555524,60.763555555555556,60.84133333333334,61.17566666666666,61.28600000000001,61.88033333333336,62.02444444444447
Tomorrow,53.48,59.34,57.72,68.35,67.22,69.83,68.31,74.47,73.48
