,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
2 day,36.8898,36.70585,36.6661,36.34785,36.07435,35.73125,35.2241,34.71195,33.9959,33.41915,34.105,34.209999999999994,34.504999999999995,35.225,35.620000000000005,35.575,35.89,35.94,35.725,35.7,35.864999999999995,35.905,36.06,35.59,35.93,36.565,36.010000000000005,35.575,35.724999999999994,35.754999999999995,36.0,36.68,36.96,37.16,37.425,37.3,37.120000000000005,37.135000000000005,37.144999999999996,37.515
2 hr,36.99706666666669,37.09154999999999,36.524091666666656,36.339225000000006,36.21919166666668,35.52474166666666,35.53820833333332,34.61800000000001,34.092125,33.56497499999999,33.722625,34.24363333333336,34.932841666666675,35.557391666666646,35.54968333333333,35.79035000000001,35.857166666666664,35.833558333333336,35.53114166666667,35.76454166666669,36.052641666666666,35.93665833333332,36.173808333333334,35.31634999999999,36.65886666666668,36.01061666666665,35.71277499999998,35.18117500000001,36.14296666666666,35.54529166666667,36.520975000000014,36.76417500000004,37.10934166666666,37.151250000000005,37.471075000000006,37.00215,37.29430000000001,37.01125000000001,37.356975000000006,37.659283333333356
2.5 hr,36.975453333333355,37.144466666666666,36.53326666666666,36.34493333333334,36.24384666666666,35.535293333333335,35.6746,34.63531333333336,34.14974,33.540299999999995,33.720519999999986,34.27466000000002,34.945433333333334,35.56336666666665,35.55047333333333,35.76628666666667,35.843806666666666,35.79768666666667,35.525833333333324,35.77668000000001,36.06218,35.94873333333332,36.15822666666668,35.35553333333332,36.65974000000003,35.95927999999999,35.732059999999976,35.15866666666666,36.15369333333332,35.53997333333332,36.49942666666668,36.76306666666669,37.088480000000004,37.129293333333344,37.456686666666656,36.99387999999998,37.30413333333334,36.98174666666668,37.36774666666667,37.63170000000003
20 day,37.83308000000001,37.782365,37.73463,37.63767,37.5243,37.37810999999999,37.229440000000004,37.12303000000001,36.936069999999994,36.54077,35.855545,35.634335,35.41966,35.336085000000004,35.224059999999994,35.149905000000004,35.095735,35.054925,34.99765,34.958315,34.937380000000005,34.960240000000006,35.020970000000005,35.048045,35.21438,35.38202499999999,35.473465,35.52799999999999,35.62399999999999,35.693,35.803000000000004,35.9105,36.044500000000006,36.117000000000004,36.198,36.3555,36.429,36.489,36.557,36.65
20 min,36.938300000000005,37.0749,36.69095,36.32174999999999,36.12595,35.62035000000001,35.24025000000001,34.65495,33.830650000000006,33.9286,33.89065,34.217200000000005,34.658,35.673249999999996,35.53204999999999,35.7838,35.9525,35.87025,35.63635000000001,35.73060000000001,35.95700000000001,35.86725,36.18545,35.02890000000001,36.81875,36.24715,35.73825000000001,35.278,36.10475,35.397650000000006,36.578500000000005,36.8069,37.174150000000004,37.23929999999999,37.570049999999995,36.99390000000001,37.21815,37.052550000000004,37.3734,37.7252
200 day,34.439424999999986,34.444062999999986,34.449806999999986,34.45184949999998,34.453489499999975,34.45092749999998,34.44563849999998,34.44118199999997,34.42868349999996,34.400631499999974,34.38210649999998,34.378774999999976,34.37938499999998,34.38941399999999,34.397933999999985,34.41406449999998,34.43218849999999,34.44730349999999,34.464157499999985,34.48029349999999,34.507991499999996,34.522966,34.53531,34.540028,34.5567065,34.5709705,34.583377000000006,34.595209000000004,34.61270500000001,34.62749200000001,34.64547150000001,34.665829500000015,34.707213000000024,34.729766000000026,34.75162350000003,34.79217800000003,34.81449100000003,34.84322800000004,34.87518000000003,34.90638750000003
25 min,36.96444000000001,37.0824,36.651160000000004,36.322559999999996,36.108639999999994,35.58328,35.226800000000004,34.68996,33.81448,33.896800000000006,33.882760000000005,34.19348,34.687200000000004,35.64699999999999,35.54376,35.802040000000005,35.9534,35.8688,35.61640000000001,35.73228000000001,35.957200000000014,35.87391999999999,36.196160000000006,35.044520000000006,36.79392,36.232319999999994,35.7306,35.27708,36.1138,35.399879999999996,36.576800000000006,36.797039999999996,37.179120000000005,37.24103999999999,37.54396,36.989560000000004,37.23132,37.06544,37.37672,37.723600000000005
3 hr,36.97945555555558,37.18287222222222,36.54051666666666,36.363172222222225,36.268944444444436,35.551083333333345,35.75534444444445,34.6576277777778,34.19567222222222,33.50094999999999,33.70848888888889,34.27734444444447,34.94251666666668,35.57763888888886,35.58509444444443,35.73420000000001,35.833600000000004,35.782122222222206,35.531088888888874,35.779250000000026,36.06988333333332,35.9549833333333,36.15659444444447,35.366988888888876,36.64268333333336,35.92508333333332,35.76022777777777,35.11249999999999,36.16849444444444,35.54374444444446,36.485949999999995,36.741455555555575,37.06975555555556,37.10641111111113,37.4489333333333,36.99039444444442,37.30646666666668,36.972461111111116,37.37103333333334,37.61331111111114
3.5 hr,36.98441904761907,37.21144761904761,36.56066666666666,36.387404761904776,36.29667619047618,35.56472380952383,35.834609523809526,34.67062857142859,34.23171428571428,33.49416190476189,33.67751428571428,34.25918095238097,34.945147619047624,35.57632380952379,35.60801428571426,35.70138571428572,35.832119047619045,35.790352380952356,35.54270476190476,35.77903809523812,36.07606666666665,35.9602714285714,36.15423809523812,35.37889999999999,36.607880952380974,35.88665714285713,35.808495238095226,35.07797142857141,36.176476190476194,35.5409904761905,36.48864761904761,36.734014285714295,37.05852380952381,37.08972857142859,37.44023809523806,36.994647619047605,37.298776190476204,36.976142857142854,37.3718761904762,37.59443333333336
30 day,37.75700000000001,37.789820000000006,37.75833000000001,37.698663333333336,37.64098333333334,37.574353333333335,37.48054333333333,37.377449999999996,37.22662,36.91402666666667,36.55102333333333,36.42078666666667,36.29623333333334,36.22427333333334,36.18671666666667,36.13396666666666,36.09652666666666,36.038489999999996,35.95456333333333,35.85209666666666,35.64322333333334,35.542440000000006,35.500056666666666,35.410039999999995,35.399603333333324,35.36949,35.34095,35.29409999999999,35.27820999999999,35.254576666666665,35.27325333333333,35.31782666666667,35.46769666666667,35.587920000000004,35.747683333333335,35.96000000000001,36.06266666666667,36.162000000000006,36.25833333333334,36.36266666666667
