,2018-12-12,2018-12-20
1 hr,52.98856666666667,47.04241666666667
1 min,53.0,46.87
1.5 hr,52.90711111111111,46.95550000000001
10 day,50.97600000000001,50.891999999999996
10 min,53.01649999999999,46.88349999999999
100 day,50.12959999999999,50.560100000000006
125 day,48.49792,48.9184
15 min,53.013,46.93366666666667
150 day,47.63023333333334,48.035466666666686
175 day,46.59814285714286,47.00751428571429
2 day,52.480000000000004,47.695
2 hr,52.88754999999998,46.75880833333336
2.5 hr,52.92621333333332,46.711213333333355
20 day,48.897000000000006,49.956999999999994
20 min,53.015249999999995,46.98125
200 day,45.55125000000002,45.958675000000014
25 min,53.02399999999999,47.03500000000001
3 hr,52.94802777777776,46.72409444444446
3.5 hr,52.95412380952377,46.76469999999999
30 day,48.03566666666667,49.087
30 min,53.02233333333332,47.06183333333333
4 hr,52.9921458333333,46.79055833333334
4.5 hr,53.016640740740705,46.820818518518514
40 day,47.37550000000001,47.93300000000001
45 min,52.985333333333315,47.103666666666676
5 day,51.580000000000005,50.062
5 hr,53.031213333333305,46.902100000000004
5 min,53.019000000000005,46.838
5.5 hr,53.030572727272705,47.000036363636376
50 day,47.786,47.534800000000025
50 min,52.98758,47.0923
55 min,52.98770909090909,47.062636363636365
6 hr,53.01362499999997,47.08477500000004
6.5 hr,52.96999743589741,47.161930769230814
60 day,49.278333333333336,48.68250000000001
70 day,50.33185714285715,49.80314285714288
80 day,50.99125000000001,50.59712500000002
90 day,50.86233333333333,51.034555555555585
Tomorrow,53.0,44.43
