,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-18,2019-01-22,2019-01-23,2019-01-25,2019-01-28,2019-01-29,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,78.58096666666667,78.63061666666665,78.71380000000003,78.83676666666666,78.98271666666666,79.17529999999998,79.00611666666668,79.01273333333337,78.69903333333332,79.22324999999998,79.35428333333334,79.68655000000004,79.31738333333332,79.21168333333331,79.31368333333332,79.15515,79.31928333333333,79.26565000000005,79.18935,79.32593333333331,79.37028333333336,79.45268333333334,79.47548333333333,79.59998333333334,80.05425,79.68236666666662,79.74388333333332,79.7390833333333,79.8107,79.95914999999998,79.88723333333336,79.8513,79.74901666666665,79.89871666666663,79.91663333333334
1 min,78.57,78.63,78.7,78.84,79.0,79.1,78.995,79.02,78.65,79.215,79.375,79.671,79.32,79.21,79.34,79.17,79.34,79.28,79.15,79.29,79.38,79.454,79.47,79.63,80.08,79.67,79.77,79.73,79.81,79.94,79.89,79.86,79.75,79.91,79.92
1.5 hr,78.59021111111109,78.63336666666667,78.72088888888887,78.83060000000002,78.98033333333333,79.15572222222224,79.0104777777778,79.00956666666669,78.7161111111111,79.21729999999998,79.33694444444448,79.67628888888893,79.33713333333331,79.22062222222218,79.31496666666668,79.16126666666665,79.32298888888889,79.26858888888894,79.19611111111111,79.34008888888884,79.36823333333335,79.45429999999999,79.47703333333332,79.59663333333334,80.05078888888889,79.67553333333328,79.74415555555554,79.73668888888882,79.81003333333334,79.95618888888885,79.87967777777776,79.85130000000001,79.74821111111109,79.89752222222221,79.91595555555554
10 day,77.89751000000001,77.97431,78.05211,78.14186,78.23141000000001,78.31599,78.37568999999999,78.41946999999999,78.47681,78.64959,78.7212,78.81179,78.91620999999999,78.95794000000001,79.00881000000001,79.06068,79.11155000000001,79.13649000000001,79.05967999999999,79.05669,79.07165,79.12053,79.13549000000002,79.17339000000001,79.29708000000001,79.36269999999999,79.49494999999999,79.55161,79.59731,79.66399,79.72468,79.76841,79.79166000000001,79.79249999999999,79.8185
10 min,78.5815,78.6319,78.69660000000002,78.85350000000001,78.9899,79.1355,78.99440000000001,79.02159999999999,78.66299999999998,79.1885,79.36390000000002,79.6786,79.31559999999999,79.215,79.35100000000001,79.16529999999999,79.33360000000002,79.2759,79.1738,79.30409999999999,79.3822,79.4689,79.4789,79.61600000000001,80.07350000000001,79.68350000000002,79.76539999999999,79.7317,79.7936,79.9471,79.89349999999999,79.86580000000001,79.7521,79.90899999999998,79.92219999999999
100 day,77.616734,77.62333799999999,77.629459,77.637073,77.64647099999998,77.65686799999999,77.66705499999998,77.67665199999998,77.69497199999998,77.72516499999999,77.73967399999998,77.75579699999999,77.77880499999998,77.78915699999997,77.79971899999998,77.808291,77.81757199999998,77.82517,77.85416599999999,77.86255499999999,77.87292499999998,77.896553,77.90772399999999,77.92169999999999,77.95335799999998,77.97069299999998,78.006355,78.02498299999999,78.04371699999999,78.06493499999996,78.08595199999998,78.10864699999998,78.13127699999998,78.15436899999997,78.17726799999998
125 day,77.63857039999999,77.64519440000001,77.65237520000001,77.65973040000002,77.6694528,77.67997600000001,77.68923040000001,77.69856400000002,77.71263520000002,77.74028,77.751392,77.7641128,77.7839008,77.7931864,77.8030352,77.81113520000001,77.81996160000001,77.82909520000001,77.86569360000001,77.87781840000004,77.88963840000002,77.91574560000004,77.92860000000003,77.94343920000003,77.97674320000002,77.9929536,78.0223824,78.0383648,78.05498479999999,78.07138239999998,78.08627839999997,78.10101519999998,78.11514639999999,78.12972799999997,78.14423439999997
15 min,78.5804666666667,78.63239999999999,78.70333333333335,78.85386666666666,78.98893333333334,79.14606666666667,78.99373333333332,79.02066666666666,78.67133333333335,79.19033333333333,79.36473333333335,79.67626666666668,79.3154,79.2154,79.35066666666667,79.16286666666666,79.33120000000001,79.27420000000001,79.17773333333335,79.30606666666668,79.37953333333333,79.46726666666667,79.4776,79.61253333333335,80.06333333333333,79.68440000000001,79.76459999999999,79.73400000000001,79.79433333333333,79.94646666666668,79.89466666666667,79.86386666666665,79.75246666666665,79.90713333333332,79.91946666666666
150 day,77.57412666666667,77.58130333333335,77.58842200000002,77.59718800000002,77.609164,77.62246000000002,77.63548266666669,77.64713533333335,77.66942400000002,77.70032000000002,77.70831466666668,77.71993666666668,77.74046733333336,77.75122333333336,77.7622526666667,77.7736566666667,77.78481666666669,77.79616533333336,77.84239733333337,77.8536186666667,77.86537200000004,77.89001800000005,77.90256800000004,77.9158546666667,77.94523400000003,77.95800933333337,77.98467466666669,77.99876066666668,78.01219800000001,78.02571466666667,78.03844133333334,78.05156000000001,78.06417266666668,78.07749,78.090614
175 day,77.54397485714286,77.54738285714288,77.5500725714286,77.55316914285717,77.55772914285716,77.56275028571432,77.56798228571432,77.57288000000003,77.58163600000002,77.60686685714286,77.61863028571429,77.63294171428574,77.65847942857144,77.66922057142858,77.68036571428574,77.69127885714289,77.70304800000004,77.71402685714288,77.75804171428575,77.76908000000005,77.7801268571429,77.80683257142863,77.82146971428575,77.83741028571431,77.86996400000004,77.88591771428575,77.91441714285718,77.92758342857147,77.93801657142859,77.95047771428574,77.96293542857144,77.97609428571431,77.98949200000003,78.00332571428574,78.01856400000003
2 day,78.2185,78.20855,78.2732,78.38265000000001,78.517,78.64635000000001,78.66125,78.6065,78.53999999999999,78.91405,79.09360000000001,79.328,79.18335,79.07365,79.07865,79.05369999999999,79.05369999999999,79.0986,78.98385,79.02375,79.1335,79.2981,79.26815,79.3629,79.70705,79.7808,79.685,79.755,79.77,79.86,79.905,79.88499999999999,79.8175,79.8275,79.915
2 hr,78.59511666666663,78.63870000000001,78.71838333333329,78.83130833333333,78.97484166666669,79.1432166666667,79.02034166666665,79.00755000000001,78.72489166666666,79.20769999999999,79.33057500000005,79.64680833333341,79.34531666666662,79.22789999999995,79.31750833333332,79.163575,79.325825,79.27423333333344,79.19505000000002,79.34892499999994,79.365675,79.45430833333337,79.48290833333327,79.59138333333334,80.05579166666664,79.67149999999992,79.7424333333333,79.73555833333326,79.81038333333329,79.95242499999996,79.87867499999999,79.84920833333332,79.75141666666663,79.89091666666666,79.91536666666667
2.5 hr,78.59512666666663,78.63990666666665,78.71139333333335,78.83044666666666,78.96671333333335,79.12954000000002,79.02596000000003,79.00363333333333,78.7303333333333,79.19657333333333,79.32646666666668,79.64076666666672,79.34924666666662,79.23319333333328,79.31665333333332,79.17426666666664,79.32700666666665,79.2790733333334,79.19392666666668,79.35294666666667,79.36342666666667,79.45286000000009,79.48859999999996,79.58773999999998,80.05903999999997,79.66352666666653,79.7429533333333,79.73015999999991,79.80858666666663,79.94738666666657,79.87690666666664,79.84567999999997,79.75443999999996,79.88552000000003,79.91516000000007
20 day,77.62839000000001,77.68118000000001,77.734475,77.79473500000002,77.85253,77.91729,77.97905499999999,78.03685,78.14975999999999,78.35085000000001,78.43152999999998,78.5216,78.64594999999998,78.688705,78.73296500000001,78.768745,78.81648500000003,78.85775000000004,78.962095,78.98645000000002,79.014795,79.090605,79.12352,79.15494,79.21628499999998,79.22565499999999,79.27581999999998,79.31162999999998,79.34495499999997,79.39225999999998,79.43008499999999,79.47089999999999,79.50497,79.54479,79.59060000000001
20 min,78.57985000000001,78.63269999999997,78.7087,78.85319999999999,78.98865,79.15830000000001,78.99595,79.01945,78.67375000000001,79.19645,79.3649,79.67810000000001,79.31500000000001,79.21355,79.3483,79.16085000000001,79.32860000000001,79.27000000000001,79.17875000000001,79.3031,79.37935000000002,79.46594999999999,79.47705,79.60810000000001,80.058,79.68405000000001,79.76039999999998,79.73525000000002,79.79645000000002,79.9466,79.8933,79.862,79.7526,79.9066,79.91745
200 day,77.5331235,77.53773450000001,77.54203400000002,77.54781050000003,77.55442750000002,77.56159500000003,77.56831250000002,77.57459150000001,77.58706900000001,77.6073685,77.6159465,77.6263625,77.645176,77.653152,77.66157900000002,77.66945150000002,77.67680700000003,77.68386250000003,77.70866950000003,77.71592750000005,77.72260800000005,77.73711850000005,77.74434750000005,77.75310650000004,77.77263400000004,77.78204150000003,77.80447300000003,77.81740400000002,77.83083000000002,77.84553950000002,77.86063600000001,77.87490150000002,77.88795600000002,77.90154050000002,77.91587000000003
25 min,78.57900000000001,78.63371999999998,78.71059999999997,78.85323999999999,78.98836,79.16348,78.9978,79.01832000000002,78.67572000000001,79.20035999999999,79.36292000000002,79.67700000000002,79.31460000000001,79.21148,79.34112,79.15956000000001,79.32604,79.26764000000001,79.17960000000001,79.30608000000001,79.38044000000001,79.46535999999999,79.47604000000001,79.60696,80.05720000000001,79.68244000000001,79.75944,79.73468000000001,79.80004000000002,79.94796000000001,79.89380000000001,79.85999999999997,79.75280000000001,79.90627999999998,79.91736000000002
