,2018-12-12,2018-12-13,2019-01-17,2019-01-18
1 hr,39.84896666666667,38.77451666666664,39.27704999999997,39.45480000000003
1 min,39.62,38.88,39.24,39.36
1.5 hr,39.87709999999999,38.733577777777775,39.26003333333332,39.49475555555559
10 day,39.436,39.477,38.403000000000006,38.50999999999999
10 min,39.679,38.803,39.2355,39.338499999999996
100 day,43.4202,43.33030000000001,41.23360000000002,41.170000000000016
125 day,44.12143999999999,44.05056,42.372240000000005,42.29920000000001
15 min,39.712999999999994,38.813333333333325,39.245666666666665,39.36766666666666
150 day,44.38426666666666,44.351,43.11853333333333,43.0704
175 day,43.94651428571428,43.934342857142845,43.46874285714286,43.44582857142857
2 day,39.445,39.25,38.97,39.305
2 hr,39.90133333333334,38.66900833333331,39.25800000000001,39.55210833333334
2.5 hr,39.93565333333336,38.64388666666665,39.26413333333336,39.56352666666667
20 day,39.2645,39.188500000000005,37.543,37.636999999999986
20 min,39.74875,38.8045,39.25624999999999,39.40724999999999
200 day,43.69235,43.67795,43.18779999999999,43.180099999999996
25 min,39.76424,38.7868,39.26599999999999,39.42631999999999
3 hr,39.970727777777796,38.61833333333332,39.26742222222225,39.60724444444445
3.5 hr,39.98772380952386,38.61889523809521,39.259828571428585,39.645695238095236
30 day,39.79100000000001,39.771666666666675,38.05633333333333,38.056
30 min,39.77853333333334,38.785,39.267999999999994,39.43426666666666
4 hr,39.995766666666675,38.63352083333329,39.257891666666644,39.66662916666667
4.5 hr,40.00633703703704,38.64705185185184,39.25138518518518,39.667840740740765
40 day,40.08625,39.97675,38.228,38.244749999999996
45 min,39.81491111111112,38.792777777777765,39.2729111111111,39.446622222222224
5 day,39.260000000000005,39.18,38.42,38.65599999999999
5 hr,40.02165666666667,38.659253333333325,39.23054666666665,39.665223333333365
5 min,39.644,38.876,39.234,39.335
5.5 hr,40.02700000000001,38.690318181818185,39.2100393939394,39.67224545454549
50 day,40.534000000000006,40.451600000000006,38.7394,38.7136
50 min,39.828860000000006,38.78619999999999,39.27805999999998,39.44136000000001
55 min,39.840781818181824,38.77856363636362,39.28214545454543,39.447600000000016
6 hr,40.02759444444445,38.7488777777778,39.18550833333333,39.658358333333375
6.5 hr,40.01054871794873,38.818733333333356,39.17300769230769,39.63417692307696
60 day,41.1735,41.03933333333334,38.97533333333334,38.93416666666667
70 day,41.973857142857156,41.850285714285725,39.4237142857143,39.36842857142858
80 day,42.524000000000015,42.43187500000001,39.87400000000001,39.840875
90 day,42.99533333333334,42.90344444444445,40.640444444444455,40.55700000000001
Tomorrow,38.88,38.89,39.36,38.1
