,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,68.46253333333331,69.39565,68.576,65.92255,64.47621666666669,63.72018333333334,62.08641666666664,61.751883333333346,60.84944999999998,60.94414999999999,61.86901666666667,61.44661666666665,61.1659,62.56673333333332,62.56081666666667,63.18819999999999,64.1151833333333,64.82660000000003,65.11558333333335,65.25876666666667,64.95195000000001,65.49196666666667,64.64708333333334,67.08670000000001,65.78270000000002,65.05843333333333,64.82988333333333,66.27340000000001,65.45776666666666,65.49986666666668,66.48013333333333,65.51413333333332,66.12953333333334,67.1143,68.08393333333335,68.0572,68.10423333333331,68.53151666666665,69.26020000000001,71.10513333333334,71.22036666666664,71.7022333333333,72.39983333333335
1 min,68.1,68.87,68.88,65.81,64.7,63.87,62.04,61.63,60.71,61.72,62.12,61.96,60.97,62.8,62.43,63.34,63.98,64.68,65.22,65.27,65.09,65.39,65.26,67.37,65.85,65.09,65.06,66.18,65.59,65.41,66.3,65.7,66.19,67.43,68.28,68.12,68.22,68.76,69.2,71.11,71.12,71.62,72.54
1.5 hr,68.45104444444442,69.43014444444447,68.48482222222222,65.94692222222221,64.54298888888887,63.763366666666684,62.558611111111084,61.767777777777795,60.954777777777764,60.72486666666667,61.86688888888887,61.60176666666664,61.24671111111112,62.58828888888889,62.5682,63.15569999999999,64.05495555555554,64.78430000000002,65.15044444444446,65.26571111111112,64.92703333333333,65.43444444444447,64.64064444444446,67.08534444444443,65.82916666666664,64.99177777777781,64.83548888888889,66.29383333333334,65.41993333333332,65.53127777777779,66.45625555555556,65.54586666666667,66.11347777777776,67.0891777777778,68.03574444444446,68.06243333333335,68.13772222222218,68.51566666666662,69.27323333333334,71.09555555555556,71.2274111111111,71.67454444444441,72.37318888888889
10 day,70.51171,70.37999999999998,70.011,69.417,68.622,67.69600000000001,66.84099999999998,66.02,65.287,63.696000000000005,61.968,61.69500000000001,61.40399999999998,61.47800000000001,61.562,61.827,62.349000000000004,62.646,62.96200000000001,63.281000000000006,63.57900000000001,63.922000000000004,64.333,64.78999999999999,65.12800000000001,65.301,65.40799999999999,65.559,65.598,65.613,65.732,65.76400000000001,65.87500000000001,65.881,66.125,66.426,66.742,66.99699999999999,67.357,67.92699999999999,68.41,69.003,69.63699999999999
10 min,68.13549999999998,69.02099999999999,68.79650000000001,65.87429999999999,64.526,64.06450000000001,62.048,61.47670000000001,60.67850000000001,61.53159999999999,61.80500000000001,61.657500000000006,61.05249999999999,62.693099999999994,62.503499999999995,63.257799999999996,63.996500000000005,64.7965,65.21950000000001,65.25250000000001,65.0315,65.5675,64.9539,67.1495,65.63,64.98649999999999,64.94959999999999,66.1908,65.51750000000001,65.386,66.40549999999999,65.67049999999999,66.1875,67.29249999999999,68.1585,68.0125,68.161,68.59,69.189,71.12899999999999,71.15759999999999,71.66550000000001,72.58449999999999
100 day,71.49157900000002,71.48991500000002,71.47970000000002,71.45061800000002,71.39214300000002,71.32636500000001,71.24835000000002,71.16573600000001,71.07014500000001,70.86628400000001,70.58184800000002,70.48026800000001,70.37266600000001,70.28097700000002,70.18370100000001,70.08459000000002,69.99714700000003,69.91402000000001,69.83370800000002,69.75310100000002,69.66174900000001,69.58264000000001,69.498444,69.429989,69.337785,69.24096399999999,69.14771999999999,69.069864,68.986607,68.89467,68.816917,68.735557,68.663484,68.596731,68.540572,68.48231399999999,68.43482699999998,68.38974899999998,68.35066699999999,68.32300799999999,68.29664499999996,68.28465399999997,68.27239099999996
125 day,70.13493200000005,70.16199120000003,70.18268640000004,70.18359600000004,70.18548480000005,70.18073520000004,70.16778640000001,70.1455128,70.12152560000003,70.06778160000002,70.03403120000002,70.0218728,69.9978992,69.983316,69.95408400000001,69.93563040000001,69.93207840000001,69.93524,69.9424032,69.955612,69.96404160000002,69.93836880000002,69.90918320000002,69.89569200000001,69.86344,69.8341744,69.7903544,69.756212,69.72228,69.68666879999999,69.65499600000001,69.61900080000001,69.58326720000002,69.55594240000002,69.52834000000001,69.4957984,69.4646144,69.44069280000001,69.4187016,69.41024079999998,69.39319199999997,69.38443759999997,69.38073599999997
15 min,68.17733333333332,69.09799999999998,68.77633333333333,65.8132,64.44833333333334,64.04633333333332,62.01879999999999,61.49646666666667,60.713,61.4764,61.856666666666676,61.56926666666666,61.08999999999998,62.67073333333333,62.547,63.25686666666665,64.03133333333334,64.83266666666665,65.20533333333334,65.22066666666667,65.06,65.54613333333333,64.87526666666666,67.145,65.66000000000001,64.99726666666666,64.93639999999998,66.20373333333333,65.49726666666669,65.40653333333333,66.44933333333331,65.61333333333333,66.20033333333335,67.24199999999999,68.13933333333334,68.03,68.1542,68.55726666666666,69.18666666666667,71.11533333333334,71.15939999999999,71.68833333333335,72.58106666666667
150 day,69.1082726666667,69.15635733333339,69.20047666666672,69.2226806666667,69.23847266666672,69.25091333333339,69.24666200000001,69.2378926666667,69.22147133333335,69.18276000000003,69.15218333333337,69.14105733333338,69.1125966666667,69.10276333333337,69.08542800000004,69.0790626666667,69.07689733333338,69.07522400000002,69.07430066666669,69.06496333333337,69.05316800000003,69.04668466666669,69.04237666666668,69.05479266666667,69.051972,69.04773,69.05177066666667,69.06321266666667,69.07615533333333,69.082994,69.10033800000001,69.11301933333334,69.13168466666667,69.15974266666667,69.19220800000001,69.22029266666665,69.251894,69.283716,69.31436333333332,69.34780333333332,69.38429199999997,69.43233199999997,69.48729999999999
175 day,67.47110228571432,67.55069771428575,67.62932914285717,67.6978365714286,67.75937600000005,67.81164628571433,67.85481714285716,67.88924685714287,67.92142057142858,67.97032057142859,68.00309714285717,68.0155245714286,68.02891942857146,68.04812800000003,68.06963942857145,68.0904068571429,68.11981200000002,68.15067028571431,68.18721771428575,68.22569257142861,68.25827200000003,68.28939371428577,68.3184622857143,68.35099200000003,68.37160857142858,68.38635485714286,68.40200514285716,68.4258685714286,68.44256742857145,68.4568222857143,68.47474685714288,68.48782800000001,68.50682285714288,68.5323365714286,68.55772571428575,68.58067142857143,68.60690628571432,68.62691142857146,68.65516857142859,68.68985257142859,68.72885371428572,68.770712,68.81413485714286
2 day,68.195,68.485,68.86,67.33500000000001,65.255,64.285,62.97,61.83,61.155,60.239999999999995,62.105000000000004,62.040000000000006,61.465,61.885,62.620000000000005,62.900000000000006,63.665,64.335,64.955,65.245,65.19,65.245,65.235,66.225,66.595,65.455,65.065,65.625,65.905,65.515,65.86,66.0,65.95,66.81,67.845,68.18,68.15,68.47999999999999,68.97999999999999,70.16499999999999,71.125,71.38,72.08500000000001
2 hr,68.31176666666664,69.54506666666671,68.40086666666666,66.03003333333332,64.57443333333332,63.86689166666668,62.905425,61.62682500000002,61.05201666666665,60.59685833333332,61.88505833333331,61.68605833333331,61.312016666666715,62.569691666666664,62.659141666666685,63.16202499999998,64.01329166666666,64.75821666666667,65.13851666666667,65.26181666666668,65.00385,65.40998333333336,64.59228333333334,67.1157833333333,65.87307499999996,64.96328333333335,64.84453333333333,66.28030833333334,65.3646,65.547225,66.432625,65.56201666666668,66.1042,67.09319166666667,68.0259916666667,68.07827499999999,68.12301666666667,68.51744166666663,69.28540833333334,71.07948333333333,71.20693333333331,71.68542499999998,72.35775000000002
2.5 hr,68.26383333333334,69.66946000000003,68.38775999999999,66.06822666666666,64.5918133333333,63.92928000000002,63.30399333333333,61.61586000000002,61.16746666666666,60.46898666666668,61.93818,61.772499999999965,61.348713333333365,62.552026666666656,62.717686666666715,63.16606666666663,64.00586666666669,64.67413333333332,65.13992,65.25609333333338,65.05428000000003,65.34337333333337,64.5061466666667,67.12903333333327,65.92461999999998,64.91225333333334,64.87080666666667,66.29357333333333,65.36011333333337,65.57275333333332,66.31895333333333,65.56376666666668,66.14668666666665,67.05486666666667,67.98758000000004,68.13170666666672,68.11910000000005,68.47832666666665,69.27968666666668,71.07721333333332,71.19587999999992,71.69348000000001,72.34526666666669
20 day,70.49696000000002,70.46949,70.408115,70.185275,69.819195,69.394175,68.90357499999999,68.53353999999999,68.068655,67.103855,65.6925,65.1585,64.54999999999998,64.15950000000001,63.791,63.556999999999995,63.340999999999994,63.17100000000001,62.988,62.809500000000014,62.77350000000001,62.8085,62.8685,63.134,63.34500000000001,63.564,63.878499999999995,64.10249999999999,64.28000000000002,64.447,64.65549999999999,64.843,65.10400000000001,65.3355,65.62650000000001,65.86350000000002,66.075,66.27799999999999,66.47749999999999,66.77,67.07099999999998,67.38349999999998,67.75599999999999
20 min,68.21725,69.18574999999998,68.73875000000001,65.77665,64.41225,63.98174999999999,61.98525000000001,61.57535,60.707650000000015,61.42005,61.90585,61.496449999999996,61.116499999999995,62.63304999999999,62.561749999999996,63.24839999999999,64.0495,64.85425000000001,65.19175000000001,65.18415,65.04015000000001,65.52860000000001,64.81895,67.15775000000001,65.6965,65.01644999999999,64.90394999999998,66.2123,65.48455000000001,65.43915,66.45575,65.58,66.19675000000001,67.21775,68.134,68.04215,68.15815,68.54475,69.19795,71.12100000000001,71.17779999999999,71.70995000000002,72.55080000000001
200 day,65.96044550000002,66.03291500000003,66.11102950000003,66.17013100000003,66.22090700000004,66.26109600000004,66.29327350000003,66.32270600000003,66.34758850000003,66.37744850000003,66.46150500000003,66.48931900000004,66.51342250000003,66.54518900000004,66.57560200000003,66.61849000000004,66.66958000000004,66.71738450000002,66.77254450000004,66.82988650000003,66.87949400000004,66.93525600000004,66.98466450000002,67.04671050000002,67.100463,67.156657,67.21235400000002,67.26964050000001,67.32521500000001,67.374391,67.43054300000001,67.479633,67.53043050000001,67.56533600000003,67.60360000000003,67.64666000000001,67.68883400000003,67.73940450000003,67.78831200000002,67.85048450000002,67.907556,67.97153550000002,68.03778650000001
25 min,68.2668,69.23207999999998,68.68988,65.77512,64.38955999999999,63.93136,61.989360000000005,61.65708000000001,60.682120000000005,61.36804000000001,61.91224000000001,61.46495999999999,61.141239999999996,62.61483999999999,62.58199999999999,63.25011999999999,64.0642,64.86240000000002,65.17840000000002,65.17432000000001,65.02356,65.52028,64.78,67.15996000000001,65.69552,65.02795999999998,64.87235999999999,66.20523999999999,65.48036,65.45508,66.44340000000001,65.5526,66.19440000000002,67.20299999999999,68.13140000000001,68.04951999999999,68.1302,68.5422,69.21008,71.1164,71.19444,71.73024000000001,72.50784
3 hr,68.27652222222223,69.77299444444449,68.34155555555553,66.12921666666665,64.61421666666666,63.97708888888889,63.517861111111145,61.64241111111111,61.25688333333331,60.35351111111113,61.98337777777773,61.819449999999954,61.351761111111124,62.541099999999986,62.752705555555615,63.15516111111107,63.99603333333332,64.62081111111108,65.1728722222222,65.24345555555563,65.07917777777782,65.2670055555556,64.43892222222227,67.15129999999994,65.96678333333331,64.85038333333331,64.88050555555556,66.31237777777778,65.35540555555563,65.60520000000002,66.25766111111109,65.5866611111111,66.15897222222219,67.01197777777779,67.95131111111115,68.16388333333336,68.09066111111115,68.45331666666665,69.29033333333335,71.02861666666664,71.18862777777767,71.69279444444449,72.34155
3.5 hr,68.28190952380953,69.8292571428572,68.33109047619047,66.18576666666665,64.64076190476189,64.02119047619047,63.68804285714289,61.68266666666664,61.33399999999996,60.30517142857146,62.002028571428546,61.81502380952377,61.3638904761905,62.51183333333333,62.7333571428572,63.154309523809516,63.99401904761903,64.58214285714284,65.21856666666665,65.22310952380958,65.08557619047622,65.2279047619048,64.41656190476198,67.19473809523802,66.04532857142856,64.77180476190475,64.91637619047619,66.35909523809528,65.35879523809528,65.63540476190477,66.22472857142856,65.60743809523811,66.13516666666665,66.97620952380953,67.92566666666673,68.18020000000008,68.05022857142862,68.42548571428571,69.31472857142859,70.99816190476189,71.17827619047608,71.69902857142858,72.3398619047619
30 day,70.13546333333335,70.24841666666667,70.25635333333335,70.16229333333334,70.00564,69.83628,69.60857666666666,69.32366999999999,68.94396000000002,68.22997333333333,67.44618333333332,67.11113,66.73078333333332,66.42838333333333,66.20969333333332,65.98810333333333,65.80180333333332,65.61790333333333,65.45199999999998,65.21000000000001,64.988,64.74633333333333,64.47766666666665,64.36966666666666,64.23666666666666,64.13833333333332,64.03,63.96699999999999,63.85800000000001,63.744,63.75966666666667,63.793666666666674,63.87066666666667,64.04966666666667,64.27166666666668,64.518,64.833,65.06733333333334,65.30566666666667,65.607,65.90699999999998,66.22966666666666,66.61499999999998
30 min,68.33290000000001,69.26173333333331,68.6655,65.79520000000001,64.37889999999999,63.89996666666666,61.99946666666667,61.69810000000002,60.69820000000001,61.29836666666667,61.90920000000001,61.44123333333332,61.171200000000006,62.603033333333315,62.5815,63.24113333333332,64.07316666666667,64.86983333333336,65.16250000000001,65.18540000000002,65.01696666666668,65.5194,64.76383333333334,67.14463333333333,65.70196666666666,65.03963333333331,64.84909999999998,66.2036,65.48013333333333,65.47856666666665,66.44783333333335,65.52566666666665,66.18093333333334,67.19383333333333,68.13166666666667,68.05359999999999,68.11016666666666,68.54183333333334,69.21923333333332,71.11779999999999,71.20363333333333,71.73303333333334,72.47236666666666
4 hr,68.27655833333334,69.85645000000007,68.31867916666666,66.20185,64.69569166666663,64.06005416666666,63.79848333333334,61.71393749999999,61.411841666666646,60.25464583333334,62.00404166666666,61.80559583333329,61.35910000000002,62.47144999999999,62.66645000000005,63.16132083333332,63.99610833333333,64.52832916666665,65.24911666666665,65.19498333333338,65.0717541666667,65.19252083333335,64.47855000000008,67.24615416666661,66.13776249999997,64.71123333333333,64.95317083333333,66.40667500000002,65.36868750000004,65.66879583333335,66.21521249999999,65.63286250000002,66.16368749999997,66.9525875,67.9011416666667,68.17965416666677,68.02064583333338,68.38955416666671,69.32581666666667,70.97936666666664,71.16504583333321,71.69179583333334,72.34482499999999
4.5 hr,68.3051925925926,69.85614074074084,68.33027037037039,66.23357037037037,64.73877777777771,64.07996666666665,63.852951851851884,61.73400740740738,61.519770370370345,60.16089259259257,61.99028148148147,61.812011111111076,61.34751481481482,62.434599999999975,62.59086666666672,63.12622962962961,63.96524074074073,64.48468888888887,65.2609037037037,65.16282962962967,65.01221851851854,65.17950370370369,64.53927037037045,67.25557407407398,66.21934444444442,64.68344814814814,64.97967037037036,66.4180888888889,65.3988592592593,65.67405185185186,66.18799629629628,65.64239259259259,66.18211111111111,66.93251851851852,67.87633703703708,68.18144074074084,67.98004444444452,68.35505925925932,69.35274444444443,70.97319629629624,71.15149629629617,71.66472592592592,72.35511481481483
40 day,69.64265750000001,69.59851499999999,69.51997250000001,69.4033175,69.3092575,69.21314500000001,69.06181000000001,68.9366125,68.81134500000002,68.52559750000002,68.11372000000001,67.92798000000002,67.72821,67.57593250000001,67.3832525,67.16471999999999,66.9778875,66.83397999999998,66.72874499999999,66.6088075,66.4793875,66.3138475,66.13133749999999,66.01878749999999,65.93927,65.81632749999999,65.70335250000001,65.6031775,65.48850000000003,65.31075000000001,65.174,65.00075000000002,64.82700000000003,64.74750000000003,64.70875000000002,64.71025000000002,64.708,64.7245,64.73275,64.78975,64.92224999999999,65.09599999999999,65.31224999999998
45 min,68.44635555555554,69.33382222222221,68.62455555555556,65.87426666666666,64.43604444444443,63.770222222222216,62.0512222222222,61.77231111111113,60.74659999999999,61.10377777777777,61.85380000000001,61.4289111111111,61.16682222222222,62.57004444444441,62.58053333333334,63.21097777777777,64.1189333333333,64.84811111111114,65.12722222222223,65.22804444444446,64.97231111111114,65.52817777777778,64.70422222222223,67.10848888888889,65.74975555555557,65.07535555555553,64.8218,66.24957777777777,65.4758,65.4954,66.46151111111112,65.49477777777777,66.14637777777779,67.15391111111111,68.10837777777779,68.05848888888887,68.0997333333333,68.55155555555557,69.24626666666668,71.11986666666667,71.21384444444442,71.71053333333333,72.422
5 day,68.968,68.624,68.428,67.988,67.26400000000001,66.424,65.05799999999999,63.612,62.586,60.968,61.35,61.988000000000014,61.839999999999996,61.986000000000004,62.06,62.303999999999995,62.71,63.452,63.938,64.50200000000001,64.854,65.134,65.21399999999998,65.642,65.75399999999999,65.748,65.68199999999999,65.904,65.554,65.47200000000001,65.716,65.846,65.846,66.208,66.77799999999999,67.136,67.638,68.148,68.506,69.076,69.684,70.368,71.126
5 hr,68.34052666666668,69.85092666666677,68.34946000000001,66.30406999999998,64.77894999999995,64.09061,63.89888000000005,61.775643333333306,61.59812666666662,60.04703666666662,61.98699333333328,61.80682999999997,61.29475000000002,62.409033333333305,62.51493666666669,63.097389999999955,63.913886666666656,64.45009666666662,65.24127999999997,65.1553866666667,64.98167333333335,65.18740666666665,64.5609933333334,67.26129333333326,66.29602333333332,64.67896999999998,64.99980000000001,66.40935666666672,65.43531000000002,65.65741333333335,66.15302666666665,65.65275,66.19137666666668,66.91516333333331,67.84762000000006,68.18604666666675,67.9728966666667,68.32970666666672,69.37622333333333,70.95667333333326,71.13570333333321,71.64150666666667,72.35470666666669
5 min,68.085,68.914,68.872,65.91399999999999,64.59700000000001,64.018,62.085,61.541999999999994,60.702999999999996,61.626,61.818000000000005,61.842,61.00599999999999,62.773,62.467999999999996,63.31699999999999,63.983999999999995,64.681,65.23400000000001,65.285,65.075,65.538,65.116,67.251,65.63300000000001,65.023,65.0026,66.172,65.55900000000001,65.377,66.34299999999999,65.74600000000001,66.206,67.368,68.214,68.022,68.185,68.641,69.18,71.15400000000001,71.155,71.643,72.591
5.5 hr,68.38213333333331,69.82281212121221,68.41363636363637,66.3926848484848,64.76117575757574,64.11010606060606,63.93797878787882,61.805824242424215,61.67880303030302,59.934606060606,61.989151515151455,61.760112121212096,61.23686060606064,62.38869696969694,62.4321878787879,63.075730303030234,63.859290909090895,64.39179393939389,65.19264848484845,65.16973939393942,64.96226666666666,65.19608787878789,64.51824545454551,67.2491242424242,66.35220909090908,64.69180909090906,65.02221818181819,66.38659090909097,65.46180000000003,65.66438181818184,66.10282727272728,65.67464848484846,66.18150000000003,66.90321515151516,67.82778787878797,68.18885757575765,67.99482424242429,68.3090454545455,69.38546969696968,70.89939090909081,71.14813636363627,71.63920909090908,72.35956969696971
50 day,70.299286,70.18082399999999,70.07552,69.896856,69.701572,69.49288,69.243202,68.98771400000001,68.81472000000002,68.453326,67.91625400000001,67.78640600000001,67.65131600000001,67.54504800000001,67.46169,67.414476,67.370292,67.349678,67.34425000000002,67.27761200000002,67.206776,67.126784,67.049168,67.01874600000001,66.932202,66.79197599999999,66.66391,66.57898399999999,66.50259600000003,66.40964600000001,66.32991000000001,66.20387800000002,66.08007000000002,65.99123000000002,65.97641600000001,65.93826200000002,65.91108200000002,65.88194200000002,65.86220000000002,65.83400000000002,65.8212,65.80120000000001,65.789
