,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-13,2019-02-14,2019-02-15
1 hr,48.263833333333324,48.686450000000015,48.451016666666675,47.75976666666668,46.89523333333332,47.17896666666665,46.32289999999998,47.12578333333332,45.296566666666656,45.87681666666669,46.28808333333335,46.96581666666668,45.43521666666665,47.15860000000002,48.61560000000002,49.94813333333332,50.795383333333334,51.25305000000001,47.420183333333355,47.194433333333336,47.29411666666667,48.644533333333335,46.958566666666655,45.89596666666667,47.29261666666665,47.85993333333332,46.58793333333334,45.83815000000003,46.21506666666665,47.085249999999995,45.68274999999999,47.82521666666665,42.955850000000005,43.98005000000001,43.28509999999999,40.05646666666667,44.99654999999999,45.72529999999999,44.601283333333306
1 min,48.21,48.43,48.51,47.74,47.1,47.32,46.33,47.06,45.85,46.43,46.61,47.04,45.35,47.17,48.49,49.96,50.83,51.33,47.29,47.13,47.38,48.65,47.05,46.01,47.27,47.79,46.73,45.73,46.3,47.24,46.0,47.83,43.01,43.99,43.42,40.12,44.58,45.41,44.63
1.5 hr,48.25008888888887,48.702177777777784,48.353622222222235,47.69735555555556,46.969544444444445,47.13057777777776,46.59297777777778,47.12853333333332,45.364399999999996,45.77515555555558,46.291188888888904,47.098022222222234,45.49355555555554,47.210655555555576,48.603888888888925,49.89733333333333,50.81982222222221,51.18724444444446,47.42831111111113,47.19942222222222,47.30193333333333,48.61332222222224,47.0439222222222,45.87566666666666,47.24384444444441,47.85922222222222,46.56592222222221,45.85130000000001,46.150077777777774,47.10051111111112,45.750711111111116,47.757099999999994,42.85942222222222,43.95685555555556,43.34462222222221,40.17723333333332,44.96736666666668,45.734700000000004,44.609355555555524
10 day,48.879000000000005,48.649,48.398,47.916999999999994,47.637,47.708999999999996,47.69,47.58,47.44199999999999,46.87499999999999,46.445,46.44,46.244,46.32800000000001,46.473000000000006,46.885000000000005,47.569,48.062000000000005,48.06100000000001,48.098,48.300000000000004,48.448,48.30400000000001,47.909000000000006,47.55300000000001,47.198,47.218,47.062,47.009,47.019999999999996,46.882999999999996,46.774,46.472,46.141000000000005,45.702000000000005,45.039,44.459,44.278,44.136999999999986
10 min,48.1162,48.563500000000005,48.465,47.794000000000004,46.992900000000006,47.411,46.4343,46.94699999999999,45.5359,46.236000000000004,46.3535,46.9365,45.41959999999999,47.1785,48.609500000000004,49.9894,50.708,51.3454,47.2746,47.0935,47.3885,48.598400000000005,46.904,45.96149999999999,47.2625,47.8194,46.62949999999999,45.7123,46.213499999999996,47.227999999999994,45.86649999999999,47.8538,43.0082,43.9645,43.372400000000006,40.1684,44.7435,45.6004,44.506
100 day,69.1796,68.8676,68.5552,68.24860000000001,67.92490000000001,67.6216,67.33130000000001,67.07430000000002,66.79860000000002,66.2313,65.51420000000003,65.28440000000002,65.03300000000002,64.79860000000002,64.57840000000002,64.36520000000002,64.18040000000002,63.997000000000014,63.55450000000002,63.083300000000015,62.84540000000002,62.59100000000002,62.32070000000001,62.04090000000001,61.764500000000005,61.501500000000014,61.24790000000001,60.975400000000015,60.72200000000002,60.47480000000002,60.199200000000026,59.60780000000002,59.23260000000002,58.86790000000002,58.4893,58.1016,57.371900000000004,57.0197,56.662800000000004
125 day,70.85511999999997,70.62103999999998,70.38983999999998,70.14887999999998,69.90759999999999,69.67143999999999,69.43368,69.20224,68.97143999999999,68.50519999999999,67.79159999999999,67.5608,67.31416,67.074,66.84728000000001,66.63752000000001,66.41528000000001,66.17511999999999,65.63192,65.08592,64.82008,64.57208000000001,64.31056,64.05144,63.794,63.55520000000001,63.32624000000001,63.11008000000002,62.89320000000002,62.68648000000002,62.462080000000014,62.08392000000001,61.866080000000025,61.65768000000002,61.44096000000001,61.19696000000001,60.752400000000016,60.56136000000001,60.36064000000001
15 min,48.11606666666667,48.58966666666666,48.47626666666667,47.74033333333334,46.92093333333334,47.42653333333333,46.40453333333334,46.983999999999995,45.43300000000001,46.154,46.333000000000006,46.91366666666668,45.44873333333332,47.199666666666666,48.63400000000001,49.99493333333333,50.698333333333345,51.35493333333333,47.28893333333333,47.104,47.38433333333332,48.62426666666668,46.91066666666666,45.965,47.267999999999994,47.82926666666667,46.61800000000001,45.72553333333334,46.22533333333333,47.21333333333333,45.828799999999994,47.91266666666666,43.017799999999994,43.987333333333346,43.36520000000001,40.145599999999995,44.78233333333333,45.606,44.5364
150 day,71.11280000000001,70.9604,70.79780000000001,70.63813333333334,70.47400000000002,70.32166666666667,70.16166666666668,69.99760000000002,69.82333333333335,69.47406666666667,68.9834666666667,68.8260666666667,68.65720000000003,68.49893333333337,68.33540000000005,68.1832666666667,68.03700000000005,67.88073333333337,67.51800000000001,67.13820000000003,66.94293333333334,66.74920000000003,66.5468666666667,66.33453333333335,66.13473333333336,65.94113333333335,65.74573333333338,65.54406666666671,65.35480000000004,65.16793333333338,64.98520000000003,64.60046666666672,64.37193333333337,64.15913333333337,63.94060000000004,63.69340000000004,63.248133333333364,63.02693333333335,62.78180000000002
175 day,70.51845714285714,70.41662857142857,70.31365714285715,70.2176,70.11080000000001,70.00108571428572,69.88954285714287,69.77428571428574,69.65982857142859,69.40594285714288,69.05017142857146,68.94045714285717,68.82628571428575,68.72542857142861,68.62348571428576,68.53308571428575,68.44440000000004,68.35040000000004,68.1139428571429,67.84971428571433,67.72268571428575,67.59320000000005,67.44554285714291,67.29880000000004,67.15920000000004,67.03137142857148,66.89657142857148,66.74840000000005,66.6016571428572,66.46331428571433,66.31851428571434,66.04468571428578,65.8820571428572,65.72960000000006,65.57371428571435,65.39771428571434,65.0572571428572,64.90102857142861,64.72851428571433
