,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-09,2019-01-10,2019-01-11,2019-01-16,2019-01-17,2019-01-22,2019-01-24,2019-01-28,2019-02-05,2019-02-07,2019-02-12,2019-02-13,2019-02-14,2019-02-15
30 day,14.541500000000001,14.5305,14.62416666666667,14.566166666666668,14.624666666666668,14.66866666666667,14.681666666666668,14.679000000000002,14.716000000000001,14.837000000000002,14.95166666666667,15.120999999999999,15.767666666666663,16.046999999999997,16.39066666666666,16.510999999999996,16.665666666666663,16.82533333333333
30 min,13.243666666666666,13.6592,14.543566666666667,12.987666666666666,16.108933333333333,16.221833333333333,15.41903333333334,16.048,16.49666666666667,15.891000000000004,16.907100000000007,17.967733333333335,18.221866666666667,17.190166666666666,17.904166666666665,18.241133333333334,19.025100000000002,17.76023333333334
4 hr,13.488733333333334,13.652158333333325,14.514962500000014,13.257933333333341,15.907904166666679,16.355712500000017,15.523333333333335,16.052779166666674,16.442491666666655,15.9643375,16.868333333333343,17.877750000000002,18.31396249999999,17.19762916666666,17.86687083333333,18.34444583333332,19.024345833333314,17.882049999999996
4.5 hr,13.500674074074075,13.62141481481481,14.516062962962975,13.303970370370374,15.855829629629632,16.349633333333355,15.522829629629628,16.05551481481482,16.413614814814803,15.972262962962962,16.873622222222235,17.851659259259275,18.31496296296295,17.215681481481475,17.862525925925926,18.349025925925915,19.004340740740727,17.897977777777765
40 day,14.352375000000004,14.397875000000003,14.497125,14.462375,14.452124999999999,14.523625000000001,14.585125,14.705125000000004,14.755875000000003,14.906250000000004,14.974250000000001,15.111999999999998,15.528,15.677749999999998,15.860749999999996,15.935249999999996,16.05125,16.126749999999998
45 min,13.297000000000002,13.641688888888893,14.545799999999996,12.96135555555555,16.156444444444453,16.236222222222217,15.438555555555563,16.04515555555555,16.511999999999997,15.910977777777775,16.917088888888895,17.973311111111116,18.242999999999995,17.201111111111114,17.916644444444447,18.261422222222215,19.041022222222225,17.791711111111116
5 day,14.296000000000001,14.008000000000001,14.12,14.053999999999998,14.290000000000001,14.952000000000002,15.284,15.644,15.698000000000002,16.142000000000003,16.402,16.838,17.982,17.826,17.6,17.598000000000003,17.946000000000005,18.002
5 hr,13.555890000000002,13.598206666666659,14.51426666666668,13.345189999999997,15.774003333333333,16.338790000000017,15.518796666666667,16.04664666666667,16.39723666666666,15.98335,16.87864666666667,17.810240000000015,18.31586333333333,17.238039999999994,17.866410000000002,18.359756666666655,18.987253333333317,17.917796666666653
5 min,13.273000000000001,13.837399999999999,14.524600000000001,12.953,15.9108,16.256999999999998,15.313999999999998,16.054000000000002,16.567,15.88,16.895999999999997,17.959200000000003,18.186,17.203,17.854,18.1988,18.925800000000002,17.740000000000002
5.5 hr,13.628775757575758,13.584187878787874,14.515000000000013,13.375533333333335,15.70118181818182,16.31957575757577,15.51805151515151,16.029560606060606,16.37734545454545,15.995399999999995,16.88721212121212,17.76076060606062,18.312700000000003,17.27578181818181,17.864866666666675,18.361051515151505,18.974975757575745,17.93824545454544
50 day,14.085300000000007,14.108500000000003,14.156100000000002,14.1987,14.357099999999997,14.4189,14.4767,14.5929,14.6349,14.702300000000001,14.7663,14.948699999999999,15.4452,15.5506,15.681799999999996,15.747199999999998,15.8134,15.8598
50 min,13.316980000000001,13.646920000000005,14.543019999999995,12.956159999999993,16.17442000000001,16.236559999999994,15.443280000000009,16.042239999999993,16.510899999999996,15.913059999999996,16.919840000000008,17.973060000000004,18.24769999999999,17.202800000000003,17.91456,18.26575999999999,19.042360000000002,17.801340000000003
55 min,13.333618181818183,13.653200000000007,14.539690909090902,12.9532909090909,16.184090909090916,16.239890909090903,15.446618181818192,16.040509090909083,16.510490909090905,15.915981818181816,16.922690909090914,17.96896363636364,18.25290909090908,17.206000000000007,17.912181818181818,18.269254545454537,19.042727272727276,17.809927272727272
6 hr,13.73096388888889,13.582580555555552,14.514261111111121,13.40371111111111,15.620541666666666,16.29785833333334,15.541227777777777,16.01781388888889,16.345430555555556,15.991419444444444,16.882127777777775,17.718930555555566,18.288536111111117,17.31403055555554,17.868827777777785,18.337002777777773,18.95728888888887,17.962313888888872
6.5 hr,13.844299999999997,13.59658974358974,14.53332820512821,13.441728205128204,15.523358974358974,16.247733333333336,15.569723076923072,15.990692307692312,16.313715384615385,15.987512820512828,16.83884358974359,17.664702564102573,18.247120512820523,17.357979487179477,17.874138461538468,18.32404615384615,18.92354102564101,17.982958974358958
60 day,13.975250000000004,13.99291666666667,14.016416666666668,14.02191666666667,14.131750000000002,14.174250000000002,14.197750000000001,14.319083333333335,14.386416666666667,14.49675,14.634749999999999,14.797749999999999,15.185416666666665,15.281249999999998,15.490249999999998,15.567583333333333,15.64175,15.69575
70 day,13.841214285714289,13.85107142857143,13.8915,13.910928571428572,14.026071428571429,14.065785714285717,14.085928571428571,14.16264285714286,14.208071428571431,14.291500000000003,14.401928571428574,14.512785714285714,14.940214285714283,15.094928571428571,15.293071428571427,15.360214285714285,15.427785714285713,15.47507142857143
80 day,13.647437500000004,13.655687500000004,13.734687500000001,13.7861875,13.8983125,13.932562500000003,13.959187500000002,14.036437500000002,14.087687499999998,14.188812499999997,14.2756875,14.375562500000001,14.7051875,14.8336875,14.977312499999996,15.039187499999997,15.118062499999999,15.183687500000001
90 day,13.372555555555557,13.447388888888893,13.549500000000002,13.612722222222224,13.715166666666667,13.749833333333335,13.777944444444445,13.903611111111111,13.957166666666664,14.062611111111108,14.13438888888889,14.230722222222223,14.567944444444443,14.6735,14.805388888888888,14.847944444444446,14.907611111111112,14.956388888888894
Tomorrow,13.71,14.08,14.28,13.7,16.26,15.36,15.06,16.53,16.71,15.95,17.44,17.84,18.21,17.46,18.2,18.92,17.74,NULL
