,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-09,2019-01-10,2019-01-11,2019-01-16,2019-01-17,2019-01-22,2019-01-24,2019-01-28,2019-02-05,2019-02-07,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,13.345200000000002,13.65708333333334,14.536966666666661,12.951799999999992,16.185533333333343,16.246649999999995,15.44990000000001,16.04034999999999,16.511866666666663,15.921483333333333,16.920933333333338,17.96493333333334,18.25719999999999,17.21001666666667,17.909483333333334,18.274083333333326,19.042316666666668,17.81936666666667
1 min,13.3,13.86,14.6,12.94,15.75,16.24,15.35,16.03,16.525,15.93,16.89,17.97,18.2,17.16,17.86,18.19,18.92,17.75
1.5 hr,13.410511111111107,13.658855555555569,14.531988888888886,12.969277777777771,16.171177777777796,16.2992888888889,15.48721111111111,16.03965555555554,16.552388888888878,15.918700000000017,16.911400000000015,17.960266666666687,18.276255555555533,17.232000000000003,17.892433333333322,18.276966666666652,19.050655555555544,17.848522222222236
10 day,14.670000000000002,14.45,14.207999999999998,14.030999999999997,14.262,14.503000000000004,14.631,14.966999999999999,15.325,15.792000000000002,16.023000000000003,16.403,17.601,17.855999999999998,17.791,17.835,17.886000000000003,17.877000000000002
10 min,13.224999999999998,13.774600000000001,14.5228,12.9579,15.954000000000002,16.280499999999996,15.350999999999999,16.0461,16.5335,15.861500000000001,16.901699999999998,17.9506,18.186,17.2092,17.863500000000002,18.200200000000002,18.951500000000003,17.757
100 day,13.153500000000003,13.200700000000007,13.293800000000003,13.339700000000002,13.495949999999999,13.552950000000001,13.599549999999999,13.723950000000002,13.783949999999999,13.885949999999998,13.94595,14.04045,14.416449999999998,14.506549999999999,14.62755,14.677349999999999,14.732149999999999,14.785250000000001
125 day,13.238480000000003,13.220960000000005,13.230480000000004,13.234720000000003,13.277200000000002,13.293200000000004,13.305680000000004,13.343120000000004,13.364000000000003,13.3964,13.440880000000002,13.52504,13.83928,13.94008,14.09536,14.155679999999998,14.22492,14.28236
15 min,13.225999999999999,13.743266666666667,14.531866666666668,12.9634,16.022000000000002,16.247999999999998,15.375666666666666,16.0434,16.520400000000002,15.859666666666667,16.908800000000003,17.959999999999997,18.191533333333336,17.213133333333335,17.877533333333336,18.203733333333332,18.972466666666666,17.76226666666667
150 day,13.838000000000005,13.849133333333338,13.865866666666674,13.836066666666671,13.784200000000004,13.782133333333334,13.776400000000002,13.713533333333338,13.689933333333334,13.639866666666666,13.589066666666668,13.592,13.708666666666668,13.763533333333335,13.847266666666671,13.880200000000004,13.92113333333334,13.94433333333334
175 day,13.469542857142866,13.497600000000007,13.549885714285722,13.57702857142858,13.66314285714286,13.695600000000002,13.724742857142859,13.819200000000004,13.85497142857143,13.91777142857143,13.97097142857143,14.023257142857144,14.19,14.22497142857143,14.240971428571434,14.251085714285722,14.263714285714297,14.270400000000011
2 day,13.965,13.780000000000001,14.48,13.614999999999998,15.265,16.005000000000003,15.81,15.77,16.28,16.32,16.42,17.71,17.955,17.695,17.575,18.03,18.560000000000002,18.33
2 hr,13.423916666666667,13.675066666666678,14.519891666666668,12.99489166666666,16.11965833333335,16.32515833333334,15.496316666666665,16.042474999999985,16.532799999999988,15.936691666666684,16.893075000000003,17.924141666666678,18.30023333333332,17.205783333333336,17.87764999999998,18.269049999999993,19.072483333333327,17.849933333333336
2.5 hr,13.430846666666662,13.691486666666675,14.520660000000001,13.043046666666664,16.06798666666668,16.31074666666668,15.497886666666664,16.05187999999999,16.50589999999998,15.94902000000001,16.88189333333334,17.901426666666687,18.30339333333334,17.206773333333334,17.86793999999999,18.281406666666665,19.057653333333324,17.863386666666667
20 day,14.869500000000002,14.751500000000002,14.601500000000001,14.411499999999998,14.416000000000002,14.476500000000005,14.48,14.587500000000002,14.678,14.851000000000003,15.142500000000002,15.516999999999996,16.6965,16.939500000000002,17.235999999999997,17.3705,17.514999999999997,17.575499999999998
20 min,13.228399999999999,13.711549999999999,14.540049999999999,12.977599999999999,16.064200000000003,16.23225,15.389450000000002,16.043699999999998,16.50205,15.866750000000001,16.904900000000005,17.966050000000003,18.2094,17.211850000000002,17.88815,18.22155,18.991350000000004,17.755500000000005
200 day,13.620400000000002,13.577350000000001,13.523850000000003,13.483050000000002,13.421500000000002,13.408199999999999,13.396300000000002,13.463100000000003,13.491200000000001,13.54465,13.598650000000003,13.660850000000003,13.857750000000003,13.922800000000004,14.019900000000007,14.057850000000007,14.09785000000001,14.133650000000012
25 min,13.230439999999998,13.676039999999999,14.54108,12.99368,16.09068,16.2226,15.406680000000005,16.047199999999997,16.496240000000004,15.877000000000002,16.900520000000007,17.969800000000003,18.21664,17.19916,17.89924,18.2322,19.00748,17.754680000000004
3 hr,13.443222222222222,13.695800000000006,14.518166666666675,13.113711111111114,16.023355555555572,16.310583333333348,15.50052222222222,16.056794444444442,16.485388888888867,15.954727777777778,16.865433333333346,17.872466666666682,18.293433333333336,17.203272222222214,17.863544444444443,18.306444444444438,19.044183333333315,17.859438888888903
3.5 hr,13.462676190476188,13.680466666666666,14.51374761904762,13.188790476190482,15.958752380952395,16.344123809523833,15.518247619047616,16.059504761904766,16.465304761904743,15.960142857142854,16.864552380952393,17.86585714285716,18.303833333333333,17.198399999999996,17.867828571428568,18.327466666666655,19.035523809523784,17.87193333333334
