,2018-12-13
1 hr,27.184549999999994
1 min,26.96
1.5 hr,27.218366666666665
10 day,27.131999999999998
10 min,27.023500000000002
100 day,31.680400000000013
125 day,32.13776000000001
15 min,27.05366666666667
150 day,32.461600000000004
175 day,32.04788571428572
2 day,27.505
2 hr,27.258583333333338
2.5 hr,27.3122
20 day,27.353499999999997
20 min,27.084249999999997
200 day,31.536700000000014
25 min,27.0914
3 hr,27.335922222222223
3.5 hr,27.355695238095237
30 day,28.373333333333335
30 min,27.104833333333332
4 hr,27.377441666666677
4.5 hr,27.440314814814823
40 day,28.846249999999998
45 min,27.149844444444444
5 day,26.582
5 hr,27.50994000000001
5 min,27.000999999999998
5.5 hr,27.55459696969699
50 day,29.552400000000002
50 min,27.162059999999997
55 min,27.17232727272727
6 hr,27.589061111111132
6.5 hr,27.619684615384628
60 day,30.302833333333336
70 day,30.687428571428576
80 day,31.14375
90 day,31.463444444444455
Tomorrow,26.57
